Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_headline_3m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_time_index_length_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_headline_3m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_time_index_length_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2012-09-01,2012-12-01,-1.6759017886272431,-0.060149794637876064,1.0357436387152053,1.058223525459774,-2.2034913665469347,2.610654506080616,0.31577760157628565,45.13773158071625,-0.7452899292553977,2.2232824689150106,3.1554484084223158,-0.4353856468247485,-0.03144764832740679,-1.3761053303988051,-0.8548901971052475,0.7258700278011013,1.2916855688326445,-0.016410199667937775,0.1920552322966947,0.1977757491208174,-1.657077810069521,-1.1358626767759632,0.44489754813038557,1.0107130891619287,0,0,0.0007214922783525796,-6.887705624106183e-05,-1.5895002733289258e-05,-1.0284549634109786e-05,7.029307952714359e-05,3.364873265710329e-05,-4.429248628070853e-05,1.074074637520478e-05,-2.8296721335297373e-05,-0.0001822492178428188,-0.0011355250389263793,-0.00012671758552678335,-0.0024602760803276594,-0.009285601433496373,-0.004722424321342873,-0.001647027899253528,8.732947069280869e-06,2.4175108233874023e-05,0.0034918901358568827,0.00024226938831503137,-0.0003280372343829454,-0.0001586223170349475,-5.398127384900998e-05,0.00010837705416355919,0.00013858227199945177,4.246698295017421e-05,259.52672881696236,0.0001085162168329089,-0.00044832326315175954,7.720761160831743e-05,0.0002248732614037023,-0.0004895034945531283,-1.2147309405556993e-06,-1.5358402081603924e-05,1.3001029689781307e-05,7.488958809413095e-06,1.4807839265200094e-05,2.7664789647498605e-06,5.4672037550847076e-05,1.554598003735805e-05,-0.0001256727368820971,-0.00028110961632506817,0.000141519217619786,0.0012152789148372962,-0.003846090541719908,0.0016711853738153608,0.00014799767566106356,3.5182579292554074e-05,-3.3701171379861585e-07,0.0017329706214348865,-0.00042753133712304274,-9.115403319568827e-07,-1.0270805532392656e-05,-0.0011800889936588977,-0.00022186059471639098,-4.861087455201442e-05,-3.548966496274627e-05,-259.34880248510046,-9.541672007715599e-21,-0.00020561381054689216,2.929708268123263e-20,-1.448075907202939e-05,-0.18155859162436885
2012-12-01,2013-03-01,1.0026598726764036,-0.204012192745697,0.9182832063149572,0.93258515376211,-2.1389534061643802,1.4560574734700382,0.6496313803877701,38.94658656205607,0.19040112801637452,-0.7990328298168173,3.1103423700843646,-0.5953826692453035,-0.8970506856008287,-2.1820696567111253,-1.6783195585990147,-0.12014290741723334,0.4380680141430053,-0.8460476374144044,0.21324774264165217,0.21316846460763877,-1.6396883303855003,-1.1359382322733897,0.42223841890839164,0.9804493404686302,0,0,-0.000780442479830082,7.297590896382436e-05,8.780240337071803e-06,9.138060548370586e-06,1.7072315992212585e-05,-1.671645966240768e-05,-1.0230912005343863e-05,4.209770219847692e-05,5.002667107358869e-05,-0.000517747556250237,-0.0021878300125639043,7.564508791761424e-05,-0.0021856916734633103,-0.004763421427060233,-0.0025175776326493778,-0.0008062001944355588,7.693007900988189e-06,9.733393547831837e-06,0.006483531749109721,0.00022606560721719082,-0.00031785175707275184,0.00016734592034245004,-0.00047621981878927944,-0.0004150163990149768,-3.559972483732684e-05,-4.2438861864338465e-05,53.21698076373782,0.0003712863206003745,0.00015781121373051684,-1.1002861801469479e-05,-0.00017450814558527772,-0.0010672962900011157,-1.5189057796426255e-05,-7.766060696158848e-05,-3.5287105833515167e-06,4.085189430186734e-05,-4.1034617129042684e-06,-3.861255824927993e-05,1.2164846398512335e-05,1.9494120777854938e-05,-0.0001300479392801439,-0.0008361272214451273,0.00016502903251909955,-0.00015427276960734582,-0.004400145601802485,-0.0011239361388430203,-0.0001408514483522931,2.2941764004239623e-05,-1.0597455323020377e-05,-0.00129094617696784,-0.00016428399774458925,-5.360026542066359e-05,0.00016722063055582683,-0.0002464410606744339,-0.00021320653523410876,6.854605108546579e-05,4.345797689932882e-05,-54.66861103797678,0.00011098648995504049,-1.1248878800214886e-20,-6.219027055252848e-20,-5.5527052742025034e-05,1.3204636729712582
2013-03-01,2013-06-01,0.9673552161846288,-0.36257720438859403,0.964433029900609,0.9694608040037712,-2.1564562324842305,1.7687202432917515,0.6641184232914201,99.99999999961204,-1.5451618213237568,4.494134084320766,3.140747530094083,-0.1279526276012355,-0.4604357327445412,-1.7922082669771726,-1.2722113436435958,0.3398176440955159,0.8544359491333958,-0.3697914316473927,0.5167616700274216,0.5196110151690009,-2.3042211090888816,-1.7842241857553045,-0.1721951980161928,0.34242310702168705,0,0,0.00040990083793715764,2.474782182419821e-05,-1.3425422559504402e-05,1.2942659121640885e-06,5.40002745668287e-05,-2.0722916822334434e-05,-3.2269351427429955e-06,-2.3070675814984003e-05,5.1826519396482925e-06,-0.0002972467968299831,-0.001209186589444993,-0.00030661988787993743,-0.00043658430958350483,-0.0015262551418294046,-0.00033617982485156594,-0.0007487877964857245,6.581232085129661e-05,4.863151217350834e-06,-0.0025230675060284886,0.0001865035791611591,-0.00018840688029877028,-5.888970073131015e-05,-0.0002436054166666719,-0.0002698511490251036,6.807712962526485e-05,1.3492688494502157e-05,248.54007689960602,-0.00020666318927422089,0.00028097372910600865,-0.00025451559093309393,0.00014449594024080212,0.0008944556190216184,4.122436903557406e-05,1.0306001658824493e-05,1.1922725169133682e-05,-0.0,-1.1445709763393879e-06,-2.144883901528117e-07,8.054998946503399e-05,-9.800440217267764e-06,-4.4634812677377914e-05,-0.0004933356962923392,-0.0008932333087383526,-0.002108339349586822,-0.006606616380312505,-0.0014456042052937166,-0.0008534724468389406,2.3873221598200788e-05,3.6224580284103996e-05,0.0002493501758722041,-0.0001452272194436761,-5.787773684589937e-05,-0.00011232218843204911,-0.00017844654364947702,2.4114769484699978e-05,-9.384689969089689e-06,-1.033387561553361e-05,-248.97409367726436,4.5386112368079783e-20,-0.00016124534852656762,6.540926610006319e-20,-4.525404440548588e-05,0.13473411746996417
2013-06-01,2013-09-01,-0.5156316360427127,-0.30064014961450813,0.747650715760661,0.7562120903828554,-2.073284382801002,0.04622133923660886,0.46878472761151446,99.99999999999996,-0.8999647746001459,2.569939064679462,3.1455541832369462,-0.0553795839522308,-0.0016317123451797255,-1.3044467734850047,-0.7712300702644762,0.7794340594122866,1.322215517378985,0.07352832505844731,0.1957598182485766,0.19984088631108157,-1.5126206109573632,-0.9794039077368347,0.5712602219399281,1.1140416799066264,0,0,-0.000259428958464514,1.4817113648012273e-05,1.8824777746535455e-06,4.484984550268657e-06,4.32693513773925e-05,-9.22826522004328e-06,-1.1960537940010444e-05,1.7519153922540074e-05,0.00011111952875614952,-0.0004900542432312456,-0.0034382944336353105,-0.0008008961272904199,-0.0033944634391684094,-0.009151885459646443,0.00023626173645939453,-0.0013968508673323468,0.00014325761900510806,-1.3868452079905995e-05,0.0010827443719308516,0.00029230704567212527,2.915325896463675e-05,-0.00024787486397643427,-0.0004550269564878161,-4.838224649730259e-05,-5.341468245363068e-06,1.481020286401065e-06,256.13858999311185,-0.00023045634962382905,-0.0002878888560726372,3.9787795984166563e-05,-0.00023522235875634662,0.0007748724299309255,2.5076773128802293e-05,2.500809685416494e-05,6.169488084304969e-07,-6.276495387901572e-05,-9.968742211816428e-08,1.6253283905097797e-05,2.9036635840081005e-06,6.552753886921777e-05,-0.00012248612035466985,-0.00030478153274952213,0.00018316331137536524,-0.0027642329451383566,-0.004462092974086555,-0.00026124622397870193,-0.0008820324977398609,3.633101331946551e-05,-1.8967454461226796e-05,0.0008228575734880112,2.619322286090575e-05,2.328196530234113e-05,7.337056536547562e-05,-0.00019160118277782088,-2.666215197493585e-05,-1.2277297968408625e-05,4.441872513134342e-05,-256.3700035372725,-0.0004271251985148851,2.4628116318156258e-20,-1.2720006250817073e-20,-3.2470325035796346e-05,0.027342891415709312
2013-09-01,2013-12-01,-1.1860208515447113,-0.2594104270831544,0.8237786464617136,0.8424251839872018,-2.092564231694302,0.8586068787208265,0.3917051812680752,92.41367666642934,0.7600954513631141,-2.6964755154541398,3.105649941715389,0.0670906503184021,0.2987432564337913,-0.9994577294368587,-0.48729097528799736,1.03674069629185,1.560955538488468,0.3635958632045799,0.18271945869847858,0.1864529985141805,-1.2278266651542855,-0.7156599110054241,0.8083717605744231,1.3325866027710411,0,0,0.0002097069115671327,1.8162649386789862e-05,1.1575814271845543e-06,9.52395772425301e-06,-1.1851651450739765e-05,2.228637389150653e-05,2.6115645375044655e-05,-4.6900436155517356e-06,5.693684861304138e-05,-0.00017074140719087555,-0.002615656794986521,-0.00028093213602331616,-0.003291451528815536,-0.009311106780732879,-0.0011669018400978742,-0.0023272512556260752,-6.558516774723124e-05,2.962001156612213e-06,0.0010424086060121405,0.00017964993896304847,-6.870613743574473e-06,-0.00021478855719181804,-0.000334899084610983,-0.0003120107296687219,0.00012476646458183557,6.073426874253203e-05,175.19578477970273,6.519251419704885e-05,-0.0005380157246514752,-0.00024216828586594503,0.0001545926673654897,-0.00040091193615089736,-7.323134712280614e-06,-2.8351599228491517e-05,-7.895733219535337e-06,1.8422388253995554e-05,2.5017338476227085e-07,-1.1039677129049354e-06,6.362756157073495e-05,-3.5331891105858364e-05,-0.00016081894535251043,-3.212890210069091e-05,-0.00019651431233715992,0.0002329986963669108,-0.0031397291617515067,0.0005409908861115527,0.00013426604512894484,-6.959104297327661e-05,-1.3641092114847297e-05,0.0008667341779866706,-0.00013359994132496292,-4.0870851540187464e-05,0.0003052518151444309,-0.00011370134131684458,0.00029574294015945624,-1.2256712791399214e-06,-6.344151183503714e-07,-175.89077166802318,-2.1927448490274225e-20,-0.0002586110800178149,2.3812595901207912e-20,6.950556755205889e-05,0.5090119963789622
2013-12-01,2014-03-01,0.7453886205475158,-0.2789011199691916,0.8704425382591565,0.8820493792127544,-2.1215174647610047,1.0491694725277836,0.6240708225451554,99.99999999999999,-1.758588469285082,5.294038595374686,3.149215855126037,0.0027728372861801,-0.25329959784299666,-1.5977340995113887,-1.0656955770937846,0.5557700786228741,1.020855072545151,-0.18357431785069878,0.1867388638500972,0.19153033850446416,-1.3780198971427071,-0.8459813747251029,0.7754842809915556,1.2405692749138326,0,0,-0.0006456812866767418,2.6942867469483456e-05,1.0650016682992238e-06,-1.6023028516266106e-05,-4.265071575181925e-05,1.3387587378664219e-06,3.041665958477116e-06,0.00012080461288964288,4.633428464525993e-05,3.068763624699842e-06,-0.0024671406992747033,-0.00019693300486929512,-0.0035627277724785433,-0.008755240600469007,0.000275315427360085,-0.0006894086713317599,4.358370203831523e-07,-1.574673183549624e-06,-0.0019149841468553816,-6.600277401645759e-05,7.358112346326985e-06,4.762312735298535e-05,-0.00040761028477941997,-0.00018678517106055002,-7.754876177484297e-06,1.506241999040509e-06,220.17595880070706,0.0003313071578104983,0.0001374014431544028,0.00015573602092001096,-0.00021519930999042435,-0.0008566398889152322,-1.4628716292378287e-06,-2.9022329107415485e-05,-1.5261384056039573e-06,4.90015801646664e-05,2.95068297541633e-06,1.4916579674454152e-06,7.71434497813071e-05,-9.799845905536226e-05,-0.00010823524151440366,-0.0010408454217005942,0.0001421995057483131,-0.0007249792890069176,-0.0010005442488960927,-0.000939263406593622,-0.0008131325842395016,-7.421132690526375e-06,3.724162778768625e-06,-0.00021270052591683647,0.0002471057969786101,8.537614702104501e-06,5.453742053017543e-05,-0.0001054893226633728,1.157366831363823e-05,3.6431392160415704e-05,2.819937550986671e-05,-220.68262560898287,6.489376276725575e-05,-7.404455759680094e-20,-4.466158676480269e-20,-9.196353824909026e-05,0.26783760624558633
2014-03-01,2014-06-01,1.1545891680473377,-0.37439253712447473,1.005843318445032,1.0279043219236235,-2.1837557260287372,2.3377850547501033,0.6823771284522744,99.9999999999931,3.413066052134865,-10.655160297869974,3.016402346926822,0.0495813252518573,-0.33266410104109573,-1.5908088702267524,-1.099711835962314,0.4866690010059391,1.004488262644785,-0.23906596675997704,0.5038607339524551,0.5092752638335274,-2.0511611900857223,-1.5600641558212838,0.026316681146969202,0.5441359427858151,0,0,0.0008044238246414244,-1.3088079172550376e-05,3.1990142719624327e-06,-3.391205792069149e-05,-1.5106462983961452e-05,6.581116722627837e-05,-1.8788455914299745e-05,0.00022904065602090762,-2.8815922178735936e-05,-0.000559211707947921,-0.0016145474663629184,-0.00017368745892503513,-0.003230576705020874,-0.008542155066587377,-0.0023816718466997525,-0.000687850662122098,-3.963012060473904e-06,5.305008351909686e-05,-0.0023337914738300824,0.00010796496580511158,-0.00012278687109888354,0.00010158874199441394,0.00012646979473089376,0.00010275585537776107,-7.4998721821837546e-06,9.575443587017867e-05,229.3118139955698,-0.00014573017571204873,0.00038153967931238403,-0.00015542487545885895,0.0001563556472614091,0.000505641012372225,4.376233117449918e-09,4.072951567041983e-06,0.0,-3.69789085734566e-05,5.8628198282181384e-06,3.3359319631106044e-05,-2.153830786006102e-06,-5.9607619334463414e-05,-0.0002813826023893224,-0.00042387296315694005,-0.00010421965277945652,-0.0006940163018541255,-0.0025520233334505055,8.765506594167141e-05,2.2622137327779083e-05,-1.9043405756700724e-05,-1.2931390913626553e-05,0.00118152693969232,-0.0001720961983159118,-1.1341593318186826e-05,2.114643633758902e-05,-7.885554728657285e-05,1.0446771532915384e-05,5.137219783962291e-05,-5.3407118255493185e-05,-229.94370946385595,9.979125798047408e-20,0.00018000896883672588,1.3783256098170434e-19,9.707900310504985e-05,0.2975782737376896
2014-06-01,2014-09-01,-1.064681367721576,-0.30165600317265734,0.7879273182943034,0.7888671969081571,-2.0434440101400817,0.5822077069450102,0.39470307178011055,28.513509008877172,0.8779996152583005,-2.876179362249269,2.9435029121714607,-0.0876811076678585,0.10307523346937116,-1.1357588501000861,-0.6083063773037185,0.862174775927046,1.4134535616932364,0.1784892342625355,0.17616338877714605,0.17890419544934014,-1.3555060267305776,-0.82805355393421,0.6424275992965546,1.193706385062745,0,0,-0.00022165560454180184,5.9784084853216925e-06,4.1577356089670436e-06,8.32084269679547e-06,-2.684423952857474e-05,-6.82346006488022e-06,-6.3924464150646315e-06,9.951547595471677e-06,-2.578209684038539e-05,-0.0003965572641748797,-0.0030085350072228166,-0.00011265131817957499,-0.0038634423674915436,-0.004979421616388071,-0.0033261082159762845,-0.00029270472113919515,-2.3234600000376794e-06,-3.7772155141900135e-07,0.004425792940529969,0.0002797234477823817,-3.289541142905912e-05,-0.00017774250904726424,-0.00026398082269678275,-0.00012817987571101544,-1.557352081118664e-05,-2.1912500943841817e-05,238.7581804102965,-0.0001278597887581833,-0.0004004641013992653,0.00014128013199261598,-0.0003227733407764018,0.0008809582267214382,-1.2518294883279473e-05,-4.7026433895450175e-05,4.630676324814597e-05,-0.0,3.969042871619131e-06,-1.3464017671710536e-05,-9.47470463816128e-06,5.262941050708253e-06,-0.00040263509621038415,-0.001230678351997009,-4.4380888105743086e-05,-0.0013828041737641546,-0.004428919938710544,-0.000576023362149214,-0.00023292314580045464,-9.630802033265337e-06,-1.1872938522253177e-05,-0.001174464309332015,4.103519192114854e-05,-2.0564958068139436e-05,-2.910840665391369e-05,-0.00016119006549814705,-7.612039807805824e-05,1.6491858798885093e-05,-3.5897890866306918e-06,-239.2076741575763,-0.00016724814122878287,1.5203161717601662e-20,-2.6023390141850198e-20,-0.00010548290079522,0.17466480233879475
2014-09-01,2014-12-01,-2.1510413154555152,-0.23206147862961918,1.1651314177000758,1.191014269898418,-2.1943080455607196,3.682483614144343,0.25970273152325946,99.9999999999995,4.00378257677709,-11.708300568424805,2.85275513943587,-0.3289362236455595,0.1508087355609145,-1.0530322604668514,-0.6047982479093567,0.8889101998399528,1.4201914040800776,0.2088241052183193,0.24443762049168918,0.2509152157123283,-1.1618002803194523,-0.7135662677619575,0.7801421799873519,1.3114233842274767,0,0,0.00020482735211370024,-2.0502409851298273e-05,1.1458000265205392e-05,-1.9596641845061312e-05,-3.3245463290522326e-06,1.9670977339803204e-05,-3.2182439065646346e-05,3.310911954307446e-05,7.909464524998906e-05,-0.00046313665419945183,-0.0020808051231301014,1.6871891810893747e-05,-0.002166617361102289,-0.0018759693228453229,-0.0028996062725512046,-0.0003519545502965096,-2.273860663401469e-05,-1.5073647569343917e-06,0.0028507172063595636,-0.0003510004324478839,-2.6882122742875943e-05,3.007365988302326e-06,-0.0006604454657040427,5.539464384286389e-05,0.00010477226324750209,5.867368161477866e-05,125.83218487881621,0.00015787323902158312,-0.0007886316448456633,-0.00013892481474057694,0.00022767808247454874,-0.000856558606546253,-1.6266571708396012e-06,1.0769417897530252e-05,-3.7455525848770054e-07,-1.7767963159558702e-05,2.1795811245744674e-05,-5.409968500660447e-06,-5.0177599814434663e-05,-5.544645061044511e-05,-0.00045375524824117216,-0.0011285254938546113,0.00010810548159651066,3.5163249969292324e-05,-0.0030122699964814426,-0.0001608576905553152,-0.0004214037883326965,1.3552129553779085e-06,-9.21139886671046e-06,0.0034368394391980995,0.00011904705822537624,3.442842261417313e-07,-0.00012884834151385575,-0.00010932962137914128,3.392571565682048e-05,-5.3439707804244e-06,-3.4680624499568594e-05,-126.8007148935301,5.6564307700541454e-21,4.005208389734925e-05,3.252989092910443e-20,6.27681968539127e-05,0.7718559650949279
2014-12-01,2015-03-01,-1.4527353949258526,-0.4800140830215421,0.8344527840649056,0.8289055140099784,-2.0504761628555244,0.946186750632843,0.36124337374792287,58.38432541586881,1.8299155446920696,-5.715401034189102,2.8843991244664826,-0.8784672275139016,-0.635286899537824,-1.8078430842360156,-1.3329183560184277,0.13714988526916108,0.6418393745582992,-0.5152833787824385,0.4881396555562707,0.4928078398443789,-1.271864884184481,-0.7969401559668932,0.6731280853206956,1.1778175746098336,0,0,-0.0013265113462964599,3.22656289833844e-06,1.469556703676615e-06,-4.659599132205864e-05,9.942312185452492e-05,4.2458168764298454e-05,6.795317278110682e-06,-0.0001292387159402973,-4.070201385324811e-06,-0.00010956447215429323,-0.0013461315514770463,-0.00022665509659596889,-0.003509258590934823,-0.007445852190031239,-0.0015656366795284429,-0.0005261163591905309,-2.222700141096299e-05,6.641442183633086e-06,0.0007994619881258212,-0.0005897693237678739,-8.13895899867912e-06,1.6474930096898997e-06,-0.0012509824117026454,7.15322654107847e-05,7.566777962089764e-07,2.050578533811239e-05,60.0514148496982,0.0003155184968062665,0.00018151338593202306,0.00011185824422403592,-0.00024584191380695573,-0.0017710336390409235,-8.80451803631987e-07,3.0192078731947235e-06,4.2690250945589124e-05,1.7000643196826652e-06,5.345648781706884e-07,-6.248967862243571e-07,0.00012585606521108876,2.617117714697106e-05,-0.00011374339359257976,-0.0009968239186058758,0.00015330252358123007,-0.0007766006493282128,-0.003735378301957525,-0.002676974770403291,-0.00021808627366823156,-1.1786419271936362e-05,5.397712793414565e-06,0.0005162693058773314,7.088181471685422e-05,2.8656992246917417e-05,-3.8641718856091906e-05,-0.0001688419698530387,-7.235225954886638e-05,2.5683663532913572e-05,2.8151261872206468e-05,-61.523056533520226,0.00031582335843071785,2.5481423376518126e-20,-7.323133520335978e-20,-5.79983618167561e-06,1.1972644889143185
