Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_headline_9m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_headline_9m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2012-09-01,2013-06-01,0.0980377667445964,0.7573616875827089,0.4503655278039882,0.4597796157701002,-1.4142102619441252,0.43470803258934165,0.3375342275002209,24.010792459461403,-0.8086986033703455,1.9047408364337601,1.4481414042640082,-0.1279526276012355,0.36654031302734885,-1.6043814208174503,-0.8009988861476247,1.394814226294748,2.173264778625609,-0.2014809526596828,0.2729706648913839,0.2781944977048854,-1.885353900488166,-1.0819713658183405,1.1138417466240322,1.8922922989548934,0,0,-6.621910552796102e-06,-8.614366137995633e-05,-3.22424924205634e-05,-1.4642850774075785e-05,0.00010367643089307989,3.678742561054349e-05,-2.5882418868544732e-05,-2.7491666542458182e-05,3.377757183242141e-05,0.018288819540076245,-6.890732961227773e-05,-0.0012464393954938102,-0.0007330615742947162,7.130580762665836e-05,-0.0027879663300586642,-6.362546294697193e-06,-0.001066039383491086,0.00020196422718073194,-0.006082907528034452,-0.0014755392170567685,-0.00018997450931271064,3.6216856796120336e-07,-0.00018944193027324905,-0.0126251166463746,0.00014329949668517666,0.00014450010800442337,2.8198573392258672e-05,0.0006973450519468115,6.617356896628685e-05,0.00024333896039334944,-2.632134524220216e-05,-7.3336279317465e-08,-7.696387247549229e-06,5.1550029088394555e-05,1.4159415957818993e-05,6.763940694660604e-06,4.3708165409081515e-06,-2.233628800695471e-05,-2.957358038362056e-06,0.0068236672436130345,-0.0002504409318445381,-1.1979369905984553e-05,-0.0007330437001505399,1.7268075312039297e-05,-0.0009025586189271461,0.0018354318725030217,-4.6910395641170694e-05,0.0013680110466270084,-0.002610071072096954,-0.00038256986410801217,0.00023502002436018461,-8.489838147284437e-06,-0.00045528836288205934,-0.004206024619753474,2.7990184344690098e-05,-2.5586999685437213e-05,-4.566597024705393e-21,0.00012113067733844584,8.629142092143388e-20,8.084146787768178e-05,0.699011612033652
2012-12-01,2013-09-01,0.4847944842727732,0.6912996543302278,0.34818044166132195,0.3576992362128676,-1.2911057045769736,0.042644385260458224,0.44753042748665506,32.50142672084999,0.08949036809009242,0.5457937318014494,1.4271455166326759,-0.0553795839522308,0.09949929359086002,-1.7073455622043763,-1.007857390633125,1.1596692875112686,1.857576647686338,-0.4189754471568108,0.4212830314103321,0.4282999833300335,-1.1649642358787513,-0.4654760643074999,1.7020506138368936,2.3999579740119628,0,0,8.782744007731715e-06,4.030684425624572e-06,9.340894653116439e-06,1.3134108480883722e-05,8.430113694535263e-05,-1.2896853728505443e-05,9.171566998547018e-06,-6.2887186652732705e-06,2.1696997982166142e-05,0.02006442637225277,-0.0003255932174008819,-0.0008377873860345243,-0.0007088524175352056,7.911595055862621e-05,-0.004103189437298142,0.005897866916169132,-0.0010605973234250104,0.004109761465054001,-0.005454814582847,-0.0021826575325170215,-0.0007807772485409392,3.3812583810501162e-06,-0.0005751930653437204,-0.012326956970442263,-3.083585316517696e-05,1.4168169870630353e-05,0.0007258315396458151,-5.4110716316968376e-05,3.4850594131339125e-05,-0.00028211163360877415,7.354179092971405e-06,1.4084531365856432e-06,8.100838212159904e-06,2.36360900197412e-06,8.418115774063482e-05,-6.20182241223251e-06,6.472900545922362e-05,-1.193893134223755e-05,-3.0514507248075818e-05,0.009624184188125514,-0.00021962825981813774,-0.0004387115484827836,-0.0004474466363939469,-2.6192528862536734e-05,-0.0008329044450328304,0.0034218089147678233,-0.0007239037040706212,-0.0008690670878548193,-0.002234890454872009,-0.0009341395282168258,-0.0005223543482545108,2.8018633855904167e-05,-0.00042838803152339043,-0.005998574918622936,2.255361084690031e-05,1.8339186516617457e-05,0.00024917742668662874,1.2301521970887654e-20,-3.86312652312266e-20,-4.5120285020881254e-05,0.6600363451973837
2013-03-01,2013-12-01,-0.244765757134265,0.560095183050888,0.5153700428427508,0.5162313893452938,-1.4403612127477738,0.6478011330357284,0.29024919754638967,81.99787057519846,2.259452460132002,-2.6977716373795295,1.4369100626960265,0.0670906503184021,0.670736355457267,-1.1431234318816414,-0.38656304017829957,1.7661140536099735,2.569465631270483,0.2506649681691009,0.2601725176687059,0.2638076425442442,-1.6551362739933502,-0.8985758822900083,1.2541012114982648,2.0574527891587744,0,0,2.627312584922428e-05,-9.092188936237302e-06,-4.099541466238171e-06,-5.044834594831162e-06,0.00010061833527710486,-3.9500641339084946e-05,2.5491028509822074e-06,-0.0001745525538073696,-3.967381901849175e-06,0.03023701446867893,0.00047172754562441335,-0.0009629942001466362,-0.0011092500603191542,0.00011684902974120741,-0.005319699995096702,0.0054737240626450785,-0.0010603982787474758,0.011244090374469558,-0.005420231391210685,-0.002122132803575222,8.397094151120816e-05,-4.188350791437551e-05,-0.001011990979312899,-0.015467531127413168,7.123890563068798e-05,0.00019200596263261948,-0.0004984889855395152,-0.00046715269631713717,-0.0001669528340263949,0.00022494417835824233,5.4244938301346415e-05,3.278963498620239e-05,-9.004259287246102e-06,9.118014745018584e-06,-0.0,1.198444913550597e-05,3.854302361449131e-07,-0.00017223181251902232,1.4459459753209734e-05,0.01130211146436201,8.49022302995411e-05,-0.00022709952035930084,8.016814176001144e-05,3.235636690685736e-05,-0.0018012767541655571,0.004487171899916081,-0.00041683913313854545,0.0036212539177598773,-0.002228068093082273,-0.0005988318626867476,-0.0006040329039955501,-8.355679133923678e-05,1.1572432955408475e-05,-0.005178604127970999,-3.0291817446143807e-05,-2.2903556430536186e-05,-1.740085436706073e-20,-0.0004236393959214709,-3.9522599432548134e-21,0.00012057434487215644,0.5822860904875227
2013-06-01,2014-03-01,-0.318754622346636,0.5612052068841231,0.5517041707629565,0.553791486495878,-1.4838501360224872,0.7743293010598268,0.26850182506899145,18.682408397669,0.06029994062337596,0.48401665390737975,1.4152833853624316,0.0027728372861801,0.6627427092092495,-1.1274629218386987,-0.4069226981989381,1.7938788956481442,2.4926884988908684,0.2418388040461572,0.33102412239988244,0.3310551845946725,-1.3356367593110572,-0.6150965356712966,1.5857050581757857,2.28451466141851,0,0,-3.271809327613386e-05,-6.2142699286302824e-06,2.147758049361484e-06,2.9543772568392755e-06,0.00019906881574423217,1.6190158304274155e-05,-1.4466693195516711e-05,3.126947545839943e-05,1.520867888082225e-05,0.039954280517843874,0.00028374177491028124,0.00015611566515758764,-0.0009830985940414276,-7.219632942768044e-05,-0.0061749549633105996,0.006322148065198588,-0.0014819204186324881,0.013334141368991767,-0.00981689069849115,-0.0020614905359131325,0.0002935152012951935,-0.00025641124431731807,-0.0005472451705058833,-0.016722270888920757,-1.0093539961297491e-05,-7.116815206927798e-05,-0.0008107547069471047,0.00030578112720488153,3.098784535992532e-05,-0.00031513241200138573,-3.070084420654055e-05,4.056051653778138e-07,5.0901014588694604e-05,-3.50561824996809e-06,-5.427867052955404e-05,-3.757554342129874e-06,1.6154831156840535e-05,-3.417609829564793e-05,-5.2984113837260554e-05,0.015754757589221107,0.00038494677130900364,0.0001060635812212826,-0.0003668883558823751,-5.776264907455452e-05,-0.0017477763319905023,0.002954852226961049,-0.00018562318253416548,0.00179368690445088,-0.0029397063395908327,-0.0008245859338231116,-8.898835572452739e-05,-2.660162728680347e-05,-0.0003403442523071802,-0.006842565920576103,2.900912509218113e-05,3.099215400028742e-05,-0.00022051259720688103,-2.2099557433806063e-20,-2.4460815727824554e-20,-0.00014716474154579615,0.5530578729471188
2013-09-01,2014-06-01,0.2379856456833806,0.5803435512467585,0.36826537764765543,0.3709530804802764,-1.3186677739699544,0.11720893550174279,0.4098522434984007,69.32953709991592,-1.8549195414785082,3.2130275457814905,1.4207335978591653,0.0495813252518573,0.3063497544243907,-1.5412771196914632,-0.8345543157081974,1.356134759287462,2.0492332366536803,-0.12890790901067817,0.25389581133147976,0.25104593166185163,-1.76964605540889,-1.062923251425624,1.1277658235700352,1.8208643009362535,0,0,1.1248020844730149e-05,-1.6882191337437487e-05,-5.098438969433198e-07,6.168890049838051e-06,3.971882980733944e-05,1.7671362467556116e-05,-1.661942382819825e-05,6.73666072174739e-05,3.94902049297804e-05,0.039058999197212015,0.0004978931741751329,-6.652379801233453e-05,-0.0002438500079673783,1.806981740611126e-05,-0.0052849762449510285,0.009630508054818954,-0.0012844431248113062,0.006668698055246058,-0.008855273552870581,-0.0019995225685883423,0.0005546030635302386,6.845856915935842e-05,-0.0013818189687962433,-0.01503221574748903,0.00013093812352015842,0.00021334617793303013,0.0003584090745939136,0.0005510314325686494,-0.0001265686002110521,0.0002902284809479759,-2.6101719947402014e-05,-1.100322028954847e-05,-1.7064836210734904e-05,-3.917551444021969e-05,9.123443964657168e-06,3.854171609198311e-07,-7.947996148619107e-06,3.2627876458385284e-05,-1.9072536702992554e-05,0.017123064682040456,0.00016905874363693215,-0.00017215293582179588,-0.0003275882096782625,-4.42290895447989e-05,-0.001710278878342936,0.003906394734785038,-0.0005248577354929663,0.003186743351638715,-0.002690784982498111,-0.000974301891332821,-0.00013761165321173096,3.532821334996585e-05,-0.00017922966505707635,-0.005056605759258722,1.040389362072283e-05,-1.8197761157749843e-06,-2.152053830014533e-20,0.00017323464636094852,5.0997645726706936e-20,2.2159287953397826e-05,0.5229918239794745
2013-12-01,2014-09-01,0.2784321402910923,0.54870184080352,0.36163531013483013,0.3628097033661494,-1.3014208874927278,0.07304571101507737,0.41816840082475737,99.99999999970589,1.9599510018283697,-2.2206252415660934,1.4229969339186226,-0.0876811076678585,0.1150211677164622,-1.5997138274307647,-0.918894357819591,1.2423118051968733,2.023774481387158,-0.2965052128861778,0.32441756423295337,0.3238264065895111,-1.3799996250620832,-0.6991801554509094,1.462026007565555,2.2434886837558397,0,0,1.1511512956109091e-05,1.8218607033241335e-05,-3.143151189455796e-06,-3.846113889376999e-07,-5.7481414988919667e-05,5.394745161722853e-06,-2.558856996035833e-05,-0.00012696301010495893,6.195295509129039e-05,0.042773597878346434,0.001444890880062704,4.529403173918376e-05,-0.0003269882166729768,-6.65471495922474e-06,-0.003851147090405534,0.009139241076124066,-0.000769411719319237,0.005759314728201694,-0.009756325139066935,-0.0012465795078768736,0.0004563980914210412,2.3405842305485337e-06,-0.0003967864308562727,-0.016248553541900086,2.7141736774232495e-05,-4.723430581892437e-05,0.0004812076532528572,-5.62263921422806e-05,0.00021884535300580266,-0.0003409226377178974,9.034185749599813e-06,-1.118142242774072e-05,-1.3118029468479637e-05,5.640828127783441e-07,-2.8722849022107563e-06,-9.375818730467486e-07,5.2116567694539646e-06,8.937109632330748e-05,-7.529427522995614e-05,0.013757993442441978,7.327247870853456e-05,7.193718605506819e-05,-2.83650235982553e-05,2.0684652207860853e-05,-0.0015357000676509435,0.003920806701992914,-0.00028990900623771887,0.006121832467255567,-0.0036171738825639265,-0.0003914305549788684,-0.00012523747592140474,-6.0737300737910366e-06,-0.0004567528926767371,-0.005882077746029394,-4.94487141648886e-06,3.6257767378334076e-05,-9.049395391838236e-05,2.2004156729525005e-20,-8.237730077521497e-20,-0.0001563737317567293,0.5153906750208692
2014-03-01,2014-12-01,-0.6870445050432512,0.5811855279225023,0.7478279100763481,0.7514334990736783,-1.6751104236309056,1.6084074165163167,0.19110479761753002,99.99999999999999,-1.5223084177212596,2.730046543451492,1.415062102422005,-0.3289362236455595,0.6222363010787557,-1.1939000216047413,-0.4693579730370204,1.6820011673735107,2.3684099702765407,0.18634715513687894,0.3358278957335983,0.3408707231287775,-1.6542523414637111,-0.9297102928959903,1.2216488475145408,1.9080576504175706,0,0,4.1056502258397614e-05,1.0174561546571154e-05,-4.886290474923661e-06,-9.662804332152995e-05,5.682950967435624e-05,9.060411518875718e-06,1.103201255405566e-05,-8.465792266643601e-05,-4.0423927574518594e-05,0.04580071863149573,0.0015361436784586745,-0.0007759840404823252,-0.00035834290541592636,0.0005050632421574269,-0.0035375340916956725,0.014489109863124763,-0.0006669003350336187,0.012476824287525676,-0.01161441636842561,-0.001117443364662914,0.000901061937584901,-0.00017308213431511949,-0.00046717944883674275,-0.016683553928918165,6.769845352919996e-05,0.00016669107498717446,-0.00039781736275641406,-0.0008394436967905071,-0.00021689058834914847,0.0003514203881281075,4.594954501687391e-05,3.014366008637074e-06,4.9280277433757516e-05,-0.0,-6.913792838891571e-06,8.804524525447075e-07,9.63220234808686e-09,8.217050381899638e-05,3.3404883854781926e-05,0.016094620331759346,0.0005923427776107549,-0.0001284592226869727,-4.8714977816422085e-05,-6.237903974345818e-05,-0.0009014892947202468,0.005772642680221798,-0.0001938819890081079,0.004526855305608219,-0.004305196200804977,-0.00032712009932135027,0.00024899086827326366,-4.2030750726722204e-05,-0.00018139911777254243,-0.005814673574329996,-2.1763432647434587e-05,1.2218557623108286e-05,4.5719239661995385e-20,-0.00015130310172434345,1.1237097299853594e-19,-5.0863125371272457e-05,0.47966413778098255
2014-06-01,2015-03-01,-1.5561526927009812,0.4785804357735638,1.358939518045716,1.367761068041382,-2.362008316497131,4.140138904111809,0.06550668292965578,99.9999999999998,1.4525267807357716,-1.4782093386546005,1.3497205233387684,-0.8784672275139016,0.6475826188420073,-0.9918800354123691,-0.3513810060031853,1.669222441659133,2.394607614814395,0.28864729201183437,0.8350083988134295,0.8396640635827775,-1.2116272120428606,-0.5711281826336768,1.4494752650286415,2.1748604381839036,0,0,-0.00012119160405064158,2.511451419195352e-05,6.126486394964007e-07,-6.946138704574011e-06,-7.287394898389303e-06,2.851862095547241e-05,-3.459360180935322e-07,-2.747060809159859e-05,5.871856171430746e-05,0.055604227129979894,0.0015079962509386047,-0.00033096736108908836,0.00017731609861038137,-1.728765017460531e-06,-0.0035210645122967783,0.005486714620026654,-0.000641847878411576,0.011582229143316,-0.008942939461993702,-0.0007875282160117494,0.0005931891969055677,-0.00019296115240832813,-0.0002664984023530176,-0.016966479562763186,-7.477039898886865e-06,-3.871988278613014e-05,-0.0007813054154510663,0.00022232547497195925,8.84849683327807e-05,-0.00020666766270568027,-5.7448652133471704e-05,-7.924877954910034e-05,-3.0444247063326264e-05,1.3621354923960473e-05,-0.0,4.851423162782705e-07,-1.194611334777918e-06,-3.0993348292865116e-05,2.342103987314499e-05,0.018917267163604878,0.0006964514657024955,-0.00025761056964767427,0.0001281380289908354,-6.266064764564013e-05,-0.0012199773603760275,0.00679636860237222,-0.00018586005704189992,0.003702499164021375,-0.003811613849460987,-0.00029569050125182643,0.00025396583259372924,-7.682598939509515e-05,-0.000133112585577062,-0.005661998526571075,3.013682199193221e-05,2.2058277390548675e-06,-0.00035482597701053906,-1.7733727500870476e-20,-2.90005487958047e-20,-5.1902031181082935e-05,0.4518106016701654
2014-09-01,2015-06-01,-1.0353911030505238,0.46761629588221715,0.9283663684609377,0.9330266027310306,-1.8647401146451337,2.259031241246564,0.14155119501333838,99.99999999999817,-2.3080385784327806,3.681232765577431,1.3788030929176542,-1.042713669218287,0.08454187998126883,-1.6852912305746377,-0.9167441823749907,1.15994539430999,1.8282446872745282,-0.266170341930394,0.62083433371254,0.6217391451622297,-1.7940592504272386,-1.0255122022275915,1.0511773744573891,1.7194766674219273,0,0,-1.5250345267767411e-05,-3.852558249440122e-06,2.7086782075113808e-05,-3.6610938957856065e-06,-6.077245561399168e-06,2.732615069766552e-05,2.939691704517315e-05,-6.790948628791654e-05,8.096308413478729e-05,0.05350771421585314,0.001224885976727394,-0.000238992037892801,-0.00046428773243399965,-0.00018702138701287313,-0.0025750932865307636,0.011334101607739368,-0.000426985411673945,0.006214154029453348,-0.007528258587634382,-0.0007367659595227251,0.001251200053230128,0.00034212447358115353,-0.00034901402777791335,-0.01734155395369168,9.077077237244764e-05,0.0001206198387651204,0.00041458305479625407,0.0004695076962396092,-0.00010500088860902578,0.00036272031620341493,-0.00019409497447409776,-1.2147599467602629e-06,-7.767684997437384e-07,-7.0958376932663005e-06,4.218786719995987e-06,-2.0606511573656686e-05,3.309839293966326e-05,8.40477554225532e-06,-5.0898252354697595e-06,0.015864217474531983,0.0007056474010989233,3.8223332407242505e-06,-4.298160101435969e-05,-4.2809549992547466e-05,-0.0010276303588284618,0.004859430889977131,-0.00015094597663623378,0.00143817311321246,-0.0024623673556299778,-0.000267889974962074,9.14454754380675e-05,0.00011914676244275604,-0.00010801574821973221,-0.005697032524334063,-1.1149822870564208e-06,-8.37972615163304e-06,-3.257791230057311e-20,0.0001115575641902794,5.1710464737402973e-20,9.317031378402395e-06,0.4585829464441572
2014-12-01,2015-09-01,-1.221828787548418,0.6174608300032287,1.1386173390323984,1.1489041606129082,-2.122459483780036,3.3829862972332827,0.09837925722434103,29.428739830844876,-0.6751781348605462,1.4755903166768738,1.3308615513918738,-1.4541319195251925,-0.07466470636145722,-1.8769787104969857,-1.1779060561482921,0.8507838946719224,1.5398904876678419,-0.5377603288638788,1.3209482664814831,1.3326449062500556,-1.3410005104454512,-0.6419278560967576,1.386762094723457,2.0758686877193764,1,0,-0.0002637978075303684,3.0546438302684725e-06,-1.9178411610765707e-06,4.5636358574634206e-05,0.0003033651832832961,1.3833224466994262e-05,2.5915860012360027e-06,0.00025188778819493137,4.435015552485919e-05,0.0678232486294201,0.0009978300847214886,-0.00011895358207533219,3.7841064990156852e-06,7.348243235223051e-05,-0.0024948789663298302,0.009946423915099192,-0.00040249255932326637,0.009479330567000042,-0.006448440305489159,-0.0004871600361472123,0.0007004240839923857,5.924573649716622e-05,-0.0006128158945906536,-0.016670293735393655,8.910707084091142e-07,-6.0906659464502384e-05,0.0006070240508790845,-0.00016794339429630794,0.00014112127645267804,-0.0002825211140372971,-0.00017464061425738575,-1.0397840446991695e-06,1.2129257489481245e-05,-1.9738551584349572e-05,5.783650515232047e-06,-3.8019375749161595e-07,2.747548451861452e-06,-0.00011577636055757769,0.00010652897963447881,0.02293998142265799,0.0003168739654520002,0.0001045909924488527,-0.00012958498020602371,1.2922764562784966e-05,-0.0012285669989784982,0.004168050947633101,-9.659478212042434e-05,0.004580506476172018,-0.002367939865933091,-0.00022563757222580712,-2.436928605565632e-05,3.836785001680852e-05,-9.174851052081067e-05,-0.0056478821335996555,5.269222978193347e-06,4.897297651444499e-06,-0.00014762180158549984,4.5286809672907884e-20,-9.743626219860491e-20,-9.2048757545483e-05,0.4148646011090462
