Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_core_9m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_core_9m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2015-03-01,2015-12-01,-0.7514291582000491,0.27511134152306194,0.6164397536275691,0.6226514049930378,-1.4599751297760464,1.0537853975717748,0.18619759379657383,99.99999999999999,1.463530096184253,-1.4112623477117872,1.1530804829430261,-0.8846061718801757,-0.11470079708784235,-1.5544317128146983,-0.969473591876165,0.7613048443649529,1.3697998024021742,-0.3210343032301388,0.4064564633572381,0.40999329045530863,-1.6479061897191631,-1.0629480687806299,0.6678303674604881,1.2763253254977094,0,0,8.056673518704479e-07,2.8511250133558084e-08,-1.3738540804135326e-08,-8.28723762121413e-08,1.5038466531846924e-08,9.831668804856491e-08,-3.1705301072397426e-08,-5.896516523724688e-08,1.764303788679812e-08,-2.6432444540922454e-07,4.7115652818561256e-08,-1.9041471249344193e-05,-1.6484781629849972e-06,1.8770515237580424e-07,-3.7899500124070227e-07,1.54618655653905e-05,2.175116220110818e-09,1.3700548706969185e-07,-7.344266277794563e-08,-7.084860092046949e-07,7.665996429443384e-10,6.233357497083985e-08,1.4752164890654242e-07,1.4496009411731259e-06,-1.835697323571344e-07,-7.111695980261017e-08,1.6098004421615794e-07,-3.516308954656002e-07,1.6678923307283276e-07,1.8194028221206234e-07,1.3770754970010252e-08,1.3194276909182464e-08,3.033965852146999e-07,-2.747895341283439e-08,9.3743978545914e-08,2.32157223239775e-07,-9.25247124093804e-08,2.070496603810244e-08,5.817139848470889e-08,7.343324738659527e-07,-4.6024624570692296e-08,-4.51914397410709e-06,1.2351414125722256e-07,7.227430122116474e-07,-7.654862072677033e-07,4.317722415978766e-06,-3.370380002235013e-08,2.199046003661674e-07,3.85405314034257e-07,-3.079344933165564e-07,-1.0266601967604742e-09,9.094512389295782e-08,-2.786935693624226e-08,1.1685367183968327e-06,1.344690091380525e-07,-8.104578409835187e-08,-8.802230884369125e-23,3.373971633643958e-07,1.069746494160707e-22,5.736199214229701e-09,0.2980255989648767
2015-06-01,2016-03-01,-0.6344418904070892,0.2563688043095579,0.5311031853351226,0.5343630911235918,-1.366723633550606,0.7935436938215554,0.21959185276735096,99.99999999999997,-0.9731709639006901,1.369945836153451,1.1407542590621773,-0.4835425102155177,0.1845655108219676,-1.2114673711909067,-0.688986725856604,1.0565351917057912,1.630087000317193,-0.007711092410200848,0.33688692300789636,0.3397756808660614,-1.3298120626241432,-0.8073314172898405,0.9381905002725547,1.5117423088839566,0,0,-1.584527482870045e-07,5.6193176166909486e-08,-4.777153455862379e-07,-4.173651811721355e-08,2.9100765896305428e-08,2.7961803844257524e-08,-7.952224683475313e-08,-3.30090946473553e-07,-1.916844396933402e-07,-6.547112679148757e-07,1.7931272915205314e-07,-3.8391965621272235e-07,1.604629270521497e-06,-7.00763353119048e-09,-2.929399371437577e-07,-7.298853257584425e-06,1.4552879039199188e-08,7.667170444078675e-08,5.912450839923605e-07,-4.7651708197045845e-08,-1.5704392853528053e-07,1.277518722031185e-07,2.1400359095612095e-07,8.546696427499446e-07,-3.8779790205789937e-08,1.9080693500515708e-08,2.3089582670717377e-08,-1.0663388115839984e-07,1.9159708179352476e-07,8.384867598530859e-08,5.109294715946196e-07,1.9139578086212412e-08,3.8221824230913936e-07,8.646508402483738e-08,4.849734499192413e-08,-1.3702641471175352e-08,1.1803731075714596e-06,-3.1318596712281944e-08,2.0344378096465705e-08,3.942951263528558e-07,5.131521773708884e-08,-1.882495996503556e-05,-1.3520144792074223e-07,-1.4567094295990576e-07,2.539336733842756e-07,-1.6621182835438896e-05,-7.410760391992465e-09,3.215308360816741e-07,-6.568781568821531e-07,6.036827778876894e-08,1.7943358300985289e-07,8.840553905060785e-09,2.0396945775645324e-07,-9.968103895942406e-07,8.992456026310796e-09,-6.877690307895165e-09,2.5813816335399965e-07,1.3444464842984438e-23,1.6362702948448262e-23,1.979191567763507e-09,0.2834180175621808
2015-09-01,2016-06-01,0.4222615617005468,0.2694687781186441,0.2850866029291136,0.28992771209399465,-1.0924160688556523,0.02334563471470615,0.5530351771017847,99.9999999999999,-1.9465591540038085,2.5437070831368684,1.1677512688858953,-0.2309070414847625,-0.3455016291711896,-1.819069259344982,-1.2257483773243851,0.5511739498933841,1.1048714581912245,-0.5476032127601727,0.223972351999493,0.2277011894208921,-1.892303395768199,-1.298982513747602,0.4779398134701671,1.0316373217680075,0,0,1.2091630781745384e-06,-2.9638482597769715e-08,-3.3606398069927916e-07,-1.6268089234506368e-08,6.544504223286e-08,5.121455422587197e-08,4.2001105901505844e-07,-2.5723721843012237e-08,-1.7150949081423195e-07,-1.582445981825421e-07,-5.703448149515379e-07,4.920090167667236e-06,-3.4585892060037875e-07,3.235567889406119e-08,-2.1816812419348204e-08,3.477580033019286e-05,-3.459400282988772e-07,-9.644494236516762e-08,1.5591985241029066e-07,-2.1933643961781237e-08,1.156052202174279e-07,-1.656189166849982e-08,-1.561179301017439e-07,4.4243197034478013e-07,1.5366100319490503e-07,-3.32204510081465e-07,1.3971983254834365e-07,-5.607222087877075e-08,-6.279774719133901e-09,-2.559162966021353e-08,1.5118490188001996e-07,-1.8807637869755164e-08,-1.1041480551148322e-07,-1.3639236860175307e-07,2.669212587899476e-07,-5.0576269065119406e-12,-8.715503844106053e-08,4.063181099589616e-08,7.350993488132349e-08,-1.1133315565605404e-07,8.03275456258817e-08,3.959617223230965e-06,-1.032424104146814e-07,1.3662846359032062e-07,2.007520965965843e-07,-1.8370111229273552e-05,2.8324764775243624e-07,-3.7959110484838725e-08,-3.954173278062701e-07,-2.112669974475217e-08,-1.4431216183781112e-07,1.4057989939878262e-08,9.900522586123883e-08,2.591717090928002e-07,9.253531485452796e-09,-9.064370570194507e-09,-1.2096113417083255e-23,1.8335036206213146e-07,-1.9839783597827967e-23,-4.420955836593734e-08,0.26167813096959247
2015-12-01,2016-09-01,-0.1718482538546339,0.18367844604304073,0.31969138675943154,0.3221764404329781,-1.1140605523281284,0.12639923434013117,0.370139689474676,99.99999999999999,0.5874721799705563,-0.4663729471709079,1.1479085167836947,-0.1371437538706388,0.12950127105261722,-1.2897321665575838,-0.7426149954582194,1.0075155780222258,1.5875430572505789,-0.008257563479663332,0.3048772773475927,0.3108902490736787,-1.098774331528513,-0.5516571604291486,1.1984734130512966,1.7785008922796497,0,0,3.4717931232542694e-07,1.3241164440989397e-07,-1.7813608056626373e-07,1.73315796134917e-08,6.595766667866284e-08,-7.74781362698611e-08,-4.0978851260163696e-08,1.6726677310278293e-07,4.4642118250123206e-08,-9.920878835967206e-08,-1.536688831040662e-07,-6.402803241754952e-06,4.989201243577543e-07,1.5098943494839437e-08,1.0486014288046518e-07,-2.2764433766162465e-05,1.1800162264316861e-07,2.997924542471716e-08,-1.4331153480208502e-07,1.1267445446958055e-07,4.6758985141182565e-08,1.2018694021992186e-10,1.1556606684948851e-07,-1.0910946819948534e-07,1.2086279866262113e-08,2.386306043055078e-08,-4.8267960731280316e-08,2.2243563019536587e-07,7.528670046587502e-08,5.107054802854242e-08,-2.7616841692189865e-09,2.0354122149842112e-07,5.342741105738361e-08,-4.502532116192749e-09,-9.46978807247447e-09,1.0475164293049301e-08,-2.7586578197462513e-08,-3.1792747106965916e-08,-1.672066221978849e-07,-1.2258267892568292e-07,-7.798290123752087e-08,-2.259364272906123e-06,4.801021958361209e-07,3.1695313022292495e-07,-1.349213256094521e-08,-2.272967989705399e-05,4.604221729455067e-09,-1.4327408458487935e-07,-1.6750639489832253e-07,-1.3327274891020553e-07,-2.9100884417202096e-07,9.616050668319451e-10,3.385330558107519e-08,-7.100041793536126e-07,1.034867386579019e-09,2.308031622479773e-08,-2.0407797065332435e-07,-3.661873884778981e-24,9.273642227859669e-23,-2.4844981648309984e-07,0.23244978129140945
2016-03-01,2016-12-01,-0.5393692965385573,0.29702882092086313,0.48993768318829856,0.49292133677050465,-1.334141991308957,0.6995618108896624,0.24314554380357095,99.99999999999999,-3.455945245738433,4.161944397351588,1.1213206643959877,-0.3244976139693989,0.3028009741251665,-1.1641812732562615,-0.6112146042030936,1.1430066442383844,1.6664335054362749,0.08002935843451908,0.20890869859347583,0.21791828720842457,-1.6654440517669864,-1.1124773827138186,0.6417438657276595,1.16517072692555,0,0,7.006125377886481e-07,-1.1289943362666981e-07,-4.588619792798953e-08,1.7196041210417356e-07,2.0963569283179654e-08,1.1848661936802373e-07,3.039234329043989e-07,-3.464847853579541e-08,7.80776391592776e-08,6.386405335382313e-07,-2.7793804457338646e-08,-8.877536907647216e-06,-1.8431341203953987e-07,-3.5061650248268036e-07,9.992597261278846e-08,-9.368236563852626e-06,2.625186646875426e-07,1.2970368058792389e-07,-7.624956350782785e-07,4.0891896275186486e-07,1.0703405311447174e-08,1.7914944010876794e-08,9.086858439368046e-08,-2.5618224745264446e-07,-5.084581604827971e-09,1.4160061616169151e-08,-4.2257020197251844e-08,4.6416342649852346e-08,-1.1320300148120177e-07,-7.627205355129062e-08,6.3740041016525615e-09,7.91906781445322e-08,2.0821480897950144e-07,-9.347768007454999e-08,-7.332951317650047e-08,-3.1841918995729595e-09,-5.88384854747447e-09,9.848208163784649e-08,1.1818286356679015e-07,-9.989242060624379e-08,-2.5527953704618326e-07,4.685573997648521e-06,2.605860299941593e-08,1.8145223116177908e-07,-3.2829912096277257e-07,1.9527533228872852e-05,1.3304041937922413e-07,-1.648550102968999e-08,-9.59972189103985e-08,-7.203235279357262e-08,-3.2189953887253325e-07,3.014229086890029e-08,1.634765146212877e-07,-1.3419973532496606e-07,-3.219032561828983e-09,-6.297099701969479e-08,-5.894716233688747e-23,-2.128229583883894e-08,5.676932832325363e-24,1.3097280051813387e-07,0.2161784502884277
2016-06-01,2017-03-01,-0.1688781930811937,0.22127388002587584,0.32295369943284086,0.32503415077843895,-1.1203818356405109,0.15221864014974415,0.3628133788236009,99.99999999999773,-2.0346729895735494,2.5307978150263954,1.126439091075631,0.1182657315096591,0.4108797863399613,-1.0286604427408301,-0.4255850660819298,1.2784306925001958,1.823418664133655,0.24492437632055442,0.2662184651688039,0.26654644188933685,-0.9506960224737009,-0.34762064581480057,1.356395112767325,1.9013830844007842,0,0,2.1891660017054797e-06,1.3492815639319441e-08,1.6380780517420857e-07,-6.290931622670205e-08,1.4815673827456014e-08,1.9768230245615182e-08,2.2667455108546207e-08,-4.4524068898810997e-08,-1.2393304865361273e-07,-2.445720693756911e-07,1.030149796962277e-07,8.091865153882129e-07,-8.727057359157315e-07,-3.2365692215850954e-07,1.9528702664155812e-07,-4.959031801144895e-06,4.7511479104983337e-07,1.6487005601896113e-07,-6.615527459077523e-08,2.06965931200552e-07,3.340287704718641e-07,-1.2509001609028573e-09,-2.435663842009535e-08,2.3318872039754263e-07,6.543194314248156e-08,4.017330825952642e-08,-4.4002849988634873e-07,7.636041126751249e-08,2.7117825167553724e-07,-6.18391938096303e-08,7.714288862431615e-08,-3.236473492826705e-08,-6.726942948108128e-08,-3.6345368707020575e-08,1.0723666148431078e-07,-4.923812402746462e-08,-2.4936829045548e-08,-2.2326314080558e-08,1.3947919674315698e-07,-1.5229743038240364e-07,-1.1423434957502336e-08,-1.5300500503849763e-06,1.964838580634364e-06,4.3147204000894935e-07,7.999762465420919e-08,2.5801542289112697e-06,-6.617451404215636e-08,1.198170329527567e-07,-7.478674819214823e-08,8.719354376006988e-08,-2.2791127629942244e-07,-2.271183072587462e-08,9.822795710518744e-09,-8.047240140418908e-07,2.1678645800600317e-07,2.805641088485641e-08,2.9144241538029154e-08,2.665500078690645e-25,-7.7432719068202e-24,-3.129122476724989e-07,0.20220521743228217
2016-09-01,2017-06-01,0.887756291300216,0.20950381941029447,0.41879419802788664,0.4242935508409951,-1.2280340418615092,0.4600264156247888,0.723861662416629,99.99999999999999,2.1203672001839937,-2.1434442378479974,1.1092892362441027,0.211977293329113,-0.2967120605883281,-1.674167959335917,-1.1147359603529237,0.552949519391381,1.1513961201714515,-0.453839925146049,0.30112728290976915,0.3053149330158187,-1.6444257534649642,-1.0849937544819708,0.5826917252623339,1.1811383260424044,0,0,-1.6936156043141434e-07,-6.676346040799176e-08,1.840609424850768e-07,-1.2371751085582194e-07,1.2286983065325772e-08,1.1316641083971849e-07,7.459113039067845e-08,2.0231235499818376e-08,1.0283378820676261e-08,1.7730327892774556e-07,-3.658756579791251e-08,-4.228326393307504e-06,1.2515568727742758e-06,-1.1280419763286131e-09,-3.969554820747911e-07,-1.7312917494263764e-05,1.1027024001399006e-07,-1.199461308520617e-07,1.8089684511013673e-07,-2.4795550952855715e-07,1.0649715596505747e-07,2.4179311691630943e-08,2.5271199166456012e-08,-4.47053966082437e-07,5.9454279366572113e-08,-1.1357287302908222e-07,1.5451788243275308e-07,2.2603041106726167e-07,9.219703763482006e-08,1.0098244320661883e-07,-2.7893018882936867e-08,6.628409905472921e-08,-2.131455975233007e-07,-8.452679119275218e-08,1.1211085888369002e-07,-1.1942168491223039e-08,3.5762217977053185e-08,1.9789368830700655e-09,4.000180807006363e-08,-3.7639184356520646e-07,-1.7542000926535836e-08,4.886965983214615e-06,2.2297271251478878e-06,-3.4103169334754186e-08,3.75047512067027e-07,-6.430764932673874e-06,-2.0249673158520386e-07,-1.4555722501042209e-07,2.0247958280848704e-07,1.3964641957832314e-07,-7.010896858650808e-08,4.0434647078446694e-08,-6.606274011758684e-08,-2.1067268686844562e-07,-2.97691707593627e-08,2.905054015016043e-08,1.9354745715816944e-23,1.3996620118249503e-07,1.459498008178197e-23,4.7151689819269375e-07,0.2029152627605495
2016-12-01,2017-09-01,0.9416666333898148,0.18232371002534387,0.46143646142643985,0.4658650042003684,-1.274887237186211,0.5766016752637008,0.7467141123058809,99.99999999971403,-0.060321024154277154,0.2515881743457211,1.1387702062143767,0.5106385514639378,-0.05886864105941553,-1.5107440249481998,-0.9269317950379965,0.8158789642817358,1.347635108349884,-0.19561142357842343,0.2472044721673412,0.25160992151825856,-1.259990498171363,-0.6761782682611597,1.0666324910585725,1.598388635126721,0,0,-9.115287169111204e-08,-6.305598510278303e-08,2.4856100311223833e-08,-6.295145251609633e-09,2.539323753748792e-09,-2.7190806021204384e-08,4.306445071977381e-08,1.6655972957523932e-07,5.95098569840174e-08,-2.0518124516152474e-07,-3.7380225378910245e-07,-9.612845798679586e-06,-5.448228107755125e-07,1.8632437411970969e-07,-2.601234668895527e-07,-3.201692277690866e-05,-6.171696151881754e-08,-7.481944477396998e-09,-7.250264335809539e-07,2.898148018375186e-07,1.4252795252727534e-09,3.3639359655297404e-08,1.0176808752641744e-07,7.085512544899682e-08,5.1699567319011265e-09,2.3001005928806954e-08,2.3796453763891736e-07,-1.2792464732927066e-08,1.380001830087612e-08,2.683892425841195e-08,-1.1041698623415246e-07,-5.7387890092581206e-08,-4.022974960595071e-07,-2.1638468027130557e-07,1.3282481996355623e-07,-1.6553347602686733e-08,6.54828968082877e-10,4.632193275898835e-08,-2.4079783698345917e-08,8.698550152516769e-08,-5.945967372407032e-08,-1.2670372061776678e-05,1.576756612355018e-07,1.534540726980266e-07,1.2998057748731057e-06,4.712497095571016e-06,-1.5929333782599996e-07,2.612747840085484e-08,4.495855168922906e-07,4.5889854736485344e-07,-2.598146085047907e-07,8.366971301255854e-09,-1.2465648952853079e-08,-9.601567496076155e-08,-3.680300049174361e-09,1.1701158367059399e-08,-3.0559082029638936e-07,5.359820671743182e-23,-1.9613092106594304e-23,2.1230688569445661e-07,0.1981621728669613
2017-03-01,2017-12-01,0.2440746407710747,0.2020729126093459,0.2659866471147895,0.2673194408340161,-1.0435146156422532,0.0017641451685717633,0.5162460916273128,99.99999999999966,-2.1788879777257737,2.6370555263451374,1.116607786436977,0.7058486844918832,0.6743473883705866,-0.8032617778444358,-0.1563333475970588,1.518611683528888,2.056531665597407,0.5227927039135771,0.5303492374018608,0.5367330453362912,-1.6421822038983709,-0.9952537736509939,0.679691257474953,1.217611239543472,0,0,1.3116775476969254e-06,-4.678387804891995e-08,8.31145025423352e-08,1.4662678790351414e-07,-2.6698046660211698e-08,-3.720147535938597e-08,1.0181480156555385e-07,1.0434978865880211e-07,-9.875001470634119e-08,2.918239009247666e-08,-2.269481013110037e-08,-9.587098554127438e-07,5.052225693383052e-07,-9.163183652567897e-08,6.058519560335588e-07,-1.970816663975169e-05,-2.579848912917123e-08,-1.1232604413347047e-07,-6.64750649938424e-07,-4.072825700172163e-07,-1.7127445002336476e-08,2.1546325824707238e-08,-2.222780662234679e-07,-7.338142385198048e-07,-3.028896467340107e-10,-1.1060225818063385e-07,-2.0466843835828024e-07,-3.8654771366026133e-07,3.76932645320113e-08,-5.761262371973039e-08,2.6945903765976183e-07,2.136350891426253e-08,1.4090916687413454e-07,2.602305531341399e-07,0.0,-1.1101794756634404e-08,8.302544701168218e-10,1.0129807528750715e-07,-7.685749001360354e-08,8.229710029789644e-08,-2.944769601043605e-07,-1.696399251362862e-05,-4.157952481853303e-08,2.3755798844943224e-07,2.120658323343863e-07,-6.711396438818744e-06,5.754666927009153e-08,1.0292501086001919e-07,4.2209174157087173e-07,1.995330521894172e-06,4.120489943191292e-07,-1.3118111372907204e-08,-2.2148341498683872e-07,1.9365265220530252e-07,-6.644760135326031e-09,3.240872146136814e-08,4.308917839223982e-23,1.2257631542129804e-07,5.542797957785386e-23,-2.7203702324679146e-07,0.18685657710481143
2017-06-01,2018-03-01,0.3178843199451127,0.17191582685368925,0.2695099063050166,0.2794068935453714,-1.040185786423733,0.02130680097538093,0.5490514227045441,99.99999999999999,-1.2621281328790241,1.5901259147154898,1.1147116490199924,0.5770491780988429,0.4675728082802753,-0.9540756250223761,-0.39814526012979784,1.3160619123148911,1.8461747009718874,0.33863593814000836,0.2031624064921002,0.21056470750561707,-0.9640928145279051,-0.40816244963532683,1.3060447228093621,1.8361575114663584,0,0,5.406909977280865e-07,-1.2485134319107239e-08,1.9487407716718495e-08,-1.1441253518962275e-08,8.50117083218091e-09,-1.3338125117613476e-07,-3.6680417882086697e-08,-2.921082034894556e-08,6.427578458813767e-08,-1.1538451266687267e-07,-5.7105364409078987e-08,2.8255182764847126e-06,-1.1143724678110955e-06,-9.317583518136288e-08,3.869395559416e-06,-2.112446519693271e-05,1.329598272052496e-07,2.1739304066151156e-07,8.095859993576046e-07,2.919945305398566e-07,4.919764186949386e-08,4.22858371356943e-08,5.6025053007539395e-08,6.367378052216884e-07,2.3990236311556014e-08,-1.3886800595100597e-08,-1.1405300945821172e-08,1.5362685352841637e-07,3.0672923950497287e-07,-7.325148415426104e-08,2.0559135562967944e-08,-6.8798342770770935e-09,1.0553593881635493e-08,-9.372273042019847e-07,5.357736102414663e-09,-2.703523198480669e-10,5.8253784157388883e-08,2.6412246148443532e-09,1.22120108042277e-07,1.89026209794176e-08,-1.3612553538972443e-07,-3.1263308865593806e-06,4.698523641744039e-07,7.155950296633761e-07,5.452350609179131e-07,3.408008592650418e-05,3.2308429581381374e-08,5.6032734843796346e-08,-1.006774376333706e-06,2.1253424310706314e-07,-1.0078602608851502e-07,-9.269967026781965e-08,-9.869492509864497e-08,-1.2126681276285208e-06,3.854459680447471e-08,6.943377442910696e-09,-2.3473417494429558e-07,-5.197105752744674e-24,-5.567158300388431e-23,-3.6274167205716065e-07,0.18115641320882428
2017-09-01,2018-06-01,0.8432466593085053,0.15488751309286192,0.4151605623643387,0.4201097669424033,-1.1752479028588305,0.4738383141787294,0.7340170687582772,99.99999999999987,-3.655977779137803,4.007538600040963,1.046223120747019,0.4772563274701547,-0.039013032191577854,-1.4316970464457772,-0.8495379438700317,0.7880301930674407,1.2963012869753665,-0.1551786670112243,0.38452193411796654,0.38812072456303054,-1.5714434776455382,-0.9892843750697926,0.6482837618676798,1.1565548557756056,0,0,1.2791231717516543e-06,2.9159994381873107e-08,8.233460372256592e-08,-4.43693768306593e-07,-9.692281323611513e-08,6.1601238331418e-08,-8.120084959450501e-09,1.2730832174304016e-07,-3.6183394254883755e-08,9.341340670943098e-07,2.5167523685883367e-07,-9.926997082807866e-06,3.859225751258403e-07,-3.118687650746642e-07,-8.738892519672816e-08,-7.03769051650974e-06,-7.18118856558536e-08,-1.0865457842124413e-08,-3.049638254080571e-08,1.6046151374747048e-06,-2.7791740508635946e-07,-9.978532637804585e-08,1.724385881376526e-07,-1.0699111274475868e-06,3.872733962696744e-08,-3.473440817767061e-08,-9.164868498096125e-09,-2.392533761809461e-07,-2.725792290281396e-08,-6.249259079118874e-08,-1.0101673882726268e-07,-1.2175698015015676e-08,4.1944635953766294e-07,-3.3684024625308586e-07,0.0,5.193006614307724e-08,5.5725308842746626e-08,5.656676896321035e-08,1.322740127395329e-07,-3.2016938431310057e-07,7.454359865770735e-08,1.591016994380944e-05,-1.2801315233421396e-06,-2.6790550388973554e-07,-3.187294254352302e-07,4.3918096518463925e-05,4.531634582025199e-08,-3.87628595645246e-08,-2.2040428991525005e-07,-2.570624294324817e-06,1.4079249315029652e-07,-1.2374630057666292e-07,-8.134548946500246e-08,5.735778664607109e-07,3.839756773226909e-08,3.73635712118396e-08,-6.922193290310994e-24,5.2013334906400995e-08,6.491335768378686e-24,-2.8339744520114095e-07,0.1903297103594301
2017-12-01,2018-09-01,0.4928102756888819,0.19476234227145572,0.2754473561851654,0.28235042740182476,-1.0068286330587037,0.08883257061439852,0.6007479080447166,99.99999999999999,-1.1713487277953218,1.4594944443825835,1.0532345281089708,0.3692064162161834,0.1456704661531138,-1.1680355226063286,-0.6269386326603584,0.958457362831148,1.453258217186875,-0.0004012905504779951,0.19545097208713164,0.20024279478716012,-1.1022453867475166,-0.5611484968015464,1.02424749868996,1.519048353045687,0,0,-1.0724459255282579e-07,-4.127390305003873e-08,7.843583375965552e-08,-4.870686885898293e-08,-1.7147296565224185e-08,-8.624127396314696e-08,-6.74201222298442e-07,8.860282089032873e-08,1.1757694511544319e-07,2.089643868249448e-06,-2.8509762119112977e-10,-2.8264051664472175e-05,1.3873924543099715e-06,4.564512185500097e-07,7.607813975620456e-07,1.345059899634393e-05,-9.855495814549953e-08,-3.251164806767319e-08,-1.928089063705101e-06,3.341549620834603e-07,-4.060855242947843e-08,-1.9454172452443423e-07,-9.563583892059926e-08,-3.62613802443102e-07,1.2994071146906186e-08,1.645919501145867e-08,-2.6936538951647353e-08,7.637615986117177e-08,9.47474908154769e-08,-1.4222437829368624e-07,4.890375256415e-07,-2.3200387790181264e-08,-4.8028886352377635e-09,-2.0388311333840294e-07,-1.7885863436665443e-07,1.1346345015090774e-08,2.881611203891642e-08,-2.9176482882193636e-08,2.2121071306824655e-08,1.8436742420828548e-06,-1.0915885176987639e-07,-8.860778975705968e-06,6.10052357929618e-07,-1.308983095414951e-07,-7.703637505508599e-07,-7.90259447834387e-05,-1.7427146838150104e-07,1.27635508934188e-07,2.7465364500698795e-06,-1.4826078723885894e-08,-1.0312414658522846e-07,-8.631965015691453e-08,-1.773248518588328e-07,-4.5838960396896774e-08,3.149041878072225e-08,1.2635488459375792e-08,2.1038399283951186e-07,5.75550928818119e-23,-1.9460102288186345e-23,9.951643954077223e-08,0.20423196110195252
