Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_headline_12m_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_Factor_1_lag2,SHAP_Shap_Factor_2_lag2,SHAP_Shap_Factor_3_lag2,SHAP_Shap_Factor_4_lag2,SHAP_Shap_Factor_5_lag2,SHAP_Shap_target_headline_12m_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Factor_1_lag3,SHAP_Shap_Factor_2_lag3,SHAP_Shap_Factor_3_lag3,SHAP_Shap_Factor_4_lag3,SHAP_Shap_Factor_5_lag3,SHAP_Shap_Constant
2012-09-01,2013-09-01,-0.0553795839522308,0.6987904572712657,0.4511035201520431,0.4526535139660944,-1.1969260093702094,0.5687724510790503,0.20928656515828803,15.227889740811653,0.06407829041590371,0.6400358587049997,0.9091621852155221,-0.0553795839522308,0.6987904572712657,-0.8848442903358736,-0.21598838414011298,1.6724017385195948,2.2869014675061567,0.0,0.4511035201520431,0.4526535139660944,-0.8848442903358736,-0.21598838414011298,1.6724017385195948,2.2869014675061567,0,0,0.001875504787045591,-5.8936347573143216e-08,2.196863396035365e-07,-1.1485006255434145e-05,4.6310061097959466e-07,-2.0694683070346404e-07,-4.033378390379547e-06,-2.6220076721893368e-05,1.0818733828754979e-06,2.8861994850710306e-05,5.881542585275182e-07,1.1385845023979366e-06,0.0002982198214957325,1.809534892042308e-07,-2.8644000088691636e-07,3.5814878003343202e-06,-2.5178712906529988e-06,-3.9682114536190854e-07,2.3515051650407176e-06,-1.8106649681209227e-05,7.280928410445504e-07,1.9910005036919157e-06,-1.5460442185407208e-06,-3.637092830715019e-06,0.7104071798941822
2012-12-01,2013-12-01,0.0670906503184021,0.6707370358200742,0.38795010200639873,0.3904457113122939,-1.1197546350302667,0.36438895872923327,0.26956862791008007,33.782989125416414,0.9243249471776336,-0.24715582349499812,1.0069778770835491,0.0670906503184021,0.6707370358200742,-0.9626405230163227,-0.29779397787996165,1.7029193898122683,2.542925240470642,0.0,0.38795010200639873,0.3904457113122939,-0.9626405230163227,-0.29779397787996165,1.7029193898122683,2.542925240470642,0,0,0.00015960733543474563,2.205681279914709e-07,1.8150791477703472e-07,-1.5105468989679886e-05,-5.97728787255692e-07,-9.879905801775559e-06,-1.470384815666523e-06,-4.92757118540152e-05,2.0641069970483127e-05,-1.5889784546240358e-05,-1.3438203298132053e-06,-2.1383073823658435e-06,1.7969149468014866e-06,2.588770810424682e-07,5.743806382932595e-07,-7.55037326390068e-06,3.269477708820004e-06,-1.1070014328010058e-07,-2.1126843587391536e-07,-9.333195790127546e-06,-4.5215535099484955e-06,-6.773291634773104e-06,-3.3018994923093516e-07,4.447394677031215e-07,0.6756225760603206
2013-03-01,2014-03-01,0.0027728372861801,0.6610761198319717,0.39920846859705394,0.40664724010826664,-1.126429007050559,0.43336321181056436,0.2643529452012643,99.99999999999999,5.332517430861921,-4.530724678883619,0.9685046543006006,0.0027728372861801,0.6610761198319717,-0.9789816528228712,-0.391145508340952,1.6879893668456027,2.4641533376049347,0.0,0.39920846859705394,0.40664724010826664,-0.9789816528228712,-0.391145508340952,1.6879893668456027,2.4641533376049347,0,0,-0.0002060290667905604,-6.394570640480025e-07,3.974227122468475e-07,1.4115116684929607e-07,7.180164577609071e-06,-1.2570432372783549e-05,2.2032603266837694e-07,-3.1732657718290074e-07,1.4255562967966347e-05,-5.200803844371391e-06,-7.425542267895691e-06,-8.030819917368439e-06,0.00015374086175901246,1.0654907761326184e-07,3.2159409303638804e-08,-1.8076115160246429e-06,1.988339305136158e-06,1.7873112234181076e-07,3.381485645373316e-07,-1.323709757411414e-05,-8.452067003807231e-06,-1.0448601956455235e-05,-9.590750994411763e-07,-2.3842248704813034e-06,0.6463509208014782
2013-06-01,2014-06-01,0.0495813252518573,0.5943745074119144,0.3728676998321378,0.37322690343857196,-1.1288834341083154,0.2967996113280812,0.2878385475065231,61.713573316874204,-0.6546794951609005,1.3192986771652673,1.038443423229213,0.0495813252518573,0.5943745074119144,-1.1316772337772925,-0.41422164246287196,1.6641379155272136,2.3683427217264748,0.0,0.3728676998321378,0.37322690343857196,-1.1316772337772925,-0.41422164246287196,1.6641379155272136,2.3683427217264748,0,0,0.00031316360175306305,1.1745636613528203e-06,-1.111890548529017e-06,5.11782408247864e-06,-4.101929060073002e-07,-1.0529243656954725e-05,-8.949771403579427e-07,-4.334094377869235e-05,-6.833423274216956e-06,1.001307973293105e-05,-2.7588413312975502e-06,-5.905472974663884e-07,-1.765522004529926e-05,1.269598501139249e-06,5.3711977175571746e-08,2.2153428116683735e-06,-5.481252221520745e-07,-4.199575472363369e-06,2.6031258656419143e-07,-1.416417120408572e-05,1.2415397880957301e-05,1.0769823750782402e-05,-9.681796975290056e-07,5.762260428441911e-07,0.6094228224904352
2013-09-01,2014-09-01,-0.0876811076678585,0.5611807602311193,0.4094481227714112,0.4172117964710703,-1.1732390349149258,0.42102172361335055,0.264728636101648,99.99999999999999,0.5170546248927118,0.0305817521372056,1.0551681516599525,-0.0876811076678585,0.5611807602311193,-1.179537794573168,-0.5014829908025006,1.6542865204635497,2.3043017224661244,0.0,0.4094481227714112,0.4172117964710703,-1.179537794573168,-0.5014829908025006,1.6542865204635497,2.3043017224661244,0,0,-0.00033279993264470766,2.460346638445642e-07,-4.01212390940077e-07,-1.912712952194358e-06,2.1776908454020746e-05,2.528282192611086e-08,8.807830429360148e-07,7.16555265313279e-06,1.5311300702841265e-05,-1.3249031620467942e-05,8.824815520357964e-07,2.1110543549256874e-07,-7.449517131005482e-06,-1.9107934248088004e-07,-2.1882494474234914e-07,5.862409456602643e-06,-3.16440408899304e-06,1.1577185779231868e-06,-1.0946973090555885e-08,1.9553967434080133e-06,1.9958435404309034e-06,-7.482963344623156e-07,-9.209311359316671e-07,-2.121479058287069e-06,0.5874726063972258
2013-12-01,2014-12-01,-0.3289362236455595,0.5682495502131026,0.533886668025727,0.5436058109677235,-1.3394184046778002,0.8049423128143665,0.18325307915388928,34.72456448932452,-0.6931094107157707,1.2418929875419638,0.9668395566780466,-0.3289362236455595,0.5682495502131026,-1.0968722111459586,-0.44336440193538323,1.5483880418121567,2.2139028140239025,0.0,0.533886668025727,0.5436058109677235,-1.0968722111459586,-0.44336440193538323,1.5483880418121567,2.2139028140239025,0,0,-0.00010928602799794554,8.351783266191845e-07,-7.852254952492821e-08,-2.0593151007788833e-06,1.6775165472072863e-06,1.2550904264302877e-06,-3.648302498261581e-07,-3.7198621812828555e-05,-1.2696701618529708e-06,1.6829532259490637e-05,4.275573649674441e-07,8.729004919582874e-06,-1.0913443289328376e-05,-1.5186651279179983e-07,-1.5331994753741022e-06,-3.8073317653851356e-06,-8.656343728315721e-06,9.045992664196062e-07,-5.718065747954817e-07,4.6704319272291805e-06,1.1431399453295092e-05,-1.0425356401559411e-05,-6.98153327082734e-07,-3.70186963331976e-08,0.5669883173078045
2014-03-01,2015-03-01,-0.8784672275139016,0.5426765619274982,0.9377496299368379,0.9483342103259403,-1.9434372753062794,2.019649670267862,0.07702081304922803,99.9999999976829,1.1446381365633773,-0.595616099889744,1.0039177251266658,-0.8784672275139016,0.5426765619274982,-1.1257016839157092,-0.43741264016282533,1.5740697393050747,2.2356690393506633,0.0,0.9377496299368379,0.9483342103259403,-1.1257016839157092,-0.43741264016282533,1.5740697393050747,2.2356690393506633,0,0,4.560607225065242e-05,-1.850784767606463e-08,4.597138820329821e-07,1.9819869888836268e-05,9.40114968930421e-06,-4.953088957651626e-06,2.6941499554240258e-06,-4.951998488436007e-05,2.3869934852050394e-05,-8.028361899470408e-06,4.5833248785169234e-07,2.5217879337137484e-06,3.664229032014492e-06,7.823297856787008e-07,-5.827729832040232e-08,-2.156785240218331e-06,-3.254651751994319e-06,4.652398852006149e-06,4.116703174237552e-08,2.133451830032067e-06,-8.48604720011785e-06,-2.8371458526423786e-06,6.760262183177518e-07,2.6835312868201013e-07,0.5486296112838788
2014-06-01,2015-06-01,-1.042713669218287,0.6135503223287437,1.1430725588417794,1.1539773929993078,-2.3835781847837483,2.743210409695303,0.04058009987282407,99.99999999995126,1.2904559654752117,-0.6149982579642546,0.938843761540935,-1.042713669218287,0.6135503223287437,-0.8998073771248505,-0.35227058973566855,1.5576669274602022,2.210465605257893,0.0,1.1430725588417794,1.1539773929993078,-0.8998073771248505,-0.35227058973566855,1.5576669274602022,2.210465605257893,1,0,0.0009018184307704311,9.59922131167295e-08,1.4661325255260693e-06,2.9875142458779722e-05,-3.7111117375089686e-06,-6.64999343965603e-06,-1.9075403613484784e-06,-2.2028283024776244e-06,-2.3757572670283495e-05,5.742150033303586e-06,5.371352782393426e-07,-5.054601893702215e-06,1.923815214385683e-05,-7.904492316305845e-07,-4.2526405132815254e-06,1.2399761716041406e-06,-8.55353094931067e-06,-5.1338690497575625e-06,-1.749138061421679e-06,-5.179178395901641e-06,-4.210875605113555e-07,-1.2610175301413245e-05,2.8484398538937634e-07,2.7040981329391536e-07,0.5402389639419322
2014-09-01,2015-09-01,-1.4541319195251925,0.5718862003500281,1.4838554384134057,1.4977355519680753,-3.142662542829027,4.104749422062723,0.015474537268037379,99.99999999999987,4.77844600826601,-3.8079978305172837,0.9084414192214346,-1.4541319195251925,0.5718862003500281,-0.9495338624685964,-0.4089518627728488,1.526933165057199,2.197094041544973,0.0,1.4838554384134057,1.4977355519680753,-0.9495338624685964,-0.4089518627728488,1.526933165057199,2.197094041544973,1,0,0.0007534589579901997,-5.998161075274936e-07,-5.926276977659788e-07,1.4123492260546504e-05,1.6542377921753935e-05,-1.957713612758221e-06,-8.872243151971472e-07,-1.3757364208825893e-05,-2.1956452663944483e-05,-2.393002299008863e-06,-1.0487955244083625e-06,-3.0574760615637862e-06,-0.00015827654951797529,1.0266424823858352e-07,-2.6284043508719143e-07,-3.164592982994753e-06,2.7781627959290293e-06,-1.6166927074573402e-06,8.440073416426693e-07,-4.677682802685734e-06,1.3612390398227303e-05,1.5967497614668673e-06,1.3642737635638262e-06,1.6028200155090876e-06,0.5231560916521857
2014-12-01,2015-12-01,-1.316989762101528,0.502039727846783,1.3016486267459666,1.3131783724672887,-2.675389125105213,3.3088682853016125,0.030239456398783223,99.99999999999999,-0.5446331344067844,1.0296114314322833,0.9554850535249703,-1.316989762101528,0.502039727846783,-1.0683695683560481,-0.44996828383301396,1.4698970956184298,2.0795450941419737,0.0,1.3016486267459666,1.3131783724672887,-1.0683695683560481,-0.44996828383301396,1.4698970956184298,2.0795450941419737,1,0,0.0009821950727446974,-6.693738879974822e-07,-2.6816020500775703e-09,-2.6165981978310102e-06,1.0612973158060069e-05,5.086316629049297e-06,6.333600317269111e-06,-1.1338288642119826e-05,2.446259797602855e-05,-4.19319711552932e-05,9.728673125116378e-07,5.538899413320148e-07,1.2318198152889511e-05,-1.1325711935562855e-06,5.472730808854504e-07,2.2775893125441075e-06,1.6940639009595426e-06,-4.171887422709055e-07,6.31356065119218e-07,4.1639998753585295e-06,-9.395854987302491e-06,3.3569980269125743e-06,-4.4907696365525934e-08,-1.8938231747120208e-07,0.5121479582907474
