Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_core_12m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_core_12m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2012-09-01,2013-09-01,-0.0686985256836081,-0.1885488584589421,0.12622670019829738,0.12855977871648822,-0.2187985782641071,0.014364102266358298,0.6095427355251468,99.99999999999999,0.6302201878834193,-0.5014253812409761,0.47489729674330666,-0.0686985256836081,-0.1885488584589421,-0.9780346801820768,-0.6807016047521848,0.28194510820319674,0.5890830513115861,0.0,0.12622670019829738,0.12855977871648822,-0.9780346801820768,-0.6807016047521848,0.28194510820319674,0.5890830513115861,0,0,-0.005960616852639507,-0.0011228208943204984,-0.00028487791775164205,9.97167925080494e-05,0.00015099656137845043,0.0003692403535290542,0.0011398998135156066,0.0005302662458065145,-0.00026735107655221117,0.003090738440014169,-0.17338939621959337,-0.23071403597736834,0.05418038666182987,0.03695851710724617,-0.025231296804721557,0.1415195650211081,0.5256316515460047,-0.011481256672130024,-0.03875652423062318,-0.03805069996867081,-0.005572866033591864,-0.008324046448966015,-0.0007888778180395138,0.0013859930450031148,0.00027595675314319906,0.0006277096862414083,-6.929471304395776e-05,0.0030695487822621163,0.0008089693969075168,0.0004706086164460669,-0.0012023706491531801,1.0068484254856015e-06,-9.458291129610348e-05,4.066462239378231e-05,5.704264217924963e-06,2.5693929221498117e-05,7.012190564701248e-05,4.5605448556815255e-05,-5.285424946308577e-05,0.0003245162584082812,-0.042485241933729094,-0.04467145552054376,0.00867432205868154,0.001416301371640181,-0.004151685561871689,0.012997963272285822,0.09585623649370596,-0.0016631850640774792,-0.008533624457352004,-0.0002783713532319386,-0.0004959415240430663,-0.0012544204657116607,0.00044923052150919277,0.00014519708718722257,1.6135630846612057e-05,5.518652130364925e-06,4.3162666248493867e-20,0.0004822615413176427,-1.5814588300210634e-20,0.00012944865421552718,-0.44167559668732687
2012-12-01,2013-12-01,-0.0163107733018641,-0.25372052655241273,0.15827281498908635,0.16258749942385736,-0.2897184097099209,0.05636339093848639,0.7005326047850028,99.99999999999649,0.31598195361528364,-0.40596794698956024,0.4611534853790314,-0.0163107733018641,-0.25372052655241273,-1.0162307409743598,-0.7327105561210364,0.2153485876591353,0.5059516190896074,0.0,0.15827281498908635,0.16258749942385736,-1.0162307409743598,-0.7327105561210364,0.2153485876591353,0.5059516190896074,0,0,-0.002426013077846681,0.00021760877392382907,8.306151544117489e-05,6.1281556519634875e-06,0.00021251559495996802,0.0004727102918966046,0.00034176542636601726,0.00023146883311658882,-0.00014877377095375732,0.0027655562642313006,-0.23647695191777288,-0.20504061691710432,0.03648585631711715,0.09009681317434085,-0.033912293290134746,0.18761761834394058,0.5753352544967801,-0.010679324086108216,-0.055265746100841756,-0.0218385049813177,0.009912618596216147,-0.010396196837119199,0.0021258372329560392,0.003246831471825819,5.159715890958448e-05,-8.419328016761952e-05,-0.0021005033059258407,0.00014919642268363173,7.191021749254862e-05,-0.0005028677609131504,-0.00045098560461270777,-1.5969208592589608e-05,0.00013861193343743785,-2.8411105214585122e-06,4.874796031145433e-05,-1.653966097900117e-05,0.00046354657475250444,3.6786995051912906e-05,3.1252739227629412e-06,-0.0005588732477226539,-0.04857066430991706,-0.04835739776277654,0.006774048555892729,0.011954084991751896,-0.00531579799009419,0.012397059076355858,0.10574135320802219,-0.002373275124508561,-0.014708986079742303,-0.0077594276128269985,0.001466639302749564,-0.0013438069451120443,9.972816702744138e-05,0.000497425549250741,-4.9868762396696506e-05,-4.9044633524619565e-05,-0.00019043721368659357,-7.374217103565974e-20,3.631329870115957e-20,-0.00017470753736500896,-0.5934637785349106
2013-03-01,2014-03-01,0.0721983425743033,-0.23193842379004515,0.18720731013333106,0.18789284277829038,-0.37637224317984175,0.09249917265456227,0.7500099719601527,99.99999999999999,1.884379504355791,-1.0885125993612885,0.45050853634642635,0.0721983425743033,-0.23193842379004515,-0.9799722240533391,-0.69828807229965,0.22003954200186607,0.5433713357498622,0.0,0.18720731013333106,0.18789284277829038,-0.9799722240533391,-0.69828807229965,0.22003954200186607,0.5433713357498622,0,0,-0.003749656603604961,-0.0007496279378722256,-0.0001531033646457181,-6.482194186109631e-06,0.0009733743189295116,0.0003816989989403286,0.00019599571363609198,0.0013450066271079465,-4.508716888025994e-05,0.004148173545529374,-0.22394472679605334,-0.1804043843467153,0.03046477369511974,0.1252973583995416,-0.03598697749868466,0.18689688277800137,0.5824314372100513,-0.009926530500182183,-0.06701767868361616,-0.02034512337416187,0.010249383586224927,-0.007973009743754818,0.003477818433652652,0.004098960009707886,-2.7223888773653188e-05,0.0002323427181304146,0.0011479038252406781,-0.00029021580349354294,0.0002149782646856585,0.00013442288843603707,-0.00013535007787388587,5.832698501981559e-05,2.855029299341285e-05,4.692107160240876e-06,-0.0,2.8993548478431287e-05,6.375728234530933e-06,0.00019943703204075824,1.8515946038057647e-05,0.0009463638816435569,-0.04832637091141615,-0.03814649097438278,0.0063300757830025735,0.01694537012600347,-0.003759826892542852,0.012636141238572318,0.1082374634792646,-0.00157963754914413,-0.011508705703051573,-0.00277535143236857,0.0038584518618139186,-0.0014424911383147596,0.0005910993974523128,0.000650536528090214,-1.283186821769221e-05,2.34449424436987e-05,-3.6463831101545357e-20,0.0002899452816803592,3.1600743848140757e-20,0.00015165445736762298,-0.6603150625724601
2013-06-01,2014-06-01,-0.0402056980780329,-0.3092412897743081,0.16637325537442177,0.17002740768569477,-0.27982734806827003,0.07238014959936491,0.7289134582539553,99.99999999999999,-1.4451642872407802,0.32586853516682524,0.4375415818836658,-0.0402056980780329,-0.3092412897743081,-1.0433073596482143,-0.756620989997367,0.14305085800199582,0.41410135448487645,0.0,0.16637325537442177,0.17002740768569477,-1.0433073596482143,-0.756620989997367,0.14305085800199582,0.41410135448487645,0,0,0.0019712468510765537,5.9344547796781535e-05,2.024645457647055e-05,-5.796632287698236e-06,0.0003542547488087034,0.00021729386898880848,-0.00028067721287298525,0.0003914313478227572,-0.0002235202066519568,-0.0022614018684543485,-0.23632159054159296,-0.26098140871900044,0.02281923630312786,0.1382278501553673,-0.021155157122796288,0.19618748558168092,0.5831946899673348,-0.010122510174875919,-0.06500346293495488,0.0031031099235055977,0.008233846738630205,-0.010599652342354427,0.0036565028000092913,0.006591962550186517,-4.750815865810854e-06,-0.00011299579683427121,0.001895928167458042,0.0006565128710048492,0.00037475357214509174,-0.00025417276934987053,0.0006579844951924005,-3.1930036994980424e-05,0.00010890334902379065,-1.3043572381097553e-05,-5.455179626391214e-05,-1.8424688718648994e-05,0.00010241320276689755,4.567399534359911e-05,4.531057276712e-05,-0.0008014399687042329,-0.05099595228881528,-0.0479680203514058,0.004739277865124235,0.019132503721293218,-0.003012569868544683,0.01487260700914903,0.11500094132269524,-0.0016470162037964468,-0.01519508610190104,0.001236717223540965,0.0031296265588388744,-0.0019444375818547781,0.0009773047770499407,0.0010353347306548673,4.3812207765002624e-05,5.681636158217468e-05,0.00044719768151735273,1.4308650957209886e-21,-1.0606414812110319e-20,-0.00017419062131718673,-0.7014829834566705
2013-09-01,2014-09-01,-0.0019006300588486,-0.3205315049894797,0.1883395840021799,0.19166827702502598,-0.35044781306147144,0.10152563445905946,0.7642159808250458,99.99999999999999,0.10897756462044347,-0.3630340638178419,0.4339351098944355,-0.0019006300588486,-0.3205315049894797,-1.0350140972215536,-0.7488243769104622,0.12601460541071044,0.4138239562496307,0.0,0.1883395840021799,0.19166827702502598,-1.0350140972215536,-0.7488243769104622,0.12601460541071044,0.4138239562496307,0,0,0.0030665684837241293,-8.138134589217417e-05,-3.9613076302459714e-05,6.843318184938796e-06,0.00016939417721890726,0.00020403511938399467,0.0019030280567570385,0.0012790237081352492,-0.00022323270265483419,0.0005549103975712461,-0.22413909837195492,-0.2634304531293626,0.023070427883572175,0.12347413382318598,-0.027856348542679103,0.19912007099057874,0.5835054072451898,-0.009331974590875513,-0.064002093913328,-0.0014136705035656023,0.009004915765776614,-0.01563604868165266,0.0044183353273245735,-0.002317510613789261,-0.00011054529440222565,0.00021742670784415468,-0.000817878189639553,0.0017821053855663696,-8.84704565931428e-05,0.0002558833385545842,-0.00030689125689557903,-1.883226721723874e-05,-6.967036582495924e-05,-1.2159794820673365e-05,2.4461820648851895e-05,1.4730236262137406e-06,-6.645827107686463e-05,-4.9681475260277985e-05,0.00010383137399014151,-0.000582399766675669,-0.04708741516951667,-0.04788687174390042,0.0042008164056608595,0.022406337144607484,-0.003854755326202681,0.01258450937670838,0.11004209741348299,-0.001704803195818734,-0.014390557936546786,-0.0019631728397697472,0.0034430972712397104,-0.0017203394141520533,0.0015565674368204143,-0.0003802681648404795,3.5718266560592995e-05,-4.7015801571427167e-07,4.456759110816372e-20,2.7683704178514353e-05,-1.643553365652765e-20,-9.275888127287914e-05,-0.7001054918365026
2013-12-01,2014-12-01,0.2551637534921269,-0.3334195021419336,0.3698213845473673,0.37547959302009076,-0.9845225846621876,0.3464302488127897,0.9047411200510904,85.1590411178133,1.6323616026867807,-1.0307645637716747,0.4309799415549743,0.2551637534921269,-0.3334195021419336,-1.0209728391681097,-0.755867331904904,0.11319113653425984,0.42699378302183205,0.0,0.3698213845473673,0.37547959302009076,-1.0209728391681097,-0.755867331904904,0.11319113653425984,0.42699378302183205,0,0,0.0032945537539036075,0.0002120749678716558,0.00010470296605486768,-6.3473787990745764e-06,-0.0003715133609199546,8.556453163297623e-05,-0.0012413084800342272,0.0014889803407252117,0.00015584151748617572,-0.00015993105959813864,-0.22541710952163282,-0.29535128943451505,0.01956823464433569,0.10922267176417723,-0.025328340819232215,0.19890354591496864,0.6071146559002799,-0.005274214586139884,-0.03776530104049583,0.0007638628137115893,0.006244904687537092,-0.0224722163681455,0.0028520006210202113,0.0003984746966498316,-3.0370071398858923e-06,-0.00014916386943274193,-0.0013497365709518293,-0.0007571220981720475,-0.0001984256677636315,-0.00041866383110220973,-1.0036046109666634e-05,7.624044395713057e-05,7.873031885162377e-05,-1.7946479516287442e-06,0.00016020811878483056,2.224577438117765e-05,8.0930460867674e-05,1.1509252088718128e-05,1.5546204457366832e-05,0.00025963694150562275,-0.048643270561506274,-0.05315503960166249,0.003595867474342473,0.018342639880235247,-0.0035357337966445183,0.014182056191263885,0.11146321030753954,-0.001697730717977204,-0.00918727018359681,0.0006327358070540032,0.002495470950154855,-0.0036347709757627833,0.0008639766522412388,5.6553132423082095e-05,9.443910939054509e-06,3.10671505724241e-05,-0.0005175549706430766,1.1147249486696306e-19,-1.0672481202777518e-19,-8.936114641352978e-05,-0.6894436906533262
2014-03-01,2015-03-01,-0.1784907206497266,-0.25521240773033477,0.10410896770362947,0.10511414960225801,-0.0747670807285542,0.0058862172684947586,0.5645974173303098,36.830029855146606,-0.00825687151000254,-0.24396633972127738,0.4211812500769552,-0.1784907206497266,-0.25521240773033477,-0.9514153814233227,-0.6771255418211027,0.17564762159239553,0.4738735497415087,0.0,0.10410896770362947,0.10511414960225801,-0.9514153814233227,-0.6771255418211027,0.17564762159239553,0.4738735497415087,0,0,0.008319328843821921,-2.561680634693841e-05,-6.36823886819106e-05,9.493066780648917e-05,0.00022445513307396486,0.00021128664053556004,0.00042049397300483244,0.0009937800451345652,-0.0004312867438857713,0.01215668031892083,-0.2147533257296102,-0.27689491516024467,0.018620152919328625,0.09709885688504005,-0.017022485998136726,0.20615421967546077,0.6137008950389753,-0.005051419596527303,-0.027089538281608386,-0.012407887916787588,0.004985540598517699,-0.024681096863344815,0.001457835848924204,0.0033422986525126807,-4.743872016780893e-05,0.00027165655762507703,-0.00013405962951858658,-0.0019068623098165481,0.0003259131341858775,0.00039864331138715994,0.0007532133380581009,-1.2584479501868512e-05,0.00013607157065854614,-0.0,-0.00010417372398282446,2.933476837452755e-05,-0.00014245319697995753,-9.50931119572433e-05,-0.00017414391676257227,-0.0008157581997317537,-0.04451458064202126,-0.0528267510440973,0.00394699738794612,0.012236740093846985,-0.0024053806695410536,0.01465700420945674,0.11007404201168147,-0.0010172617091930795,-0.006411499096636302,-0.0013399976874058303,0.0013611113945166578,-0.003992531078625804,0.0006235902705999411,0.000491533595542519,3.055873162220458e-05,-3.3148098814270096e-05,-1.0969915965116189e-19,-5.065111473989507e-06,2.9243762977921813e-21,-9.306084854669472e-05,-0.6588660010439276
2014-06-01,2015-06-01,-0.3619796751591408,-0.20388132215963042,0.12877622465530952,0.12888054803480004,-0.1520469461742361,0.024995089221157795,0.3412007574256086,99.99999999966751,1.6860086965442875,-0.9058655489874224,0.425457502802724,-0.3619796751591408,-0.20388132215963042,-0.8846419259805672,-0.6109341986939493,0.24387720985809114,0.5445009698624171,0.0,0.12877622465530952,0.12888054803480004,-0.8846419259805672,-0.6109341986939493,0.24387720985809114,0.5445009698624171,0,0,-0.00864415908482496,-1.5941714199067476e-05,5.05397773793632e-05,-8.764734836504426e-05,-0.00022876462399133447,0.00022292213375804348,-0.0009249164030001859,0.000699331835790727,-0.0006064594007203425,-4.345858470557296e-05,-0.2050887748747243,-0.2374285351224568,0.019073073863220352,0.10501133030066849,-0.016983049776286428,0.21015687288182647,0.6073866806163728,-0.0045644375424897165,-0.022143692685677115,-0.0048831860057388776,0.004436752643852942,-0.025405990309562868,0.0012871748273054562,0.003866555657573099,1.4105279891258602e-05,-5.9330572921404365e-05,0.000834602897500611,0.0005190435601652965,-0.00020919424271679434,-0.00025380315524426827,-0.0005116950032064843,-0.0001057995233069508,-7.412011528742442e-05,-5.6560695628651064e-05,-0.0,1.8087865677720183e-05,0.0001237312475101057,-2.4579077279966294e-05,-0.00015214320142925013,-0.0006262815550794429,-0.043385408768923626,-0.051825477103272066,0.003788366679356829,0.012481350954471457,-0.0028410419866858037,0.016982026717310222,0.10991926561279744,-0.0005438743000200785,-0.005504061988188016,-0.0022905486785173767,0.0009782803680398484,-0.004677266540616958,0.0003608917062898771,0.0005813766479782267,5.4041001640679115e-05,2.4239694221029482e-06,0.0003378149241088207,-5.199522122522797e-21,-6.0098552272429375e-21,-7.147123184778059e-05,-0.6443480304112008
2014-09-01,2015-09-01,-0.6613065813612096,-0.16946228003053215,0.3108040079086189,0.31305759381622855,-0.7565975639506876,0.2419108167514622,0.1184304051297145,99.99999999999991,1.184514853158311,-0.6620014276990771,0.4212952063254119,-0.6613065813612096,-0.16946228003053215,-0.8638599729277352,-0.5792868334116368,0.27416472713115286,0.5481892324900602,0.0,0.3108040079086189,0.31305759381622855,-0.8638599729277352,-0.5792868334116368,0.27416472713115286,0.5481892324900602,0,0,-0.011764711373433835,-9.980557292516046e-05,0.00021761964271839495,-3.182826676902261e-05,-5.247575901893865e-05,0.0001796925210642891,0.0007588226749400882,0.0007894414751833362,-0.000986238255695074,-0.00503954406244017,-0.21205567447514193,-0.1870557570797557,0.015989709760631392,0.08909237693787637,-0.033302615493652314,0.20424189568134404,0.6160185015164191,-0.004261164042174302,-0.01797389290073665,-0.003303279623091103,0.005964166441998399,-0.023765840573723225,0.0011646092457124595,-0.0075172335693911374,-3.4323941713356095e-05,0.0002507976375882604,-0.001018146930662864,0.001645032990439674,6.134808325755217e-06,0.0001331828965594591,-0.0005490302188263638,-2.7991936116208693e-06,5.3365466804719684e-05,-1.3519510055317215e-05,-8.441411778296885e-05,8.843514275393895e-05,0.0001527094621878759,5.248362764777248e-07,-0.0003141545211835809,-0.0005667877686023241,-0.04355455288940478,-0.03969652246649526,0.0036610036149446494,0.012785860598695228,-0.005902993200478759,0.01386319116066713,0.10879648838516487,-0.0007508593628422069,-0.004054207249907031,3.0309266789309683e-05,0.001019811189250421,-0.0042975216605893275,0.00031276795262081105,-0.0012881287150927224,-3.092769327853516e-06,1.7796676810624116e-06,8.168913511844609e-20,4.8342439281659495e-05,1.6495133504831818e-20,-3.718690221204137e-06,-0.6318771659255481
2014-12-01,2015-12-01,-0.8846061718801757,-0.06845075002001078,0.5949987025465082,0.6004349436661409,-1.989975603174159,0.6661096726317437,0.025633400090724245,99.99999999999999,-1.4575425870042884,0.5374633217233444,0.40949290908367986,-0.8846061718801757,-0.06845075002001078,-0.7547744154720339,-0.47844612604501424,0.35065385013737427,0.6245631460766247,0.0,0.5949987025465082,0.6004349436661409,-0.7547744154720339,-0.47844612604501424,0.35065385013737427,0.6245631460766247,1,0,-0.012428990786947262,-2.508525930260777e-06,-2.0626425194470204e-05,-0.0002932657447187505,0.001206604165492243,0.00021274997611174252,0.0002153502866850462,0.0013750337546561899,-0.0008657107397060595,0.0017041072139149707,-0.19575170084064353,-0.1576215986737471,0.0163645114448984,0.07998614312610176,-0.024023024267010078,0.20502949461403552,0.6024725611588229,-0.00350291424036237,-0.013320896515837583,-0.0016705437125147733,0.010079625337261951,-0.017816286126790988,0.0007609333140571925,-0.002113313778091282,4.81966828809897e-07,-0.00025756119873123395,-0.0005483030792319824,-0.0013573452895659483,-0.0005863927094805706,-0.0001897054459481621,-0.0015752998312290798,-0.00018357066172859968,9.992308257000899e-05,-2.66997633160786e-05,-5.4083782508390445e-05,4.485517659463681e-06,2.899106201131264e-05,1.614025767904969e-05,-0.00023163244211212039,0.00015727843503419105,-0.04128020385944258,-0.03286368032157573,0.003353337284593594,0.01009830011387829,-0.004385171698823209,0.02263667989802274,0.11013294466602233,-0.0007766793420499302,-0.0035158662289226385,0.0008168492963399547,0.0017814480886086464,-0.0032434629599107988,0.00021321734627572476,-0.0003587731397527663,6.024456312021022e-06,-5.901564248204312e-06,-0.0005948923040880381,1.139197538351323e-19,3.0819279501177556e-20,-0.00018567899538015652,-0.6141701033245226
