Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_core_9m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_core_9m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2012-09-01,2013-06-01,0.2905104651915735,0.38933355874486975,0.29781823768764426,0.30204550218589277,-1.1513379125651422,0.009766003819443547,0.4664229625806451,99.99999999983015,-0.40808854133321437,0.9090323187091054,1.2529879104921222,-0.2379100909859488,-0.16379277082097665,-1.6813984199405152,-1.0798154729826284,0.8083900638591857,1.3868940358339603,-0.455792939879629,0.22141802027810514,0.22472553481460242,-1.7194917731111137,-1.1179088261532268,0.7702967106885872,1.3488006826633618,0,0,1.4587452288302957e-05,-2.100395047280269e-06,-2.515154699236511e-06,2.6736385401242173e-05,1.7725728397457944e-05,1.5039540967993494e-05,3.0871339197063025e-05,8.863933168416278e-06,3.543695367823229e-06,0.014385648435507013,-0.00026183782012494165,-0.0005796946452263592,0.00039582222725334607,5.05163141846665e-05,-0.0007521747181514398,-0.002159813420547583,-0.00064902331641681,0.00015587699885316917,-0.005700402917926398,-0.0010946843711997407,0.00014615428356414827,-2.3315770163900112e-05,-0.00035477906715983666,-0.0009146074498655262,2.5384615553865166e-05,5.244560019091584e-05,2.968286390415562e-05,0.0002846957579037906,-7.159413584397442e-05,0.00010733097770387387,-6.090889092069776e-05,3.576056736439438e-07,-1.410526353853082e-05,-2.028255364991014e-06,1.6905061110462501e-06,5.824284664959922e-06,-2.799488469577148e-06,1.762445585851332e-05,-2.6183799689212444e-06,0.0053403218006633215,-5.62758384180484e-05,-8.41425652691335e-06,4.1799211585868764e-05,1.4418535579590224e-05,-0.0004271191449089806,-0.00038426699328311957,-0.00024633971806228757,-0.0009986452918118104,-0.0018273301478868387,-0.00033174889613127664,0.00016133785648654917,-9.747013879143357e-06,-0.000260241492236494,-0.00014630074964045792,-2.6426187805223356e-05,-5.775404508247536e-06,6.688797262937924e-21,4.205429947117464e-05,2.0644264137845295e-20,7.343550341929844e-05,0.41407450557917047
2012-12-01,2013-09-01,0.0342821109464116,0.4336839771216491,0.3413272182408754,0.35080268276737053,-1.1941218851204336,0.1595218507042623,0.3784698924309472,99.99999999999999,0.052387542751754765,0.35689168547005035,1.2513491486841353,-0.0686985256836081,0.23085287394781995,-1.3334514392398553,-0.7240526996670263,1.1725080878168226,1.7923953285649599,-0.09441010889341683,0.34773572856712187,0.3542100538733807,-1.068549033860947,-0.459150294288118,1.437410493195731,2.0572977339438685,0,0,-5.727636025552446e-05,2.662287849198185e-05,-1.9900816887680245e-06,2.414814698778175e-06,9.714773522215785e-06,7.047442842427552e-06,-3.489051261417502e-07,-5.664209437799846e-06,-3.973583487294052e-05,0.01943444014189488,-0.00022768703337965306,-0.0003749998026984423,0.000542801800699575,4.808782717916877e-05,-0.001314705073152101,-0.0015128791789237432,-0.00047741680431171037,0.0009457988342975095,-0.004009771693070644,-0.001125875433250055,0.00037662742369391007,-6.820442258717832e-05,-0.0006184009359707219,-0.00019592493183791362,-1.7356895166372263e-05,-2.0801554324539947e-05,-3.6454393490649556e-05,-6.75840249661008e-05,-1.929440486956543e-05,-0.00011718394031574236,4.917994709101977e-05,1.3888036197093224e-06,2.8310290673588868e-06,-9.033763444603985e-08,-1.0518606609608014e-06,-7.021759920144164e-07,2.00102490810761e-05,7.348787502718945e-06,-4.696907170893468e-06,0.005831077261224467,-3.7642884665653297e-06,-0.0002332271430581861,0.0002525822344603705,-1.9640082866148237e-05,-0.0007818328520438528,-4.134236974095258e-05,-0.0002369989962585322,0.00129815648580707,-0.0018434776314053952,-0.00030727905946882194,-2.18858889638868e-05,-1.3683427840986398e-05,-0.0002454944654451436,-0.00025295089939003233,1.0383617082702486e-05,1.3004721099065108e-05,-0.00012372862620146845,1.1783063932630092e-20,-2.1346336158920717e-20,-2.3830018795761457e-05,0.37480734817105793
2013-03-01,2013-12-01,-0.0538957711165484,0.30243936948657624,0.3286834765059205,0.3276706041345087,-1.1441989277273568,0.12697473242864862,0.3748367611298593,38.39450542080412,0.6728081959553458,-0.474977508797294,1.183521375698516,-0.0163107733018641,0.25094058215047943,-1.2578961402782753,-0.5895861478299605,1.2007482908785458,1.8037323835712504,0.024111055035547224,0.2250117936916698,0.23128783690529506,-1.724038085017027,-1.055728092568712,0.7346063461397943,1.3375904388324988,0,0,9.512388324101093e-05,4.6299228421420333e-05,2.2449129344213883e-06,8.741201114277365e-06,-4.328697135407417e-06,8.001254857702083e-06,-1.0274690829246053e-06,6.996529433782638e-05,-8.98438399945157e-06,0.02368803665463334,-0.00010518773028400756,-0.0004332720378811772,-0.00010737864085178856,6.778853270338127e-05,-0.0019455162158087296,-0.002994071022993028,-0.0007163528785495518,0.0015230679290922755,-0.004011937734388617,-0.001238774481729242,0.00019126839575242557,-6.64727411156405e-05,-0.0009345990865764173,-0.0008914114894958144,-1.56574217406652e-05,3.4502835325231114e-05,-2.251229861659068e-05,-0.00020479263375199866,-5.5281863859637816e-05,8.538675959385518e-05,6.741902357279578e-06,-1.5472140303444125e-05,1.8067605561104936e-06,7.770333500663662e-07,0.0,4.11733452259886e-06,3.0356235319129155e-08,2.9592947495021844e-05,-1.1843934108027626e-05,0.006598057003088796,-0.0001246705380865744,-0.00010849679407779274,3.019489727497872e-05,3.327446157054963e-05,-0.0005486400706671824,0.00043390432041316734,-0.00015135963681899389,-0.0006359021438108862,-0.0015978792304571173,-0.0005913371506415855,3.7080549040297e-05,-1.00337071117528e-05,-0.0004189082585711169,-0.0005624145542742557,-2.9292671849513857e-06,-1.7010119710380735e-06,1.0040300315675385e-20,-9.680604589081644e-05,9.561322560481351e-20,6.648357428880529e-05,0.33509611844817044
2013-06-01,2014-03-01,-0.2879780802363285,0.31940815002630074,0.41295201351668503,0.41705783141893477,-1.276726698816742,0.36891803271264756,0.3115511895753945,99.99999999999999,-1.7938920376696892,2.563348512650328,1.2410282549315195,0.0721983425743033,0.5277380152712754,-1.039220808507567,-0.4044334200488034,1.467074303467234,2.0787908856648545,0.28818190275154976,0.26743332200066655,0.2713743838402349,-1.1681756831951038,-0.5333882947363402,1.3381194287796971,1.9498360109773174,0,0,-6.703563282692476e-05,3.441251787136057e-06,-2.028178335943989e-07,-4.1757323975630925e-06,1.847412424129675e-05,7.746594855196342e-06,-1.0097381114016327e-05,1.1654696667362273e-05,-1.6204758389633854e-06,0.01984366699282613,-0.00011414225449468526,6.770807616212432e-05,0.00041864666373923117,-5.2184162801195424e-05,-0.0014843733168058268,-0.0015320934837737277,-0.0007284630208638516,0.0036246291339362565,-0.005962014246343802,-0.0010399776903941636,0.000393425845640182,-5.881995200077089e-05,-0.0007098943697440917,-0.0018904638083098125,1.927917036105444e-07,-1.1788141970768618e-05,1.1272008184308466e-05,0.00018396416476795262,7.032834261459117e-05,-9.919337806898425e-05,-8.129757672077029e-06,-1.4475606743436586e-06,-2.575257031150821e-05,9.917108794677096e-06,-2.324248951145399e-06,-2.2377453168358024e-06,5.147084539069257e-06,7.208550839092713e-06,-4.566818517874498e-05,0.0075563814267662665,-8.010917712926114e-05,4.613870184534203e-05,7.636761848986332e-05,-3.3102340999149974e-05,-0.0007539411958503413,0.0012123434582139395,-0.00021893587012324574,0.001128095804215573,-0.0018851554157714137,-0.0003852818827844692,8.696128333255521e-05,2.2007576790239231e-07,-0.00025557902187160986,-0.0006027885564009419,7.251293116736082e-06,-5.6794882908174665e-06,-1.4834271041090155e-05,-3.1958594966324108e-21,-7.27849356792519e-21,-2.8307017490888446e-06,0.30906995048169167
2013-09-01,2014-06-01,0.328500901999007,0.25802045373633664,0.2845114929031525,0.2881944967654127,-1.1081298548431797,0.004967493587306953,0.5177128002070497,31.83122883883182,0.7851405051731273,-0.6670824780102862,1.190374101273865,-0.0402056980780329,-0.09306603427503576,-1.5469656430637997,-0.962356179933826,0.829948201331003,1.487613786842048,-0.2865813745772883,0.2393896884304087,0.24462133427958577,-1.7539462791095168,-1.1693368159795432,0.6229675652852859,1.2806331507963309,0,0,4.225271909795694e-05,1.7811281230897027e-06,7.413233299532448e-07,1.5225213478198585e-06,2.421402767924425e-06,-5.064825344055343e-07,8.849570789057401e-07,0.00011303913450356649,2.0236879019930484e-05,0.025278959235375386,-2.8742001040766784e-05,-2.899796820890706e-05,0.00023222656719732623,1.118759743008033e-05,-0.00199850635847011,-0.000731367413874885,-0.0008721248788480784,0.0017161057148903929,-0.00681321703491891,-0.0012891410585402548,0.0005445670024188902,6.37433971882256e-05,-0.0005813439248337537,-0.001570078285401962,3.576401201422535e-05,3.4180830097111845e-05,-2.9606319596906666e-05,7.493265784362457e-05,1.575767992928808e-05,0.0001260549663735885,-6.750026500837553e-05,1.6252042200692428e-06,-1.5270981040048396e-06,-1.4552427441414544e-05,-5.964206404658533e-07,-1.0055380508714715e-07,-4.5062456818298095e-06,4.5580847201562844e-06,4.937518927252873e-06,0.007731119052531607,-0.00015323788522305306,-6.72199765593715e-05,5.9103658478266e-05,-2.639779439274445e-05,-0.000929308168055072,-0.0009873944520700105,-0.0003046119887944451,0.001293609178932798,-0.001809644250854007,-0.00047345461764434636,-0.00012038774611713614,1.5207641563239515e-05,-0.0002405782257638781,0.0001328359549866611,3.481693136049746e-06,-1.6924854065194937e-06,-1.1819136023640616e-20,0.0001854867361380365,2.1494853158487434e-20,3.0290400192771154e-05,0.2972791743378067
2013-12-01,2014-09-01,0.0534956352704322,0.31344564714032963,0.2999645388223155,0.3018232032745544,-1.10443430023525,0.0675740086711598,0.40713749320499637,60.60661297933812,-0.06986601074362528,0.4101661321570174,1.165089176201395,-0.0019006300588486,0.19306187884357437,-1.2675882211148486,-0.6814125329836336,1.0800628303932762,1.65585096294333,-0.042022356511672854,0.2818169132243082,0.2836871425597953,-1.0608485154514429,-0.4746728273202279,1.286802536056682,1.8625906686067357,0,0,-6.044941539253833e-05,9.024980342238934e-06,1.0744465465623379e-05,9.195202587064182e-07,9.557119969527283e-06,1.622960441860565e-06,-1.8871172277710783e-05,0.00013129808185477067,4.307268706779291e-05,0.026031983563542173,0.00021196301455043187,1.8440717718042007e-05,0.00033831035356826595,-2.769224479865353e-06,-0.001386154467008671,-0.0024121214891613296,-0.0003692069444760606,0.0034818346770936507,-0.006814873793722457,-0.0008770253709132678,0.0002835501054423865,-1.9340239779414395e-06,-0.00047114767200901234,-0.0014823373805814685,1.38363463976197e-05,-3.29834661750694e-05,0.00012403281345402692,-9.595633382805942e-05,-6.118051314897799e-06,-9.590763801510001e-05,7.453032654339564e-05,6.853053048818533e-06,1.5779520175473043e-06,-1.3182153575878214e-06,5.438913979449806e-06,3.2914532407685273e-06,6.658827420399876e-06,3.9910251285434005e-05,-1.6104187739076272e-05,0.009193507022628677,-0.00012484364234516227,2.7253511601655328e-05,0.00011145095138538932,8.791903457892074e-06,-0.0003719780108852407,0.0004701148050218015,-0.00014169593929380713,-0.0013531191262140902,-0.002192236235643006,-0.00035976240616816975,0.0001594514964882809,-4.538425553446894e-06,-0.00026635252210167247,-0.000508035492701574,1.4773327395001586e-05,3.942783641930864e-06,1.8482228747069352e-05,9.158642561206557e-21,-2.0366488825104316e-20,-3.480450058714859e-05,0.2940214182736086
2014-03-01,2014-12-01,0.1900581101072163,0.34449585679052463,0.28634583750916986,0.2918313166988435,-1.0950010547495979,0.023851017600617717,0.4457327144853782,33.47413805484799,-0.06237716766188042,0.42484668885679516,1.1718407081049,0.2551637534921269,0.3709920635046082,-1.1024821598012244,-0.47251863912416536,1.2825567422969713,1.8545388126634712,0.11262017091171472,0.32784224766155956,0.33606148240706357,-1.746303817412945,-1.116340296735886,0.6387350846852508,1.2107171550517506,0,0,8.30576760690396e-05,8.621825896023054e-06,-3.7611337179134137e-06,1.6160608659028246e-05,5.407943744328546e-06,1.2604428080885669e-05,4.740757579742894e-06,5.60196356776232e-05,-1.697649202827261e-05,0.029074628087595963,8.497911663305625e-05,-0.0002952168587563835,0.0002291718139891694,0.0002619580129543603,-0.00132498820765779,-0.0020765728121589443,-0.00041785971918158654,0.0017589981120900886,-0.006703070611000542,-0.0005285970781354993,0.00022515171731081877,-6.640270461893983e-05,-0.0001960290611570209,-0.0021977907347421432,2.50343543234103e-05,2.8625054833629083e-05,-3.6509632266834665e-05,-0.00032818887253720057,4.489561374131521e-05,0.00011718989918973167,9.652540886692433e-06,-8.028769961144696e-07,2.945306837095968e-05,-0.0,-9.616136833265361e-06,-2.0861719308281404e-06,-1.9953452001922246e-06,7.457968685007644e-05,-1.331009764731443e-05,0.011021371783571375,-6.422093777405622e-05,-5.3640998304732556e-05,1.4049559270373274e-05,-3.496432895967175e-05,-0.0004455096476524833,-0.0006687661005252229,-0.00012800517584027934,-0.00010416095437899279,-0.0018042479442398338,-0.00018073380078626028,-2.3796678847983174e-06,-2.9327811914959223e-06,-9.288807966788875e-05,-0.000300601938151626,-5.88908367564787e-06,-1.8091779301163595e-05,1.0181228101847407e-21,-5.9235656434429625e-05,3.836038555612463e-20,5.998821608941438e-05,0.2819645044651916
2014-06-01,2015-03-01,-0.47235811033192,0.3295434848916412,0.48752388449217077,0.4846715158290223,-1.3285629282042757,0.6430461684220922,0.25261673887880975,71.9944092115848,0.1552458696153634,0.1428699330939982,1.1982943042549565,-0.1784907206497266,0.4229354757679443,-1.100320133236743,-0.44932281000262264,1.3187706521116576,1.9363397432458853,0.17577786209921342,0.34460345326807906,0.34228353287322555,-1.1442356405079512,-0.49323831727383094,1.2748551448404493,1.892424235974677,0,0,-7.901288381678788e-05,9.528619807102006e-06,2.3403766730315724e-06,-7.321110065244967e-07,-1.6191530017634126e-05,3.837653584120149e-06,6.2172908607549326e-06,1.3878347347067494e-05,6.778904895301517e-05,0.029865019541077304,0.00025438705462423386,-0.0001378727066194242,0.0003695716819070186,-9.05934502568218e-07,-0.0013594277786165936,-0.0028181685987651354,-0.00033471097854014106,0.003615231152288819,-0.005393617307833189,-0.0003543768088044344,0.00017723634204594687,-8.383553717993618e-05,-0.00017355728600428343,-0.002138474718066303,-1.0334630340289523e-05,-3.019461189066368e-06,-1.79836075188111e-05,0.00012152202715146931,5.426494197705471e-05,-8.271872107836061e-05,4.02953976597082e-05,5.9552649608979444e-05,-2.0429112427762755e-05,-4.492059720618942e-06,0.0,-7.097761576044674e-07,1.0037723148090983e-05,1.3300007116068302e-05,6.851444324292177e-06,0.010625101355424646,4.715744217708018e-06,-0.00011443125785724782,6.159559740122821e-05,-3.39079209202781e-05,-0.0002972907918820288,-0.0006062261341845328,-5.598349929382894e-05,0.0012125321519934611,-0.0026147155106961834,-0.00020760645880253735,2.0122297768153533e-05,-1.0242759122353458e-05,-0.00011755179382576493,-3.739948500376066e-05,3.128740088105732e-05,4.838733125738975e-06,5.904047641888721e-05,-1.039103022437685e-21,-3.8321369926642674e-21,-4.9895257279081146e-05,0.2601184654086643
2014-09-01,2015-06-01,-0.1516044914680492,0.3035852897845828,0.3443977420278338,0.34852728816033385,-1.1573993496972763,0.20719773695681895,0.3497391115875952,29.044947063869675,-0.20599692457974728,0.5423766273737812,1.159853517556228,-0.3619796751591408,-0.020587339219666836,-1.5004674544560856,-0.9084867754677889,0.8757643551312699,1.4322563683257759,-0.24827630655810395,0.22651495074646244,0.22952499910847401,-1.6300956100216055,-1.0381149310333087,0.7461361995657501,1.302628212760256,0,0,-1.8662865880564256e-05,-3.204710116450051e-05,-5.628413144038644e-06,-4.259396892605298e-06,-2.2727842900931593e-06,3.6190432163300647e-06,1.048510160921999e-05,5.5564405825347474e-05,-4.8854626601109375e-05,0.029352407031604424,0.00011758240648135187,-9.233043539933062e-05,0.00012037649592246591,-0.00010196504900308236,-0.0007755336094516435,-0.0019190440326684738,-0.0002867152596703775,0.002935481741833246,-0.004917265268524339,-0.00036712458911633756,0.0008006445214575433,7.510558673445257e-05,-0.00026056903684222826,-0.001212762136391974,4.251886897870838e-05,4.040829173381548e-05,4.294645359182447e-05,0.00020468236186602275,-2.7792366088706744e-05,0.00010407082161758862,-9.557175236118526e-05,6.976893930686177e-08,6.073938877407973e-06,-7.439450654774132e-07,-1.39529629543421e-06,-1.0647023075869872e-06,1.0514391359388106e-06,3.336883047708152e-05,3.3745978307317104e-05,0.008128392943674366,8.833267243814882e-06,1.7989566517211453e-06,0.00017589612107593385,-2.5771619539252336e-05,-0.0003157767936293326,-0.00013302358522008812,-8.687227677397253e-05,0.0002915004921526643,-0.0018276119999506998,-0.00014552110020730487,0.00022131232310495562,-2.2731980345329007e-05,-5.5160917379259445e-05,-0.000571141827293221,-2.85250948526673e-06,-1.705180977280549e-05,-5.419789529303802e-21,3.114669439507247e-05,2.032889873606809e-20,6.908902975615211e-05,0.26234213129997597
2014-12-01,2015-09-01,-1.168464811200683,0.3024314239625706,0.9158425692527323,0.9269320719837997,-1.8678753610117043,2.163535734617433,0.10654384991423098,63.81724417558862,-0.5780451463089294,0.9537399150291589,1.1491175835229668,-0.6613065813612096,0.4418655950112307,-1.0202533377653316,-0.42529482851407,1.275160556299929,1.8480915313192494,0.21504202703930275,0.7377086885524136,0.7460203500404458,-0.9566886965240001,-0.3617301872727385,1.3387251975412606,1.911656172560581,0,0,-0.00019632221537028272,8.01631853151538e-06,-1.7078775070125137e-06,9.726592271419827e-06,1.0849255412187425e-05,4.798316835898057e-06,1.8219802831257544e-06,8.50775051643499e-05,3.0672915243936256e-05,0.030156034098034454,-4.5720408813614515e-05,-4.4338823177571424e-05,0.00046432822490307513,3.90635830466589e-05,-0.0007682439160511064,-0.0013522278832195933,-0.00017541762614709783,0.003406460413235234,-0.0038438790657837115,-0.0003305199169023432,0.0003697752414415425,2.630409222573648e-05,-0.0002829676058575325,-0.0011341785143485455,4.1396915397863084e-07,-3.3115972572635034e-05,8.921827015479736e-05,-6.240273516454053e-05,1.8083365856891074e-05,-0.0001399031757883007,-3.1956446740906174e-05,-1.3547378856612458e-05,3.4298508499916413e-06,-2.2058576403558314e-05,-5.98899934272e-06,1.0721775652599506e-07,7.667900492562355e-07,4.803860187836788e-05,-3.2040342366484235e-06,0.01202788211590868,7.381985147846598e-06,4.458150629890379e-05,-1.3821549929693582e-05,7.68298013279306e-06,-0.0002255626878697504,-9.782003660942287e-05,-9.43192725128185e-05,-0.00038394452509164426,-0.0015964958305283035,-0.00018818951904813226,0.00016644238001303562,1.3191850742595355e-05,-0.00017162553831853196,-0.0007404971845038804,-3.0372628243229817e-06,5.777518590018247e-06,7.064589795173567e-05,2.6333715259167882e-20,-2.5914375659804236e-20,-2.144568825861165e-05,0.2522599179294825
