Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,RMSE,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,SHAP_Shap_target_core_6m_lag0,SHAP_Shap_headline_1m_lag0,SHAP_Shap_core_1m_lag0,SHAP_Shap_sin_cycle_1_lag0,SHAP_Shap_cos_cycle_1_lag0,SHAP_Shap_sin_cycle_2_lag0,SHAP_Shap_cos_cycle_2_lag0,SHAP_Shap_Factor_1_lag0,SHAP_Shap_Factor_2_lag0,SHAP_Shap_Factor_3_lag0,SHAP_Shap_Factor_4_lag0,SHAP_Shap_Factor_5_lag0,SHAP_Shap_target_core_6m_lag1,SHAP_Shap_headline_1m_lag1,SHAP_Shap_core_1m_lag1,SHAP_Shap_sin_cycle_1_lag1,SHAP_Shap_cos_cycle_1_lag1,SHAP_Shap_sin_cycle_2_lag1,SHAP_Shap_cos_cycle_2_lag1,SHAP_Shap_Factor_1_lag1,SHAP_Shap_Factor_2_lag1,SHAP_Shap_Factor_3_lag1,SHAP_Shap_Factor_4_lag1,SHAP_Shap_Factor_5_lag1,SHAP_Shap_Constant,Shap_Base_Effect
2012-09-01,2013-03-01,-0.5559402157513382,-0.8554462879475571,-1.7799775392445987,-1.386186984650352,-0.2871888271700015,0.07317716146864801,0.08970388728240665,0.19536722595203448,0.19144340190373504,15.397466506951558,0.05961526597389421,-0.8856244671349061,0.5308014114058022,0.7081885022168166,8.082501669452762e-05,6.050261436096117e-08,-9.085629074876939e-08,1.1257825324643543e-06,-2.501912500333803e-24,1.7400828555653822e-24,3.989441541452474e-07,-4.513473651220096e-07,6.449898901410658e-08,2.689354899039742e-06,2.0698389705191096e-08,5.858424888477992e-08,-0.07400655323549978,-8.381434550179481e-09,4.0002992549162e-08,-3.365983466311197e-07,-2.851212729391531e-07,4.509406882371301e-08,2.5592633646672626e-07,-1.0527820421388753e-06,4.568758114363854e-08,4.238908317268435e-07,-1.7826980942253475e-07,-2.47838871164416e-07,-0.03518246199834821,-0.4856411618934686
2012-12-01,2013-06-01,-0.2379100909859488,-1.1368125748033797,-2.083071153268623,-1.7017927271715787,-0.5450357460823926,-0.0675286130451092,0.8080256754131466,0.5928720190447734,0.5851723224698311,32.94277358786011,0.9589686581480037,-1.6879663756502736,0.5804951736787989,0.9270188964513492,-0.000375828790604234,7.333583277373491e-08,6.056811188950597e-09,-1.9495319003915774e-22,5.572260341991371e-08,2.674129810278773e-22,1.3830991026946573e-07,-1.1878911992012856e-06,1.1395960682845904e-06,-1.4845114427433054e-06,-2.5332731946005416e-07,-8.179535209417418e-09,0.1517776131670362,1.797427466580265e-08,1.0557227520912755e-08,-7.951158332489168e-07,-3.5273173736898323e-07,1.0268539384686579e-08,-2.2681785562301868e-08,-8.767770388016185e-07,-4.0087473047571374e-07,-1.5431940343576853e-06,-7.036494940927937e-08,7.386319694100863e-08,-0.0418948341984993,-0.5502030487730458
2013-03-01,2013-09-01,-0.0686985256836081,-0.17900869967715194,-1.1125270564349314,-0.7798194856548295,0.4074915871687724,0.8576713569215914,0.012168334486485917,0.14960961386259855,0.1480728636582881,99.99999999999973,5.213580769927716,-3.0852734169364657,0.5545857468488192,0.5782944386810069,-1.5969821278267927e-06,2.5419098534862606e-08,-6.518290302740296e-08,-1.0091834877099022e-07,2.640407965495574e-23,8.609753899641678e-23,-1.3132531022294065e-08,8.397586776649698e-07,1.3739393538127959e-06,-2.5663286110029023e-07,2.6065609343013573e-08,2.3960726238186936e-08,0.03404746088842054,3.0084226216503096e-08,3.6060878113430715e-09,1.303554807064649e-07,2.21069348568128e-07,-1.7797230824771165e-08,3.920515296033433e-08,-7.673288180189761e-07,-1.65530215655874e-06,-1.8746964178189454e-06,-1.595600198034191e-08,-2.995016180896727e-07,-0.04264791347478477,-0.07029905385786961
2013-06-01,2013-12-01,-0.0163107733018641,0.43445764142135923,-0.5581388847582347,-0.14844479825629803,1.0457784274255444,1.4695791105899456,0.20319216371208784,0.27849746593707975,0.278580038595741,27.480901512697667,-0.22433480433290615,0.5838889604333489,0.5887250645004054,0.21809519936669064,0.00040057380384641184,2.0883496623807e-08,-8.699946758268395e-09,-2.0221388396499235e-23,6.749266998967981e-07,-6.184005479195454e-23,2.339142230150074e-08,-1.7264737048984974e-06,-1.0978144709826491e-06,-8.860570728947341e-07,-1.8024238403266373e-07,1.4877127503035506e-07,-0.023994714402614643,2.9552547818300324e-08,-7.820807970423314e-10,2.017800970657366e-07,8.221005013106882e-07,4.9311255487101274e-08,2.0060395136416622e-07,-1.5157529639233541e-06,-5.386945103310304e-07,3.614156362899555e-06,-6.821810540542476e-08,8.205199221582502e-08,-0.026569686248322347,0.312292957787097
2013-09-01,2014-03-01,0.0721983425743033,0.019071723167618567,-1.0034581511212066,-0.597072975176379,0.6078744351969051,1.0061473017882223,0.0028224376895827305,0.14558113102731673,0.14334856255024636,99.99999999999999,-0.7497432861149903,0.46898696981018295,0.6012474971198544,0.5363930847593148,-9.312507591173019e-05,4.223774349242991e-09,-1.1740269785569491e-07,-1.1419797789307856e-06,2.971074763161938e-22,-4.321736213752289e-23,1.437616838110966e-07,-4.304038724788025e-07,-4.025218340016707e-07,-2.0750399314755753e-06,8.53137817616768e-08,-3.149629645940779e-08,-0.11550577561034242,5.769391153943942e-09,1.1362811422063615e-08,-1.0307623199436796e-06,1.0839780540728016e-07,1.8885292586690473e-07,1.1109769996630964e-07,1.9737178408467824e-07,-1.8004712092520422e-07,-4.526748984228839e-07,1.0725711527655389e-07,-1.6687102362193298e-07,-0.013040991089972342,0.001600528174261484
2013-12-01,2014-06-01,-0.0402056980780329,-0.3702642807910924,-1.2855344768460042,-0.9046305590765708,0.2521089310027727,0.5871567052285449,0.10893866802255357,0.20717278842549533,0.19998991387817214,99.9999999999741,2.6758561919903605,-1.8655878842546894,0.5645052941438857,0.7039439484614045,-0.0004607610723140571,9.370913684577498e-09,-3.2577403159056364e-09,5.979074328111319e-23,-1.7900152944251112e-07,1.4708077310474458e-22,2.675880633987688e-07,-2.86152048265304e-07,-1.5007004495186825e-07,8.913896034093446e-07,-8.448929833681724e-08,1.0515479857395294e-09,0.10232486484892667,-1.243519748295418e-09,6.228710054894875e-08,-5.905307069733846e-07,1.3220126753699766e-07,-3.7935371798575175e-07,-1.8435800377897933e-07,-6.332492321046155e-08,1.7639127426202736e-06,-1.0694858328274334e-06,-2.393433102576016e-07,-2.263699039365999e-09,-0.015845566470542367,-0.3286037310889611
2014-03-01,2014-09-01,-0.0019006300588486,-0.08300025278376423,-0.9987219240285775,-0.6563431611906476,0.5313129023801605,0.9155855986570434,0.006577148806123653,0.14116921390272935,0.1401043564450942,99.99999999999984,3.540799578061706,-2.077204945746235,0.5645893394097978,0.5483834362323119,9.451597352619505e-05,-5.062356667100972e-08,6.172911110300988e-08,-2.0528644768375802e-06,3.439179367496567e-23,3.2770883775929766e-23,-2.39344363498009e-07,-1.975822220544446e-06,1.0373965062704458e-06,-4.944766162803557e-07,-2.1070228983666653e-07,-2.879870372578087e-07,0.21331069991172363,-1.1495286511438804e-07,-1.8408058126304905e-08,1.8737846745758792e-07,-3.4237173078340853e-07,-5.153421345986731e-07,-7.900885810624833e-10,3.424984452259315e-07,-9.735210285139653e-07,-4.883223515968221e-07,4.6864335294086157e-07,-2.1333593176139903e-08,-0.02602667476148625,0.07059781440004187
2014-06-01,2014-12-01,0.2551637534921269,0.40857651617769,-0.44373599400794306,-0.13708427898122524,0.9561639664325247,1.3099490866347374,0.023535475754816897,0.14893394529925547,0.14381296549696948,99.99999999974347,2.31683266171803,-0.8289332033527084,0.5325109723114433,0.388506209356565,5.229168020231748e-05,-2.638788395899681e-09,-4.57410558446447e-08,2.1480409866700834e-22,2.9714737718828134e-07,9.683282167375671e-23,1.8850711577115984e-07,1.4170038185427136e-07,-5.352558043850681e-07,1.2275820947535647e-06,-1.0408032646106921e-07,8.34366106882905e-08,0.030337224267116505,8.964714870784494e-08,1.6565641067028384e-07,1.0344718145871863e-07,9.146220057861013e-07,5.676691434994352e-07,-2.1355708624763054e-07,-1.5860146101161775e-07,-5.779848459178126e-08,-2.0432795733786656e-06,6.20124712078581e-08,-1.4742885904852387e-08,-0.018390188939970097,0.28839803301092815
2014-09-01,2015-03-01,-0.1784907206497266,0.15749483627123997,-0.7329221224734541,-0.4202005398341262,0.7057025966234858,1.0909717232400138,0.11288629445949205,0.20933311780106093,0.2021789866867325,99.9999999999964,7.274427829156704,-3.4664452131081833,0.49448702590162735,0.280436530389812,0.00016037504113972364,-1.2891777062581369e-08,-1.7675409293470045e-08,-1.4673135387017218e-06,1.7163832988116838e-22,4.197750336661613e-23,9.956063961342108e-08,9.931531947615506e-08,-4.86051924622281e-07,5.076773667144153e-07,-3.194316341953748e-07,2.7354723606905976e-08,-0.18800209387257552,-5.690088914015372e-09,1.1186404113261539e-09,3.7549203307322293e-07,3.0690665141846817e-07,1.8152232238650127e-07,1.0801841601440383e-07,-1.5997627275621277e-08,6.932104431251496e-07,7.864713145383908e-07,4.005089925637688e-07,-7.609596973338396e-08,-0.010624880563245525,-0.07249844445889053
2014-12-01,2015-06-01,-0.3619796751591408,-0.03284788746744238,-0.9433599633363238,-0.5722579503623565,0.5494128592029845,0.859078007129255,0.10832773366913324,0.21452575379348482,0.21338577489106011,99.99999999999841,-0.5551096221386206,0.29295862325904537,0.5551768563567953,0.2677975993309732,0.0005362337218549997,-5.510639898438101e-07,-2.4530421132147937e-09,-9.883761572867876e-24,-9.914483558047672e-07,-1.433872779611013e-22,-6.718507904512404e-07,-1.5200974568611892e-07,1.020922316003707e-06,-2.174062035003643e-06,1.1637826622784756e-07,-2.9267900295859386e-08,-0.5940166536749718,-1.386707244121215e-08,-2.4978754395408978e-08,2.998268651479167e-07,-1.5627232952773484e-07,2.518673004536188e-08,7.886448563975293e-08,3.891400176886312e-07,-5.562546739568513e-07,8.630996872234106e-07,1.8279203778702973e-07,7.084027529692245e-08,-0.010046737493778705,-0.0332342795188012
