Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_headline_6m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_headline_6m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2012-09-01,2013-03-01,-0.3366209579754198,0.7422489633097127,0.6242463060305741,0.643224742908665,-1.5749628467651475,1.163960307053788,0.24778786659586854,99.99999999999999,-1.4452019280593125,2.864571944751003,1.4960450231263998,-0.5953826692453035,-0.055947708602737234,-1.3675097793381152,-0.8651972606132016,0.6433052435667286,1.1636954447848529,-0.4270721902575936,0.20567567864018266,0.2106419821758101,-1.648482259008831,-1.1461697402839173,0.3623327638960128,0.8827229651141371,0,0,0.0004474977356445182,-6.336349038288013e-05,-9.944562793626296e-06,-1.7400314464787048e-05,7.303819037071611e-05,3.607886963484626e-05,5.0237850572895144e-05,2.8111679189458776e-05,2.925978533542755e-06,8.00599621126085e-05,-0.014300247642096439,-0.006321075124284186,-0.0017259788943783654,0.000772209660801674,0.0007220408826215711,0.0049206532228511755,0.010661922059108958,-0.0014924085526454444,-0.0031602843987444387,-0.001209781205707432,-0.0006842269912266259,-0.000980027663071904,-0.000758829308725645,5.723349742951964e-05,4.451522655168841e-05,-1.2822257199349917e-05,0.0006932634063825863,-8.509960671972621e-05,2.145756882878206e-05,-4.894408270140105e-05,0.0004021430094065149,2.610758487448118e-06,2.3124461193462934e-05,3.4246835305086395e-05,1.0639840678054252e-05,5.174142608238893e-06,6.824288903865645e-06,-2.4342727716389134e-05,-3.132157933828307e-06,1.4585835102646867e-05,-0.003992500243277247,-0.0024056379637186257,-3.766708806158615e-05,-0.0007994071902927728,1.3338489910395617e-05,0.0015677781861378542,0.003429027819531562,-0.0001097362528047093,-0.0011467569084817062,-2.6198694576533383e-05,9.03631962074886e-05,-0.0004527091905860271,-0.00020471297598245874,9.660766376128029e-06,3.013080005334861e-05,-1.4790675861276859e-05,-4.745894075484361e-20,0.00010231881279666064,-1.0530602886648154e-20,5.46107949776986e-05,0.7032791520013609
2012-12-01,2013-06-01,0.9850075444305162,0.566488569347816,0.3953259940920553,0.40035306724256453,-1.3579380992233077,0.17515813250427384,0.6074457008476098,99.99999999999018,-1.5185100108396599,2.841330262714426,1.4875469359678648,-0.1279526276012355,-0.3372121151425856,-1.597768903120876,-1.0757630009703048,0.41900609810806316,0.8926226887427419,-0.6204563998164936,0.23532737744697915,0.23422722811838084,-1.055387576795251,-0.5333816746446798,0.9613874244336881,1.4350040150683667,0,0,0.00015373730288310058,-2.8986382564484797e-05,6.17782138797523e-06,1.3721781680727877e-05,4.273945341772693e-05,-7.0642831673963054e-06,1.440008047513722e-05,5.4124683071607065e-06,6.0475509178812963e-05,0.00010342326382794384,-0.017529929711235247,-0.007574848820857534,-0.0016357939764592864,-0.000674461347335563,0.00010661328271456987,0.012885565583489973,0.015452850735217434,-0.0017272875422146188,-0.0024482192087144903,-0.000850619301449697,7.500435806748498e-06,-0.000132054529913163,-0.0011683452209135434,-1.9945385196753275e-05,-2.0051349135968022e-05,-2.2307965951094135e-05,0.0012849432089746685,0.00030535768996898426,5.145320298579614e-05,7.90874940774357e-05,0.00011217091101778837,-5.597497531274759e-06,9.861296338186458e-06,1.4475274386114016e-06,4.430850292008455e-05,-9.523905889172786e-06,4.2612549910485627e-07,-5.705141983678563e-08,4.6566255769598034e-05,-4.0973612408955994e-05,-0.005595670370012209,-0.002812077750940849,-0.00030254375865975167,-0.0009856926291968904,0.00015170905404829547,0.0030472609945678283,0.00870124578114498,-0.0008970672084599301,-0.0017375650697949157,-0.0006378627175759107,6.497200874033224e-05,2.3987489743288477e-05,-0.0006924402424691923,4.415376120442847e-05,-4.327268792530689e-05,1.5625287752198497e-05,0.00024691985772692254,5.3387598919747484e-20,1.074285401979574e-20,-1.0106540217564966e-05,0.6442216848377792
2013-03-01,2013-09-01,0.225861790070958,0.6274956642502507,0.3932879128326138,0.4016960557358962,-1.355349665537238,0.16130976888826795,0.39599939552419056,99.99999999999999,2.485411219738383,-3.058262087816298,1.4766365825707921,-0.0553795839522308,0.1454373531374155,-1.0870072715438366,-0.6022347232552309,0.9220450769909657,1.4227298003917097,-0.1683104789877099,0.22753455986525853,0.22769917499033762,-1.5990201136555453,-1.1142475653669395,0.410032234879257,0.910716958280001,0,0,-0.00044441303920190746,7.671322567223289e-05,1.822742816625071e-05,6.20154565617398e-06,0.0003295888602427287,2.742532996835919e-05,3.89733283740752e-06,6.487686351671574e-05,3.747191228414177e-05,0.0001698822038698237,-0.020824499717324956,-0.007144986362807372,-0.0008648710632937242,0.000907345844775027,0.0009212886624780471,0.011914218630632802,0.02662310840069119,-0.0022302239332787953,-0.004767774954302446,-0.0009105766837857833,-0.0003121278614089245,-0.00016505509867496276,-0.0007657303456689719,-7.219013376094473e-05,-4.666895018253487e-05,2.6281573356999122e-06,-0.0007747945649849714,0.0003144658319773986,0.0002232069348676926,1.1084505207503887e-05,-0.00026630036706827337,1.692322977006731e-05,1.9994884662734014e-05,2.6933260792528446e-05,-0.0,1.618241365902204e-05,1.8244149047017083e-07,-7.774636462105497e-05,1.1905394744568515e-05,7.757929362780189e-05,-0.006485273840838421,-0.0020116104279337584,-0.00020292240689711249,-2.9392950656564238e-05,0.00013016023728290336,0.005021444123925015,0.010170084971404305,-0.0006994944408059921,-0.0019255026661551926,-0.00021700957132348735,-0.00030165448615049236,-4.751624771476954e-05,-0.0006586343313029597,-5.087693155811541e-07,-7.648085614022855e-06,1.7128034157785866e-05,1.521178979916761e-19,-0.00021874631419878957,-2.2349471550389416e-20,1.5306641560016218e-05,0.5742211644717432
2013-06-01,2013-12-01,-0.850826243793712,0.545723820216947,0.8521486619964066,0.8563624659107145,-1.7595460109286438,1.9503520812881756,0.16459610165885158,54.88754096664575,1.6283673354858128,-1.791424521785353,1.4388679075324855,0.0670906503184021,0.7653656823237316,-0.40987983056704125,0.0690705456722226,1.5268501626874058,2.014946096298333,0.4925037722152581,0.3027248201328639,0.3044611380868033,-0.6180536680393998,-0.13910329180013592,1.3186763252150473,1.8067722588259743,0,0,-1.8474402525641155e-06,-1.0592120223563826e-05,6.365216708703783e-07,-3.078625560232778e-06,0.0002571821941874856,1.0857863548795466e-06,-5.1953643708513295e-06,2.4009372460704592e-05,-0.00010395719626470195,-8.767887551879591e-05,-0.019654185976805728,-0.011419997711481533,-0.00167918347611105,0.0002084276479850565,0.0010186527073306841,0.01635711317978612,0.03332043498070442,-0.0024102021160335527,-0.0062914928038479275,0.00015434676531675493,-0.0006160655026978875,-0.0006596570668805936,-0.0013461611072954403,0.00012927594875976293,-1.5141060535358899e-06,-1.5967314972940634e-05,-0.0012343773759652167,-0.0001834842779577896,-7.06859866402857e-05,3.229584514227086e-05,-6.212299383360555e-05,-2.100099723543123e-05,5.727101604675529e-06,4.866120052779648e-06,1.2611662613311757e-05,-3.1977226828478243e-06,-2.739299953113138e-05,-1.6421197124974155e-05,5.103888220330057e-05,-5.9218720914260086e-05,-0.006026785380964248,-0.0023994202893325785,-0.00016439754329626208,0.0005910613007703449,0.00016199673990174195,0.0023557082207404678,0.009608706603713907,-0.000914154036475461,-0.003243326461687058,0.00012005829573309603,-0.0001250891137371623,0.00012853666341204598,-0.000448416693844753,-0.00011299399090680544,-2.3059678535460858e-05,-4.028443730266171e-06,-0.0006869511896504764,-7.266257273463291e-21,8.407688041538511e-21,4.081373151209826e-05,0.5441399842297624
2013-09-01,2014-03-01,-0.2203161154985977,0.5098621256812406,0.5020387603232769,0.5059195217936923,-1.4653953109129165,0.5331602638924822,0.31309003029311383,99.99999999999999,0.6179413105568254,-0.42102197808118214,1.5305004744663266,0.0027728372861801,0.3678619578760993,-0.8903552658187376,-0.3862808169983534,1.1481831466785888,1.6504449355300412,0.11293089503547904,0.19075931125691714,0.19180641867969062,-1.1187242015361645,-0.6146497527157803,0.9198142109611619,1.4220759998126145,0,0,0.00038112267261053434,-8.505474182170536e-07,2.0553252189082207e-06,8.11046069444154e-09,1.120198261343451e-05,4.353335103069591e-06,3.517260197228295e-05,-6.177687318812307e-05,-5.800932999071867e-07,2.466436251759136e-05,-0.016653318362482905,-0.012770904088350516,-0.0004966631854056359,0.005592237817108478,0.0009954227099757387,0.008252799239105076,0.03527115787805319,-0.0022786750727633452,-0.006206063860471586,-6.94007185599518e-05,-0.00024992793581185546,0.00025575009796536836,-0.0009351543102851319,-7.90978784431682e-06,4.180397294235685e-05,-6.728308241395787e-05,0.0008127439465847638,-0.00028460242672072626,-2.795346010535722e-05,-1.6340944526827163e-05,0.00035482737914417243,-2.767763932744103e-05,-1.5178833397342752e-05,-3.22671439119531e-06,2.6338553265024114e-05,1.5605228546179016e-07,-1.002850428612193e-05,4.093102397937695e-06,7.282445767216157e-05,-4.3657672665745275e-05,-0.005195103646328234,-0.003354192902000571,-0.00019822984485853569,0.0002679829313354063,0.00012777473535220584,0.003350419885085798,0.012871374370282896,-0.0010120452731863163,-0.0020409380059363516,-0.00016622612624627957,-0.0003611986781275835,3.5290387710984854e-05,-0.0006032828523821961,3.64610711793514e-06,-3.0291931436557275e-06,-1.5960696611658923e-06,-4.0144075755612503e-20,0.0002324278864362099,-3.983619814291014e-21,4.4536023299019854e-05,0.5432935759464612
2013-12-01,2014-06-01,0.9499888942974266,0.4885836371879274,0.40149391526268574,0.4106837787212959,-1.356679327608433,0.21289481128828305,0.6226631348363554,99.99999999999999,0.6315301092583497,-0.43865549479515364,1.466239486045886,0.0495813252518573,-0.18112130330289228,-1.3664184186596997,-0.9157371998069868,0.5539670398596906,1.0313887999843818,-0.425413121896856,0.17233049805712694,0.17747800087207172,-1.1467042162910182,-0.6960229974383052,0.7736812422283722,1.2511030023530634,0,0,-3.6045793532965525e-05,3.1371855056523424e-05,6.564415623526751e-06,-3.157059922806307e-05,-9.015499214864588e-05,8.45024396423737e-06,6.0777082783016e-05,0.00012064171216696282,7.252254607639158e-05,-6.06274934261305e-06,-0.019073171254551807,-0.011427069378720936,-0.00035244954316053176,0.0069195998718758955,0.001202788408476285,0.007037887566918374,0.03562395763310875,-0.0011893833929606846,-0.0030066948362100976,4.056290143578729e-05,-0.00021719725946095828,-5.48110217330673e-05,-0.0007957746373496461,4.666733281290151e-06,-5.359321477042561e-06,2.6990757021510234e-05,0.0013537494172682712,0.0002249902020499322,5.410421666837355e-06,2.5103482662473252e-05,8.800635382480571e-05,1.325277345308006e-05,1.533687361325794e-05,1.8288045974552362e-06,4.146934865787619e-05,2.758589944374389e-06,-9.608378911621448e-06,-7.724096104193595e-05,-9.380071576075315e-05,1.7165589956544164e-05,-0.006233391942974009,-0.0032506401745231246,-0.0001754276774656416,0.0007834174311414983,0.000704297623999455,0.002245252884726144,0.009931030177980305,-0.0007115036723869937,-0.0012919806201893977,6.887809863238903e-05,-8.19133448070847e-05,0.0005387833651035587,-0.0004096593659970342,2.904015295222611e-06,-2.374755778310479e-05,1.706927844443074e-05,0.0006098182784495588,2.5302449971295545e-20,-2.7520693564435554e-20,-5.9713213207302205e-05,0.5281762713335432
2014-03-01,2014-09-01,0.0449539001628807,0.5279939018543334,0.39639213836500764,0.4000248989939582,-1.3264966302010748,0.2333276432340786,0.37148353901538766,44.25167746385467,0.7867038020149436,-0.6083250258590494,1.4171385432837722,-0.0876811076678585,0.1538388931778678,-1.0503101236890893,-0.5574291906579081,0.8726498051727201,1.3854176126059394,-0.11015805774929888,0.196176671658449,0.19708508392194088,-1.5106624435480591,-1.017781510516878,0.41229748531375016,0.9250652927469695,0,0,-0.0003704882645058108,-1.3256064659273066e-05,2.782185686023059e-07,-0.00013087904432177312,3.6385372738266106e-05,-2.886892667474175e-06,2.3998184370644866e-05,8.636768884689643e-05,0.00013994892888810918,0.0006010284616998228,-0.020338924385966475,-0.013898190079594388,-0.0002835639306596533,0.0028916743139833358,0.0009136515446814376,0.011373159987965517,0.03495324100192677,-0.0006143585551948145,-0.0035111588059137788,-0.0007885116198101777,-0.00027708948679794375,0.00022395475987680325,-0.0004152105982942641,-0.00011439250901998271,1.3496625095288058e-05,-4.3133013522550255e-05,-0.0009306659539447318,0.00034342993454544377,-0.00010520184969726555,-1.0552094431429349e-05,-0.0001607649104547809,-4.832214461032376e-06,-5.2776339081773975e-05,-0.0,-5.086728734336047e-06,3.6528527210993368e-06,-1.990287454161466e-06,-3.658982359521523e-05,1.6801446397812484e-05,-8.88737152997903e-05,-0.007429528399968412,-0.004355552548458023,-5.60807926157426e-05,0.0006768782558618105,0.0004947926281086513,0.0026352503734138073,0.012455224614768803,-0.00041718104906682187,-0.0013143261640812978,-0.00016034666746809256,-6.684137528470181e-05,0.00037617433039567177,-0.0002883775941967245,-2.189933829067546e-05,3.705003631322544e-06,-1.918467010358621e-06,1.5179129788213124e-19,-5.759712762370025e-05,5.567375915023825e-20,7.641573054557471e-05,0.4990095452127074
2014-06-01,2014-12-01,-1.6078613415885457,0.5126953660515803,1.3851336290014762,1.3961296887799224,-2.355090744016357,4.49676075031753,0.07024981114270396,99.99999999999997,1.9011304427183815,-2.2147073242270774,1.4192147482055573,-0.3289362236455595,0.7313421301745034,-0.4495670054411818,0.003600305141021598,1.4368767194507917,1.9434727497661162,0.4749944471487133,0.5143338361721694,0.5172170597116641,-0.6693141820716733,-0.21614687148946987,1.2171295428203002,1.7237255731356247,0,0,5.23094705270974e-05,-9.679891734962663e-07,1.706699722808518e-06,-5.519900490542934e-05,-1.7739955253802858e-05,1.7319715704395476e-05,1.2195584810766376e-05,2.30779508055675e-05,2.3240252761182984e-05,-2.281950636761916e-06,-0.021015866373866144,-0.010914487640356636,-0.0008209586283938393,0.0007990888575189636,0.0011021749687420742,0.011905332425974711,0.04399281514877445,-0.0010947672108232102,-0.0034838237831727975,-0.0003221975760887196,-0.0003560908305731525,0.0008218153008756829,-0.0006372335109886399,-7.48259880302846e-05,-1.2424098156554899e-05,1.8957329513462443e-05,-0.0015120391400672828,-6.700482408248408e-06,0.00011140786108804338,4.738689571043942e-05,-1.4979808772725976e-05,-2.9279630105915414e-05,-2.793296544783784e-05,2.8543940987448197e-05,0.0,1.5699478467659218e-06,-1.314033325491137e-05,-1.241702496146721e-06,-2.9219044724461926e-05,-6.943656746728698e-05,-0.007172697483030751,-0.00370074206788787,-0.000152655528455108,0.0023399051051742584,0.00038611414232761645,0.0027073030164458836,0.013224412316429096,-0.0004039901438314741,-0.0009675992615369276,-0.00032646669529269324,-0.00017084371921245072,0.0003810456066502728,-0.0002411340038452094,-9.568651109468043e-05,-3.257974611080173e-05,-8.263107884510372e-06,-0.0006363919073560776,-4.693532874691502e-21,5.025177648586231e-21,-1.4851599137452657e-05,0.47475408978848477
2014-09-01,2015-03-01,-1.801888355190684,0.5052660435521037,1.6152900337804958,1.6337993015190153,-2.6988517853132272,5.322961419638195,0.04486614525718691,41.75786212104504,0.7183536129036319,-0.4483715429604776,1.3612737979217633,-0.8784672275139016,0.2751099718574922,-0.8779933273869857,-0.3817027641169796,1.0002797593638226,1.4621565349835752,0.02247695008144035,0.7103785778727745,0.719270672643459,-0.9867613472395865,-0.4904707839695805,0.8915117395112218,1.3533885151309744,0,0,0.0006463060663619297,-0.00016220748499782924,3.3623407586911826e-05,3.002694774584838e-06,-1.2381720683885388e-05,1.0938719957813724e-05,2.6734032131522446e-06,0.00010923800059770777,-1.6013418984196117e-05,-0.00025185846778540534,-0.02166998277772233,-0.009055786097881944,-0.0005661110263273999,0.0027072520085396406,0.002108478202270122,0.011953443074988693,0.03828093499638013,-0.000776110353373863,-0.0029108352601797858,-0.0002256979237258578,-0.00020019101676828387,0.00013658938556105596,-0.0003096725177732848,8.817284855586844e-05,0.00010153348710000012,6.788177902032562e-06,0.0009251033759413075,-0.0005595642858931439,0.00013751848443547526,2.66982460024946e-06,0.0005584719597003689,-1.3892021694135894e-06,-8.172519761567018e-06,2.3570602536213457e-06,-1.1938400855055113e-06,1.5119914115100707e-05,4.358210377653328e-06,-5.197495575729124e-05,-8.996183438958158e-06,-5.1120361162240216e-05,-0.007573421256913472,-0.002884868802216785,-0.00025188774780827045,0.0037553799527661434,0.0005749086128679523,0.0011325723540772516,0.01640829258451735,-0.0003134144293596942,-0.0009398717376218281,4.50249822548959e-06,-0.00011577616414861622,0.0003151515430323079,-0.00020598785842150364,6.724840570739687e-05,1.0565605257122798e-06,-4.723525846215433e-06,-9.213535245566823e-20,0.00011811979671241536,8.048154061557602e-21,2.905800696940463e-05,0.4864607325672602
2014-12-01,2015-06-01,-0.4775659968480283,0.474618458088675,0.5826226712343864,0.5873490405872352,-1.4852244352996042,0.9066552362231068,0.24450025238290002,60.84636517037174,1.1524275102033859,-1.1164545123612764,1.3834185961084624,-1.042713669218287,-0.5666214417499353,-1.6921792486972258,-1.2548000102997112,0.12810669296358018,0.6140929001849766,-0.8039306707942728,0.6703781134558713,0.6768940793657237,-1.1562010486456913,-0.7188218102481766,0.6640848930151148,1.1500711002365112,0,0,0.001571296653681081,1.0189047216614565e-05,-8.738828988886772e-07,-0.000173706679147595,0.0003671437539807652,6.108460286384963e-08,5.459891281047804e-06,0.00018504415296217885,2.334117972275284e-05,8.76874418651967e-05,-0.02199701037433691,-0.007500317480036601,-0.001062519328380981,0.004091442221487604,0.0013241792995169173,0.011577371930598275,0.04447407009819521,-0.0006559452430892853,-0.0024609332752630634,-0.0001230674613923697,-0.0004851851824044555,0.0004089109569410096,-0.00026702099392202463,3.466018807888231e-05,9.912501171118113e-08,2.1665886101185534e-06,0.001427997414401656,0.0002776178384781391,2.218029501193426e-05,-8.58264956460617e-06,0.0007955328282108499,2.4788674968904635e-05,1.7206586339992788e-05,2.4751534132784488e-05,-7.464256362521486e-06,-7.427028205557539e-07,4.2430177246673694e-07,2.7037382055829714e-05,2.3880931056481053e-05,1.746798729553827e-05,-0.005526994815111483,-0.002875320531750152,-0.00030870816684461135,0.0018809397235536097,0.00010065840877845176,0.0046503899685350295,0.01584216869915657,-0.00034080446666264857,-0.0007924529590880665,0.00011097413774028748,2.4318309867806524e-05,0.00034273481909532474,-0.00017748006809894498,4.039199794728015e-05,9.472495929776571e-06,-9.855635593169328e-06,0.0007010458769654565,7.123197222848997e-20,-1.8958779091747607e-20,6.480843682383316e-05,0.4625644467881691
