Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_headline_1m,Shap_core_1m,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Factor_1,Shap_Factor_2,Shap_Factor_3,Shap_Factor_4,Shap_Factor_5,Shap_Linear_Pred,Shap_Constant
2012-09-01,2013-06-01,-0.2379100909859488,0.07254943924248636,-1.679593859747186,-1.0661649742896628,0.7823395345149642,1.0754271729806142,0.09638511990966067,0.28643294887244747,0.21317967344551342,64.01137958823377,-9.999999999999998,6.4046407428927274,0.6469355748661428,0.43472098605974363,-0.455792939879629,-0.022080393915269784,-0.06757219949981609,0.07332776389364362,0.0,0.0,0.2975742957652342,-0.06405707258852555,-0.02907527521940964,-0.16385282257088216,0.0173658901744608,-0.02882724214314225,0.0454742762899307,0.4700651589358915
2012-12-01,2013-09-01,-0.0686985256836081,-0.4169508642835495,-1.3182110287609738,-0.9054343124758724,0.27296168655563946,0.9590862053088678,0.12127969134032825,0.24983531721511887,0.21940714132032865,7.517876276168464,0.9596153426485355,-0.9796577467323919,0.5739510341517033,0.7028113858129863,-0.09441010889341683,-0.022983216037639254,0.0,-0.0069336201241946005,-0.03850500721593506,-0.055645025822322364,-0.14943229473713027,-0.10402273960418547,-0.03378729573692392,-0.08053949623679056,0.0,-0.014598227923968008,-0.1590694496913153,0.3429756177402722
2013-03-01,2013-12-01,-0.0163107733018641,0.05177969281140445,-1.1787690883984145,-0.7335245975645498,1.2091233836146742,1.4615602787811175,0.004636311575522173,0.2785877838355863,0.22195437107686622,99.99999999999999,2.510642370069579,-2.022228074572938,0.8689141838535023,0.41870335050667556,0.024111055035547224,-0.013376911399668323,-0.09569476047575343,0.0,0.0,-0.08631597375067505,0.27748421812732366,-0.16170687689977628,-0.049458765752808456,-0.2255767316944196,0.02887940800117722,-0.03376084804894148,-0.041220754313058716,0.42841663398245766
2013-06-01,2014-03-01,0.0721983425743033,-0.0805666229971358,-0.9135971471859072,-0.6823826209400643,0.8404651700116617,1.3797303266924743,0.023337134706042973,0.18037552771772639,0.17724471836708902,25.692690113918143,4.992157908585996,-2.9810275607066483,0.5811238888766821,0.5658013024067348,0.28818190275154976,0.028404448120835347,0.0,-0.0039848733355854205,-0.036757536344782904,-0.02208507858160077,-0.16890151638990042,-0.09364177535027565,-0.06373873172894173,-0.07474500503386108,0.02925743667388092,0.0,-0.26780223691825816,0.30524634313980425
2013-09-01,2014-06-01,-0.0402056980780329,-0.06841632831751104,-1.4877129816675883,-0.8673852809461913,0.9568562246487271,1.1507394517596303,0.0007958396585085588,0.2581060817592965,0.2002440351001425,87.24448190728957,-9.999999999999998,6.7754068124773275,0.6740303935634765,0.4749073093493057,-0.2865813745772883,-0.019898865896172246,-0.09638211710002417,0.13567109064895905,0.0,0.032413807953795136,0.2304779397208534,-0.15115694326568296,-0.022888192322243213,-0.15185067488190038,-0.03072059142938617,0.0,-0.024071827930431153,0.31657142076201
2013-12-01,2014-09-01,-0.0019006300588486,-0.4107708822603584,-1.818760808785136,-0.8830854912659447,0.22223605583278067,1.0373032584793178,0.16717488313532622,0.25363012146176694,0.2385250164926988,5.034672099408083,0.36866917314881015,-0.6042859096016234,0.5694018381230554,0.7277793610120421,-0.042022356511672854,-0.02292109547893456,0.0,-0.005476884866280694,-0.013626591633543208,-0.0630598057222425,-0.11504814638648236,-0.11142215823128743,-0.05156788598738792,-0.02553241784554494,0.0,-0.004073256582581286,-0.25658190385326807,0.30056162083886745
2014-03-01,2014-12-01,0.2551637534921269,0.07219834257430342,-1.1111807489558423,-0.6182301721897154,1.005679149945582,1.402522050508903,0.033476341592328,0.23203645595326414,0.20026453405972816,99.99999999997954,2.6738999955888967,-2.002403941816548,0.7797774014902701,0.5830046493343175,0.11262017091171472,-0.006827396245558984,-0.10597852952711292,0.022936742511803363,0.013797589465495282,0.0,0.23082336592931235,-0.10955909490456847,-0.05921653161077804,-0.06337753675421176,-0.005072782380438248,0.0,-0.2357982354847747,0.27785058066342083
2014-06-01,2015-03-01,-0.1784907206497266,-0.17553964353935747,-1.0253861171334444,-0.6352463414832421,0.3994338693086519,0.9151452276584204,8.708856111344595e-06,0.12262649207686305,0.12722903624249937,4.280897937522737,0.23465991399927513,-0.28289796025655395,0.48399557064875603,0.48762673419553526,0.17577786209921342,-0.018496281214415246,-0.0021284771668528824,-0.012738088004124837,-0.04884047818027982,-0.046313647071400364,-0.11407872551256892,-0.10300071555884227,-0.042619245151316015,-0.019187927264077052,0.0,0.0,-0.21845941536551677,0.27454549485082325
2014-09-01,2015-06-01,-0.3619796751591408,0.007040737863750424,-1.218569302311323,-0.795655399390469,0.9253297982429343,1.1890445197788146,0.13617606522758524,0.3032407696770586,0.2850864666873658,99.99999999999999,-9.564905865666223,6.272935823865445,0.644127214731669,0.28348473461199675,-0.24827630655810395,0.009749965193396859,-0.03586337816711769,0.09455697020770373,0.0,0.0,0.2717563897226885,-0.13547888733605543,-0.03099689939985264,-0.07598242207282804,-0.03582076272438089,-0.005417217723994387,0.0546987126027663,0.14411457411952805
2014-12-01,2015-09-01,-0.6613065813612096,-0.08486694864240363,-0.9860895800509972,-0.5480994355605551,0.47930043938375627,1.2984220519344136,0.3322826501689919,0.3890864058770538,0.3896030668799056,3.458260173941626,0.5564060000288875,-0.33263732673893726,0.4663994219124039,0.12002614550095991,0.21504202703930275,0.01509691648713421,0.0,-0.003633522432432197,-0.016588669187135217,-0.055924469438865504,-0.11617163059172761,-0.09407954671203694,-0.005696036124094647,-0.02758223187878804,-0.00339022767843457,0.0,-0.21563473139436334,0.22369517326903743
