Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_PPI,Shap_real_turnover,Shap_retail_turnover,Shap_Manufacturing_EU,Shap_Vol_loans,Shap_Exchange_Rate_CHF,Shap_gdp_index_ch,Shap_gdp_index_eu,Shap_infl_e_next_year,Shap_unemployment_rate,Shap_fin_spread,Shap_M2_change,Shap_M1_change,Shap_Saron_Rate,Shap_EU_fin_spread,Shap_Business_Confidence_EU,Shap_Wage_change,Shap_oilprices,Shap_M3_change,Shap_kofbarometer,Shap_CH_2int,Shap_variable_mortgages,Shap_infl_e_current_year,Shap_headline_1m,Shap_core_1m,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Linear_Pred,Shap_Constant
2012-09-01,2013-03-01,-0.5953826692453035,-0.29780546567632626,-1.6715098166971032,-1.273046229871877,0.3774817466024595,0.6107953062317151,0.0885521920839325,0.2215568623309696,0.20047940745511966,49.43461284138386,-9.999999999998897,4.766609497389022,0.5097645289724255,0.37664804787303235,-0.4270721902575936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023906661531652017,-0.03245930917534695,-0.05122573237902745,-0.012420088338368043,0.0,-0.019858064362331933,0.0,-0.2563218716662937,-0.007533602720195043,0.03341913280744696,0.0,-0.007369057331476266,0.0,0.0,0.0,0.03844752011000439,0.0,0.0,0.0,0.0,0.42068113610520336
2012-12-01,2013-06-01,-0.1279526276012355,-0.584922657111342,-1.8648940262560032,-1.3238387331359145,0.03948008471379438,0.427972302642736,0.20882160787046758,0.308393233521617,0.30937630946404704,99.99999999999915,-5.772682549167491,3.1898981383539198,0.6617084222593992,0.7664219999120893,-0.6204563998164936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011706836540874423,0.0,0.0,0.01395701530816739,-0.04528437302552512,-0.06038799037304551,-0.02954859124637569,0.013295437494967421,0.013493154838882108,0.0,-0.35063452386873295,0.0,0.0,0.0,-0.010999675946292344,0.0,0.0,0.0,0.0,0.06383411862188819,0.0,0.0,0.0,0.4395160074420925
2013-03-01,2013-09-01,-0.0553795839522308,-0.3242222946830964,-1.4127481054272195,-0.9476459628653622,0.3588905729561276,0.8047902018762265,0.07227640311311986,0.1932584470589941,0.1915638914485553,99.9999999999969,0.31647439629793084,-0.5082327662269709,0.6734595794453994,0.638283687186741,-0.1683104789877099,0.0,0.0,0.0,-0.0031664868317577977,0.0,0.0,0.0,-0.004056806106558298,0.0,0.0,0.0,-0.026940830074941153,-0.04749097082750195,-0.023775333673794835,-0.020106067526214383,-0.015948305564554694,0.0,-0.3819965026736361,0.0,0.0,0.0,-0.020051995098178406,0.0,0.0,0.0,-0.017456103025899245,0.0,0.0,0.0,0.0,0.40507758570765046
2013-06-01,2013-12-01,0.0670906503184021,0.5072713744856294,-0.6579126439724803,0.032347756742368006,1.0271580830065297,1.53039170813142,0.19375906992838465,0.24405498978024215,0.2551278589739752,8.83171316008764,-0.20793020645656551,0.6080729560717649,0.544930571606636,0.23048478476797563,0.4925037722152581,0.0,0.0,0.0,0.0,0.02448712617299753,0.0,0.0,-0.015709654981433237,0.0,0.0,0.0,-0.03210054458929455,-0.0517623536054143,-0.030787014399031316,0.0,-0.027651535905729937,0.0,-0.27206210321323143,-0.00484942098006967,0.0,0.0,-0.010275872776094255,0.0,0.0,0.0,0.0,-0.055403520150228786,0.0,0.0,0.0,0.49088249669790124
2013-09-01,2014-03-01,0.0027728372861801,-0.004464491478284316,-1.1225703728710457,-0.5075255047810145,0.6054346672507371,1.0860315758994155,5.237892764494403e-05,0.13999124442308397,0.14129089176759108,19.607441731087082,-0.38498147876739364,0.23842191972568347,0.5894739099320528,0.49613382112020776,0.11293089503547904,0.0,0.0,0.0,-0.002570139516284587,0.0,0.0,0.0,0.0,0.0,-0.007101024904324056,0.0,-0.0503048213954799,-0.06119626534966893,-0.03638943783666563,-0.05962935428307491,-0.010225814673527128,0.0,-0.31254094390972714,-0.006880357182120793,0.0,0.0,0.0,0.0,0.0,0.0,0.028412205327200346,0.0,0.0,0.0,0.0,0.40103056720990937
2013-12-01,2014-06-01,0.0495813252518573,-0.49962190396275474,-1.652836444069905,-1.0410298320264744,0.06839364342972559,0.5476875589670804,0.30162418697975774,0.3364051134017152,0.3303298443096571,12.120079258018128,-0.2652659847333725,-0.3449586399568244,0.5686704508018177,0.825324946462997,-0.425413121896856,0.0,0.0,0.0,0.0,0.017801437199753415,0.0,0.0,0.0,0.0,-0.008345073832362104,0.0,-0.038004689300886005,-0.06466653846270957,-0.029919551592196475,-0.043145238096698776,0.0,0.0,-0.28219586750404985,0.0,0.023481536935164058,0.0,-0.011865360681874037,0.0,0.0,0.0,0.0,0.06166914376175999,0.0,0.0,0.0,0.3009814195082006
2014-03-01,2014-09-01,-0.0876811076678585,-0.22393477988083,-1.092588401374552,-0.546386734233284,0.30741287397084704,0.6945541624434615,0.01856506319151988,0.12269786401587751,0.11844878227735832,4.167615547114533,0.24968561570719852,-0.3147719428219195,0.3973409080773716,0.6115296351210292,-0.11015805774929888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009504134610762839,0.0,0.0,-0.017297042457592768,-0.07781548126601007,-0.03309151578224835,-0.029516838984397182,-0.01825053788986131,0.0,-0.29008446169062496,-0.008633995405333161,0.0,0.0,-0.01418752840856866,0.0,0.0,0.0,-0.020253599482280886,0.0,0.0,0.0,0.0,0.40485841384614907
2014-06-01,2014-12-01,-0.3289362236455595,0.40078566508281455,-0.7609536386844606,0.014838431675823216,0.9499888942974266,1.141459850052233,0.5324940348893056,0.5046910152022098,0.48935422348432694,7.1162644074635315,-1.1819984439129174,0.9907813043600756,0.45275951676345205,0.09533100178282532,0.4749944471487133,0.0,0.0,0.0,0.0,-0.002798579706994676,0.0,0.0,0.0,-0.006504426703586264,-0.015347336443311405,0.0,-0.04321704104349531,-0.06602929467349586,-0.030717850092633423,0.0,0.0,0.0,-0.2103049157828028,0.0,0.0,0.0,-0.005378566401303664,0.0,0.0,0.0,0.0,-0.08495707482112064,0.0,0.0,0.020698939692450236,0.370347363910395
2014-09-01,2015-03-01,-0.8784672275139016,0.05801069278659195,-0.8234970895328431,-0.3967436955869985,0.5149807222966984,0.8858392934236455,0.8769908952103377,0.7021602232551727,0.6915005032794925,4.3741593036558495,-0.20428597121181463,0.16460482414184924,0.39853300804868674,0.03908673416384604,0.02247695008144035,0.0,0.0,0.0,0.0,0.0,0.0,0.011781388357047909,0.0,-0.003986399814615904,-0.011077701405143373,0.0,-0.0405531161377473,-0.06435642542999402,-0.042868975419570944,0.0,0.0,0.0,-0.20269799560765045,0.0,0.0,0.0,-0.004260018357822923,0.0,0.0,0.0,0.014491975291026497,-0.0054398694345414314,0.0,0.0,0.0,0.3845008806641636
2014-12-01,2015-06-01,-1.042713669218287,-0.40761044175510186,-1.3723954795359816,-1.0685273470713241,0.0006232660657802258,0.23460657922059092,0.4033561095341543,0.3555419275791033,0.35253505596609164,11.643452641571274,-2.6927774276402165,0.6926783269060273,0.41655463245178,0.14587535960637088,-0.8039306707942728,0.0,0.0,0.0,0.0,0.0,0.0,0.018372684885179652,0.0,0.0,-0.00861135378092211,0.0,-0.014002144138107827,-0.043772667189446786,-0.03049125408343032,0.0,0.0,0.0,0.15700326109847812,0.0,-0.006201229857394755,-0.017234373794611787,-0.019277406449537446,0.0,0.0,0.0,0.0,0.03576848017032846,0.0,0.0,0.0,0.32476623217863576
