Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_PPI,Shap_real_turnover,Shap_retail_turnover,Shap_Manufacturing_EU,Shap_Vol_loans,Shap_Exchange_Rate_CHF,Shap_gdp_index_ch,Shap_gdp_index_eu,Shap_Business_Confidence_EU,Shap_variable_mortgages,Shap_M3_change,Shap_M2_change,Shap_CH_2int,Shap_Saron_Rate,Shap_oilprices,Shap_infl_e_next_year,Shap_fin_spread,Shap_Wage_change,Shap_infl_e_current_year,Shap_EU_fin_spread,Shap_kofbarometer,Shap_M1_change,Shap_unemployment_rate,Shap_headline_1m,Shap_core_1m,Shap_headline_lag_1,Shap_headline_lag_2,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Constant
2012-09-01,2013-06-01,-0.1279526276012355,0.2371815978783331,-1.0188088444693657,-0.8371791172530507,0.999223894844814,1.99794781790617,0.13332300261656443,0.2624728610258981,0.21559683671422003,13.709709588116622,9.999999987640665,-3.908033111829143,0.38413101204269057,0.42807406520687735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079726321261366,0.0,-0.02823936765369607,-0.03250514001636043,-0.03730806392896867,-0.20879099862338213,0.0,0.0747065897234719,0.0,0.039701069989900084,0.0,0.05341831251246181,-0.08133688380259145,-0.0687176048193463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059800057582103
2012-12-01,2013-09-01,-0.0553795839522308,-0.1125489196984297,-0.9944769528806852,-0.792608094681313,0.5627347946489891,1.4416985109117109,0.0032683329496616155,0.2086466185730478,0.17546495197485526,10.252173097522192,9.999999999999998,-3.0332760322757633,0.2806585757134964,0.5439191189887114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16489813706339326,-0.019384937912431864,-0.04508825853315604,-0.04126043473716331,-0.07587330801544998,-0.29435894803062074,0.0,0.026436696651473524,0.0,0.0,0.0,0.06789335416296556,-0.08344996842945417,-0.0853507010701732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027857232789737
2013-03-01,2013-12-01,0.0670906503184021,-0.1125489196984297,-0.9944769528806852,-0.792608094681313,0.5088548883534827,0.999223894844814,0.03227037511583221,0.19666367168667065,0.1630427112003711,85.8367437105982,9.999999979883134,-5.090633581577744,0.49839037683280774,0.5976788003848099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1664808679102145,-0.022350450669181707,-0.031559251454465365,-0.045347313074692246,-0.05783318635010286,-0.28924719368189394,0.0,-0.012622235427257203,0.0,0.0,-0.025789284651972798,0.06816638249586127,-0.08702012752907169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5575346085545613
2013-06-01,2014-03-01,0.0027728372861801,-0.2564214525124342,-0.9592035096759809,-0.792608094681313,0.5088548883534827,0.999223894844814,0.06718167986420806,0.20160261349117295,0.165460634440709,23.17061630042795,9.999999999999849,-3.5827082402315376,0.33557292256778315,0.6153985217640723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024789736834831606,-0.15559682939800354,-0.008057419091368923,-0.029080332345460865,-0.0609266918183226,-0.07359747543710408,-0.3342367385906239,0.0,-0.012085806100489606,0.0,0.0,0.0,0.0,-0.11019610903438075,-0.05561852589945047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607764212037602
2013-09-01,2014-06-01,0.0495813252518573,-0.2224174976528381,-0.9658451806147994,-0.792608094681313,0.4846008376159005,0.9963105757654621,0.07398335966153985,0.2022816152866565,0.1954223833183205,15.354830598436518,9.99999999999999,-2.932907024927483,0.26205201834275127,0.6949461889057846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01164702658609545,-0.12026132592476958,0.0,-0.05053214343494525,-0.04020720217544196,-0.06708180326158097,-0.30052100908445156,0.0,-0.012710781676508057,0.0,0.0,-0.004799105056913278,0.0,-0.10288087849329564,-0.07569529294056282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5639190709817263
2013-12-01,2014-09-01,-0.0876811076678585,-0.2224174976528381,-0.9944769528806852,-0.7292960177253744,0.43778681194849806,0.6710847725722311,0.018153894786184514,0.14275159298515672,0.1416104631442972,26.78445422406013,9.999999999999998,-3.369109199650003,0.3098996689010861,0.6054435436915802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15418837956967674,0.0,-0.044639177884668584,-0.04580924720868472,-0.06696549687525152,-0.29553455892857106,0.0,-0.018296071512004103,0.0,0.0,-0.015006188584308034,0.07825962670965347,-0.10130022010300514,-0.051711498123303876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49277371442698215
2014-03-01,2014-12-01,-0.3289362236455595,-0.0553795839522308,-0.9592035096759809,-0.7167073150330161,0.4846008376159005,0.999223894844814,0.07483323512030567,0.176258021944933,0.1593607664115752,31.971155742703335,9.999999999999126,-3.6403757642935,0.34714955952584087,0.3620682241318043,0.0,0.0,-0.005065592647228057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1487785505721287,0.0,-0.04539735273762957,-0.0437289362598681,-0.05549446731208794,-0.25136397275572886,0.0,-0.018018259639473674,0.0,0.0,0.0,0.07844083197478241,-0.09809555379529811,0.029347470050161927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5027747997422678
2014-06-01,2015-03-01,-0.8784672275139016,-0.1202507736498326,-0.9592035096759809,-0.7167073150330161,0.2583127538173997,0.6985114111487611,0.5748921909102038,0.47157214134695347,0.4707954937573464,6.862289363518766,1.3036944595238527,-0.7602685176493673,0.42133128914653195,0.05821488814121745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1512830169985727,0.0,-0.009109552357547875,-0.0331865464660786,-0.0617084315458745,-0.22182251467747852,-0.004510088234602083,-0.01807449711866411,0.0,0.0,0.0,0.07703594615123191,-0.06193608453396585,-0.04926147418677836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41360548631849814
2014-09-01,2015-06-01,-1.042713669218287,-0.1412280919067754,-0.9658451806147994,-0.7167073150330161,0.1921028933845825,0.6696412652787309,0.8126762461006694,0.5848160308775887,0.5849510062574309,6.971937837567854,1.3337105725714147,-0.7973429079911363,0.4054830183097787,0.02909164512425877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1269150521989606,0.0,-0.03910003034285786,-0.02519574936204732,-0.05802459968096707,-0.2054438597329776,0.0,-0.01842098713635927,0.0,0.028558480637024153,0.0,-0.00917922386191126,-0.07909047292568243,-0.0713303130005619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4629137156985258
2014-12-01,2015-09-01,-1.4541319195251925,0.0495813252518573,-0.958853948047622,-0.7167073150330161,0.7177819672507191,1.353247454322268,2.261153522517924,1.1706278332849072,1.1638083725363069,99.23815720187285,9.999999999999881,-5.507297648896843,0.5560228300392138,0.007789209648370032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013053876146486454,-0.16578238396233963,0.0,-0.044800329757027864,-0.06138991962691383,-0.08603346290084815,0.12843212101917037,0.0,-0.023688089806941724,0.0,0.0,0.0,-0.00904232617399865,-0.10460626731129509,-0.05704644750513565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48659230742367404
