Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_PPI,Shap_real_turnover,Shap_retail_turnover,Shap_Manufacturing_EU,Shap_Vol_loans,Shap_Exchange_Rate_CHF,Shap_gdp_index_ch,Shap_gdp_index_eu,Shap_variable_mortgages,Shap_EU_fin_spread,Shap_CH_2int,Shap_infl_e_next_year,Shap_M1_change,Shap_M2_change,Shap_M3_change,Shap_kofbarometer,Shap_fin_spread,Shap_oilprices,Shap_Wage_change,Shap_unemployment_rate,Shap_infl_e_current_year,Shap_Saron_Rate,Shap_Business_Confidence_EU,Shap_headline_1m,Shap_core_1m,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Linear_Pred,Shap_Constant
2012-09-01,2013-09-01,-0.0686985256836081,-0.0368878553895335,-1.2045495396440842,-1.153596981434113,0.3558009758762637,0.6630885385115782,0.00101191874455832,0.17846794793746507,0.1799258621316789,99.99999999999999,5.758876062639216,-3.8013104747866575,0.6109621042397194,0.620643185326771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25226249622418273,-0.19135995945687403,-0.06704344555630054,0.0,0.0,-0.03972152395246418,0.0,0.0,0.013269462236103811,-0.013148848336245989,0.0,0.0,-0.008530023831086447,-0.0815801557771885,0.013127843452662713,0.0,0.0,0.0,0.0,0.0,0.0,0.014287006090217599,0.5760742859658248
2012-12-01,2013-12-01,-0.0163107733018641,0.0321955292221787,-1.2023110981006724,-1.0916999701163554,0.6005006978757166,0.9205018022648126,0.0023528613845539607,0.2272911865032257,0.1898421445338392,99.99999999999999,9.999999999713367,-6.322728932428132,0.6129582563340711,0.5832834853535788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22384958423387105,0.1009110352893039,-0.0940164424768183,0.0,0.0,-0.04730233228408165,0.0,0.0,0.01431226758824622,-0.025599123702434938,-0.021623677420627672,0.0,0.0,-0.09554982598139669,0.04941477510131342,0.0,0.0,0.0,0.0,0.0,0.0,0.013892759274634247,0.3616056780679112
2013-03-01,2014-03-01,0.0721983425743033,-0.5585614490200008,-1.2045495396440842,-1.1597876798767892,0.1452933626111985,0.3706189987196833,0.39785791469209003,0.38332443212386313,0.3972351442709381,29.50104248380974,9.99999999999994,-3.8689184800899716,0.3249236730289244,0.8621217965133223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3499668840653078,-0.27992423603011574,-0.09487052398760532,0.0,-0.0022616029950050646,-0.05344782811796496,-0.009400169816307067,0.0,0.0,-0.028077205603180132,-0.014077369428201418,0.0,0.0,-0.10429990273591036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022504210534373126,0.38001469481303457
2013-06-01,2014-06-01,-0.0402056980780329,-0.3998011327388084,-1.2023110981006724,-1.0916999701163554,0.0606500638427043,0.3706189987196833,0.12930887662887205,0.22509007668674486,0.23729544264905805,99.99999999999999,6.480303195623252,-3.5555260329886353,0.47955438595673083,0.769786138349037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31297339329170204,-0.24019528713030996,-0.08303666632676467,0.0,0.0,0.0,-0.01609598160133451,0.0,0.0,-0.04810506310894064,-0.018541717775067364,-0.008453164995804873,0.0,-0.12705304370087186,0.04750529634165268,0.0,0.0,0.0,0.0,0.0,0.0,-0.006870787209182046,0.4140186760595168
2013-09-01,2014-09-01,-0.0019006300588486,-0.5559402157513382,-1.2045495396440842,-1.1597876798767892,0.0136886293332416,0.2630789213340812,0.3069598625143056,0.321249504186465,0.3443136918794263,59.499715812367334,9.999999976716758,-4.2864292145206395,0.36952765206418514,0.8557054480702597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3186530082316671,-0.2532244563684852,-0.10874723894259623,0.0,-0.02382682374157446,-0.06549420345203834,-0.016807692861136113,0.0,0.0,-0.046915746554461304,-0.014435191333852737,-0.016188912737642277,0.0,-0.11811215104678198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42646520951889744
2013-12-01,2014-12-01,0.2551637534921269,-0.5585614490200008,-1.2045495396440842,-1.1597876798767892,0.0346284917243089,0.3472820967387289,0.6621487052034033,0.5388125138043048,0.5535703623336234,24.57659532912776,9.99999999997325,-3.547646117651746,0.29133260932146765,0.9197842041262143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34868117844260943,-0.20532196383424586,-0.11062448405206823,0.0,-0.05059704333422803,-0.08340098286259817,0.0,0.0,0.0,-0.038981354240133805,-0.01398024881676056,-0.00647776052343918,0.0,-0.13576154524823325,-0.05396970716627706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48923481950059294
2014-03-01,2015-03-01,-0.1784907206497266,-0.5559402157513382,-1.2045495396440842,-1.1545874931849411,0.06249778843975977,0.3054688240391482,0.14246812135246154,0.22681014454123838,0.21811846338447843,55.883924704199025,9.999999999999995,-4.367008531079916,0.3804047961078081,0.746431999435454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01348206913376504,-0.274702484176912,-0.18775144650707848,-0.11164573883491757,0.0,-0.05339170461520497,-0.06696557805836939,0.0,0.0,0.0,-0.028151242013714224,-0.02221299433820125,0.0,0.0,-0.10525126830743708,-0.041143412806616715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217935847733483
2014-06-01,2015-06-01,-0.3619796751591408,-0.3925293191426426,-1.2045495396440842,-1.045092856475538,0.3034746598595816,0.6139261107053429,0.0009332807475187074,0.18588693553307756,0.144097588049428,99.99999999999999,8.244574365443047,-4.73063272096906,0.52958655970693,0.493883129620127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013771373177609014,-0.2553306981107679,0.0,-0.13353369354146752,0.0,-0.05273147955661506,-0.08073547105746992,0.0,0.0,0.0,-0.02873680042428932,-0.024805117847585295,-0.011592420310982779,0.0,-0.14051183655993646,-0.06100114034354694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102207117876276
2014-09-01,2015-09-01,-0.6613065813612096,-0.0368878553895335,-1.2023110981006724,-1.0373178900398905,0.35771960214476867,0.6139261107053429,0.389898745344091,0.3353209170061453,0.2882151476302096,99.99999999999999,-9.999999999999856,4.69253413648153,0.4851745716165871,0.2137423481565593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2040871137959797,0.06951354493093394,-0.09117944990586581,0.0,-0.008445481926440849,-0.05203665796188067,0.01596211657852642,0.0,0.0,-0.011839775549306411,-0.02256891252743481,0.0,0.0,-0.10048226808087074,-0.029090259294918937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3973664021437041
2014-12-01,2015-12-01,-0.8846061718801757,0.048292005934325,-1.1597876798767892,-0.5764100771346925,0.3677923900544222,0.629165749209637,0.8702990101696157,0.6092108512855381,0.5827714487798367,14.865770403360866,-4.611027621833187,1.7384250445118052,0.37017962480253996,0.07172209209630727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17488151023530196,0.04394587598317906,-0.0785204382751044,0.0,0.0,-0.03481391693429855,0.0058788885740514996,0.0,0.0,0.0,-0.023993125470134023,0.0,0.010390925110654045,-0.08049863367289765,0.007191170705901541,0.0,0.0,0.0,0.0,0.0,0.0,0.005759274582882959,0.3678334955653925
