Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_PPI,Shap_real_turnover,Shap_retail_turnover,Shap_Manufacturing_EU,Shap_Vol_loans,Shap_Exchange_Rate_CHF,Shap_gdp_index_ch,Shap_gdp_index_eu,Shap_Business_Confidence_EU,Shap_variable_mortgages,Shap_M3_change,Shap_M2_change,Shap_CH_2int,Shap_Saron_Rate,Shap_oilprices,Shap_infl_e_next_year,Shap_fin_spread,Shap_Wage_change,Shap_infl_e_current_year,Shap_EU_fin_spread,Shap_kofbarometer,Shap_M1_change,Shap_unemployment_rate,Shap_headline_1m,Shap_core_1m,Shap_headline_lag_1,Shap_headline_lag_2,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Constant
2012-09-01,2012-12-01,-0.4353856468247485,-0.3343203979214948,-1.0188088444693657,-0.9556221849475576,0.5088548883534827,1.01846408668127,0.010214184535876622,0.2317787326293788,0.1831901781563491,44.83427717111879,9.999999984161276,-4.760745726686393,0.4509281941121423,0.3706488092017639,0.0,0.0,0.0,0.0,-0.015261568829470384,0.0,0.0,-0.03275946483188509,-0.27794350322202677,0.0,-0.09040025697476729,0.0,-0.03862498999426951,-0.1874993856657546,-0.2678225896555013,0.0,0.0,0.0,0.0,0.0,-0.0657124235864221,0.0,-0.027426293011507046,-0.036879832557972315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7060099104080818
2012-12-01,2013-03-01,-0.5953826692453035,-0.3551832245377806,-1.0593668734477646,-0.9556221849475576,0.4850888531055197,0.999223894844814,0.05769577323780233,0.2467064003092097,0.22645602145181937,34.6029588702391,9.999999999999998,-4.305280054192947,0.4023652749339547,0.28318836841524775,0.0,0.0,0.0,0.0,-0.020300591305293943,0.0,0.0,0.0,-0.30394518268843485,0.0,-0.09673876896788276,-0.011043050704502733,-0.0420514982178517,-0.21114829806546226,-0.2096060187190825,0.0,0.0,0.0,0.0,0.0,-0.011472668872364377,0.0,-0.04296945685131258,-0.05597965253135993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500719623857673
2013-03-01,2013-06-01,-0.1279526276012355,-0.3760460511540664,-1.0188088444693657,-0.926836457039304,0.4139940802699192,0.9284475653895896,0.061550346810164365,0.18730955218416778,0.15631756514197737,24.128817503673936,9.999999999999998,-3.499864883406878,0.3146265764964239,0.6247149137316086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015368327183938135,-0.25733504424385684,0.0,-0.08303416277936856,0.0,-0.03576736159693722,-0.2202623109118722,-0.23367154679606836,0.0,0.0,-0.015986849736439934,0.0,0.0,-0.03498042504961908,0.0,-0.03119011963531651,-0.021127105682166736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572677202461517
2013-06-01,2013-09-01,-0.0553795839522308,-0.4353856468247485,-1.0593668734477646,-0.9314421735046244,0.2822467594397082,0.5973364829364454,0.14440460781987188,0.24279713499530048,0.21921328775973573,13.709300490797833,9.999999999999998,-2.7694148537382266,0.22873192621022934,0.7440433239190611,0.0,0.0,0.0,0.0,-0.017973724999142054,0.0,0.0,0.0,-0.30870289495120923,0.0,-0.10572869464952307,0.0,-0.03740930842231796,-0.22209229329076582,-0.2239112240960049,0.0,0.0,-0.01608979600488647,0.0,0.0,-0.03892222361234266,0.0,-0.036215151815567365,-0.048113547941860846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6197732129588719
2013-09-01,2013-12-01,0.0670906503184021,0.1937651969862841,-0.958853948047622,-0.6019467785728735,0.5627347946489891,1.105942503504398,0.016046440773513422,0.1613528463916201,0.1461701374106435,99.99999994324823,5.1094140263531065,-2.8898233754913143,0.5830617200302298,0.48077718840625877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12028289279589206,0.0,-0.08360975245813956,0.0,-0.020061587159258463,-0.16280782703767033,-0.18102430346273413,0.0,0.0,-0.00910743768555744,0.0,0.0,-0.026675225919225297,0.06269362053406732,-0.025998881666943228,-0.045053478766037144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651271778118904
2013-12-01,2014-03-01,0.0027728372861801,0.240724629207012,-0.792608094681313,-0.4353856468247485,0.8935366585352917,1.3741567478289696,0.05662105527833487,0.1682733579111552,0.15849458335894373,4.872517048368507,0.8917768603557674,-0.3068120340178736,0.5106046611453997,0.37810375812927316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00865449706080784,0.10607726915567,0.01056355338267081,-0.07737878329068193,0.0,0.0,-0.17861644750531308,-0.18639541679290433,0.0,0.0,0.0,0.0,0.025222925314653002,0.006839477213912204,0.04634825304634448,0.0,-0.056425573551842315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5358348751736953
2014-03-01,2014-06-01,0.0495813252518573,0.0027728372861801,-0.926836457039304,-0.4540715109156323,0.5088548883534827,1.1009931819135097,0.0021910345456329474,0.11946109643526026,0.12710792212394972,11.572559125219907,1.53938558698436,-0.7588196532458448,0.4933242583419333,0.5238302390205367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013996186162534898,0.06950572189148484,0.0,-0.12296803716469291,0.0,0.0,-0.20327484814859562,-0.21626634951672247,0.0,0.0,-0.01822662435215038,0.0,0.0,-0.03901492205800241,0.0475529891589469,-0.024119476555043384,-0.030331198920269184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539117691137596
2014-06-01,2014-09-01,-0.0876811076678585,0.0380079860937243,-0.9556221849475576,-0.46280815553132704,0.4867451790817156,1.1992118341834674,0.01579774829060795,0.1212137868669162,0.12207450047816003,5.04842407214109,0.505744204940344,-0.23402925372313235,0.44278400081886343,0.4245824097715076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00678983664397359,0.08367932012686136,0.0,-0.10438479876143426,0.0,0.0,-0.19194498866538634,-0.20850070447454302,-0.011410472245417098,0.0,-0.02126880348242885,0.0,0.0,-0.01412128208443881,0.046459584788792106,0.0,-0.048105019293515246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5143949868292081
2014-09-01,2014-12-01,-0.3289362236455595,-0.0027760399989418,-0.958853948047622,-0.5953826692453035,0.4846008376159005,0.999223894844814,0.10638046539639538,0.18548634726793867,0.15478931732061602,3.15403964338172,0.7937352112865219,-0.4554239034988617,0.3939444902566209,0.3109311951897875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08557428806923031,0.0,-0.10272797257495642,0.0,-0.015744545104182023,-0.1857824251257351,-0.2029524858409448,-0.004121365140300481,-0.007307898603120852,-0.02260855660005582,0.0,0.0,-0.019285459298069966,0.0,0.0,-0.03391830606952282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060986862887161
2014-12-01,2015-03-01,-0.8784672275139016,-0.0446377210034931,-0.8874755505987153,-0.5086755397637255,0.4846008376159005,1.324753718025997,0.6952716459273914,0.58907420581667,0.5804465443544081,4.266133207273157,1.3387750094448765,-0.6490197815258459,0.39899683192331564,0.03221542472858929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07310613799049923,0.0,-0.09906424862975924,0.0,0.0,-0.20511229880407938,-0.20086006078157212,0.0,-0.0035789902873465396,-0.030923693036606498,0.0,0.02411837597421923,-0.015891325640072295,-0.01148711672992958,0.0,-0.048506265305238376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4735617642463925
