Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,CRPS_YoY_timesafe,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_Wage_change,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_CH_2int,SHAP_Shap_infl_e_current_year,SHAP_Shap_fin_spread,SHAP_Shap_unemployment_rate,SHAP_Shap_M1_change,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_infl_e_next_year,SHAP_Shap_EU_fin_spread,SHAP_Shap_kofbarometer,SHAP_Shap_Saron_Rate,SHAP_Shap_M3_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2017-09-01,2018-06-01,1.5622111245573225,0.2379856456833806,0.8094403819553629,0.8293207445836157,1.7535731188989205,0.8207182632125306,1.1400673781712278,0.14689826901577158,-1.2150021444125603,-0.8653666010966176,1.3178905767822435,2.213150324276114,0.8019591638161658,-0.0259727079946388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985386310414459,-0.03520511718689573,0.0,0.0,0.0,0.0,0.13832403190626236,-0.15548171041013442,-0.02659779174709209,0.0,0.0,-0.1009606442109171,0.0,0.0,-0.023704259091821483,-0.07766058003403065,0.06185274590208935,0.0,0.0,0.0,0.18485304750911327
2017-12-01,2018-09-01,1.3666841389459468,0.2919044886913487,0.6310629221193323,0.6527276401124811,1.1551512966013961,0.7849570046946789,0.9846101138386132,0.17852537614766462,-1.2018899055236787,-0.6278874590389449,1.2968393278775636,2.204338299152031,0.41830803587106963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28433886745253956,-0.02707646954575983,0.0,-0.020672714954444952,-0.04033300116925549,0.0,0.10904615812372076,-0.09716919810821906,-0.03015617309165606,0.0,0.04097825229567523,-0.06613124762651115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02343451079650477,0.16251452611176448
2018-03-01,2018-12-01,0.0930153095601108,0.2919044886913487,0.3323538048133557,0.3215952269689848,0.03955690557549765,0.4378982579490204,0.6891110180748505,0.8382779024232789,-0.5892369840768019,-0.1571937913831255,1.9755232005045364,2.8640908254276454,0.36991351073250106,0.04090058220745947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912185330686482,-0.03708702148033198,0.0,0.0,0.0,0.0,0.132548669768479,-0.1308243008205201,0.0,0.0,0.04155509875139319,-0.08234814591171997,0.0,0.0,-0.04721639313955671,-0.11039549962242791,0.0,0.0,0.0,0.015137474028565481,0.17841549184136002
2018-06-01,2019-03-01,0.1782883532882806,0.35949844765384614,0.3135005249012293,0.3051383715866532,0.03283709829997717,0.44908965069029283,0.7264280628502817,0.8623356336244559,-0.5744027216416647,-0.18383152940382164,1.9421933399130786,2.8374530874069492,0.25762901818849626,0.047506336142123406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985708332617757,-0.03001677638573112,0.0,0.0,-0.04025486292246234,0.0,0.14309900291051234,-0.09416694462919564,0.0,0.0,-0.056567224712275266,-0.05564200919118754,0.0,0.0,0.0,0.0,0.0,-0.03382742419782961,0.0,-0.02243302033257641,0.20323053771069258
2018-09-01,2019-06-01,1.047335949584512,0.710141154279024,0.3361476851772347,0.3410439044156191,0.11370032998110996,0.6055937021276881,0.5984537326090056,0.34555763612988954,-1.1759331777752458,-0.5459000537200609,1.2295375812482412,2.222675340133762,0.2619845785283734,0.01999300710226724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3881875547216375,0.0,0.0,0.0,-0.03677983368237667,0.0,0.13878194530166912,0.0,0.017286332230661665,0.0,-0.08950564313177485,-0.042864589728961885,0.0,0.0,0.0,0.014491209646077308,0.0713104903370794,0.0,0.0,0.019540266421026724,0.20970041506171852
2018-12-01,2019-09-01,0.6454740239760781,0.7291730383767476,0.2794106523706794,0.29479070976097344,0.0070055250116434825,0.4651053635108113,0.148203431847449,0.2109776926479512,-1.3247870343304768,-0.6240076360742641,1.0202715784651595,1.8615402749171372,0.3630563592333021,0.0,0.020465745189463036,0.0,0.0,0.0,0.0,0.0,0.0,0.034557430342743826,0.466052479415492,0.0,0.020264352665116465,0.0,-0.03302750767081835,0.0,0.1519519718904663,0.0,0.0,0.0,-0.09699168509924545,-0.03240821403670192,0.0,0.0,0.018083742616752947,0.0,0.0,0.0,0.0,-0.033164348353256365,0.2133890714167352
2019-03-01,2019-12-01,-0.6680287873306174,0.0930153095601108,0.4698776654157219,0.4849911569106291,0.5791881174122242,0.22388137147081433,0.1556449901822354,0.7264280628502817,-0.7128493579570792,-0.11906503581426975,1.5373272122242376,2.0116637072161048,0.2335873778958915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03840280961497719,-0.013989294285592743,0.0,0.0,-0.032842736101701374,-0.04431219744612175,0.1763341061034577,0.0,0.0,0.0,-0.07812736276394061,0.0,0.0,-0.03087354452190918,-0.029978898258452673,-0.12288681123221383,0.0,0.0,0.0,0.033228971748284375,0.2748658859332781
2019-06-01,2020-03-01,-1.3083110653550278,0.2784321402910923,1.064051422896288,1.063145896854005,2.5177540006641257,0.0652791010769421,-0.5164958313734758,0.6735615728611144,-0.5563451816008231,-0.09051869682039637,1.4393471888930904,1.819734594178701,0.5708223484624303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020056280699656922,0.030451603410131138,0.0,0.0,0.02001708872526933,0.0,-0.036516689557525225,0.0,0.19855544731774272,0.0,0.0,0.0,-0.0454359085306844,0.0,0.0,0.0,0.017927947593963118,0.017582400628814495,0.0,-0.07394491521099786,0.0,-0.02114404526667016,0.15088293048139223
2019-09-01,2020-06-01,-0.8608860703063215,0.42219870665825,0.8236844286915271,0.8408973471413262,1.6463065448782241,0.10713090105031743,-1.2829630830706762,-0.3206495003472476,-1.6275254246673532,-1.0389863574012281,0.4376890945540013,0.8393037265634897,0.7148846512546979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008834618302669711,0.0,0.0,0.013463925114493852,0.0,-0.038309306702606474,0.0,0.16622339656154553,0.017414109854746528,0.0,0.0,-0.10587635662940001,0.0,0.0,0.0,0.01082941426199724,0.04574847207071038,0.052457914801285775,0.0,0.0,0.01807262420138217,0.23333989482142528
2019-12-01,2020-09-01,-0.6328525919518786,0.3689845597079966,0.5665871884658762,0.5961913716884969,1.0036776784459718,0.17277351514705858,-0.8030999717637322,-0.05172210801882571,-1.489947442952655,-0.8106642801769759,0.5522001037442159,1.0052351043240157,0.49577104336910216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01647132530779763,0.0,0.0,0.029276826656120386,0.0,0.0,-0.01921251747555651,0.20151277405815016,0.01390060974348725,0.0,0.0,-0.06158662675500457,-0.02560347721170279,0.0,-0.020385718012623382,0.0,0.0372538579712363,0.0,0.0,0.0,-0.024637471074584597,0.22199497650067673
