Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_headline_1m,Shap_core_1m,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Factor_1,Shap_Factor_2,Shap_Factor_3,Shap_Factor_4,Shap_Factor_5,Shap_Linear_Pred,Shap_Constant
2012-09-01,2013-09-01,-0.0686985256836081,0.5014208797336828,-1.153596981434113,-0.0368878553895335,0.9378126014108368,1.5502749467532384,0.3250361364333653,0.342731134863041,0.3153829508064883,7.860872787342215,-1.426986655006217,1.3059696801276985,0.5679086710612256,0.21630023577211996,0.0,-0.007667601014418373,0.003161926388691905,-0.0016748066862777439,0.0,0.0,0.004809718564181855,-0.08404442818430687,-0.013693397812017052,-0.07781036845379913,0.04784135648514215,0.0056093293710656345,0.02490593985522488,0.5999832112201955
2012-12-01,2013-12-01,-0.0163107733018641,0.2630789213340812,-1.2023110981006724,-1.000808038367218,0.8753475519000631,1.4250946548696852,0.07805860146876674,0.23489467980449602,0.20495709827034841,99.99999999999999,-9.999999999999217,6.582214421663846,0.6374159463489038,0.39704320686241495,0.0,-0.008160247248158994,-0.038063975920102196,0.0,-0.003853613979179079,0.0,-0.0006158627634512137,-0.12132790469155261,-0.02833093531177632,-0.13201271292699374,0.02562760465862505,-0.04885452607272832,0.038712478221490175,0.5799586173679084
2013-03-01,2014-03-01,0.0721983425743033,0.1834569913984118,-1.2023110981006724,-1.045092856475538,0.8600472239432045,1.4654862495571312,0.012378486938166297,0.2095820095367287,0.1941890882757627,99.99999999999999,3.6042984258161237,-2.840360317360244,0.8006743711873467,0.5092967688414549,0.0,0.008243686465983427,-0.0020227904789050827,0.0020487456198170495,0.0,0.0,0.004870080916152337,-0.17340126155804123,-0.08672437407917523,-0.1155638728026539,0.012417563837624868,-0.07289326913961083,0.035367489228215705,0.5711149933890046
2013-06-01,2014-06-01,-0.0402056980780329,0.03993668465125385,-1.2023110981006724,-1.000808038367218,0.6833238029462513,1.3431122245637515,0.00642280150952748,0.1984246751762202,0.1744024606200984,99.99999999999999,4.6218966736888785,-3.2855346319112035,0.7049409842259263,0.4885928494639469,0.0,0.007579322805642062,-0.011930784956037152,0.0,-0.0027755711764342497,-0.0008346052475175503,-0.006107150029806989,-0.17404669148366456,-0.04532912155364272,-0.17050966872563336,0.007749361074189661,-0.05806850393263236,0.0,0.49421009787679104
2013-09-01,2014-09-01,-0.0019006300588486,0.0136886293332416,-1.1649394802873256,-0.7617073460971291,0.6063827256423725,0.9258552211087244,0.00024302500839387252,0.16788699879834407,0.1581811741291564,99.99999999999999,-2.7085711458918347,1.7819775308100778,0.6613610490007454,0.5070935341996761,0.0,-0.005206758491237166,-0.0010300619074357087,0.008958102431043592,0.0,0.0,-0.0009283837083724778,-0.17595689031150977,-0.1017625377987071,-0.17445976420298215,-0.005720118389796965,-0.03165205745545774,-0.0035785062987777855,0.5050256054664748
2013-12-01,2014-12-01,0.2551637534921269,-0.0163107733018641,-1.2023110981006724,-0.5764100771346925,0.6063827256423725,1.1951600616357352,0.07369841869802132,0.1876221265087429,0.19281927638951613,99.99999999999999,-0.02628536965514588,0.026443542244712744,0.6694125200944206,0.6431898720708806,0.0,-0.013787434254774505,-0.035307562421244866,0.0,0.0022983227066627645,0.001063648078388435,-0.0012087108636487734,-0.181705033412471,-0.08355871929860052,-0.13211968276455677,0.0,-0.040555753702574485,-0.0015165592869044154,0.4700867119178601
2014-03-01,2015-03-01,-0.1784907206497266,0.05294747071045155,-1.2023110981006724,-0.5607642538101594,0.6139261107053429,0.9204816366966462,0.05356363642007044,0.184861469968901,0.17652058295872297,40.60402697324458,-2.609292666434875,1.6042731585106162,0.5959461943857688,0.36508621954638937,0.0,0.015687292188390465,0.0006090482889022364,-0.0026319183212343287,0.0,0.0,0.003067054692827562,-0.15093843874673407,-0.08465718242205399,-0.16313935791968975,-0.020134897047579522,-0.011172429762648593,-0.0018426461675916904,0.46810094592786317
2014-06-01,2015-06-01,-0.3619796751591408,0.06024517425431415,-1.1599469235346493,-0.5585614490200008,0.5918463304566579,0.8842354482951008,0.1782738234622147,0.2810725125308437,0.2533830959757199,48.34817038296716,-9.999999999962409,4.233977664648058,0.41444327078034865,0.24764751512061778,0.0,-0.007572498737715678,-0.030611917884964108,0.0,0.00896628518970993,0.0,0.0010733638051896865,-0.1375779455110259,-0.07020748630111144,-0.1428512566730534,-0.010251345987963262,0.01754406496290817,0.004598582915391916,0.42713532847694824
2014-09-01,2015-09-01,-0.6613065813612096,0.0721983425743033,-1.1597876798767892,-0.5559402157513382,0.569940375856195,0.8845567195980215,0.5380294734376426,0.47255697854139644,0.43752228492624134,6.555908400569027,-0.202832547316977,0.1412432909345688,0.5100163510876938,0.11338781591728227,0.0,0.004379325351700759,0.014187669246417548,0.0025332522622876774,0.0,0.0,0.0075284207777537365,-0.13879736543885862,-0.04976359188699776,-0.16228919549180776,-0.02665992756194225,-0.010273600017019276,-0.0024248824861149232,0.43377823781888414
2014-12-01,2015-12-01,-0.8846061718801757,0.09801269537828,-1.094794820682243,-0.3998011327388084,0.5331210650071583,0.8762556539782455,0.9655398382922906,0.7103328220529486,0.6923277315869218,3.7858614102151673,-0.28664202141628264,0.20395197317350225,0.39580958627299023,0.04495510351450998,0.0,0.0037342499695534807,-0.013843124601600004,0.0,-0.0010649401278047031,-0.00018257279755695688,-0.0018461653159396402,-0.14750756682215907,-0.048888910575985094,-0.11709865053820058,0.0,-0.016141949062002538,0.027206404825501476,0.4136459204244737
2015-03-01,2016-03-01,-0.4835425102155177,0.04503927345824715,-1.1629725530339918,-0.6060576401686817,0.5760822321685843,0.888008030994011,0.2793987020317387,0.33460758227888787,0.29278545170709436,31.348826285175534,-2.629841617469409,1.5093914767072476,0.5645817654427713,0.21287110877229268,0.0,0.001831788744624252,-0.02676081345186481,-0.012770280713612508,0.0,0.0,-0.001190501387921596,-0.14995549462573693,-0.027200701062161742,-0.09612156492880947,-0.05047449828613866,-0.015083474963020711,0.0032569112766451806,0.4195079028562442
2015-06-01,2016-06-01,-0.2309070414847625,0.025393588205258,-1.1597876798767892,-0.5646743254231978,0.4003761642766612,0.8840855157103533,0.06569001277950101,0.16504172100817444,0.14932290189874986,7.0442418301408045,-0.2379305558372879,0.07803723980985823,0.48532053780984763,0.35523151522691543,0.0,-0.0042465621994083255,0.02259006080862456,0.0,-0.0029829661168669975,0.0,0.006687939579094471,-0.13479950248814992,-0.041823058448735954,-0.13333949698188105,-0.032046690602117386,-0.018400827627045074,-0.004062502783066264,0.3678171950648099
