Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_PPI,Shap_real_turnover,Shap_retail_turnover,Shap_Manufacturing_EU,Shap_Vol_loans,Shap_Exchange_Rate_CHF,Shap_gdp_index_ch,Shap_gdp_index_eu,Shap_kofbarometer,Shap_infl_e_next_year,Shap_CH_2int,Shap_Business_Confidence_EU,Shap_M2_change,Shap_fin_spread,Shap_oilprices,Shap_Saron_Rate,Shap_unemployment_rate,Shap_infl_e_current_year,Shap_M3_change,Shap_Wage_change,Shap_M1_change,Shap_EU_fin_spread,Shap_variable_mortgages,Shap_headline_1m,Shap_core_1m,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_Linear_Pred,Shap_Constant
2017-09-01,2018-03-01,0.7922465951253344,0.39837080258315893,-0.7603215007265796,-0.34193495438506716,1.1205017322534871,1.671522437525308,0.1551381399507268,0.2603391268093715,0.26948181251403486,96.15379218896241,9.999999999119014,-5.511353784484229,0.5851260161942057,0.7213461589524746,0.2133000495914139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05707837539173283,-0.041386384542123254,-0.029209791002389067,0.1129540263618994,0.0,-0.03137391471751547,0.09373149033392288,-0.05659213605559586,-0.049111871414685884,0.0,0.0,0.0,0.0,0.0,-0.08403336886497532,0.0,-0.021327097289997397,0.0,0.0,0.0,0.0,0.0,0.23434142479147216
2017-12-01,2018-06-01,1.1400673781712278,0.24498955068841255,-0.9325266412719913,-0.37349088450887175,0.8476361405382341,1.420539558346512,0.8011643172513564,0.6028340116792952,0.5871070092548577,11.052126243560794,-0.043753535393889646,0.2655880036525642,0.6147095128929576,0.9154707763674154,-0.0719939556176108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05134505390673599,-0.03427401649217619,-0.038667645548297776,0.12476278125819275,0.0,0.0,0.08106887750805752,-0.0709603512012788,-0.05282355104536873,0.0,0.0,0.0,-0.024240843042299606,0.0,-0.07900920994993789,0.0,0.0,0.0,0.12218435173567868,0.0,0.0,0.0,0.23759805917671736
2018-03-01,2018-09-01,0.9846101138386132,0.8214539294255196,-0.23026152999925387,0.19800121323067899,1.3925576876110122,1.8294338922595867,0.026619940512239388,0.1539064357375135,0.15523415711353156,7.676432147629931,0.27843254508970633,0.667177528266017,0.5546427839647903,0.6074506265073717,0.5789465455339204,0.01608611746856292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04002879714971867,-0.009191457314840487,-0.030502730786417347,0.10650361575984371,0.0,0.0,0.10994124535892957,-0.0676038028593082,0.0,0.0,0.0,0.0,0.0,0.0,-0.039499681331037206,0.0,-0.020990043784849328,-0.046633916253168255,0.0,0.0,0.0,0.0,0.18436924048416514
2018-06-01,2018-12-01,0.6891110180748505,1.4921967362881094,0.0622329673394173,0.591604933972345,2.1589625283434444,2.6719992780242423,0.6449466707981059,0.4476348887690876,0.4340738327251658,99.99999999319436,-3.148433787612949,3.784081358214419,0.7497979674339084,0.17612252734291334,1.2120613337888386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06038873582242701,0.023415406382248375,-0.0302360197781201,0.23139626924090917,0.0,0.0,0.13818844703062255,-0.04113145185747547,0.0,0.05132134724447281,0.0,0.0,0.0,0.0,-0.04565221633153252,0.0,0.0,0.0,-0.18620579320292246,0.0,0.0,0.028124118188690445,0.17130403140480502
2018-09-01,2019-03-01,0.7264280628502817,0.9063110474657243,-0.44031047130959067,0.09436721234612477,1.5193243787916977,2.080584054571434,0.03235788815415956,0.18953074668022515,0.17896351438425426,99.99999997532436,-6.877799037034197,5.346419468238012,0.6515675202547289,0.4311702202291928,0.40566356830469275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07481869762703183,0.026562623662556663,0.0,0.26714692667299667,-0.025406756955040213,0.0,0.11423176704173374,-0.020543843621159907,0.0,0.030325534121784258,0.0,0.0,-0.026565080252807214,0.0,-0.025057615001645946,0.0,0.0,0.0264917402191215,0.0,0.0,0.0,0.0,0.20828088090052388
2018-12-01,2019-06-01,0.5984537326090056,-0.14935685796073628,-1.3764910333626057,-0.9103473048284627,0.42395087884061766,0.6565565793946959,0.5592206793682661,0.5338142239751514,0.5329542091578056,99.99911668203485,-7.023874271875851,3.854971290926197,0.5803596037500147,0.9075609160162419,-0.5229503157139881,0.0,0.0,0.0,-0.018674245588933422,0.0,0.0,0.0,0.0,-0.07765983112852962,0.0,0.0,0.08703104262434987,-0.027899229013012783,0.0,0.10545281707913742,-0.020874714771681437,-0.025030452525752863,0.0,0.0,0.0,-0.026709497071647655,0.0,0.0,0.0,0.0,0.0,0.14446755541316367,0.0,0.0,-0.018788642612108275,0.2522786553482669
2019-03-01,2019-09-01,0.148203431847449,0.44186330435396215,-0.757569400326541,-0.1843968050215138,0.9691569389576494,1.3586319910348976,0.08623612072054156,0.1877863207192082,0.1852717102144326,97.44884527021959,-9.999999999999996,5.119987140249573,0.4685608398460861,0.32178253984683114,0.320764494545589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06841141824256479,0.0,-0.006128056606837712,0.0,-0.01743468683036515,-0.008466377800487956,0.0,-0.025756439584478086,-0.016190346612865364,0.0,-0.006377119718254905,0.0,-0.013927166596697753,0.0,0.0,-0.006853513175957691,0.0,-0.007206100278823859,0.0,0.0,0.0,0.0,0.2978500352557064
2019-06-01,2019-12-01,0.1556449901822354,1.0494100927053829,0.2608713626686132,0.5009476485065001,1.7003505938569141,2.0907853647360004,0.7988160584882122,0.6298555343396964,0.6315186781826484,99.99999999999999,5.602958847066969,-1.9676470818984237,0.5427962171195531,0.050589047728195044,1.1214040483229937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005474844812598412,-0.015968331005765127,0.0,-0.014518825264190556,-0.017334234920396156,0.10216060619102908,0.0,-0.02590600160857567,0.03021896679260467,0.0,0.0,-0.01431523683550251,0.0,-0.0374524878420394,0.0,0.0,0.0,-0.32495774108056236,0.0,0.0,0.0,0.25155417476838565
2019-09-01,2020-03-01,-0.5164958313734758,0.14030795269421859,-0.8104152711633005,-0.5509180236580313,0.5691016353079448,0.9211926511606663,0.43139121076564246,0.3460354720657712,0.35205638666045,94.67771786916148,-9.999999999999968,4.518933536148667,0.44356308383474424,0.1537113032011015,-0.17256106269813998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055941395981868064,0.0,0.0,0.0,-0.019183335576184304,-0.01546190145847491,0.11181057963627854,0.0,-0.020994096761491995,0.021353782267104895,0.0,0.02510154601116855,0.0,0.0,-0.0160445694057465,0.0,0.0,0.022847916167259973,0.0,0.0,0.0,0.0235217943922419,0.2358586961020705
2019-12-01,2020-06-01,-1.2829630830706762,-0.7855195313580587,-1.9319112408903782,-1.4566911896266355,-0.0993027983851037,0.12694691379024903,0.24745008714046351,0.28606531778384686,0.29000352616700875,79.44257841431418,-9.999999999999998,4.132352160104879,0.4906688128356693,0.22583310389893144,-0.9657590581407582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07629438971659185,-0.02131675385143627,-0.01823052680439986,0.0,-0.02064642002554523,-0.033250252258127326,0.0,-0.02079830761048517,-0.026353868090389008,0.0,0.0,0.0,-0.032636117780496035,0.0,-0.026308278668752478,0.0,0.0,0.0,0.2212278415014818,0.0,0.0,0.0,0.2348466000874409
2020-03-01,2020-09-01,-0.8030999717637322,-0.5147339216445168,-1.3692152564830806,-0.9370101044726908,0.09274433651875214,0.35950253813155086,0.08315497886135782,0.19936092412516618,0.2005227683652125,99.99999996779978,3.808670574055313,-2.4577959563159832,0.5173668259066165,0.2731747579209116,-0.3439347686753358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06270637027718855,-0.04234659547154055,0.0,-0.029927829424355235,-0.030414503692502922,-0.05149840661382646,0.0,-0.05361551432130112,-0.030207129484144557,0.0,0.0,0.0,-0.0467058979437015,0.0,-0.06905860871204744,0.0,-0.035414511120725356,0.0,0.0,0.0,0.0,0.0,0.28109621409215274
2020-06-01,2020-12-01,-0.8171521987560659,-0.6168343962845491,-1.3424845127376628,-0.9523708198118541,0.04476321823103646,0.3531185932426424,0.04012722198701765,0.1580315965831696,0.16584251186192006,33.809932716405825,9.999999999908773,-3.6541291610554714,0.30586433223937154,0.2969426876348355,-0.31720402492991795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06575870783923074,-0.018093828234045522,-0.03964442215125053,0.0,-0.014101662054225748,-0.04861335716126412,0.08511519698642882,-0.04147142813868747,0.0,0.0,0.0,0.0,0.0,-0.01110005222972299,-0.08883423798349385,0.0,0.0,0.0,-0.21460389977563574,0.0,0.0,0.0,0.15747602722649673
2020-09-01,2021-03-01,-0.2455273463734641,-0.42959414202599083,-1.321718463339825,-0.9500973345742736,0.16627434076736947,0.49768035056193294,0.03388058526178903,0.16401773667098068,0.14748292444141864,99.99999999987661,-2.2844635516896985,0.8179882058168061,0.5365331312148965,0.6195410540849183,-0.45916520308839637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08826680158862257,-0.03228978253628071,-0.031708698477335526,0.0,-0.029665919958871308,-0.069638865294345,0.0736332386164634,-0.03868040624435037,0.0,0.0,0.0,0.0,-0.02614663507538792,-0.03463510896678395,-0.06304575697148042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19348219438215483
2020-12-01,2021-06-01,0.6026508010152476,-0.10175140429433682,-1.0315081792988101,-0.8080906360635076,0.40725350883592526,0.613712636660857,0.49618246684500594,0.5071582178024986,0.5111928645299886,37.84171282061524,-9.999999999999986,3.2721454679917654,0.3394515069184636,0.9469402283179029,-0.499948173826148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020794009686681266,0.11518874273494513,0.0,0.0,0.0,0.0,-0.06480114946121492,0.09253592942993176,-0.051101181984877266,0.04231367099159232,0.0,0.0,0.0,0.03032732906395575,-0.028677107107889677,-0.07479790003913202,0.0,0.0,0.0,0.1745707254535804,0.0,0.0,0.0,0.14184370076423838
2021-03-01,2021-09-01,0.9379541644552348,0.24917159942008377,-0.5656976271627201,-0.22259081976905293,0.7920065255361308,1.1208395393770054,0.4744214218964022,0.43353873225572426,0.4309505725705648,12.700466584585746,-0.41406927471063854,0.47201259200964657,0.46809394256264286,0.9137916548977257,0.21363785671493218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09079874997645576,-0.03631309360012477,-0.018071975810530196,0.0,0.0,-0.05663461184284681,0.0,-0.04403820832021844,0.05130481026595407,0.0,0.0,0.0,0.0,-0.02225480665080823,-0.05526694481214224,0.0,-0.010574894523562778,-0.025190610969335964,0.0,0.0,0.0,0.0,0.1617753289923112
2021-06-01,2021-12-01,1.5194969502536182,1.1050202720538582,0.25662493522711216,0.6026508010152476,1.8296413027164284,2.2162597853284005,0.17179091677150737,0.23240839969087618,0.22410124407658877,92.5525348280757,9.999999996916143,-3.642120992653553,0.47836124945609937,0.7239813313291084,1.1025989748413956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11049525979447204,0.0,-0.021876249241461674,0.1327888397586685,0.0,-0.027881488993745533,0.068870138096239,-0.05777323199550748,0.0,0.0,0.04391547133684223,0.0,0.0,0.0,-0.06623983802192726,0.0,0.0,0.0,-0.3074585674578832,0.0,0.0,-0.018907562902997888,0.14648852683976388
2021-09-01,2022-03-01,2.3581675787721856,1.1299798760449953,0.05994695439950348,0.41207472474631857,1.6935018681295766,1.9054509247829927,1.5084450331302932,0.946986132336556,0.9408347433882049,95.37108946869338,-9.999999999999998,6.035722193126381,0.49212195527410135,0.9873018551085865,0.7243163077403025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05580198354972693,0.1412510965241785,0.0,0.0,0.14827564944503024,-0.016964192872409214,-0.02784626975287949,0.049103626949439115,-0.032604575341732785,-0.015980301079671633,0.0,0.0,0.0,0.019134569193259954,0.0,-0.029061725002249104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1145537066920003
