Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_CH_2int,SHAP_Shap_infl_e_current_year,SHAP_Shap_infl_e_next_year,SHAP_Shap_M3_change,SHAP_Shap_M1_change,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_unemployment_rate,SHAP_Shap_EU_fin_spread,SHAP_Shap_variable_mortgages,SHAP_Shap_Saron_Rate,SHAP_Shap_M2_change,SHAP_Shap_oilprices,SHAP_Shap_Wage_change,SHAP_Shap_fin_spread,SHAP_Shap_kofbarometer,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_headline_lag_1,SHAP_Shap_core_lag_1,SHAP_Shap_headline_lag_2,SHAP_Shap_core_lag_2,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2012-09-01,2013-03-01,-0.3366209579754198,0.5806433014406309,0.5700745463943436,0.6307276665707503,0.841373721602076,0.3103926267846049,88.60416060951775,-9.999999999999774,14.213121798642687,1.3640373891405815,-0.5953826692453035,-0.13675053953727812,-1.6715098166971032,-1.068883904186897,0.5631286781612896,1.244683844785399,-0.4270721902575936,0.21135845649232118,0.21476851832160487,0.0,0.0,0.0,0.0,0.01668676708372857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07204181424974976,0.031757830746815444,0.0,-0.04708878826410997,-0.06848063040343469,-0.48991472304331596,0.02233801940522077,0.30681902541977696,0.03269822104336292,0.0,0.0,0.0,0.0,0.0,0.0,0.01700755618928581,0.0,0.0,0.0,0.8308618375130509
2012-12-01,2013-06-01,0.9850075444305162,0.2585334491625346,0.5423420693069849,0.5345743624347999,0.5277646110954324,0.7183988329961014,38.288776003410035,0.19949520669574256,-0.17241078439074753,1.4743990479118338,-0.1279526276012355,-0.4911896752352263,-1.8559576677230183,-1.236073109946112,0.18726320369770733,0.7665226145250337,-0.6204563998164936,0.18106592113286307,0.18907311736707835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02602218658212541,0.0,-0.054818272281582335,0.04166994769565635,-0.03308137492733485,-0.05086295486524171,-0.08075684371196992,-0.5084898639123726,0.0,0.09747059212258603,0.04890238422416348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437226446428026,0.0,0.0,0.780799376757953
2013-03-01,2013-09-01,0.225861790070958,-0.2347907730275267,0.41354379163141824,0.42888320257972723,0.2122007838892034,0.6207069193694732,99.99999999997858,5.125424559894214,-7.570831654594647,1.425593896579672,-0.0553795839522308,-0.28570586550147326,-1.499988338849434,-1.1419320293057034,0.49162600554257807,0.8695570175015988,-0.1683104789877099,0.44609003513469025,0.4380931799840944,0.0,0.0,0.0,-0.008993071035414284,0.0,0.0,0.0,0.0,0.0,0.0,-0.008088719576615833,0.0,-0.015302356254586974,-0.012310732258879036,0.0,-0.04967463214337525,0.0,-0.027551386961095204,-0.04636577966500633,-0.7299046994582706,0.0,0.0,0.0,0.0,0.0,0.0,-0.048151033432976505,0.0,0.0,-0.02932114485104216,0.0,0.0,0.0,0.7408727826097355
2013-06-01,2013-12-01,-0.850826243793712,-0.1484175641317975,0.4816951552108669,0.45194205287882416,0.49337795326439393,0.2784313263269575,44.517968439484974,0.6642359388182001,-0.9509193695131303,1.297543433638241,0.0670906503184021,0.41829499014935934,-0.7429974956912666,-0.1279526276012355,1.1168801626146418,1.5303712687045667,0.4925037722152581,0.17216566414081094,0.1698893409105877,0.0,0.0,0.0,0.0,0.06023575298387706,0.0,0.0,0.0,0.0,0.0,-0.01761193925926008,0.0,-0.042333591706384746,0.0,-0.06415700282600395,0.0,-0.05617804180096307,-0.07137536232664711,-0.05164865490326514,-0.5774039355832028,0.0,0.0,0.05322237499138907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08188168823885311,0.0,0.0,0.7007145245375163
2013-09-01,2014-03-01,-0.2203161154985977,-0.3644253408930709,0.3039594860977214,0.3080541472641719,0.020767468843795076,0.5336328601033906,99.99999999997479,-8.140703743171821,8.714130396925832,1.107757169820771,0.0027728372861801,-0.0692817754110564,-1.218746964826245,-0.6664045888421732,0.6054346672507371,1.0060338192870333,0.11293089503547904,0.19943703079537026,0.20762402409324904,0.0,0.0,0.0,0.0,0.03911403375477773,0.0,0.0,0.0,0.0,0.0,-0.0161775790543811,0.0,-0.06082733931657145,0.0,-0.05538516616188326,-0.13208174660645292,-0.019793863090523344,-0.050977049246785866,-0.09297061344752106,-0.6651375423639188,0.0,0.0,0.04542224542858886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6443892792116002
2013-12-01,2014-06-01,0.9499888942974266,0.0295352045407426,0.6566147517930123,0.6474885058751547,0.8472349949866937,0.8214060487110548,26.693337321296056,-2.9358366145728527,3.198621194118597,1.1241770963782862,0.0495813252518573,-0.41064551962648466,-1.6698507483363656,-1.114328188443281,0.06709065031840211,0.38230648161734493,-0.425413121896856,0.2115210443366924,0.20458711311295488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019124190424798373,-0.009672786824287738,-0.04926504675398543,0.0,0.0,-0.08254991827086659,-0.01579550425721159,-0.0606587102757775,-0.08348140088429136,-0.40887221044665517,0.0,0.0,0.05827379935745692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05492276869195753,0.0,0.0,0.6457584046292019
2014-03-01,2014-09-01,0.0449539001628807,-0.2347907730275267,0.2800929896526295,0.2751822256079283,0.07825708217840785,0.6209848293469867,9.722281420591349,0.15866987117143355,-0.42901372374129737,0.9859072741079615,-0.0876811076678585,-0.22755344426306223,-1.2605744739370373,-0.7257747678789173,0.2866762585767901,0.6315046402567859,-0.11015805774929888,0.38390285109025113,0.38443489785126395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016821790570534696,-0.03694233539969449,-0.07685321736097614,0.0,0.0,-0.08446861951403851,-0.02884522094190091,-0.053336795745257314,-0.1075452758808694,-0.5161461481191032,0.0,0.0,0.0,-0.01450303869619396,0.0,0.0,-0.01761787441613913,0.0,0.0,0.0,0.0,0.0,0.0,0.718289543617181
2014-06-01,2014-12-01,-1.6078613415885457,-0.341598305938362,0.8046806876892718,0.8336001312388399,1.6034220754540183,0.11307451263603568,4.563139609500973,-0.06160701920413514,-0.27894851775154395,0.9000541903468879,-0.3289362236455595,0.3041952941795323,-0.7524288750243358,-0.14546195266778028,0.8715692485784743,1.2183241649868688,0.4749944471487133,0.25021921351778037,0.25639613794694716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015886107464083733,-0.004098012692488379,-0.060295744229546575,0.0,-0.05863560621436426,0.0,-0.021013182395564947,-0.06759618823880455,-0.09227301058404601,-0.5525061575882335,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036668874796365047,0.0,0.0,0.0,-0.09976718198760942,0.0,0.0,0.6341397729360156
2014-09-01,2015-03-01,-1.801888355190684,0.0591421221248111,1.2408480934788155,1.2666695884141872,3.4634344374971393,0.059883322922753016,4.809286428749931,-0.3697516082981503,0.3535862222775254,0.8911727972846721,-0.8784672275139016,0.0520480111438459,-1.1273204663817538,-0.4365215430076396,0.49747139723015366,0.9155798743329946,0.02247695008144035,0.5266535091427641,0.5399481104952645,0.0,0.0,0.0,0.0,0.037834013954577424,0.0,0.0,0.0,0.0,0.0,-0.019085841301418265,0.0,-0.04331523486280838,0.03818160971976845,-0.05948423279250087,0.0419416759473466,0.0,-0.06346407234915813,-0.07660214226666447,-0.42545691939083846,0.0,0.026670639289199438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019226261773077
2014-12-01,2015-06-01,-0.4775659968480283,0.793149602859522,0.7231267270821996,0.7527377965247966,1.6147181353401192,0.15964730085284964,5.727805678337811,-2.5151012435290685,2.724709282096263,0.7479747295991229,-1.042713669218287,-0.40735586936451185,-1.953728087257467,-0.9982775366225984,0.0006232660657802258,0.2343456142321012,-0.8039306707942728,0.7918072652611403,0.8108197048281385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02611103507188484,0.0,0.0,0.0,-0.03268696744849221,0.0,-0.05448444870640501,0.01911384307850887,-0.0248284604948562,-0.05504703514011247,-0.06317441901994188,0.3608872790842232,0.0,0.0,-0.03560832548637552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03492162535813474,0.0,0.0,0.6701675467067233
