Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_Wage_change,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_CH_2int,SHAP_Shap_infl_e_current_year,SHAP_Shap_fin_spread,SHAP_Shap_unemployment_rate,SHAP_Shap_M1_change,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_infl_e_next_year,SHAP_Shap_EU_fin_spread,SHAP_Shap_kofbarometer,SHAP_Shap_Saron_Rate,SHAP_Shap_M3_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2021-03-01,2022-03-01,1.3972091141676302,0.211977293329113,0.9919743157800991,1.0031113976199053,1.4047744691281867,0.9964529680971596,5.330907038939859,-0.9237890064592418,0.5393595651312268,0.3548248984310683,1.3972091141676302,0.211977293329113,-0.6613065813612096,-0.2647019222216329,0.5275904350424909,0.7058486844918832,0.0,1.0125181913124497,1.0185197782970206,-0.004879601606325869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013833120966749666,-0.023805779005429368,0.0,-0.009771876587801001,0.0,0.016294743086536806,0.047264703182399954,-0.09639985439507302,0.0,0.028471478154628277,0.03282555269421262,0.0,-0.008137506628125799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24394855540084007
2021-06-01,2022-06-01,1.9015284854629224,0.1151272102898559,1.5960076982468918,1.6007440289385757,3.1912295159399577,1.0,13.559097188564309,-9.999999999999998,2.084296110119095,0.19221564732861332,1.9015284854629224,0.1151272102898559,-0.8913308118217778,-0.374674542625808,0.508604894016873,0.6210643721816785,0.0,1.601532771142971,1.6055313269830127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012595726054915421,-0.03654357038990232,0.0,-0.018614982026805588,0.015184063895993482,0.01592296282659115,0.02320761866964481,-0.1137313361357082,0.0,0.00790953914801576,0.04353678871365853,-0.04079430305305191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20645470258650475
2021-09-01,2022-09-01,1.9772231732424927,0.2190012863472645,1.6266365619110483,1.6309267666978065,3.0913442035574166,1.0,12.222194730562741,-9.999999999999998,1.9488311700073178,0.17274139143075024,1.9772231732424927,0.2190012863472645,-0.7572578541985431,-0.3619796751591408,0.5208852935738584,0.5983934880426433,0.0,1.6353420992058803,1.6380751041801125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044953763425328634,-0.008218850692268923,0.0,-0.01443616019973407,0.0,0.01364545712034914,0.030172776681352462,-0.09517781735865029,0.0,0.013171799735611223,0.0461143068922992,-0.029481254436677658,0.0,-0.005851897581907357,0.0,0.0,0.0,0.0,0.0,0.0,0.22410916276156215
2021-12-01,2022-12-01,1.9477215854952767,0.2551637534921269,1.5332731556139965,1.540843808676139,2.8647520146752026,0.9999999544583241,7.978511728588096,-3.655440358297996,1.2734148789946556,0.27137938732850814,1.9477215854952767,0.2551637534921269,-0.7572129780924364,-0.3000163151732238,0.5275904350424909,0.6980791265353226,0.0,1.5504645183514985,1.554787311123237,0.0,0.0,0.0,0.0,0.0,0.0,0.008785394115618217,0.0,0.0,0.03248822113725926,0.0,0.0,-0.019473464578085804,0.0,0.008687051760518066,0.03020337389874545,-0.033434971356857766,0.0,0.015725940666221076,0.05261446965373714,-0.019595593481808008,0.008704699228878565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17045863244790072
2022-03-01,2023-03-01,2.2165571229428416,0.1650218075520904,1.8895543937991806,1.8949052700554552,4.208797150295429,1.0,20.806342864146345,-9.99999999628755,2.496068841023833,0.23386735714092574,2.2165571229428416,0.1650218075520904,-0.7581105002145705,-0.374674542625808,0.508604894016873,0.6980791265353226,0.0,1.8983393131144772,1.902319169751137,0.017483377888435833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041750137775800174,-0.007690719455541626,0.0,-0.009846692619903985,-0.008081471074493172,0.0,0.024757232509382714,-0.02583683681174113,0.0,0.0,-0.029035272674839328,-0.019184622000375386,0.0,-0.010151754946341714,0.0,0.0,0.0,0.0,0.0,0.0,0.19085842896170802
2022-06-01,2023-06-01,1.748596256624424,-0.0019006300588486,1.513874926896998,1.5251764209014165,3.0642393502878305,0.9999056013965401,78.81811151331947,-9.999999999999973,4.305226982538876,0.4346257463260804,1.748596256624424,-0.0019006300588486,-1.153596981434113,-0.6894260284991738,0.4265958203488296,0.6980791265353226,0.0,1.5342986989530754,1.5426754803125586,0.0,0.0,0.0,0.0,0.0,0.0,-0.00404838623271167,0.0,0.0,0.023636791755179843,-0.026620771395061693,0.0,0.0,-0.007558216282247564,-0.010083385308910911,-0.07513614194013217,-0.007893130494373537,0.0,0.0,-0.02371019105205046,-0.027583827480250015,0.0,-0.007621652400931108,0.0,0.0,0.0,0.0,0.0,0.0,0.16471828077264067
2022-09-01,2023-09-01,1.3367178992657711,-0.0402056980780329,1.08657351160296,1.1068804130379857,1.8959185929222024,0.9715328830527596,20.64730038663677,3.7398303501864176,-2.2730999519463824,0.5573781280124759,1.3367178992657711,-0.0402056980780329,-1.1597876798767892,-0.9613875482682666,0.4265958203488296,1.1942671566750107,0.0,1.1046768741907451,1.1217723740897643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07459131124285802,-0.046656316214167305,-0.006941470714397094,0.0,-0.008434195636786712,-0.008969546596276665,-0.09717514005863113,-0.07303433982984589,0.0,-0.06884437140494824,-0.024361064039998697,-0.034057753898581684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25367718907274256
2022-12-01,2023-12-01,1.490287307731819,0.1119886890700527,1.1475894331036578,1.1553517887330875,1.8997070822049331,0.9950551842900218,94.22268690905996,-9.999999978337252,5.08208475199907,0.5053712864268137,1.490287307731819,0.1119886890700527,-1.153596981434113,-0.6894260284991738,0.5703988126583681,0.9055614391794364,0.0,1.1636342001170772,1.1703220622871406,0.0,0.0,0.0,0.0,0.0,0.0,0.018218299937894283,0.011104804595211733,0.0,-0.016431441913550237,0.04156380643532006,0.0,0.0,-0.005700050701463996,-0.010711602538102917,-0.06669230761001761,-0.0926533277495446,0.0,0.0,-0.026078595244824677,0.051895457002705564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20747364685642508
2023-03-01,2024-03-01,1.0099449936324945,0.211553033727263,0.5619737149064883,0.5808481689024177,0.6374297216413167,0.9151807870872047,11.771263747423031,-0.19233284377048285,0.2634298378759032,0.5968774667904959,1.0099449936324945,0.211553033727263,-1.0373178900398905,-0.5559402157513382,0.6139261107053429,1.3927578293139398,0.0,0.5672220656934992,0.5847633608099951,0.0,0.0,0.0,0.0,0.0,0.0,-0.011239132899679477,0.0,0.0,-0.030912224404562375,0.07282255460680222,0.0,0.0,-0.008729657609114186,-0.01349933420624831,0.010571120378953233,-0.08373152116352722,0.0,0.046599425025951345,-0.024573023933328633,0.06942997940687214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18481484852514427
2023-06-01,2024-06-01,1.1063814765646107,0.3691647183324598,0.470732764250711,0.4954488909246981,0.5434885486183216,0.8484186093594427,99.99999999997911,3.077039308387923,-1.9098487972441558,0.7249482301151853,1.1063814765646107,0.3691647183324598,-0.9770202599772126,-0.39369280931802914,1.1906293561324333,1.638446653763026,0.0,0.47391511167394945,0.49666176105388643,0.0,0.0,0.0,0.0,0.0,0.0,-0.019536555301838232,-0.01400984949639561,0.0,-0.044673050189068475,0.07964581028692735,0.0,-0.01328647344850425,0.0,0.0,0.0,-0.08670260349376153,0.0,0.1358372698820144,-0.026883756907495435,0.10638691965648348,0.0,0.030638497700476178,0.0,0.0,0.0,0.0,0.0,0.0,0.22174850964362197
2023-09-01,2024-09-01,0.976749369197094,0.5689575820150949,0.23923176475530294,0.2670870801294994,0.1662941416930888,0.7776863356587465,5.929623243870248,0.522668265423076,0.32073067739281375,0.4671021984686422,0.976749369197094,0.5689575820150949,-0.31592106922892144,0.1567514332466935,1.212125255889518,1.6638460089316354,0.0,0.24149449897282327,0.2662375112752837,0.0,0.0,0.0,0.0,0.0,0.0,0.021841453063759557,-0.023983867670351766,0.00998020028060195,-0.06297532055934048,0.05946893296714508,0.0,0.0,0.0,0.0,0.0,0.08744062765758047,0.009771087420914029,0.07487129566787051,0.0,0.08718657056965134,0.0,0.030051874389049903,0.0,0.0,0.0,0.0,0.0,0.0,0.27530472822821433
2023-12-01,2024-12-01,0.6529068849768116,0.5430111251164327,0.13762039524676903,0.13565056206807916,0.01207707803529007,0.5642044276661736,6.19785256702036,0.08785884970153891,0.5168000469213735,0.523123984518094,0.6529068849768116,0.5430111251164327,-0.4168131110357187,0.0754518504213486,1.3247702629749725,1.6638460089316354,0.0,0.13407625399024303,0.13162245697280653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02516392083856972,0.014383478620072547,-0.040707310467680016,0.06647912381791267,0.0,0.0,0.0,0.0,-0.026842548015464075,0.05070841749471402,0.014837070178574864,0.09508368518593534,0.0,0.08995852467992392,0.0,0.0528585994937868,0.0,0.0,0.0,0.0,0.0,0.0,0.2514160049672263
2024-03-01,2025-03-01,0.9365620200689762,0.5698530545605429,0.19277134002712018,0.22196749688717632,0.13447546538426527,0.7091082093220431,32.02147261380713,6.359781208778584,-2.0276316877085425,0.4140447429545823,0.9365620200689762,0.5698530545605429,-0.2647019222216329,0.20721090603960945,1.3367178992657711,1.6638460089316354,0.0,0.19074255577247862,0.22043713124128742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03201752822977953,0.017801756246649432,-0.07648772061913642,0.06418126725180275,0.0,0.0,0.0,0.0,0.0,0.04758869253090447,0.012050992564946223,0.07439882167929904,0.0,0.08819205851029951,0.007117836580170456,0.06844930373683744,0.0,0.0,0.0,0.0,0.0,0.0,0.2985775743085496
