Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Factor_1,SHAP_Shap_Factor_2,SHAP_Shap_Factor_3,SHAP_Shap_Factor_4,SHAP_Shap_Factor_5,SHAP_Shap_Constant
2012-09-01,2013-09-01,-0.0686985256836081,0.2153851542921359,0.22229170286048716,0.22385738506344796,0.08070353722856094,0.3003921463784038,7.762733410312608,-0.5255572837699103,0.601200658184438,0.6068848629446688,-0.0686985256836081,0.2153851542921359,-1.1629725530339918,-0.1661502742584808,0.8571328757609464,1.4610367755024,0.0,0.22229170286048716,0.22385738506344796,0.006581003118625518,-0.00981110879053381,0.0035695223552153054,0.00039897453932252747,0.0,0.004674015958728213,-0.15444360248094693,-0.06627445497122102,0.0006722469745695451,0.008926865890199174,-0.04722720904701035,0.46831890074518767
2012-12-01,2013-12-01,-0.0163107733018641,0.1567514332466935,0.17670214657425362,0.17145869420921023,0.02995052733545561,0.4364721184842611,99.99999999893612,-7.805448174895776,5.037037466315601,0.630818884370236,-0.0163107733018641,0.1567514332466935,-1.2023110981006724,-1.0373178900398905,0.7297639731694616,1.3253730683686626,0.0,0.17670214657425362,0.17145869420921023,-0.018236415223118498,-0.020406939368131524,0.0,-0.0030990723038032395,-0.001151605122374045,0.004164279855742303,-0.14562417536953343,-0.00241970675806197,-0.004794455654091929,-0.033218090275461305,-0.04889310049958533,0.43043071396511245
2013-03-01,2014-03-01,0.0721983425743033,0.2097351736294328,0.17068235011195335,0.16213338499658492,0.01891637989668724,0.43818541213106693,52.83212076247308,-9.999999999995795,5.175197259178026,0.49658255028579396,0.0721983425743033,0.2097351736294328,-1.2023110981006724,-0.9770202599772126,0.7297639731694616,1.3253730683686626,0.0,0.17068235011195335,0.16213338499658492,0.02330564154366949,0.004356696120061253,0.011052264724495635,0.00132509878815662,0.0,0.005560370601035097,-0.1557543796585717,-0.06344109146904521,0.0018577344192168288,0.010122590652423654,-0.07360807408337101,0.44495832199136215
2013-06-01,2014-06-01,-0.0402056980780329,0.048292005934325,0.16597366355752108,0.1697866504313045,0.007831843615458908,0.4645699939579284,99.99999999999999,-6.636115776649812,4.221349160551357,0.6311042637798859,-0.0402056980780329,0.048292005934325,-1.2023110981006724,-1.000808038367218,0.6607732287250201,1.0202904090350629,0.0,0.16597366355752108,0.1697866504313045,0.0005764114514878654,-0.005608775152928752,0.0005169081011142662,-0.0015664802101693462,0.0,0.0,-0.181625993555195,-0.03499494216772887,-0.02167828183623838,-0.003611762191457556,-0.09298021363989778,0.3892651351353385
2013-09-01,2014-09-01,-0.0019006300588486,0.048292005934325,0.1729823821685106,0.1815729033904985,0.0025193007079432257,0.5124653502469833,99.99999999681927,4.205671571225217,-2.997270384823944,0.7049251162581102,-0.0019006300588486,0.048292005934325,-1.2023110981006724,-1.000808038367218,0.6630925518232189,1.1906293561324333,0.0,0.1729823821685106,0.1815729033904985,0.005610329016349631,0.013868015449804426,-0.0007354523290201143,0.0,0.0010230666823560818,0.00417427049344322,-0.1737731913057808,-0.022808344995878874,0.0006974738214044981,0.010232552272804903,-0.13795373511826947,0.34795702194711153
2013-12-01,2014-12-01,0.2551637534921269,0.0452448775781988,0.21779445223185434,0.19996298503072238,0.04406593446496714,0.6623800061739294,99.99999999999999,0.22934601874546667,-0.21067686721640388,0.7162592290591634,0.2551637534921269,0.0452448775781988,-1.2023110981006724,-1.045092856475538,0.629165749209637,1.0288073563899236,0.0,0.21779445223185434,0.19996298503072238,-0.007604416330095509,-0.012742549314364188,0.0008283125084037612,-0.005139529723315434,0.0017024197422302702,0.0,-0.17740118228803095,-0.029342384068114007,-0.0036545823075889218,-0.014726437302302728,-0.04203947983283517,0.33536470649421163
2014-03-01,2015-03-01,-0.1784907206497266,0.0606500638427043,0.19216991034568115,0.21945400199141088,0.05718831480765528,0.3845902139332607,99.99999999999999,-4.9726592341713935,3.3882393385220384,0.673003783816521,-0.1784907206497266,0.0606500638427043,-1.2023110981006724,-1.000808038367218,0.7070794244562251,1.0202904090350629,0.0,0.19216991034568115,0.21945400199141088,0.0074896156541453054,-0.006909086174890512,-0.006525965799914847,0.0,-0.0007061265951684437,0.0066305982724304945,-0.17757172499968427,-0.04201358993724885,-0.011090886854033553,0.009302165296528418,-0.02651899527838275,0.30856406025892325
2014-06-01,2015-06-01,-0.3619796751591408,0.0876523861010447,0.23773381856619138,0.2932833444609628,0.2021689905130832,0.29615508517518563,99.99999999999997,-9.999999999999998,5.565453566675577,0.5539527224805776,-0.3619796751591408,0.0876523861010447,-1.2023110981006724,-1.0373178900398905,0.6049458903922833,1.0202904090350629,0.0,0.23773381856619138,0.2932833444609628,-0.01206517217110871,-0.020114223942864367,-0.0005400397837379278,-0.00153633389115139,0.0,-0.004096321877389112,-0.14520153588997467,-0.02654402111163049,-0.021719583459836916,0.01068664190661168,0.012357292751726357,0.2964256835704002
2014-09-01,2015-09-01,-0.6613065813612096,0.0784498666364541,0.4675153196182133,0.5072510164589819,0.5472396023541202,0.127772461613166,12.185183627013169,-0.1642125394046734,0.20024861581575287,0.6284449502774457,-0.6613065813612096,0.0784498666364541,-1.1629725530339918,-0.5723289789584918,0.6630925518232189,1.3253730683686626,0.0,0.4675153196182133,0.5072510164589819,0.008705262062760398,0.008711576666338079,-0.00351820124180529,0.0,-0.0009005582691788484,0.0031799629016187243,-0.1754070437753542,-0.03177138569636937,-0.0005750990795279631,0.0057735872552505604,-0.04524470348887354,0.3094964693015956
2014-12-01,2015-12-01,-0.8846061718801757,0.0452448775781988,0.5292969745108139,0.5553291294989231,0.8646229741788404,0.10578252706021768,99.99999999999999,-4.732014924891415,2.8889937904072136,0.6178798776644026,-0.8846061718801757,0.0452448775781988,-1.2023110981006724,-1.0373178900398905,0.5698530545605429,1.0202904090350629,0.0,0.5292969745108139,0.5553291294989231,0.0,-0.01987648087449026,-0.000311656613519784,-0.004165643142925711,-0.0008993403825935375,-0.0003833518784763333,-0.1593121901830567,-0.019613839063173193,-0.01195185153577118,-0.0036596546065930445,-0.020727043590856073,0.2861459294496546
2015-03-01,2016-03-01,-0.4835425102155177,0.2766918689188991,0.49334778881488506,0.5255447341052591,0.5779563112178923,0.11429099842673018,7.1970717376948805,-0.6393218383353011,0.6741124259895407,0.5582969395958901,-0.4835425102155177,0.2766918689188991,-1.0373178900398905,-0.3998011327388084,0.7532723271139674,1.3927578293139398,0.0,0.49334778881488506,0.5255447341052591,0.01367031668156427,0.0016701363263154842,0.0002975407409732919,0.0,0.0004710604095344113,0.0013148714943719796,-0.1643421694264227,0.02786096545589345,0.0002771570215036219,0.011625529774311213,0.08289936439280603,0.30094709604804804
2015-06-01,2016-06-01,-0.2309070414847625,0.0784498666364541,0.20313066086967946,0.2240585727876721,0.09570169660231884,0.2773514845525985,7.3810203468986675,-0.7232396610521825,0.4704852178203518,0.5016366867053016,-0.2309070414847625,0.0784498666364541,-1.1629725530339918,-0.5304140469426954,0.6220024263638633,0.9055614391794364,0.0,0.20313066086967946,0.2240585727876721,-0.003966989915810727,0.025929423208605782,0.0,-0.0006731622483547028,0.0,0.0,-0.14943593630016624,-0.04836517984692282,-0.003919901668700166,0.003769937662607705,-0.018631272105447797,0.27374294785064307
2015-09-01,2016-09-01,-0.1371437538706388,0.0397310805313022,0.1469475287626859,0.14587802780344625,0.03128470704471405,0.38310459635715,8.57597456058579,-0.6007272961341349,0.34085997142366353,0.5126490225087695,-0.1371437538706388,0.0397310805313022,-1.1629725530339918,-0.5559402157513382,0.5939422600463575,0.893509593463726,0.0,0.1469475287626859,0.14587802780344625,-0.0033867887754399015,-0.01743241484335914,0.005655012959991111,0.0,-0.0017917839555069333,0.0014112888526053857,-0.15487714271005848,-0.0432949829362926,-0.010849136574463064,0.008658608948230055,-0.03228966941119473,0.2879280889767905
2015-12-01,2016-12-01,-0.3244976139693989,0.2115237078397669,0.34395949219155875,0.36999421832144236,0.28731885743404534,0.1669704277477661,11.514150534143113,-3.0815343839007254,1.6310829692324185,0.4349187364660548,-0.3244976139693989,0.2115237078397669,-1.045092856475538,-0.3619796751591408,0.7297639731694616,1.0202904090350629,0.0,0.34395949219155875,0.36999421832144236,-0.002352299405597006,0.004408343640127861,0.0012736153093108227,0.004419230644731261,-0.0005703816446449121,0.0,-0.12570304411510044,0.006949518371105044,-0.008423026551313993,0.0008336981513352787,0.11319864824732752,0.21748940519248547
2016-03-01,2017-03-01,0.1182657315096591,0.2091103695289753,0.14921170787579144,0.1416059380207697,0.008252748256860589,0.4482608863759235,33.47445383608479,-9.999999999945148,4.083754872120465,0.3849601868006956,0.1182657315096591,0.2091103695289753,-1.1597876798767892,-0.5559402157513382,0.7324585073497113,0.9055614391794364,0.0,0.14921170787579144,0.1416059380207697,0.01317178268982209,-0.023144728028159256,0.006055760559568412,0.0026105612761389003,0.0,0.0013312354276332344,-0.10845867351784919,0.00845593147408388,-0.00967413460642963,0.020076458090909313,0.1198043188278628,0.17888185733539474
2016-06-01,2017-06-01,0.211977293329113,0.1834569913984118,0.12386847554934152,0.11520700471846808,0.0008134076222183591,0.5048929196612008,12.256717490490393,-3.0506282321023916,1.5495346922061788,0.4307829175333722,0.211977293329113,0.1834569913984118,-1.094794820682243,-0.3925293191426426,0.6607732287250201,0.9055614391794364,0.0,0.12386847554934152,0.11520700471846808,0.00870090875989136,0.006514944424806881,0.0,0.0008383055354942506,0.0,-0.0024180806884219795,-0.11284454024809479,0.01673707172217674,-0.0010502163126648002,-0.00369593303470864,0.09914493334641711,0.17152959789351566
2016-09-01,2017-09-01,0.5106385514639378,0.048292005934325,0.27973908603307973,0.2923767479030594,0.21376432816316632,0.8154645679351488,7.09169346277398,-0.24297395783658682,0.17060516681826263,0.49010165005740813,0.5106385514639378,0.048292005934325,-1.0373178900398905,-0.5304140469426954,0.6049458903922833,0.893509593463726,0.0,0.27973908603307973,0.2923767479030594,-0.003232530956327063,0.01821505833751505,0.0013252131917986353,0.0,-0.0009970240232653887,0.0,-0.142380512064687,0.022773214245219022,0.007209559996893128,0.01835078919718021,-0.034888006912381454,0.16191624492237985
2016-12-01,2017-12-01,0.7058486844918832,-0.0019006300588486,0.45350220085122916,0.46886280154840376,0.5009090922470306,0.9164831729909768,28.65533307483882,-3.5973742118600347,1.7505212265381267,0.4795452947284785,0.7058486844918832,-0.0019006300588486,-1.153596981434113,-0.5585614490200008,0.5585043015034397,0.893509593463726,0.0,0.45350220085122916,0.46886280154840376,-0.0022990109242278776,-0.00961872966747807,-0.0005489217026382887,-0.005257635421016516,0.0,-0.0032469462623426187,-0.14511045224035146,0.02365892712889537,-0.005908120008323973,-0.0029616498394421215,-0.02602134406944557,0.1754132529475225
2017-03-01,2018-03-01,0.5770491780988429,-0.0197075460237172,0.3712174601305208,0.38419164688367113,0.35611858778548927,0.8525660139408431,6.765327933906075,0.4442097782847956,-0.2707922088772457,0.5146640817690874,0.5770491780988429,-0.0197075460237172,-1.1599469235346493,-0.5559402157513382,0.6206379839170495,0.9055614391794364,0.0,0.3712174601305208,0.38419164688367113,0.01626956450261188,-0.019683394065485887,0.008631095259891293,0.0,0.0,0.007944908310860282,-0.13535743419888693,0.018599127773661378,-0.010515432858552283,0.01274377242805725,-0.057308132432476795,0.13896837925660263
2017-06-01,2018-06-01,0.4772563274701547,0.1834569913984118,0.22031680682230428,0.22011021071174142,0.08631804987619694,0.7575048236088566,19.635813613467185,-9.99999999999979,2.9906527092099524,0.28189758683430666,0.4772563274701547,0.1834569913984118,-1.153596981434113,-0.5646743254231978,0.6139261107053429,0.8753475519000631,0.0,0.22031680682230428,0.22011021071174142,-0.018630651453392766,0.004075945324428969,-0.0007522868415378361,0.0,0.0005389393505913706,-0.002256892727723074,-0.16343699034447842,0.019056856763277365,-0.0036086881012971344,0.0017051171822205083,0.18332521478608937,0.16344042746023343
2017-09-01,2018-09-01,0.3692064162161834,0.1182657315096591,0.20199072940298282,0.1961511920315883,0.06297122724097924,0.7070904604373228,16.693440453349098,-1.411808295731,0.8519228699057729,0.5523997600416009,0.3692064162161834,0.1182657315096591,-1.1597876798767892,-0.5559402157513382,0.6049458903922833,0.893509593463726,0.0,0.20199072940298282,0.1961511920315883,0.014362769053273286,-0.006911446580970895,-0.0022502524053977626,0.0,-0.0009556136703797527,0.004054254306757506,-0.13474125923135546,0.0053017062134107125,0.005307542877792861,0.015605710906380727,0.06359484600204053,0.15489747403810736
