Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,Shap_Base_Effect,Shap_PPI,Shap_real_turnover,Shap_retail_turnover,Shap_Manufacturing_EU,Shap_Vol_loans,Shap_Exchange_Rate_CHF,Shap_gdp_index_ch,Shap_gdp_index_eu,Shap_Business_Confidence_EU,Shap_CH_2int,Shap_infl_e_current_year,Shap_oilprices,Shap_M1_change,Shap_EU_fin_spread,Shap_M2_change,Shap_kofbarometer,Shap_fin_spread,Shap_variable_mortgages,Shap_M3_change,Shap_Wage_change,Shap_unemployment_rate,Shap_infl_e_next_year,Shap_Saron_Rate,Shap_headline_1m,Shap_core_1m,Shap_sin_cycle_1,Shap_cos_cycle_1,Shap_sin_cycle_2,Shap_cos_cycle_2,Shap_time_index,Shap_Constant
2019-03-01,2020-03-01,-0.5164958313734758,0.643933185816703,-1.131953173639215,-0.149353376168637,0.9942800292209064,1.1741669666975874,1.3465955039369641,0.7732377718005605,0.7416778656202119,5.9875743528718495,-9.999999999999998,2.2696115635173633,0.1569447625991728,0.07699786778447812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014081336852527798,0.0,0.18777788921576427,-0.04810904030468674,0.0,-0.028229512075623353,-0.02490365827077658,0.0,0.06338402793979962,0.0,0.04740708887598352,-0.019908705629499757,0.0,0.019707938985846912,0.0,0.0,0.0,0.0,0.0,0.0,-0.02491207899351997,0.45763789922088727
2019-06-01,2020-06-01,-1.2829630830706762,0.6322662977493287,-0.9287868932180786,0.197006545721301,0.9942800292209064,1.2227942030554215,3.6681035811561795,1.5467335722602535,1.5347059137616825,4.044192022181658,-2.8122950888250773,1.4849236777146664,0.2750453458514097,0.017461250779170382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011668451286014108,0.0,0.0,0.18194371816838276,-0.03396691650304264,0.0,-0.02308785961765608,-0.011113732638797395,0.0,0.06528095912255313,0.0,0.027500511558105966,-0.012431922366121971,0.0,0.030704014207936847,0.0,0.0,0.0,0.0,0.0,0.0,-0.009099110196271909,0.42820508730025414
2019-09-01,2020-09-01,-0.8030999717637322,0.5984537326090056,-0.8644840978884183,-0.0027760399989418,0.9177682180202318,1.1400673781712278,1.9643527862409436,1.0071267411740459,0.9935333084095347,4.7776420142160365,-2.611102707255729,1.4562701886475853,0.32270575018451103,0.03765908934957138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009607836857585733,0.0,0.19127055687659908,-0.05479821764556134,0.0,-0.02178095450982018,-0.023646161903015432,0.0,0.046445730110157075,0.0,0.026949854454135936,-0.017242603904007937,0.0,0.022619209728388805,0.0,0.0,0.0,0.0,0.0,0.0,-0.04165958251715183,0.4606880650616957
2019-12-01,2020-12-01,-0.8171521987560659,0.3483109044570831,-1.0500242117986098,-0.2655125745876849,0.6891110180748505,1.1005087854901063,1.3583042449512233,0.809828437424922,0.791152306815904,9.658263137848584,-9.999999999999849,2.3999436831348433,0.19908934390537916,0.05668768562295968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13158508256400156,-0.06764784212844831,0.0,-0.07959217680700578,-0.04688970316976394,0.0,0.02152594569524574,-0.015372188494747318,0.04007832790641702,-0.018351841740298976,0.0,-0.011246292099563536,0.0,0.0,0.0,0.0,0.0,0.0,-0.05951915722621043,0.45374074995745706
2020-03-01,2021-03-01,-0.2455273463734641,0.197006545721301,-1.2747177260280296,-0.4864714355665711,0.643933185816703,0.9177682180202318,0.19583624565254124,0.24140646977254113,0.23211408901081257,24.121361351207415,-9.999999999999998,3.413318163221282,0.3229814810118389,0.2656926305473973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007003134297317387,0.0,0.0,0.15143074244883764,-0.08941693400323966,0.0,-0.06882629006791798,-0.06102014639239715,0.0,0.024795891404758987,0.0,-0.010059481509286853,-0.025398193629008886,0.0,-0.015309251317812076,0.0,0.0,0.0,0.0,0.0,0.0,-0.1028637614659897,0.40067710455067407
2020-06-01,2021-06-01,0.6026508010152476,0.16400712385893357,-1.316989762101528,-0.8319374868382745,0.6513418136816572,0.9942800292209064,0.19240827550921266,0.31304077951055204,0.32823134180217806,33.99554377880932,-9.999999999999998,4.369619986653219,0.42674362030187374,0.8019034756819721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046135534971813205,-0.05507519750662461,0.0,0.2042165549660334,-0.0889669819125024,0.0,-0.05444237929881412,-0.06554623773139241,-0.009283175437006741,-0.0473750888792724,0.0,0.0,0.0,0.0,-0.019140935767382804,0.0,0.0,0.0,0.0,0.0,0.0,-0.15195944478882067,0.4054444752429031
2020-09-01,2021-09-01,0.9379541644552348,0.3483109044570831,-1.0686614325932986,-0.3747694568706272,0.7922465951253344,1.1417723575975443,0.34767917406124793,0.3975028117822079,0.40110421255248213,15.67453319045226,-9.999999999999979,3.304026196281836,0.2935599990743156,0.8807582625047097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020207170525784572,0.019558511545022764,0.06523970780453485,0.22258634425303894,-0.1280577724131187,0.0,-0.062303246186152135,0.08564116674138977,0.0,-0.04761666102953566,0.0,0.0,0.0,0.0,-0.02425750853734774,0.0,0.0,0.0,0.0,0.0,0.0,-0.14205866866576866,0.3393718604192351
2020-12-01,2021-12-01,1.5194969502536182,0.5585301005328169,-0.8726421747812817,-0.2031045228923389,0.9942800292209064,1.2227942030554215,0.923457286262321,0.7759230459762158,0.7688623138762907,12.236099972042112,-9.999999999983503,3.021465949038007,0.24529485328248102,0.9928961282095792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006619115893302774,0.01954577849285044,0.0,0.03665873358656799,0.05576572176822167,0.3002631934019754,0.02389894159124534,0.0,0.0,0.035035861713030414,0.0,-0.05677540958078549,0.0,0.0,0.0,0.023772729983909804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12514763451058342,0.23889306819308195
2021-03-01,2022-03-01,2.3581675787721856,0.4782534289033968,-0.8319374868382745,-0.21821903469101736,0.9177682180202318,1.1400673781712278,3.534077210876891,1.6929917544448243,1.684281951346183,14.75144239641282,-9.999999999999998,3.046932926432908,0.2563602779030174,0.9999999999599457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02454919864886076,0.0619287778428654,0.1544138089194863,0.02908089597881034,0.0,0.0,0.08667037070802153,0.0,-0.07462713450523997,0.0,0.0,0.10200388485119773,0.01928396362232663,0.00885197953468353,0.0,0.0,0.0,0.0,0.0,0.0,-0.16767330024539215,0.23377098354777676
2021-06-01,2022-06-01,3.3289415700122227,0.5585301005328169,-1.0593668734477646,-0.4894852363410961,0.9846101138386132,1.2227942030554215,7.67517971022304,2.587441317041398,2.5636458604046126,4.680863658019338,-0.5193580930360466,0.7162379231999645,0.5707261190404981,0.9989308124860429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026580470866285955,0.21773346287514764,0.021878722986705124,0.0,0.03591993126489802,0.0862336073337483,0.0,0.0,0.1558821313691323,0.0,-0.05155321046555407,0.0,0.0,0.02479329289776466,0.0,0.010024748394527994,0.0,0.0,0.0,0.0,0.0,0.0,-0.1319760462866566,0.16301298929681762
2021-09-01,2022-09-01,3.200711551913216,0.5585301005328169,-1.0746745870048708,-0.5053076904073528,0.9379541644552348,1.2862505868377008,6.981122822018633,2.4337939437069154,2.407015861823721,3.9765602780099125,-0.13028462589172415,0.45395893735476917,0.6053708020566836,0.9959133537447323,0.0,0.015601574323499345,0.0,0.0,0.0,0.0,0.0,0.014572458758166975,0.022562471249126418,0.19502851983381134,0.019578373337662276,0.0,0.0,0.046810116874403146,0.0,-0.032466626051680096,0.18649005853211184,0.0,-0.04936586820199099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12502091768840706,0.2647399395661137
2021-12-01,2022-12-01,2.8007230080850043,0.2020869064148556,-1.0686614325932986,-0.792608094681313,0.7999883305150668,1.4416923543279836,6.752909588903427,2.2105395088484103,2.1894410169548384,13.216203294656335,0.915771551400799,-0.5532830917526237,0.7354389710408227,0.996925001884348,0.0,0.028620529152844493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1872215413301036,-0.01987594299361963,-0.02268172558056498,-0.036893564569296995,0.0,0.0,-0.03547541648449171,0.0924326607697424,0.0,0.0,0.0,0.0,-0.08819508483662074,-0.018794394740296767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14457084941599418,0.26029915378305013
2022-03-01,2023-03-01,2.90276082002201,-0.2031045228923389,-1.2842046129783569,-0.9556221849475576,0.6891110180748505,1.1741669666975874,9.646399528316467,2.594206409855184,2.573148474151175,26.761894784001836,9.99999999999995,-4.808686491958897,0.45527611374995697,0.9977197528104633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175349611783725,-0.03130968720139088,-0.030294267150173967,-0.16132576090481404,-0.10684462717324407,0.0,-0.045461629713377964,-0.04951922171251009,0.0,-0.021744019662188502,0.0,0.0,-0.08335004503099495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17581975957353604,0.32721488344616667
2022-06-01,2023-06-01,1.6964060734045994,-0.1312755129699638,-1.3334229500451045,-0.9658451806147994,0.9379541644552348,2.6105083635544855,3.3404199811726403,1.2281573934163148,1.1743977396017453,8.479027510837406,9.999999999999998,-3.8818580707696073,0.36033050136735734,0.9102388155838607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24637184559279943,-0.01799585350928903,0.0,-0.2411740494401043,-0.0637371007120715,0.0,-0.024630585299298374,-0.0663605630440717,-0.009996313757139608,-0.03772241554788895,0.0,0.0,-0.09996273361684017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03186557154305223,0.2157978279069926
2022-09-01,2023-09-01,1.6411246257645118,-0.03564533701729815,-1.3334229500451045,-0.9658451806147994,1.6353432914510968,3.200711551913216,2.8115575080873123,0.9938471104597906,0.9180632429581365,12.031111102087918,9.999999999999986,-5.3178331376003865,0.5267112023717023,0.8492220130197741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06448118620273707,0.1371997200256413,-0.01972900046083205,0.0,-0.27928551952176134,-0.06121979496343305,0.0,-0.016622098859805312,-0.08697700973276881,0.0,-0.04035477431410842,0.0,0.0,-0.08856541220459421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13909157919627269,0.21633578761535407
2022-12-01,2023-12-01,1.7003510972565472,-0.0873883530820851,-1.3352121227305958,-0.9561392670435679,2.3581675787721856,3.200711551913216,3.196012342297075,1.002229916909054,0.9136515326716019,14.069130958006362,9.999999999997089,-5.9488714740076,0.5963059469860432,0.8414452309855351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01694527288574832,-0.022888670751348244,0.0,-0.019659150067963118,-0.1406298281361214,-0.0843034054754408,0.0,0.0,-0.13882503019434905,0.0,-0.04534564178973616,0.05058055755500949,0.0,-0.07803272821667852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20784966870114913,0.20081114817914186
