Date,Target_date,Actual_direct,Forecast_median_direct,Forecast_Linear_Mean,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_fin_spread,SHAP_Shap_EU_fin_spread,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_unemployment_rate,SHAP_Shap_M3_change,SHAP_Shap_infl_e_current_year,SHAP_Shap_Saron_Rate,SHAP_Shap_kofbarometer,SHAP_Shap_infl_e_next_year,SHAP_Shap_CH_2int,SHAP_Shap_M1_change,SHAP_Shap_Wage_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_headline_lag_1,SHAP_Shap_core_lag_1,SHAP_Shap_headline_lag_2,SHAP_Shap_core_lag_2,SHAP_Shap_headline_lag_12,SHAP_Shap_core_lag_12,SHAP_Shap_time_index_length,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2012-09-01,2013-09-01,-0.0553795839522308,-0.5409512747150642,-0.48423271743733076,0.2836334595009985,0.2909033312249524,0.23577986687027672,0.8092329760164066,-0.0553795839522308,-0.5409512747150642,-1.462832780811729,-1.0092879476681749,-0.06402254504055968,0.4475542469319813,0.0,0.2836334595009985,0.2909033312249524,0.0,0.01022336161393766,0.0,0.0,0.0,0.0,0.0,0.0,0.03325815510562557,0.0,0.01722416113145503,-0.08763545724989458,0.0,-0.013040155108970483,0.0,0.011146236407802344,0.0,0.0,0.0,0.0,0.0,0.01273208477936488,0.0,-0.01967626567793017,-0.011016893548556901,0.0,0.0,0.0,0.0068498603572578805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016783645087824678
2012-12-01,2013-12-01,0.0670906503184021,-0.21894911187277966,-0.1866442190142482,0.18323848766395667,0.1809194721623776,0.08181874555438783,0.7177608903220858,0.0670906503184021,-0.21894911187277966,-1.0139150978768214,-0.7129250091526423,0.22975566204704026,0.7772229495098293,0.0,0.18323848766395667,0.1809194721623776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04697849867236501,0.007780997206950453,0.026689752636367033,-0.06392838433153353,0.0,0.0,0.0,0.009434918312769986,0.01919038269359049,0.0,0.0,0.0,-0.013529407200276481,-0.020407962133475913,-0.016102402593239373,0.011856569465399935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04026785558744905
2013-03-01,2014-03-01,0.0027728372861801,-0.4482467764006102,-0.39009231854277304,0.2783750907132265,0.28330385487510085,0.20341869193018158,0.8389124888747643,0.0027728372861801,-0.4482467764006102,-1.2453050719681313,-0.9106705974260566,-0.03889494130004595,0.3074148500425781,0.0,0.2783750907132265,0.28330385487510085,0.0,0.0,0.0,-0.009136321192398638,0.0,0.0,0.0,0.0,0.02399188158878005,0.0,0.02676637465824296,-0.05572632548876496,0.0,0.0,0.0,0.0,0.018130132405493285,0.0,0.0,0.0,-0.007516781037179364,-0.025413854095006225,-0.006256210165590345,-0.011841751847375579,-0.009204017250066542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019475854339718263
2013-06-01,2014-06-01,0.0495813252518573,0.023665640415925615,-0.029268325267951534,0.08536081801481511,0.08408710275808999,0.0006716227205153395,0.5423915542045312,0.0495813252518573,0.023665640415925615,-0.5764185784819706,-0.28621495036042216,0.354740620709272,0.8507511434705674,0.0,0.08536081801481511,0.08408710275808999,0.0,0.0,0.0,0.0,0.0,0.0,0.005448089432680785,0.0,0.04375230257204955,0.008053882903973946,0.04106664451814726,0.0,0.0,0.0,0.0,0.0053874792952623195,0.021292075130157014,0.0,0.002604862309016867,0.008423784530118139,0.0,-0.028635364464393107,0.0,0.0,0.0051875442780213365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059647334821156965
2013-09-01,2014-09-01,-0.0876811076678585,-0.4873478553710713,-0.38613096048344353,0.23189183198797425,0.2381152889035267,0.1597335092196635,0.8408904373801954,-0.0876811076678585,-0.4873478553710713,-1.1734575639163092,-0.8507760624156422,-0.1063349076633435,0.1373447053247935,0.0,0.23189183198797425,0.2381152889035267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006397967106983235,0.0,0.0,0.03846090150706863,-0.04325833471006301,0.0,0.0,0.0,0.0,0.021748187762018964,0.0,0.0,0.0,-0.008132812520436176,-0.029206151764555103,-0.009664891358549517,-0.014940497877996936,0.0,0.0,0.0,0.0,0.01805589691097405,0.0,0.0,-0.007839779123841237,0.0,0.0,0.0,0.0,-0.060041446605264205
2013-12-01,2014-12-01,-0.3289362236455595,-0.29582675484994614,-0.22400166088303586,0.08062415920492381,0.07892116656566735,0.0010962369239276963,0.446123936526853,-0.3289362236455595,-0.29582675484994614,-0.8928028283512797,-0.5710985218788469,0.01941625720247969,0.26763274483104826,0.0,0.08062415920492381,0.07892116656566735,0.0,0.009905380983101652,0.0,0.0,0.0,0.0,0.0,0.01157617059179832,0.0,0.011836132261994505,0.0,0.0,0.0,0.0,0.0,0.0,0.014974833377176627,0.0,0.0,0.011059432617504236,-0.02021399581466082,-0.0448824510651626,-0.014210176609248183,0.006776596052494213,0.0,0.0,0.0,0.0,-0.009173579788764803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0494734365731434
2014-03-01,2015-03-01,-0.8784672275139016,-0.2414682072174578,-0.10853686110740202,0.4533530378894211,0.4588159843115167,0.4057677518586293,0.04497026367035958,-0.8784672275139016,-0.2414682072174578,-0.8259523582661993,-0.587718933915671,0.08856267460523339,0.35144593104245553,0.0,0.4533530378894211,0.4588159843115167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014266992109984238,0.0,0.0,-0.04499941457763488,0.0,0.0,0.0,0.0,0.0,0.015980736374085723,0.0,0.0,0.009365481932508846,-0.017561231382143466,-0.020000290076014098,-0.01919527985232895,-0.018573709598392548,0.0,0.0,0.0,0.008450367715409024,0.00864372784955947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06930872660508913
2014-06-01,2015-06-01,-1.042713669218287,-0.2060698887438866,-0.09715916436193806,0.6261327483155916,0.6313483712831222,0.6999728154064968,0.015550589002432013,-1.042713669218287,-0.2060698887438866,-0.80427677471995,-0.5296909975111476,0.09683501558497407,0.3508910093174891,0.0,0.6261327483155916,0.6313483712831222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065998056360013005,0.0,0.0073390443541566375,-0.04486611206053075,0.0,0.0,0.0,0.0,0.01030966664994796,0.015624016698109484,0.0,0.0,0.0074403766962877205,-0.012693614940281654,0.0,-0.016058792167242333,0.0,0.007505391024281217,0.0,0.0,0.0,0.0,0.0,0.0,-0.010736381856116669,0.0,0.0,0.0,0.0,-0.06617451314455886
2014-09-01,2015-09-01,-1.4541319195251925,0.30392513400037274,0.2700834178810864,1.539072938894993,1.5555147725401612,3.0907646034509924,0.0026473447617736266,-1.4541319195251925,0.30392513400037274,-0.35576981253600515,-0.007651529364122287,0.6109152089315857,0.9448435011198798,0.0,1.539072938894993,1.5555147725401612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006722425351210717,0.039599712574350604,0.006628125733319107,0.008682562900522424,0.0,0.0033607838319886646,0.0,0.0,0.007103990364620349,0.010125539417604829,0.0,0.007266931719641132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030335280340916928,0.0,0.004502269040231691,0.0,0.0,0.0,0.0,0.0,0.0,-0.0631841528482949
2014-12-01,2015-12-01,-1.316989762101528,0.828371272958402,0.7936267136666735,1.919823240905362,1.9369032692579213,4.602573970753414,0.0011365827030653535,-1.316989762101528,0.828371272958402,0.212943368155065,0.4988879589484975,1.1471718947367704,1.4848929820732857,0.0,1.919823240905362,1.9369032692579213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055756079329342276,0.011337070304846368,0.0,0.0,0.004114924729931699,0.0,0.0,0.01672289041166429,0.010726812727816806,-0.015536493414539781,0.005618057332469439,0.007554825442514746,0.0,0.0,-0.011996342084968997,0.0032704742968432247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052823739784191616
