Date,Target_date,Actual_direct,Forecast_median_direct,Forecast_Linear_Mean,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_fin_spread,SHAP_Shap_EU_fin_spread,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_unemployment_rate,SHAP_Shap_M3_change,SHAP_Shap_infl_e_current_year,SHAP_Shap_Saron_Rate,SHAP_Shap_kofbarometer,SHAP_Shap_infl_e_next_year,SHAP_Shap_CH_2int,SHAP_Shap_M1_change,SHAP_Shap_Wage_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_headline_lag_1,SHAP_Shap_core_lag_1,SHAP_Shap_headline_lag_2,SHAP_Shap_core_lag_2,SHAP_Shap_headline_lag_12,SHAP_Shap_core_lag_12,SHAP_Shap_time_index_length,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2012-09-01,2013-06-01,0.0980377667445964,0.11559982671115321,0.01254610972231851,0.18213997918008334,0.18537624498444957,0.00030842595026893746,0.5039840739321142,-0.1279526276012355,-0.11478108262631789,-0.9579139618095122,-0.6555173526193975,0.3410764002389982,0.9437723737742749,-0.2014809526596828,0.19139309255017883,0.18502308484939436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944850468084108,0.016784967440259733,0.04476595135855613,-0.06511188855838924,0.0,0.0,0.0,0.018711519291320478,0.018091582581537785,0.0,0.0,0.036800430752194795,0.0,0.0,0.0,0.0,-0.07164675722519173,0.0,0.026742482323848318,0.0,0.0263615213534368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042931139137149174
2012-12-01,2013-09-01,0.4847944842727732,0.06601873413739037,0.021414520803087478,0.25242751404130603,0.2575477003542843,0.1753731289014526,0.7781273612345392,-0.0553795839522308,-0.36946139655376803,-1.0369426645055726,-0.685477194344634,0.020152275795010076,0.38936852258162036,-0.4189754471568108,0.145273630846806,0.1451447532061562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351079112172744,0.0,0.027631425411415327,-0.02556290161856163,0.0,0.0,0.0,0.008529833751091457,0.009241525885854097,0.0,0.0,0.018009488473645613,0.0038383509752977865,0.0,0.0,0.005041299284232896,0.006747518366631485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01773482902753218,0.0,0.0,-0.026245409385046353
2013-03-01,2013-12-01,-0.244765757134265,-0.4401429345454042,-0.41493142843131536,0.16474790546111348,0.1539264000831501,0.03817224145314377,0.7045651451920687,0.0670906503184021,-0.07944223273995227,-0.7352328854826867,-0.45425216346745556,0.19627547046033766,0.5270957216832517,0.2506649681691009,0.4872323642181631,0.4956462153700369,0.0,0.0,0.0,0.0,0.008455215957369882,0.0,0.0,0.0,0.013338091059715845,0.009041581285384521,0.021858060034785107,-0.026352994900742593,0.0,0.006622691681584636,0.0,0.0,0.03904280808067827,0.0,0.0,0.024201982251806257,0.007734862044178622,0.0,0.0,0.0,-0.04306114594131961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08609265766752978
2013-06-01,2014-03-01,-0.318754622346636,-0.2847611853228532,-0.4037551019739518,0.10950424605391135,0.1185887043085859,0.0011555537606898851,0.5009485875052255,0.0027728372861801,0.028267915054017295,-0.5297669539948882,-0.3129331078193596,0.4000359944547757,0.6317836305582183,0.2418388040461572,0.13033682362212304,0.13006225031510024,0.0,0.0,0.0,0.007608803710522326,0.0,0.0064528299891358195,0.0,0.0,0.021921655562076026,0.0,0.02143894533559356,0.0,0.0,0.0,0.0,0.0,0.019283879948954547,0.0056049059993077965,0.0,0.02849707426751058,0.013327389464422771,0.0,0.03836410092671394,0.0,0.01567555759463478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05918122614777355
2013-09-01,2014-06-01,0.2379856456833806,-0.18359164870011074,-0.1566970008089058,0.28786754160708117,0.29098595616165096,0.17772741513970491,0.8404428987948436,0.0495813252518573,-0.2666016455357612,-0.949689240146746,-0.6571950687496976,-0.002080835964660952,0.26484025766675673,-0.12890790901067817,0.39781775426264354,0.4021301841844529,0.0,0.0,0.0,0.004716869890235703,0.01551774856523738,0.0,0.0,0.0,0.0,0.007732192633616389,0.022816547576141016,0.0,0.0,0.0,0.0,0.004600622152375573,0.04374983623178124,0.0,0.0,0.04302732909699683,0.0,0.0,-0.023387578873539466,0.0,-0.025705009685023154,0.0,0.0,0.0,0.010841724925591727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13080493040461819
2013-12-01,2014-09-01,0.2784321402910923,-0.2995222945238117,-0.2571058583844317,0.36514849235799834,0.3691374029615555,0.334031328722215,0.8774582479653322,-0.0876811076678585,-0.5211469337790366,-1.1558840131286967,-0.7978705412376642,-0.1775842887228659,0.05436762471272256,-0.2965052128861778,0.13695143498084628,0.13669896443113858,0.0,0.006493855766788861,0.0,0.0,0.009073755403630073,0.0150338347100471,0.0,0.0,0.0,0.0,0.023941426924554303,0.0,0.0,0.0,0.0,0.017395698866795112,0.021639527428875406,0.0,0.0,0.01676377984007775,-0.029876368111048324,0.0,-0.07653487961911251,0.0,0.017837869046377183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06418493639636495
2014-03-01,2014-12-01,-0.6870445050432512,-0.42305275788486363,-0.22353048677322773,0.18692470077688506,0.19360573950498444,0.06969164256773804,0.30249713331467804,-0.3289362236455595,-0.1309424132767688,-0.8448308773820657,-0.5975333610608909,0.2440845934261132,0.5241572672576247,0.18634715513687894,0.15469284667308048,0.14954931207037836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038276026628547496,-0.015074105940142033,0.0,0.02053384044707322,0.0,0.0,0.016511301576296766,0.0,0.0,0.019015548603956295,-0.042199867339696044,0.0,-0.09156223780533373,-0.02647876396472,-0.03678544972456052,0.0,0.0,0.0,0.0,0.0,0.0,-0.012188643595236212,0.0,0.0,0.0,0.0,-0.06956991999782111
2014-06-01,2015-03-01,-1.5561526927009812,-0.45902208609621487,-0.32309820881768236,0.8330352129989292,0.8367428188695208,1.2036955679489425,0.023907460136544014,-0.8784672275139016,-0.05561927256032678,-0.7136767929639207,-0.41657299742696907,0.275086161348106,0.5375842688433226,0.28864729201183437,0.42187789060370795,0.4246463271073268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00860634359063895,0.0,0.02170130771822744,0.0,0.0,0.0,0.0,0.01148769373696282,0.012091146791321858,0.009082361424399872,0.0,0.017428020403512004,-0.04325872417369926,0.0,-0.06748525994992996,0.006165835167737774,0.007456146159965739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11919874814766974
2014-09-01,2015-06-01,-1.0353911030505238,0.5627983271276704,0.5641807051671295,1.3366816922653308,1.350431748260541,2.5542094547333014,0.006947926466532103,-1.042713669218287,0.1559284034153588,-0.5317813066939484,-0.1460655140282856,0.5376954665761705,0.7053311970033683,-0.266170341930394,0.8955182383399803,0.9040557913428052,0.0,0.008188485167573227,0.0,0.010623726201719632,0.008586666680274375,0.0,0.0,0.0,0.0,0.0,0.02916118488967603,0.0,0.0,0.0,0.0,0.015458409791103375,0.014802485915872975,0.0,0.0,0.022789283200993046,0.0,0.0,-0.06506956386962942,0.0,0.0,0.0,0.0,0.006784483900099982,0.006244366031647533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05895190594878979
2014-12-01,2015-09-01,-1.221828787548418,0.6260389134651899,0.5475379637421364,1.5905803031393306,1.6025907328543676,3.4146150404493167,0.0002564752839102562,-1.4541319195251925,-0.0682311437649864,-0.6303996937165862,-0.37242307559343635,0.2800941876222638,0.3995328071776091,-0.5377603288638788,1.7288490517512718,1.7379212496923109,0.0,0.0,0.0,0.0,0.0,-0.02119909755535467,0.0,0.0,0.019765998246382675,0.0,0.0703763567287433,0.0,0.0,0.0,0.0,0.030616480137216375,0.020251845669917484,0.0,0.0,0.030339133686252902,-0.017133158294970655,0.0,-0.03784915988026516,0.02763510209418351,0.0,0.0,0.0,0.0,-0.020866030493057283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023436520615994914
