Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,CRPS_YoY_timesafe,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_Wage_change,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_CH_2int,SHAP_Shap_infl_e_current_year,SHAP_Shap_fin_spread,SHAP_Shap_unemployment_rate,SHAP_Shap_M1_change,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_infl_e_next_year,SHAP_Shap_EU_fin_spread,SHAP_Shap_kofbarometer,SHAP_Shap_Saron_Rate,SHAP_Shap_M3_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2012-09-01,2013-06-01,0.2905104651915735,-0.02937781214876385,0.2796364785563071,0.3875083456480376,0.10232850997976856,0.5256075041717917,-0.2379100909859488,-0.4778262989912019,-1.6580580126087918,-1.2478399049782318,0.6357554840612956,0.977664730817138,0.21232872364624159,-0.05752456259119819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0821031042260952,0.0,0.0,0.0,0.0,-0.07573111815493239,-0.1594387287835838,0.0,-0.24247433928922157,0.0,-0.1372794675533058,-0.03347600748802726,0.0,0.0,-0.10648654004043409,0.1423888858032419,0.0,0.0,0.4294882856025449,0.29325888457224764
2012-12-01,2013-09-01,0.0342821109464116,-0.4262166123826461,0.2745197929075995,0.32527766695703414,0.21205907418769201,0.6149148214719204,-0.0686985256836081,-0.4140725681804014,-1.2955417159837168,-0.9054343124758724,0.7405715203251617,1.1954917707037716,0.17999443963839462,-0.052351266395045844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01882121472438336,0.0,-0.07554313108784677,0.0,0.0,0.0,0.0,-0.06498093077941682,-0.15143016495755793,0.0,0.0,0.0,-0.1050744849412653,-0.04157491606335459,-0.024592215309515445,0.0,0.0,0.0,-0.05206712879164577,0.0,-0.19584007614175694,0.3560589168091427
2013-03-01,2013-12-01,-0.0538957711165484,-0.57813249055035,0.282325025850964,0.34806173380102545,0.2748241380027144,0.569978826635425,-0.0163107733018641,-0.40948831287721527,-1.1996898648320098,-0.9015928586860511,0.9198109592815304,1.3140129346327356,0.36869415323267346,-0.03676659769122367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03862941644398134,0.0,-0.05809906780010441,0.0,0.0,0.0,0.0,-0.1042195100105834,-0.18537792114085935,0.0,-0.21950997158742652,0.0,-0.11562574219659752,-0.04689075379633203,-0.02206846289371711,0.0,-0.07417320543297051,0.0,0.0,0.0,0.0,0.3232281584434458
2013-06-01,2014-03-01,-0.2879780802363285,-0.618868453502112,0.24915072414568384,0.26602796024469205,0.10948843911996951,0.5867062664937455,0.0721983425743033,-0.17596943737503423,-0.9356190171160073,-0.6821110930016694,0.8165242818736651,1.3472186878302317,0.2175267579110373,-0.02926223223013434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125542211149884,0.0,-0.07103689000224946,0.0,0.0,0.0,0.0,-0.10148650532488719,-0.18598516608592192,0.0,-0.19172233576315983,0.0,-0.11940266274321808,-0.03557780434330155,0.0,0.0,0.0,0.0,0.0,-0.01676392570432128,-0.1430559971925249,0.30668048799910547
2013-09-01,2014-06-01,0.328500901999007,-0.3423994755827664,0.34732367060284397,0.3910414767093197,0.4501073166393662,0.6731217541902383,-0.0402056980780329,-0.5433809812643631,-1.5103822944448453,-1.2079293068047114,0.609118529668695,1.0033205050199,0.34966167298886086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04002094618830927,0.0,-0.09619023209809502,0.0,0.0,0.0,0.0,-0.08532143671603765,-0.26314202909885354,0.0,-0.24388948582166128,0.0,-0.1361894113462176,0.0,-0.06511149206876396,0.0,-0.07415303738969722,0.09749922304648151,0.0,0.0,0.3216070623522399,0.24251230974614768
2013-12-01,2014-09-01,0.0534956352704322,-0.5948952776197558,0.3200644633763451,0.35147357519294525,0.4204107759185714,0.7059124322953197,-0.0019006300588486,-0.4881938147264897,-1.2658232763792299,-0.9677262702332712,0.46334353396231265,1.0366599527451115,0.17589276982669771,-0.029945062887584625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02951996791006528,0.0,-0.06919188152192195,0.0,0.0,0.0,0.0,-0.05251039887471014,-0.12101786844545633,0.0,-0.1665688025361547,0.0,-0.11267403181516349,0.0,-0.039574794951014375,0.0,0.0,0.0,-0.036310973883163296,0.0,-0.12471618728999662,0.18713469249547485
2014-03-01,2014-12-01,0.1900581101072163,-0.4262166123826461,0.3232857263562507,0.36293846315060074,0.37979453357995685,0.6688629927130744,0.2551637534921269,-0.20704228837526983,-1.1111807489558423,-0.7284429638425571,0.8494207454216253,1.350752645306308,0.6134684025739165,-0.05072279061955839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017065487124956702,-0.09162784264011989,0.0,0.0,0.0,0.0,-0.07170345950047113,-0.17179770807138534,0.0,-0.2292313740229746,0.0,-0.10963865089685086,0.0,-0.05329762291983197,0.0,-0.08513669756001249,0.0,0.0,0.0,0.22719698161416757,0.22680803935934796
2014-06-01,2015-03-01,-0.47235811033192,-0.4262166123826461,0.2394463728920687,0.21833423567213678,0.002129037833002849,0.4329049551471543,-0.1784907206497266,-0.14388459718777113,-1.0480230577683436,-0.6352463414832421,0.8082376841639594,1.4619156360064167,0.17476204237521914,-0.03595788480284049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019127058687303522,-0.08372878200788707,0.0,0.0,0.0,-0.018869376310682886,-0.05665122201415439,-0.1137868533576253,0.0,0.0,0.0,-0.09615783531666033,0.0,-0.03375390353587474,0.0,0.0,0.0,-0.015419799947308577,0.0,-0.15641513559600476,0.2036512391936959
2014-09-01,2015-06-01,-0.1516044914680492,0.0054262492498698,0.2581516334802637,0.2829415190455919,0.024658653530418306,0.4149821671772725,-0.3619796751591408,-0.24420661962070161,-1.449407913648404,-0.8362690582923271,0.7460993109704714,1.1139751185946345,0.1802879618887907,-0.07063108473527492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08732613092921794,0.0,0.0,0.0,0.0,-0.06564493072971848,-0.2028965144563867,-0.022743697426191294,0.0,-0.022546248892485743,-0.11726165411938001,0.0,-0.04201461019388754,0.0,0.0,0.09689776193688214,0.0,0.0,0.2928035282051441,0.24678983059038617
2014-12-01,2015-09-01,-1.168464811200683,-0.28612483359028806,0.6386972688291548,0.6475873436060149,0.7785238360895123,0.10400631866544122,-0.6613065813612096,0.00044840184658670457,-0.7569480183288846,-0.44599651695333975,0.8475018491040487,1.453174501433896,0.53067576525094,-0.027133600731050863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00452262302977724,0.0,-0.04767460587981795,0.0,0.0,0.0,-0.007755890715380269,0.0,-0.10135073193279812,0.0,0.0,-0.009217803786425881,-0.08258016489744655,0.0,-0.01947687561904197,0.0,0.0,0.0,-0.018211645417221093,0.0,-0.19095473995995,0.22275384837862203
