Feature,MeanAbsSHAP,MeanSHAP
M2_change,0.06366491395702721,0.0026691093155970483
M1_change,0.06139685139730812,0.0025740222962289
CH_2int,0.06046177297356427,-0.002534819753156075
EU_fin_spread,0.06038219183111799,0.0025314833665115786
Saron_Rate,0.06024292483183699,-0.002525644689883707
core_1m,0.02535069772873545,-0.005322234754534311
kofbarometer,0.016447659121984863,0.008365547367049074
headline_lag_1,0.012506462876125233,-0.0017080012643770717
gdp_index_eu,0.012368722974173083,0.006290933995102544
core_lag_1,0.012072469071021961,-0.0016048861180896815
infl_e_current_year,0.011900079246552155,-0.006052574160878901
gdp_index_ch,0.011212735112708126,0.005702979737350887
headline_1m,0.011055780226718857,0.0011045704151589066
Business_Confidence_EU,0.009865818325175385,0.00501791591750812
core_lag_2,0.009443013138671175,-0.0023275835387797936
headline_lag_2,0.00901995720323792,-0.0012337158673673444
oilprices,0.005849172071065821,0.002388647412357385
Wage_change,0.0056853158076149105,0.002321732841383027
PPI,0.005297910346814873,0.0007984595124255469
cos_cycle_2,0.003405580905737751,-3.690983141064893e-05
Vol_loans,0.0032400261808391796,-1.575324061897957e-05
fin_spread,0.003218782508547044,-0.0013144657767917441
unemployment_rate,0.002867484610390927,-0.001171004992051264
sin_cycle_1,0.0027336326638824,-0.00020744680935340845
cos_cycle_1,0.0019035071211262401,-0.00027310704586778936
sin_cycle_2,0.0012989761939143426,4.4478754243363834e-05
