Feature,MeanAbsSHAP,MeanSHAP
target_headline_12m_lag2,0.016500201596494825,0.01599811393328724
target_headline_12m_lag3,0.002903415090498213,-0.0004206329066222012
oilprices_lag2,0.00045338299914480276,0.00039357596511250544
M2_change_lag2,0.00044131598616858366,0.0002920725945416259
kofbarometer_lag2,0.0004345852054828363,-0.00043317115266065955
Saron_Rate_lag2,0.0004225629605911957,-0.0002800488788773154
M1_change_lag2,0.00042188212384386615,0.0002792108384098717
variable_mortgages_lag2,0.00041044345217149217,-0.00035927066607716187
EU_fin_spread_lag2,0.0004066953969940869,0.0002691599296446597
CH_2int_lag2,0.0004066953969940869,-0.0002691599296446597
fin_spread_lag2,0.00035691992868578314,-0.0003124202855149381
Vol_loans_lag2,0.0002665480000925941,0.00023688221800606272
gdp_index_ch_lag2,0.00021563794192475493,-0.00018645882322040886
Wage_change_lag2,0.00021507058541899067,0.00018439083965355346
Business_Confidence_EU_lag2,0.0002053295849758572,-0.00017754534496666963
gdp_index_eu_lag2,0.00019173543924949824,-0.0001657906955195509
oilprices_lag3,0.0001152968828923855,0.00010061557531122512
variable_mortgages_lag3,0.0001045469368730683,-9.159927358920148e-05
kofbarometer_lag3,0.0001027803037597064,-0.00010198348412320766
M2_change_lag3,9.717352617787867e-05,5.2727959990261647e-05
M1_change_lag3,9.289437702277229e-05,5.0406022994481676e-05
Saron_Rate_lag3,9.276642236938384e-05,-5.04825784860176e-05
fin_spread_lag3,9.09135839678632e-05,-7.965434951918107e-05
CH_2int_lag3,8.955040615984153e-05,-4.8591529183209936e-05
EU_fin_spread_lag3,8.955040615984153e-05,4.8591529183209936e-05
sin_cycle_1_lag2,7.723289840522866e-05,-2.0744220433520487e-05
Vol_loans_lag3,6.814607456599954e-05,6.0099769216390835e-05
cos_cycle_1_lag2,5.908133723921245e-05,1.221750940307752e-06
Exchange_Rate_CHF_lag2,4.9407575618510874e-05,-2.967335787742372e-05
Wage_change_lag3,4.6614709559305244e-05,4.0106367465446166e-05
gdp_index_ch_lag3,4.596751158293969e-05,-4.0283040167551665e-05
Business_Confidence_EU_lag3,4.3770080494421495e-05,-3.835734957095523e-05
gdp_index_eu_lag3,4.087221824643814e-05,-3.581784509669367e-05
Manufacturing_EU_lag2,3.2622832741648465e-05,-2.4447896869748483e-05
sin_cycle_1_lag3,3.235844658134948e-05,-4.3401849722033655e-06
sin_cycle_2_lag2,3.2014988660819745e-05,2.5776623773187407e-06
cos_cycle_1_lag3,2.9770811955699315e-05,1.248159466277206e-05
real_turnover_lag2,2.5502971370868785e-05,1.9112197241876985e-05
cos_cycle_2_lag2,2.004441064387256e-05,-5.358640068152295e-06
sin_cycle_2_lag3,1.6027274817659712e-05,-9.736169590461943e-07
Exchange_Rate_CHF_lag3,1.3872050304337768e-05,-7.694576511984029e-06
retail_turnover_lag2,1.2620584195762731e-05,-7.122968556709258e-06
Manufacturing_EU_lag3,9.280227778398237e-06,-5.931000019426189e-06
core_1m_lag2,9.265984973390776e-06,4.942644692130324e-06
cos_cycle_2_lag3,9.091200505362356e-06,-2.2421713561931797e-07
headline_1m_lag2,8.791224070967485e-06,-4.0117359647928324e-08
infl_e_current_year_lag2,7.77344294811543e-06,4.387276281187488e-06
core_1m_lag3,7.515872799781015e-06,-9.293223210147772e-08
real_turnover_lag3,7.2548385120915206e-06,4.636572332449296e-06
headline_1m_lag3,5.344581495020755e-06,7.113368833079847e-07
retail_turnover_lag3,5.129072123576819e-06,-1.171944323031575e-06
infl_e_current_year_lag3,3.159168300844576e-06,7.218399871308916e-07
