Feature,MeanAbsSHAP,MeanSHAP
sin_cycle_1,0.24589608297078866,0.13349429220596426
cos_cycle_2,0.19268989370719655,-0.000687810407963403
oilprices,0.18751608413839652,-0.08213393830369466
fin_spread,0.1773612481772612,0.09904040665065224
cos_cycle_1,0.1617284885486157,-0.08783468784646516
variable_mortgages,0.14250134317176744,0.07957426507221332
headline_lag_1,0.1413525935945581,-0.10531609356792491
unemployment_rate,0.1362215550503928,0.06866789081327015
headline_lag_2,0.12995614626970756,0.059617513168420386
core_lag_2,0.12338944841117998,0.05727321371303942
sin_cycle_2,0.12147399248970148,0.056119297565781025
core_1m,0.09058626900138761,-0.015116979643751995
kofbarometer,0.07972096678497503,-0.0013697810751501476
core_lag_1,0.07873698321695603,-0.047025509011809886
infl_e_current_year,0.060005209648028274,0.0010310211215574137
gdp_index_eu,0.057078126250563486,-0.0009807274083107093
gdp_index_ch,0.05142582727614872,-0.0008836085137653532
M2_change,0.030623171790304625,-0.01538731445402589
M1_change,0.029514851400083746,-0.014830413474698309
Saron_Rate,0.028769762062120133,0.014456026261704981
EU_fin_spread,0.028667312278150142,-0.014404548019918396
CH_2int,0.02818300420847378,0.014161196331472732
PPI,0.027762952694770172,-0.001238629913003072
headline_1m,0.02769415545749645,0.007788640443473314
