Feature,MeanAbsSHAP,MeanSHAP
variable_mortgages_lag2,0.032457742503168824,0.032457742503168824
variable_mortgages_lag3,0.013961666782975075,0.013961666782975075
oilprices_lag2,0.008598243011697383,-0.008598243011697383
kofbarometer_lag2,0.0068216572148095955,0.0068216572148095955
EU_fin_spread_lag2,0.004100572110600739,-0.003494377291769465
CH_2int_lag2,0.003893604554680258,-0.0012530541866021564
oilprices_lag3,0.003297743769844469,-0.003297743769844469
unemployment_rate_lag2,0.002759523075510726,0.0017698111110945594
Saron_Rate_lag2,0.002473871607229677,-0.00045104027037563626
kofbarometer_lag3,0.002299202897152541,0.002299202897152541
CH_2int_lag3,0.0016488658162740757,-0.0006653472073765746
infl_e_next_year_lag2,0.0016008260778361178,0.001586513908542071
EU_fin_spread_lag3,0.001450121644426245,-0.0012163268420654937
M3_change_lag2,0.0012383855576859283,-0.000917488982819435
unemployment_rate_lag3,0.001201092264587049,0.0006600494437017393
Saron_Rate_lag3,0.001006639853023536,-0.0003074340631851715
sin_cycle_1_lag2,0.0007970447743862959,-1.8621939001165275e-05
Wage_change_lag2,0.0007498340703336663,-0.0005136709424334663
M2_change_lag2,0.0007085060482334057,-4.736865792799974e-05
infl_e_current_year_lag2,0.0006616011501462468,0.0005092376835710347
Business_Confidence_EU_lag2,0.0005819813260470383,-0.00039975016771475407
target_headline_6m_lag2,0.000515714967467596,-1.8338939283542502e-05
M3_change_lag3,0.0005133288574307711,-0.00040109397306067245
infl_e_next_year_lag3,0.0004991308019974734,0.000495035763751432
fin_spread_lag2,0.0004611291241213444,0.0003483748262853759
target_headline_6m_lag3,0.0003387436562919281,0.0002005966471938351
M2_change_lag3,0.00031957042577831775,-6.637156603359239e-06
cos_cycle_1_lag2,0.00031499475692386194,-1.1977102470374676e-05
infl_e_current_year_lag3,0.00029857561461544565,0.00020980666000102084
M1_change_lag2,0.0002825522724910519,-7.661318982653349e-05
fin_spread_lag3,0.00026447839771879514,0.0002039780624051321
sin_cycle_1_lag3,0.0002555396018304858,-2.718550811483672e-05
Wage_change_lag3,0.0002490180829493831,-9.992961090723783e-05
Business_Confidence_EU_lag3,0.00020556747695812187,-0.00011715238933086874
M1_change_lag3,0.000171616381319567,-4.230974877825506e-05
PPI_lag2,8.456463258235893e-05,-3.320888516641688e-05
gdp_index_eu_lag2,7.925688242617619e-05,-2.8224110563584753e-05
gdp_index_ch_lag2,5.579002681419725e-05,4.322644469625328e-06
Manufacturing_EU_lag2,4.750294084634728e-05,2.2643991313988226e-05
sin_cycle_2_lag2,4.678404569983444e-05,1.085802621867123e-05
cos_cycle_1_lag3,4.4062436323931534e-05,1.3070037546572426e-05
gdp_index_eu_lag3,3.961481616146016e-05,-5.2246851837177624e-06
cos_cycle_2_lag3,3.910618264440628e-05,7.1587888654783395e-06
cos_cycle_2_lag2,2.730512575282018e-05,1.469090052229967e-06
PPI_lag3,2.675759846616956e-05,6.133274290740189e-06
gdp_index_ch_lag3,2.5349331102775352e-05,-8.127571482340073e-06
retail_turnover_lag2,2.1264801054750803e-05,-1.1725603007529767e-05
real_turnover_lag3,2.109315977465218e-05,-1.2370148347155171e-05
headline_1m_lag2,2.0284259182201415e-05,9.466195777381601e-06
Exchange_Rate_CHF_lag2,2.0175110156782797e-05,-7.30530523231942e-07
core_1m_lag2,1.7221713183589824e-05,-7.700861283292984e-07
Manufacturing_EU_lag3,1.2116402698293613e-05,2.9830418793132057e-07
headline_1m_lag3,1.1472408107747401e-05,-3.887745999912863e-06
Vol_loans_lag2,1.0514355326093774e-05,7.212105382111182e-06
Exchange_Rate_CHF_lag3,1.043730849441875e-05,1.7025664178526092e-06
retail_turnover_lag3,7.699623045632751e-06,2.5094819551083242e-06
real_turnover_lag2,6.961919880899926e-06,2.908759337855676e-06
Vol_loans_lag3,6.611529341181353e-06,1.5331687988513336e-06
core_1m_lag3,5.649233424894937e-06,-9.591008408728858e-07
sin_cycle_2_lag3,9.218378760607274e-21,3.947973051216435e-22
