Feature,MeanAbsSHAP,MeanSHAP
kofbarometer,0.08671384536096102,-0.007188258540040856
Saron_Rate,0.04785083273172423,-0.029925828272042355
variable_mortgages,0.046990183766219544,-0.040491403844264834
Business_Confidence_EU,0.03223301366401884,0.00695260784112294
cos_cycle_1,0.03049742680145483,0.0055152144505879845
EU_fin_spread,0.026815412670319016,0.006558873700250508
Wage_change,0.020158795996837404,0.002548843968477315
infl_e_current_year,0.019539866897925872,0.019225279974711303
CH_2int,0.017698463185753247,-0.012255428461479843
oilprices,0.016933751032543486,3.1087727916059564e-05
infl_e_next_year,0.013171449694522303,0.002328308181607402
gdp_index_ch,0.012553323330442474,0.0007753549155855281
sin_cycle_1,0.010583941923450416,-0.00507899737398011
M2_change,0.009311563297728257,-0.006334727299610625
fin_spread,0.006342248630397617,-0.006013105011380499
unemployment_rate,0.005704112699220615,-0.0010999424774833125
M1_change,0.00553481212431203,-0.0032430921094997083
M3_change,0.0048034788200045486,0.004454394137260606
PPI,0.004770160054750165,0.004098305434248194
core_lag_2,0.0038057486639766405,-0.0038057486639766405
headline_lag_1,0.003646592835191031,-0.003646592835191031
gdp_index_eu,0.0034058371815757407,-0.0034058371815757407
core_lag_1,0.0023241759661544147,-0.0023241759661544147
Manufacturing_EU,0.00185448926718291,-0.0016279361597043795
Vol_loans,0.0018118011443576144,0.0018118011443576144
headline_lag_2,0.001773961236103904,-0.001773961236103904
Exchange_Rate_CHF,0.0004772020083920796,-0.0004772020083920796
retail_turnover,0.0002542377268322102,-0.0002542377268322102
real_turnover,0.00016365667768749592,0.00016365667768749592
core_1m,0.0,0.0
headline_1m,0.0,0.0
sin_cycle_2,0.0,0.0
cos_cycle_2,0.0,0.0
