Feature,MeanAbsSHAP,MeanSHAP
kofbarometer_lag2,1.15166204680923,1.15166204680923
unemployment_rate_lag2,0.5061224581313991,-0.5060619639787463
oilprices_lag2,0.4710235391029903,-0.4710235391029903
variable_mortgages_lag2,0.29327129230341914,0.20526536175523216
kofbarometer_lag3,0.24181145825197825,0.24181145825197825
EU_fin_spread_lag2,0.20149299615905047,-0.20026600723457855
oilprices_lag3,0.20089028775957044,-0.20089028775957044
unemployment_rate_lag3,0.11689090140975116,0.11678729482129942
target_core_9m_lag3,0.09681161033530183,0.04231183884242396
gdp_index_eu_lag2,0.08632428140595884,-0.0005847849574194819
target_core_9m_lag2,0.08456447972444252,0.03476119400520548
Wage_change_lag2,0.08237922757076535,0.07547434024327723
Saron_Rate_lag2,0.07824569022291251,-0.07408364233831573
cos_cycle_2_lag2,0.07359134339653696,0.002990106357278441
M3_change_lag2,0.07270110461713086,0.07262750097461533
EU_fin_spread_lag3,0.06872185961399736,-0.0685426588134247
CH_2int_lag2,0.06620136404980705,-0.06230010524799184
variable_mortgages_lag3,0.06130633634729361,0.04283513077810452
cos_cycle_1_lag2,0.05162382908682875,0.00027583980383189623
infl_e_current_year_lag2,0.039672793307059445,0.001198278484067844
Wage_change_lag3,0.036001782518613634,0.03214664231393889
Saron_Rate_lag3,0.03183808524305392,-0.031145140500887004
M2_change_lag2,0.030852075956296854,-0.028456296985826843
M3_change_lag3,0.029073305567425985,0.029067066076332772
core_1m_lag2,0.029070781122752392,0.014549683709282902
Business_Confidence_EU_lag2,0.028083921008601354,0.005698264276790395
infl_e_next_year_lag2,0.027904245656956723,-0.02310367675446426
fin_spread_lag2,0.026934130073111472,-0.025985386347133498
infl_e_next_year_lag3,0.026053543042634377,-0.02558272505032334
fin_spread_lag3,0.024559495969202816,-0.023866230288050377
CH_2int_lag3,0.0209416198867364,0.013235553339232908
headline_1m_lag2,0.020188164092142035,0.010054065424988603
sin_cycle_2_lag2,0.01986811658391383,-0.0007698044767083549
M1_change_lag2,0.017379341655293704,0.01649054762959516
cos_cycle_2_lag3,0.017294194774026574,0.0008592856482729526
sin_cycle_1_lag2,0.016979097675069308,0.00041260402055140016
Business_Confidence_EU_lag3,0.013660384217061575,0.0049419389594821785
cos_cycle_1_lag3,0.012854432420283205,8.49868821224976e-05
gdp_index_eu_lag3,0.01224718989576655,0.002381076360591891
PPI_lag2,0.011506217851516684,0.003666276008274344
M2_change_lag3,0.008814981098431715,-0.008392222335299277
infl_e_current_year_lag3,0.008333377664997671,0.0014114999855280562
gdp_index_ch_lag3,0.007628935172387382,0.001332917001689614
Manufacturing_EU_lag2,0.007204516680587652,0.001747148519214756
M1_change_lag3,0.005399659458280993,0.005354214654190882
real_turnover_lag3,0.0053623607922042805,0.0010076728102590418
headline_1m_lag3,0.004138326904393225,0.001058971973046075
Vol_loans_lag2,0.003913537590373721,0.003890009898183375
core_1m_lag3,0.003847240939380056,0.0015265789614455742
gdp_index_ch_lag2,0.0034926054134188397,-0.0007429959928049158
sin_cycle_1_lag3,0.003059574284293938,-2.028531120749303e-05
Exchange_Rate_CHF_lag2,0.002520314158228758,-0.00012106182707231451
PPI_lag3,0.002114343928259585,0.0011634699023444892
Manufacturing_EU_lag3,0.0018400636614040388,-0.0006697877619780125
real_turnover_lag2,0.0017466545341524482,0.0005647125915023583
retail_turnover_lag2,0.0009177599781788878,-0.00029289761389202887
Exchange_Rate_CHF_lag3,0.000825138271612586,4.996915600740265e-05
Vol_loans_lag3,0.0007960717445090475,0.0006750043498059922
retail_turnover_lag3,0.0004157496538722746,1.6802158934972953e-06
sin_cycle_2_lag3,1.392828009607779e-17,3.2975647860608673e-18
