Feature,MeanAbsSHAP,MeanSHAP
variable_mortgages_lag2,0.07585586490354831,0.07585586490354831
variable_mortgages_lag3,0.03023014664473179,0.03023014664473179
EU_fin_spread_lag2,0.008162007643449256,-0.007909587712066561
CH_2int_lag2,0.00702295082759526,-0.005823438593165499
Saron_Rate_lag2,0.004897157969845328,-0.0037077196219725958
kofbarometer_lag2,0.004811682630907187,0.004728789173284637
EU_fin_spread_lag3,0.003220126054163464,-0.003158041412580945
CH_2int_lag3,0.0028080175840149726,-0.00249282202125077
oilprices_lag2,0.002470250259051176,-0.002466618504726884
Saron_Rate_lag3,0.0019403215799380876,-0.0016435569497810147
unemployment_rate_lag2,0.001935800695882866,5.4780224935895865e-05
M3_change_lag2,0.0017810677985961552,-0.0016680294559353627
kofbarometer_lag3,0.0015865128886839125,0.0015865128886839125
M2_change_lag2,0.0012142960056305628,-0.0007779506539756606
Business_Confidence_EU_lag2,0.0011430248877101778,-0.00033459850027461245
target_core_12m_lag2,0.001063427887786293,0.0007914137431836414
oilprices_lag3,0.0010456710227314512,-0.001033412085290864
target_core_12m_lag3,0.0008817523770518117,0.0006322772419845453
M1_change_lag2,0.0008112986741845809,-0.0005698085211465117
unemployment_rate_lag3,0.0007737950396926434,0.00013848618809884957
infl_e_next_year_lag2,0.0007601790580372634,0.00070754257095424
Wage_change_lag2,0.0007113042349927462,0.0005859523375112826
M3_change_lag3,0.0006986269670042038,-0.00067287970073968
Business_Confidence_EU_lag3,0.0005021969181403206,-0.00011921062722393093
M2_change_lag3,0.0004808530757387509,-0.0003370080342741797
fin_spread_lag2,0.0003918232154886643,-0.00023257739903749479
infl_e_current_year_lag2,0.0003682818599703897,-2.7414493197744295e-06
M1_change_lag3,0.0003190997481528144,-0.00023151231149951565
infl_e_next_year_lag3,0.00027204092983333303,0.00025115787416902645
Wage_change_lag3,0.00025981106047518886,0.00022244265264795821
gdp_index_eu_lag2,0.00022546094530147815,0.00010747691427576431
gdp_index_ch_lag2,0.0001736639421433283,0.00011747663489436309
fin_spread_lag3,0.0001733872875043312,-0.00012223461626848908
infl_e_current_year_lag3,0.00014587846954188885,-1.459562565750088e-05
gdp_index_eu_lag3,8.390732795776123e-05,6.446846304488613e-05
PPI_lag2,8.339419749053115e-05,-1.5619361246138032e-05
gdp_index_ch_lag3,7.181414599825874e-05,4.846742162649519e-05
cos_cycle_1_lag2,4.987116427283811e-05,5.209528898146375e-06
sin_cycle_1_lag2,4.18635718215657e-05,5.6412691819968405e-06
sin_cycle_2_lag2,3.099446643726693e-05,-1.314773776655698e-06
PPI_lag3,2.8191629745222445e-05,-5.968198737790246e-06
cos_cycle_2_lag3,2.0911876793221998e-05,5.929311264875279e-07
cos_cycle_1_lag3,1.9715004372199532e-05,-2.0875286498636835e-06
sin_cycle_1_lag3,1.8132740609021656e-05,-3.258027128457709e-06
cos_cycle_2_lag2,1.7031411831400562e-05,1.0187396828215837e-06
Manufacturing_EU_lag2,1.6474189720513105e-05,5.461311040668977e-06
Exchange_Rate_CHF_lag2,1.5921288256610922e-05,3.5443685118709817e-06
headline_1m_lag2,1.3927345603464404e-05,-1.912282082099712e-06
retail_turnover_lag2,1.2360805684695892e-05,8.804832699820986e-07
Vol_loans_lag2,1.2071473410693268e-05,1.0583452327164519e-05
core_1m_lag2,1.0832548475866098e-05,-4.955421116516494e-06
real_turnover_lag3,9.803728402202987e-06,7.025411561554584e-07
Manufacturing_EU_lag3,7.865517365243271e-06,6.512500470741685e-07
headline_1m_lag3,7.211210113636613e-06,3.2233157241591185e-06
retail_turnover_lag3,6.251896387937917e-06,1.9650790593451837e-06
Exchange_Rate_CHF_lag3,6.167017073545308e-06,3.7518198067490276e-07
real_turnover_lag2,5.415011928563858e-06,2.1368101907439765e-06
core_1m_lag3,4.930996367197142e-06,2.9297567044473934e-07
Vol_loans_lag3,3.986345050060862e-06,1.94717846990218e-06
sin_cycle_2_lag3,7.31434421746654e-21,2.089284429043124e-21
