Date,Target,Horizon,Factor,Variable,Weight
2015-06-01,Headline,3,Factor_3,Manufacturing_EU,0.3112
2015-06-01,Headline,3,Factor_4,Exchange_Rate_CHF,0.6237
2015-06-01,Headline,3,Factor_4,retail_turnover,-0.5079
2015-06-01,Headline,3,Factor_4,real_turnover,-0.2648
2015-06-01,Headline,3,Factor_4,Saron_Rate,-0.2177
2015-06-01,Headline,3,Factor_4,Wage_change,-0.2083
2015-06-01,Headline,3,Factor_5,Vol_loans,-0.5524
2015-06-01,Headline,3,Factor_5,Manufacturing_EU,0.3971
2015-06-01,Headline,3,Factor_5,unemployment_rate,-0.3236
2015-06-01,Headline,3,Factor_5,Exchange_Rate_CHF,0.2969
2015-06-01,Headline,3,Factor_5,infl_e_current_year,-0.2429
2015-09-01,Headline,3,Factor_1,Saron_Rate,0.3384
2015-09-01,Headline,3,Factor_1,M2_change,-0.3285
2015-09-01,Headline,3,Factor_1,EU_fin_spread,-0.3278
2015-09-01,Headline,3,Factor_1,CH_2int,0.326
2015-09-01,Headline,3,Factor_1,M1_change,-0.3084
2015-09-01,Headline,3,Factor_2,Wage_change,-0.3678
2015-09-01,Headline,3,Factor_2,Business_Confidence_EU,0.3288
2015-09-01,Headline,3,Factor_2,gdp_index_ch,0.3281
2015-09-01,Headline,3,Factor_2,kofbarometer,0.3015
2015-09-01,Headline,3,Factor_2,oilprices,0.276
2015-09-01,Headline,3,Factor_3,fin_spread,0.4512
2015-09-01,Headline,3,Factor_3,kofbarometer,0.384
2015-09-01,Headline,3,Factor_3,unemployment_rate,0.329
2015-09-01,Headline,3,Factor_3,Manufacturing_EU,0.3053
2015-09-01,Headline,3,Factor_3,oilprices,-0.287
2015-09-01,Headline,3,Factor_4,Exchange_Rate_CHF,0.583
2015-09-01,Headline,3,Factor_4,retail_turnover,-0.4341
2015-09-01,Headline,3,Factor_4,real_turnover,-0.3053
2015-09-01,Headline,3,Factor_4,oilprices,-0.2685
2015-09-01,Headline,3,Factor_4,Wage_change,-0.2319
2015-09-01,Headline,3,Factor_5,Vol_loans,-0.5068
2015-09-01,Headline,3,Factor_5,Manufacturing_EU,0.4206
2015-09-01,Headline,3,Factor_5,unemployment_rate,-0.3254
2015-09-01,Headline,3,Factor_5,Exchange_Rate_CHF,0.3088
2015-09-01,Headline,3,Factor_5,oilprices,0.2519
2015-12-01,Headline,3,Factor_1,Saron_Rate,0.3429
2015-12-01,Headline,3,Factor_1,EU_fin_spread,-0.3292
2015-12-01,Headline,3,Factor_1,CH_2int,0.3291
2015-12-01,Headline,3,Factor_1,M2_change,-0.327
2015-12-01,Headline,3,Factor_1,M1_change,-0.3059
2015-12-01,Headline,3,Factor_2,Wage_change,-0.3746
2015-12-01,Headline,3,Factor_2,Business_Confidence_EU,0.3354
2015-12-01,Headline,3,Factor_2,gdp_index_ch,0.317
2015-12-01,Headline,3,Factor_2,kofbarometer,0.2874
2015-12-01,Headline,3,Factor_2,gdp_index_eu,0.274
2015-12-01,Headline,3,Factor_3,fin_spread,0.4234
2015-12-01,Headline,3,Factor_3,kofbarometer,0.4022
2015-12-01,Headline,3,Factor_3,unemployment_rate,0.3302
2015-12-01,Headline,3,Factor_3,Manufacturing_EU,0.301
2015-12-01,Headline,3,Factor_3,PPI,0.2232
2015-12-01,Headline,3,Factor_4,oilprices,0.4537
2015-12-01,Headline,3,Factor_4,Exchange_Rate_CHF,-0.4238
2015-12-01,Headline,3,Factor_4,M3_change,0.3212
2015-12-01,Headline,3,Factor_4,retail_turnover,0.2945
2015-12-01,Headline,3,Factor_4,real_turnover,0.2378
2015-12-01,Headline,3,Factor_5,Exchange_Rate_CHF,0.573
2015-12-01,Headline,3,Factor_5,PPI,0.4
2015-12-01,Headline,3,Factor_5,oilprices,0.3336
2015-12-01,Headline,3,Factor_5,retail_turnover,-0.3099
2015-12-01,Headline,3,Factor_5,Vol_loans,-0.2561
2016-03-01,Headline,3,Factor_1,Saron_Rate,0.3452
2016-03-01,Headline,3,Factor_1,EU_fin_spread,-0.3294
2016-03-01,Headline,3,Factor_1,CH_2int,0.3293
2016-03-01,Headline,3,Factor_1,M2_change,-0.3273
2016-03-01,Headline,3,Factor_1,M1_change,-0.3048
2016-03-01,Headline,3,Factor_2,Wage_change,-0.3796
2016-03-01,Headline,3,Factor_2,Business_Confidence_EU,0.3345
2016-03-01,Headline,3,Factor_2,gdp_index_ch,0.3087
2016-03-01,Headline,3,Factor_2,kofbarometer,0.2738
2016-03-01,Headline,3,Factor_2,variable_mortgages,-0.2738
2016-03-01,Headline,3,Factor_3,kofbarometer,0.4113
2016-03-01,Headline,3,Factor_3,fin_spread,0.39
2016-03-01,Headline,3,Factor_3,unemployment_rate,0.3252
2016-03-01,Headline,3,Factor_3,Manufacturing_EU,0.312
2016-03-01,Headline,3,Factor_3,PPI,0.2533
2016-03-01,Headline,3,Factor_4,oilprices,0.579
2016-03-01,Headline,3,Factor_4,M3_change,0.3399
2016-03-01,Headline,3,Factor_4,Exchange_Rate_CHF,-0.2746
2016-03-01,Headline,3,Factor_4,fin_spread,-0.2594
2016-03-01,Headline,3,Factor_4,unemployment_rate,-0.2211
2016-03-01,Headline,3,Factor_5,Exchange_Rate_CHF,0.6648
2016-03-01,Headline,3,Factor_5,retail_turnover,-0.3619
2016-03-01,Headline,3,Factor_5,PPI,0.3228
2016-03-01,Headline,3,Factor_5,oilprices,0.271
2016-03-01,Headline,3,Factor_5,real_turnover,-0.269
2016-06-01,Headline,3,Factor_1,Saron_Rate,0.348
2016-06-01,Headline,3,Factor_1,CH_2int,0.3306
2016-06-01,Headline,3,Factor_1,EU_fin_spread,-0.3284
2016-06-01,Headline,3,Factor_1,M2_change,-0.3261
2016-06-01,Headline,3,Factor_1,M1_change,-0.3011
2016-06-01,Headline,3,Factor_2,Wage_change,-0.3837
2016-06-01,Headline,3,Factor_2,Business_Confidence_EU,0.3344
2016-06-01,Headline,3,Factor_2,gdp_index_ch,0.3001
2016-06-01,Headline,3,Factor_2,gdp_index_eu,0.2711
2016-06-01,Headline,3,Factor_2,variable_mortgages,-0.2708
2016-06-01,Headline,3,Factor_3,kofbarometer,0.4165
2016-06-01,Headline,3,Factor_3,fin_spread,0.3563
2016-06-01,Headline,3,Factor_3,Manufacturing_EU,0.3181
2016-06-01,Headline,3,Factor_3,unemployment_rate,0.3053
2016-06-01,Headline,3,Factor_3,M3_change,0.2815
2016-06-01,Headline,3,Factor_4,oilprices,0.6436
2016-06-01,Headline,3,Factor_4,M3_change,0.3261
2016-06-01,Headline,3,Factor_4,fin_spread,-0.2948
2016-06-01,Headline,3,Factor_4,unemployment_rate,-0.2549
2016-06-01,Headline,3,Factor_4,gdp_index_eu,-0.2071
2016-06-01,Headline,3,Factor_5,Exchange_Rate_CHF,0.6991
2016-06-01,Headline,3,Factor_5,retail_turnover,-0.3527
2016-06-01,Headline,3,Factor_5,real_turnover,-0.3014
2016-06-01,Headline,3,Factor_5,PPI,0.2753
2016-06-01,Headline,3,Factor_5,Vol_loans,-0.2328
2016-09-01,Headline,3,Factor_1,Saron_Rate,0.3508
2016-09-01,Headline,3,Factor_1,CH_2int,0.3324
2016-09-01,Headline,3,Factor_1,EU_fin_spread,-0.3266
2016-09-01,Headline,3,Factor_1,M2_change,-0.3247
2016-09-01,Headline,3,Factor_1,M1_change,-0.2979
2016-09-01,Headline,3,Factor_2,Wage_change,-0.3846
2016-09-01,Headline,3,Factor_2,Business_Confidence_EU,0.3338
2016-09-01,Headline,3,Factor_2,gdp_index_ch,0.2897
2016-09-01,Headline,3,Factor_2,fin_spread,-0.2772
2016-09-01,Headline,3,Factor_2,infl_e_current_year,-0.2761
2016-09-01,Headline,3,Factor_3,kofbarometer,0.4176
