Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,RMSE,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,SHAP_Shap_target_headline_9m_lag0,SHAP_Shap_PPI_lag0,SHAP_Shap_real_turnover_lag0,SHAP_Shap_retail_turnover_lag0,SHAP_Shap_Manufacturing_EU_lag0,SHAP_Shap_Vol_loans_lag0,SHAP_Shap_Exchange_Rate_CHF_lag0,SHAP_Shap_gdp_index_ch_lag0,SHAP_Shap_gdp_index_eu_lag0,SHAP_Shap_kofbarometer_lag0,SHAP_Shap_infl_e_next_year_lag0,SHAP_Shap_CH_2int_lag0,SHAP_Shap_Business_Confidence_EU_lag0,SHAP_Shap_M2_change_lag0,SHAP_Shap_fin_spread_lag0,SHAP_Shap_oilprices_lag0,SHAP_Shap_Saron_Rate_lag0,SHAP_Shap_unemployment_rate_lag0,SHAP_Shap_infl_e_current_year_lag0,SHAP_Shap_M3_change_lag0,SHAP_Shap_Wage_change_lag0,SHAP_Shap_M1_change_lag0,SHAP_Shap_EU_fin_spread_lag0,SHAP_Shap_variable_mortgages_lag0,SHAP_Shap_headline_1m_lag0,SHAP_Shap_core_1m_lag0,SHAP_Shap_sin_cycle_1_lag0,SHAP_Shap_cos_cycle_1_lag0,SHAP_Shap_sin_cycle_2_lag0,SHAP_Shap_cos_cycle_2_lag0,SHAP_Shap_target_headline_9m_lag1,SHAP_Shap_PPI_lag1,SHAP_Shap_real_turnover_lag1,SHAP_Shap_retail_turnover_lag1,SHAP_Shap_Manufacturing_EU_lag1,SHAP_Shap_Vol_loans_lag1,SHAP_Shap_Exchange_Rate_CHF_lag1,SHAP_Shap_gdp_index_ch_lag1,SHAP_Shap_gdp_index_eu_lag1,SHAP_Shap_kofbarometer_lag1,SHAP_Shap_infl_e_next_year_lag1,SHAP_Shap_CH_2int_lag1,SHAP_Shap_Business_Confidence_EU_lag1,SHAP_Shap_M2_change_lag1,SHAP_Shap_fin_spread_lag1,SHAP_Shap_oilprices_lag1,SHAP_Shap_Saron_Rate_lag1,SHAP_Shap_unemployment_rate_lag1,SHAP_Shap_infl_e_current_year_lag1,SHAP_Shap_M3_change_lag1,SHAP_Shap_Wage_change_lag1,SHAP_Shap_M1_change_lag1,SHAP_Shap_EU_fin_spread_lag1,SHAP_Shap_variable_mortgages_lag1,SHAP_Shap_headline_1m_lag1,SHAP_Shap_core_1m_lag1,SHAP_Shap_sin_cycle_1_lag1,SHAP_Shap_cos_cycle_1_lag1,SHAP_Shap_sin_cycle_2_lag1,SHAP_Shap_cos_cycle_2_lag1,SHAP_Shap_Constant,Shap_Base_Effect
2015-03-01,2015-12-01,-1.316989762101528,-0.042148393947948615,-1.3114838914199105,-0.8504349250996538,0.748556268149232,1.285264162747363,1.6252205139556906,0.8655276943853559,0.8622949750479392,99.99999999999999,3.295189435988214,-2.5791064899027165,0.7647590001728085,0.05072686042009995,-1.1762761809780972e-06,3.214835532061799e-08,6.3826354258754e-08,9.919767462941717e-07,-1.2836124870246944e-08,-3.6417269660666145e-10,1.342661684391762e-06,-8.146820283566317e-08,-6.210463144918015e-08,-1.6512356909012975e-05,-6.254392896255418e-08,2.429970204141171e-07,-7.199593666614676e-07,-2.7479298669404616e-07,1.8282453678922907e-07,-1.3210202752755815e-05,2.2441169763748287e-07,-6.745970380722964e-07,-1.4495797645467704e-08,-1.5231986254145888e-07,-5.74997201101341e-07,-1.2503503222051867e-07,-7.672299038680341e-07,2.6091096382966895e-06,9.275704371504712e-08,5.51076527262236e-09,6.840504636223538e-08,2.3952356089239536e-24,-3.255603638624474e-23,-3.623566697652814e-07,-3.484915878807711e-07,1.2031010257924335e-08,-2.118266796381541e-08,-1.0114464913220442e-07,2.2946045851327381e-07,-5.7839884158027803e-08,-1.6844188240123367e-08,7.455203901956675e-08,-5.9285653756952824e-08,1.7993654154813744e-05,-4.245401690732112e-07,-3.049696136946833e-07,4.092274416636814e-07,1.0414943703210384e-06,3.109454692424336e-07,-2.028111954278681e-07,-9.248428649271515e-08,-1.4967866769874267e-06,-1.5096919691041193e-08,-7.767393010809552e-07,-3.490813201155309e-07,1.0620817902353855e-07,3.339360938273346e-07,-1.7291811141197222e-06,-6.024735905785066e-08,-6.99565804022075e-09,-4.3048894778733e-08,-4.611100233023757e-08,1.4490754892824185e-07,1.8780525596642068e-07,0.32605878213701645,-0.36318384873146314
2015-06-01,2016-03-01,-0.8644840978884183,0.4558113099064321,-0.8682392014644225,-0.33269713457574523,1.2692715309139688,1.745191258775969,1.74317996384417,0.9153300276888117,0.9082702106101361,99.99999999959311,-3.4616828175433128,3.1130539490241333,0.7624618683174756,0.050981018721703394,-1.2958255207944667e-06,-9.360105251483679e-08,-2.547512631259007e-07,5.274171937852159e-08,6.438621386206436e-08,-4.0842521209094475e-11,-6.171667210201563e-08,1.1037352013632024e-09,3.699501781550125e-07,1.8380258448820515e-05,2.6611354296198263e-08,-5.368610261923379e-07,1.502780744308359e-07,1.6226954440752094e-07,4.672206591435585e-08,-1.1036198144164171e-05,3.2953593642374374e-07,1.5296462098097211e-07,-5.7167333403021944e-08,-4.613309631433487e-07,3.247220662601714e-08,6.178556253032004e-09,-1.4475051712288584e-07,5.210491612094902e-07,-6.061311012368421e-10,1.0597017603337215e-08,-2.6570745626275704e-23,-1.8670284353313182e-10,8.450750797603728e-24,2.288305659642018e-07,2.2372504403441647e-06,-2.7901550613076534e-08,-9.604265424629558e-08,-3.955275411323971e-08,-1.195666392689058e-07,-3.5957285327324623e-09,-3.1515366884573834e-07,3.62949458497701e-07,2.687177523019454e-08,-2.376646883982357e-05,-7.006699130575149e-08,1.9498622723656513e-07,2.3225313340124206e-08,3.039927385652883e-07,-1.0969684705991811e-07,-7.95277319288649e-06,3.3265182121634894e-07,-2.148354805475683e-06,-6.3620899751003365e-09,-2.1451887869858672e-07,-1.9511753676055533e-07,1.0448491775768551e-08,-1.8649852854057515e-07,1.0384389439433656e-06,5.964648500431595e-08,9.010202580406865e-09,-4.853783051820924e-08,5.2216818655113e-08,-1.8146044940444238e-07,-3.541952635592397e-08,0.30383000876659605,0.12440085030744896
2015-09-01,2016-06-01,-0.3747694568706272,-0.370063031486778,-1.7363541877611905,-1.1763056441751087,0.4164136626406496,0.9185150448219064,2.2150439893739984e-05,0.18415150567726288,0.1854288237686109,99.99999999999979,-2.40818826664532,1.5095808514269917,0.7785680272218173,0.49764522376831855,-1.5295227443042613e-08,5.718695070844098e-07,-4.868887561582418e-08,-1.808361194794452e-08,1.9777001213807663e-07,5.9784338226332696e-09,-2.1162519515032949e-07,-6.158365414547443e-08,9.764967459788889e-08,-7.296371573371546e-06,-9.050700387717764e-09,3.080968098533141e-07,-3.831149608430154e-07,-2.9656692168044276e-08,1.7270658694406127e-08,3.4182384831780223e-06,-3.1548073431309713e-07,-1.16208843521566e-06,-1.1070314312303304e-07,-3.9132065312494496e-07,7.320197777510089e-08,2.192275684513231e-07,-2.5024450774147436e-07,-7.290721358444831e-07,-1.360818125352784e-08,-5.366193163468607e-08,-9.203128488977036e-08,-3.2280018910928546e-23,1.6311584000000887e-23,-1.3976552273954287e-07,1.2785115248612987e-06,1.9371092683880076e-08,2.3907589885566345e-08,-8.656180543462937e-08,8.442248030034521e-09,-8.968909629088365e-09,-2.3509540424243347e-09,4.150895698236302e-09,6.976704915937686e-08,5.432140115712994e-06,3.376196486615435e-09,-6.262828951046139e-07,5.427513983045109e-08,-9.694172044295135e-08,-1.9407563559037423e-07,-1.1681564010249768e-05,7.484018248189753e-08,-1.008480767297415e-06,-3.515019373962218e-07,1.5439734369354436e-07,-2.9248256414781436e-07,1.2131649280790872e-07,-7.246977214060807e-08,6.020213291531664e-08,-2.1085295987243636e-08,1.0451411616864341e-08,3.575814812853413e-08,1.1041787659932596e-08,-2.5580635236997215e-07,-5.027025232972907e-08,0.28496917538424965,-0.6775885922372993
2015-12-01,2016-09-01,-0.181689804921703,-0.13136261638771868,-1.3870684590002451,-0.8791846246558901,0.6256152358336665,1.1131023798850725,0.0025328259057352033,0.18281193852225766,0.17966214046172596,89.00106793656032,0.8802255532502135,-0.8090128395985879,0.7591717336208913,0.47762569455074844,1.458697965031637e-06,7.0849973367577584e-09,1.3017271953701597e-07,1.751852588878437e-08,-6.300270287205248e-08,4.090488571482342e-09,-1.2524355694466403e-09,2.1110097110296332e-08,-9.495806964453243e-08,1.812889460553205e-05,5.580683716244567e-09,-1.5569237722695144e-06,1.668145624999402e-07,1.664827877085797e-07,1.1168351678588347e-06,6.926290372871582e-06,-2.3255273773431247e-06,3.6628297148909003e-06,2.3230660260057692e-08,4.372428540155164e-07,4.7792527711573574e-08,1.253696230195547e-08,3.3220763570035054e-07,4.002481071201167e-07,1.7745595420394355e-07,-4.0733342784128596e-08,-2.1697263864797117e-23,7.644527450134485e-08,1.8861031746661875e-24,3.0771349892271415e-07,2.0196452461984686e-08,7.473592485644142e-08,-4.146036133047088e-09,8.237644409323205e-09,4.073648083081487e-08,-1.011811367461788e-08,4.3667871432301925e-08,-7.504054351944037e-08,1.7606159758017606e-08,3.158695619592687e-05,-4.427955909460126e-08,-6.534543173975568e-07,2.459030494993925e-07,1.0409557014303415e-07,2.751085272186116e-07,-1.4109447608624067e-08,-7.631795665196887e-07,-3.4588883328874013e-06,5.6186563491425224e-08,-4.549648402037549e-08,-6.293812122653624e-07,-3.4607389917271555e-08,1.7531536014256865e-06,1.1654145908470734e-05,-3.853952310778312e-08,5.499684944741002e-08,2.423146433712665e-07,5.366139913317462e-07,-1.5855714680811277e-07,2.240825363741921e-07,0.26813713873145906,-0.4006181714402146
2016-03-01,2016-12-01,-0.0067578301338855,0.3346879543332268,-0.9537867938426345,-0.45883425874014555,1.0811615072560836,1.571348399686272,0.11658522373036169,0.2393068814053765,0.23488679673493673,99.99999999999883,-0.11883681537816662,0.4155885315546739,0.7578995703988252,0.33116729989138394,1.3301093583218211e-06,1.3326088742282374e-07,-1.4360157971973217e-08,-1.3336395007992138e-07,-1.1473941699985464e-07,9.955346434881146e-08,-2.7694790766582847e-08,1.0239460885451936e-07,6.9512967907030946e-09,6.884968808709028e-06,-6.664098656034961e-07,-4.81519316894984e-07,-2.164035988925976e-07,3.0546453776025e-07,1.446380506938268e-07,-2.0519200022415244e-06,2.632063345931026e-07,4.277131223849874e-06,-5.410277079974658e-07,1.2006451611702374e-07,8.570066764771891e-08,2.0023993983837398e-07,2.8126003700027468e-06,3.3843229527270247e-06,1.6358182956498607e-08,2.4243904301214628e-08,1.2578166140867582e-07,-7.825072018090694e-24,2.1590465873917218e-23,3.6459512874383403e-07,9.404230862145002e-07,2.2721831874129203e-08,-9.87280348432461e-09,2.3705782827323794e-07,5.561653126309917e-08,-9.683157804666013e-08,-2.8444090238296846e-08,2.6506998550409676e-07,2.077560927565555e-07,-1.659156097489802e-06,7.583103150639542e-08,9.574678528998306e-07,4.498740678151764e-07,-2.999152144662056e-07,4.4240062378957735e-07,-2.0562441420550446e-06,1.0629007986728052e-06,-9.470556630403063e-08,-1.5691852297673502e-07,1.8991810482783966e-07,6.529363075167387e-08,-5.358368313421102e-08,2.2113155212298507e-07,-4.8623251961316005e-06,6.649074825823443e-08,-9.698031914035602e-08,-3.842183667601567e-07,-7.317251309936109e-09,5.784585453546558e-07,6.136913087505079e-08,0.2490732481124078,0.08932181548164664
2016-06-01,2017-03-01,0.5662310222083633,0.8533794350963171,-0.35156858241781974,0.13807287006788185,1.6193991788548612,2.110619273932509,0.08245421102407079,0.22475568744022018,0.22446668015235824,99.99999999999876,-1.9013071670144386,2.2728607452268363,0.732584318719243,0.33840066976434496,2.9531277716914215e-08,-1.8808230613012924e-08,7.691379027538964e-08,-1.4249950475155833e-08,-2.9671912967363317e-07,1.0907237657689945e-07,-1.9602700040560663e-08,6.022725351015784e-08,2.353766918253554e-07,2.4270871117228627e-05,-7.094464049176214e-08,4.5247445453641695e-07,-3.288318706348582e-09,7.602722949328882e-07,1.6371934517006814e-07,5.217837735716654e-06,-1.991856557572977e-06,2.58096982842741e-06,5.966172529303427e-07,-1.218660752297205e-07,-2.29144792312842e-07,6.746880972957685e-08,5.466277909640533e-07,-4.37962518215672e-06,-2.561832864803517e-08,-6.358652301479419e-08,-5.60855340257842e-23,-5.483520277610134e-08,4.799978783178683e-23,5.408825477330762e-07,-1.1052988182394426e-06,-2.0446169650541914e-08,1.2745164522709493e-08,1.196432329843898e-08,-2.0693430509947893e-09,-1.032696727545768e-08,-2.065757745815845e-08,-4.108634404957099e-10,2.0803090132876475e-07,-1.0524088463447708e-05,3.764530696891128e-07,1.6397730736885419e-06,-4.414543873867056e-07,6.183938395195576e-07,-4.0517107124386146e-07,6.722333290417035e-06,-9.265285713394645e-07,-3.6490885599518076e-06,3.126018796923708e-07,2.4841636816768865e-07,-1.2841618531965053e-07,-1.2373909224417246e-08,-1.3784079380329902e-06,-2.807280438938229e-06,2.506149528902912e-08,-2.9295872486672213e-09,2.4819646780487246e-08,-5.582744491518905e-08,-1.601211288173135e-07,1.0877421823404086e-07,0.23858184623555073,0.61411549132524
2016-09-01,2017-06-01,0.197006545721301,-0.25981221666567594,-1.4743422895700136,-0.9834904283963009,0.46899996649476094,1.018933002612218,0.2086833816687693,0.2808749760911916,0.27959511044003893,19.307045640984608,0.1275259628112294,-0.3470397281046095,0.7157990357187847,0.7317711277945598,1.2477550325562542e-06,-3.088383076282352e-07,-1.1083734195902044e-07,-2.7558946095047223e-08,8.600084580535045e-08,6.971232587538319e-09,-1.2116766607525572e-09,-1.068717174533795e-07,-1.528050544265556e-07,-2.8705064395150816e-05,1.463160630854892e-07,-1.1248946257919401e-06,6.806524583066169e-07,1.0352034584937634e-06,-4.6119927798617457e-07,-7.67198333844874e-06,-6.041295827327284e-07,-1.03302673317589e-05,1.9487964923949127e-07,-3.326286413187744e-07,-1.3821301378463964e-07,-4.341239175888099e-07,1.9464195891926515e-07,1.771373217208474e-05,2.0307142682181248e-08,-1.0301785635951246e-08,2.685860173409665e-08,-1.1996804024552873e-22,7.915432705726687e-23,-4.247989183121883e-07,-2.580778270946026e-07,6.444429877055582e-09,-1.0254480307235964e-08,-1.3847882519792844e-07,-6.086813428743797e-08,1.1130346598778114e-08,-1.5013813978332865e-07,3.3478947111829324e-08,-6.303123163071014e-08,-1.3522875417163681e-05,1.2672280945549243e-07,2.0806495546604147e-06,1.8655332429861276e-07,4.95783910430186e-07,-5.954527049763909e-07,2.3501442818573703e-06,-3.332566020983987e-07,9.653993395888939e-06,-2.9584179556796575e-07,-6.860154400425147e-07,-6.742898625575769e-07,-7.581795352511916e-08,-4.232085929966704e-07,-2.6790602142006767e-05,-1.686818959226589e-08,-1.2816254817018203e-09,1.3192321845619022e-07,-1.9720392252033178e-08,2.1678301965020267e-07,-8.169501477719949e-08,0.2273304873025711,-0.4845089402883751
2016-12-01,2017-09-01,0.6499245207629123,0.0007784778064952869,-1.233629016743529,-0.7884929979720786,0.7672854618892865,1.3148716524083237,0.4213905850859744,0.3874827224206672,0.38405729005109185,84.80505843750541,0.5325565550534708,-0.40804672166035205,0.7719184008595594,0.796564249092732,4.952472066531372e-07,1.1465133915921791e-08,-5.5114490703518035e-08,2.1270031183505565e-07,-0.0,-8.013539455520102e-09,1.2226025666526474e-09,6.852793745896173e-08,5.6551947927429366e-08,-4.978380632041338e-07,3.891754591229207e-08,7.135430925940051e-07,-8.697767540431949e-08,2.2407684638882552e-07,-4.1747661096455776e-08,-4.026935889719944e-06,7.301463359704524e-07,2.6574670621933748e-06,6.323205678690704e-08,-1.954526267084441e-06,-6.897126238564671e-07,-3.6103431951471756e-07,-9.325027837549636e-07,-2.0213033945534654e-05,-4.989252748346562e-09,-3.675043742376732e-09,-1.1987119494427335e-22,-1.109928875742017e-06,-1.7626916803858062e-22,2.84548009905362e-08,-2.3824759797465383e-06,2.762010402156313e-08,-1.15827931369236e-08,-3.648816309953403e-08,4.324208192529537e-08,1.41225545539047e-07,-1.145685705151614e-07,-5.583993952001583e-08,-1.8315898075856286e-07,3.218010059644344e-05,1.3721220994099052e-07,3.818022701156927e-07,-1.195992841385094e-07,-2.933837504671946e-07,1.7241934253666118e-07,1.3236719624563898e-05,1.4566840655899137e-07,2.864848945944106e-07,-6.270948491357667e-07,-8.647049179878624e-07,-6.222499288178601e-08,-3.7735520245966535e-07,-1.742400522787463e-06,-1.610028728146552e-05,5.3858726375496956e-08,2.898712332509743e-08,-8.470003400368147e-09,7.545274645495971e-07,-3.895133050678837e-07,-3.753691389006907e-08,0.2168343576652868,-0.2256861966523971
2017-03-01,2017-12-01,0.8352077270444624,0.851288193283372,-0.39290934816564754,0.08801912436843887,1.6257407403804192,2.189905884800881,0.00025858139446071065,0.17887873782418862,0.17942496672696218,43.65057092820012,0.3970032072927109,0.54929633745143,0.7585440984774906,0.4911372088084637,2.0300037226213292e-08,-6.755604251866576e-09,-1.6375763706725507e-10,-4.611234829071832e-08,-1.4711946045747406e-08,2.79959260625236e-10,1.3563158381340998e-07,-5.574815158765336e-08,6.681007841940147e-07,-4.239366704523214e-06,-2.1537926907420608e-07,-8.011806563602183e-07,4.8692240957948825e-09,8.880599831119462e-07,4.879830857858949e-07,-1.408021195118532e-05,-8.812255635096885e-07,4.447710557776443e-06,3.5589124470868484e-07,-3.791589646741739e-07,1.0477103796952207e-06,9.342763950522096e-08,2.051175817887685e-06,-1.2738690201342811e-05,-9.228957613022204e-08,1.0174929159306158e-07,5.360909671549664e-07,1.2213474866163353e-23,-2.1115687535832213e-23,3.281442003016548e-07,-1.4894571383404265e-07,1.2761537843479116e-07,2.0391254837340735e-08,5.014963323047489e-07,1.1501379313391413e-07,4.4722862157013106e-08,-1.7499982769229104e-07,3.9230931184094753e-07,-1.148360536838836e-07,-2.5774422382897363e-05,2.391861656977057e-07,1.663305507184637e-06,4.1127282964009464e-07,-9.05388264489086e-07,-8.975262893708645e-07,-2.0350360488907114e-05,-1.7102724071736e-06,1.8994919144627636e-07,-1.2348265603888997e-07,6.056447388900862e-07,-4.328527970644431e-07,7.993394974841728e-07,2.618023417350991e-06,2.3947958600925133e-05,1.371040443510774e-07,7.200840429237267e-08,6.314681882681046e-07,3.047353693131025e-07,2.4658481729593323e-07,1.1401696395614178e-07,0.20702714164039154,0.6623106678238955
2017-06-01,2018-03-01,0.7922465951253344,0.4528338276981001,-0.7979225346020444,-0.2663020530073759,1.2276019508593525,1.7266174409796995,0.11520102669261381,0.2353185080821142,0.2341936665209755,32.60785002987728,0.3171428959235974,0.22130851845139496,0.7403631487371876,0.6722374281638177,8.221940709681216e-07,-2.943395324738984e-07,4.080223198008401e-08,-6.179009877984491e-07,0.0,-1.328968184902152e-07,4.2599148538554577e-08,-8.780379120560684e-08,-8.330727118213841e-07,-1.2916319461495678e-05,1.5967183069536977e-06,-1.4895815144851535e-06,-1.02113455921075e-07,5.717653287880768e-07,7.322543615986398e-07,1.6735080476477677e-05,8.737616763158047e-07,-2.435112726809021e-06,6.03098507894369e-08,-3.9373000527884307e-07,2.2297574885543312e-07,2.2805424485059972e-07,4.492522055300913e-07,-3.753414014099456e-06,2.6087296276455972e-08,1.2027029728476158e-09,6.4382341102140584e-24,-6.475618556137115e-08,-1.9509465689175344e-23,1.7089278044353487e-07,-1.7252917801820984e-07,6.983389620810665e-08,-8.218021918695393e-09,-5.8422319871026636e-08,-3.1972488518041585e-08,6.429211353379355e-09,1.273648779416066e-08,-1.8109061364759403e-07,-2.389325873367431e-07,-1.8065090571343943e-05,-1.082707354046694e-06,1.2164630904125915e-07,-3.6796953322396274e-07,-6.038711767618734e-07,-1.6295700603715543e-07,5.321218175239295e-06,1.4407667032977933e-06,1.0031369813530264e-06,-3.383723714782874e-07,7.725239130898858e-08,-1.1189588114655454e-06,1.4025494589169365e-07,7.420562349397303e-07,1.4284132660269441e-06,1.4425457173518615e-08,-1.9095729185426984e-08,2.2303516865090756e-07,1.8678638509521628e-07,4.595134641269472e-07,-1.0536862856106356e-07,0.20103867079422838,0.24489101483817777
2017-09-01,2018-06-01,1.1400673781712278,0.1592042054530211,-1.1785421188000527,-0.6326572111968116,0.9131021062953129,1.3884700552681881,0.9620925635948265,0.635643731335483,0.6300819896050405,99.99999999997598,-0.6991167682003382,0.6866034456278397,0.768992590801855,0.9008161264498971,-2.9363497634409804e-07,2.0798530960445466e-08,7.617377526145123e-10,7.551037414537889e-09,1.1136662491730813e-07,1.902581269576272e-08,-1.183817242117939e-07,-4.1234919199789836e-08,7.994663007013327e-07,-2.887720770307695e-06,-2.1291492088969365e-07,2.604055179264241e-07,-2.0721028066691687e-07,5.015967667697004e-07,1.1871077081357007e-06,-1.290818148600145e-05,-1.664557872753549e-06,-5.3708566406452595e-06,-5.774974583355407e-07,7.038249134318049e-07,7.389743087129328e-07,-1.3824947031885794e-06,-2.14323701534459e-06,-5.351760319977937e-06,2.4716555003461386e-09,2.398859526378284e-08,2.0626476035935447e-07,7.273914406249807e-23,-9.725697604540315e-23,6.236374081977593e-07,-8.352253017850355e-07,-8.644788356890772e-09,7.454341394781908e-09,8.266268592243415e-08,-2.6770280354818453e-08,9.550436633478563e-08,-3.580149926466126e-08,5.325450539581414e-08,-5.573443246165282e-07,-5.385786463397563e-06,2.95255328984573e-07,-6.27054455073773e-07,1.8126928812415697e-07,-8.65472134045795e-07,-2.805034870402111e-07,7.944894811285034e-07,9.05734127637627e-08,-3.3094208793027788e-06,-3.4271633386584875e-07,-5.973708139345391e-07,-1.7120712582126545e-08,2.1583948241473594e-06,-6.962120589465365e-07,-1.1714115066336884e-05,2.3565251317282913e-09,-2.4536795876676036e-09,7.710349078703361e-07,-1.5595076196795304e-07,-1.7408723127189888e-07,5.0379815307710734e-08,0.1910439478281949,-0.03159096524676386
2017-12-01,2018-09-01,0.9846101138386132,0.17669814997178335,-1.1386313824682266,-0.6345539510885934,0.9232390271810155,1.394060929535621,0.6527217413591577,0.5056597455053785,0.5018578168699225,99.99999999999638,-2.2113493896216485,1.8378522043464822,0.7551785600264366,0.8601245874670724,3.065647361173311e-09,1.119545943524246e-09,-3.0220269737496696e-07,-3.781797839369951e-07,-6.930077701928597e-08,-9.442135659306119e-08,3.2318144077762394e-07,-1.393116863505911e-07,-2.645929075846066e-07,-3.2561618565276646e-05,3.3493049905689717e-07,7.802386167389548e-08,3.583141614763019e-07,5.216338901266762e-07,-2.3697213747925196e-07,-1.0637107251312805e-05,1.2790848275561482e-06,-9.305680026297696e-07,1.3056354486571486e-07,-1.4743726162924574e-06,-3.6482492898969213e-07,-2.726682876503632e-06,-1.9211444488593242e-06,4.076058222107965e-06,-1.2273765675612447e-08,5.294583271978733e-09,-3.980824931834224e-23,-1.1758807453320879e-07,-8.649803819772613e-25,-2.9873608705681223e-07,1.0426742597663438e-06,5.355759920227421e-08,-3.7185321436244453e-09,5.9238405666402646e-08,1.4205439197700674e-08,-8.72507687187212e-08,4.789270173092194e-08,1.5864695862817846e-07,-6.616859407796282e-07,2.722693112561682e-07,-4.0339200323635916e-08,-1.3675736372978435e-06,-1.3819830748447962e-06,-1.9231344596694937e-07,-1.1881775329712712e-06,-7.848186779009904e-06,7.703802669940073e-07,1.4560970932009546e-06,9.263527489287818e-07,-8.657500400609954e-07,1.5308254096086567e-07,-1.1063579172896353e-06,1.075243027749628e-06,5.221718844602525e-06,-5.448850812727829e-08,-1.2302526040993297e-08,-1.965901232248725e-07,3.2036493731857965e-08,2.870474051539055e-07,-2.2934347307167872e-07,0.1907471422709052,-0.040402990370846936
2018-03-01,2018-12-01,0.6891110180748505,0.8170636425546227,-0.38057083004323145,0.07360653634731924,1.6064297681486746,2.1033288759192077,0.016371874111261595,0.19059758494822093,0.18880966439356045,29.78793327860743,0.4038001034044796,0.519540712106633,0.7532002878527174,0.42839076317112024,-1.1147090688063533e-06,1.2590655783297654e-07,5.61725915372947e-08,3.1649636083841386e-09,-2.4265703971150814e-07,-3.519382613235271e-08,-4.97110136349822e-08,4.036880050543283e-07,-1.4300014959089167e-07,8.584428148895177e-06,1.3244448448832855e-06,-2.766872215618275e-07,1.1548123959510949e-06,-1.2375039730778943e-06,2.3129892667118788e-07,-1.999546508197682e-06,1.9451789828211266e-07,4.751432456320834e-07,1.138010178034497e-07,8.797084290494238e-07,3.63197584058475e-07,-5.841346250845056e-07,9.81792350766758e-07,-2.484458253829883e-06,5.7524984360146546e-08,-1.291987895144512e-07,3.024254282354551e-07,1.918239499448718e-24,2.1633335416435477e-23,-1.1763439902261596e-07,2.7322842304386743e-07,1.372135690178376e-07,-2.1921715209346063e-07,3.721841358430681e-09,2.3938098777185244e-08,1.3548687463211949e-08,5.315914232437454e-09,2.3963320954848158e-08,1.275386000319073e-07,-5.54587739559333e-07,7.627024672991374e-07,4.7264300549933135e-07,7.187453930885923e-07,-1.3311000280718167e-06,3.222995243966043e-07,-2.391465471286614e-06,-6.538918300575796e-07,5.346247583943731e-06,-2.176044865503468e-07,7.573803635182649e-07,-1.3920013198799845e-07,1.0824924983342467e-06,-1.1184777176380595e-06,1.416227725287237e-05,1.6026965430772797e-08,-1.447259884102866e-07,3.5390110016030684e-07,-3.919603532103571e-08,-4.784671548544299e-07,-2.5642889316476875e-07,0.18402640617284144,0.6193495359047674
2018-06-01,2019-03-01,0.7264280628502817,0.793279262595825,-0.5083988404019923,-0.017075502216319004,1.573273945489803,2.187617240443694,0.004469082907418531,0.18674958470074815,0.18839939563000055,38.60494041488526,0.561492459627203,0.348034210121896,0.7859547301463378,0.4669121158393672,-1.6200052829969297e-07,7.446625844248707e-08,2.0014612316804887e-09,-7.161891433909245e-08,1.1487482936243901e-07,-5.225620167874845e-08,-1.1636254917322925e-07,-1.2504533788056841e-08,-3.80641095659514e-08,1.62478343371849e-05,-6.087803609110011e-07,-1.0578011412910952e-06,-1.8660117449361703e-06,-8.477090435242347e-07,-6.330739188339563e-07,6.902217008941066e-06,-4.3124911235722223e-07,-4.291734590806373e-06,6.736842296312162e-07,-7.530564347987893e-07,1.8065011446468387e-06,6.665869935501839e-07,-1.1282511175262157e-06,1.4449705771564133e-05,4.257907076634026e-10,-1.3616048935096451e-08,-4.2773251578005636e-23,-5.93423316768881e-07,-1.220592039183906e-22,-8.504453197875095e-08,-1.3491233597522072e-06,-1.792449408446095e-08,5.1298045612750124e-08,6.612687037553781e-08,-3.067188530908477e-07,-1.0272239357417819e-07,4.787525795342372e-07,-1.6465152050034508e-07,3.758211529430997e-08,-2.774163421255768e-06,1.081135513576508e-06,4.41418090834197e-09,-1.451372350542204e-06,8.383017360945774e-07,1.574474817429264e-06,-5.757850283489015e-06,5.748443481116886e-07,-8.096952596632517e-07,5.35649147525211e-07,2.469398184494616e-07,-8.117334410060482e-07,1.4185041980046793e-06,2.4515446001731767e-07,1.1254078430390923e-05,1.4901981822062526e-08,-4.777992736558482e-10,3.803678069508832e-07,-9.857450449027572e-07,-7.655287487323819e-08,-1.9626485015398742e-07,0.18078416359780058,0.5927117978840712
