Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_target_core_3m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_time_index_length_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_core_3m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_time_index_length_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2012-09-01,2012-12-01,-0.3776404355736673,-0.23961317392684123,0.7428600264001259,0.7395939743088067,-2.0690119469027746,0.019051524957721378,0.4788714929161424,61.88428801498361,-0.17167212576283952,0.3307502969970142,3.1403276194409,-0.5585614490200008,-0.5240546336082943,-1.8313579843560184,-1.2996595490849296,0.2674546403727532,0.7809304081756189,-0.464151340126584,0.18483898171854618,0.18405910198013345,-1.8694513375266169,-1.3377529022555281,0.22936128720215473,0.7428370550050204,0,0,0.0003822103321197554,-1.2190937877408682e-05,-1.7496705482298116e-05,4.754892741419634e-06,7.333089083737738e-05,3.510681675017726e-05,-7.588407454223549e-06,-2.8172721060822562e-05,-5.944037981770785e-05,-0.0003683586156866069,-0.0028024553439623327,0.00033560126275532904,0.0011585702345040846,0.0055709685345548465,-0.00848550426828673,-0.0013251203009679658,-1.1034169802565957e-05,3.0448104656753977e-05,0.0007345876112354851,-3.477184664648701e-05,-0.00038462840947225225,-0.00010390796109585676,0.000182315452608288,-0.00013859122470202928,6.857348221400047e-05,1.327461947832238e-06,215.54893945109575,5.1891448351600036e-05,-4.277724668185549e-06,-0.00010835375106791448,0.0001001467522593295,-0.0016903569314394942,-1.4307134245520606e-06,2.8416089607805306e-06,1.9523825723869162e-05,6.6070397815645405e-06,6.305424353947503e-06,6.605053730422814e-06,2.369321071001235e-05,2.103334452372929e-06,0.0001675817475585987,-0.0018659542507733645,0.00010121331630169654,0.0009315881810496447,0.003030379370780608,-0.001213311416839118,-4.7388577671463074e-05,-2.344386432157477e-05,1.1219221449793274e-05,-0.0015929564859644655,0.00017349295574793142,-5.176970590472619e-06,-0.0001417700250335271,-0.0001283581565416487,-0.00019129496840416548,-1.8520469839823933e-05,-5.0882295284852354e-05,-215.534649450686,-1.1705376193348721e-20,2.5063448378592207e-05,4.9629617599818906e-20,0.00019746121900269194,-0.21399841761974364
2012-12-01,2013-03-01,0.0964442201421889,-0.4428351287014017,0.7452917258210646,0.7574260886217332,-2.040535029531977,0.290822216089167,0.5675178739184283,99.99999999999999,-1.740251561584679,4.8213092488603415,3.003556039017087,-0.5559402157513382,-0.6907600529622359,-1.933248263999327,-1.4692507518904083,0.0697782032312837,0.5651164243081798,-0.5800512707868855,0.1873147944838484,0.19085711764884725,-1.6683458586204185,-1.2043483465115,0.3346806086101921,0.8300188296870882,0,0,-0.0009362684127615163,1.4320984555444544e-05,1.0197423533150582e-05,-1.8777396746557933e-05,5.2309915737261245e-05,1.2145188059435972e-05,-6.322038336731583e-06,1.84678412764238e-05,1.0584788612002736e-05,-6.91100440231786e-05,-0.0042822285881280705,0.00029661243175200104,0.000345537705331133,-0.0004641347196645625,-0.004777533504894436,-0.0014395320064985427,-0.00011967963296748916,2.5501629747357535e-05,0.002858393075734729,-0.00023897419486496464,-0.0002597031168645145,-6.707378697328694e-05,-0.00032054649842116594,-0.0002513688838760249,-1.4979810900710332e-05,-3.657871741379699e-05,401.161063956873,0.00048484801194668265,-4.26954768767816e-05,4.68311910942451e-05,-0.0002664539622546161,-0.0003688766541781372,-1.3529819384603166e-05,-5.953095799608688e-06,-1.8182277153782763e-06,1.1277781791470819e-05,-4.789830640640882e-06,6.0453119730118546e-05,-3.4307799298563463e-06,-7.287336377704757e-05,-1.6524528342208925e-05,-0.001880354082160726,-0.0003906375046490718,-0.00024639319554449083,0.0015636025655133997,-0.0030579710747249324,-0.00030089766387882193,2.745157444761472e-05,-2.7568320629999006e-05,0.004388476155753299,0.00015542305982430056,-0.0002604101819479114,-0.00021904793989749378,0.000275759423296475,-0.0001695775557182823,2.4122166358448346e-05,-1.8128067081408106e-06,-400.1968180654119,0.00025992141020031364,-1.8002900565369643e-20,-4.779253785627573e-20,-5.424933286498929e-05,-1.3179146080404307
2013-03-01,2013-06-01,1.152727611006199,-0.36956553453404367,1.0193753555564968,1.0184436948555822,-2.1531620583831295,2.3173764209588064,0.7030830144762859,11.792946255113181,0.09922368556710406,-0.7021708508860756,2.849870862277443,-0.2379100909859488,-0.6184833773710096,-1.8865651963284922,-1.3778122719864963,0.10873874184020257,0.6368061083044289,-0.5260919937374986,0.530744765981742,0.5337378102231082,-2.3527071410672438,-1.8439542167252478,-0.35740320289854904,0.17066416356567732,0,0,0.0013719534635351503,-0.00012479651847666212,-1.6844434000540797e-05,6.304979486989523e-06,0.00017686780788813233,9.07845576509189e-06,-6.355587995577663e-06,9.59088658385625e-05,-3.4797913456917e-05,9.377740691545074e-05,-0.0029097481773113915,-0.0003010225078426432,0.002536132251075549,0.0034503061715164345,-0.004674704474607414,-0.001474356681899997,-4.578306344617802e-05,3.547234553420196e-05,0.00045455525591822876,0.00047417257564592196,-0.00021572650178606858,-0.0005514791915593472,0.00011677200040776054,-0.0002695756076030412,7.272418324771349e-05,6.978311276107915e-05,143.76865059079782,-5.409295826374419e-05,-4.114260466532127e-05,-4.277387313583673e-05,0.0001626340707645388,9.896078614073251e-05,5.133385409013943e-05,1.0288200880371037e-05,1.45562129291493e-05,-0.0,7.493152367156968e-06,-2.2072209987149036e-07,3.990774532539852e-05,-1.5140060499416025e-06,-0.0002500665676840987,-0.001168464582940162,-0.0004503370969846563,0.0016663490772516932,0.00285817898994381,-0.0005987586744483015,0.000253263566016298,-1.635121931821862e-05,1.4930155497608763e-05,0.000902314071136864,0.00029985129363019244,-6.216362332534099e-05,0.00016704913970591752,-7.936433773753237e-05,-0.00040813240586915774,-1.260494308070985e-05,-3.4355262774048e-05,-144.66435495813658,4.658729842522262e-20,6.565315527659395e-05,5.790955739182232e-20,-2.2734640594758723e-05,0.4677527330593424
2013-06-01,2013-09-01,-1.146325498309153,-0.38444270079780407,0.7690855813636039,0.7731599217668469,-2.0292058203472947,0.5804653971437193,0.39530501164919596,99.99999999999999,0.756357975517609,-2.584104951783623,2.9228629095941763,-0.0686985256836081,0.12177217369422913,-1.1000131439022607,-0.5837024268466473,0.8886288158438086,1.3471893062385918,0.21788284889368015,0.17412502165381372,0.17586028939691312,-1.2289680185897975,-0.7126573015341842,0.7596739411562717,1.218234431551055,0,0,-0.0008048562627824589,1.0633313339712583e-05,6.166680345932404e-07,-3.1458490196642158e-06,2.0963909649001946e-05,3.062491344657185e-05,-1.4754307500490348e-05,1.1239395147874994e-05,9.824586373252186e-05,-1.3801525070732426e-06,-0.004397569146129225,-0.00023117459427905585,0.00047198158441492526,0.012341250400146477,-0.005677985703063518,-0.00010022518401644655,5.495979211776451e-06,-1.66623712882509e-05,0.004083556083101835,0.0004946272720248212,3.6992086458786935e-05,0.000128372267756521,0.00012106925900331255,-0.0002919548967936173,-2.6834828611210717e-06,-5.958613570521079e-05,240.3220024726907,-0.00035995110477998353,-4.973219401169762e-05,4.3690738278871716e-05,-0.0002372916426050802,0.001248347828517586,1.0377686700210402e-05,-3.564539997841267e-05,2.3958505067217602e-05,-2.392468468214474e-05,-5.2948117323203406e-06,1.931475244383004e-05,1.2386095109534543e-05,-5.599849929061093e-06,-0.0002852780035852359,-0.0011840431063767957,-0.00014548454279542585,0.0012418902667829872,0.0029129596030936515,-0.0027016556168219185,-2.5967727679212138e-05,6.495760462709886e-05,-3.128417089738686e-05,-0.0014199789638873921,0.0001660917839674911,1.8634050477393246e-05,-0.00017275135454717107,0.00032137294496488775,-0.000417253571335223,-1.9552548376297532e-05,2.477386318199851e-05,-240.4742965013682,-9.151745577319255e-06,-7.818931678273624e-21,-2.4204278433139204e-20,-7.97450971785309e-05,-0.24332374538705687
2013-09-01,2013-12-01,-0.1680894260466914,-0.32771324862208207,0.7129460921822023,0.718409370583219,-2.0293510689632317,0.025479764733579803,0.5208628908099389,99.99999999999999,0.5378119317068968,-1.9553452080381577,3.020773144843696,-0.0163107733018641,-0.0562167289457118,-1.3225185501214858,-0.8182125170065855,0.6826935689002861,1.196921702484461,0.025711583209808708,0.20913480367838105,0.21078273166250933,-1.529499186167203,-1.0251931530523026,0.4757129328545689,0.9899410664387438,0,0,0.0007681645627261944,-2.155677677998109e-05,-3.930544239672239e-06,7.916517994517464e-07,2.0532208697606037e-05,3.4129723818752157e-06,3.119783591625223e-05,3.602185550879199e-05,6.607326965629143e-06,0.0005858588754831856,-0.00364005551451325,-0.0005015174533844138,8.150875996565739e-05,-0.0003906866320278679,-0.006725979650415871,-0.0006977563115349027,3.308249351071176e-05,5.446763559974205e-06,0.005571626374992154,-3.2997423384401807e-05,-1.5951474129663797e-05,-0.00038924940936914474,0.0002586716041733057,-0.0004910133533136076,5.113624063483213e-05,8.744715291141724e-05,164.18567664112226,0.0001660886654050465,-0.00013326161499387502,-0.00013107915750860605,0.00028545587517001745,-0.0011999601767461545,2.6257462498295158e-05,1.526389854046329e-06,-1.5043935488471613e-05,-4.8022617952247765e-06,-2.615444466506393e-07,4.267785391074188e-06,-4.059245356646124e-05,2.6868092423409218e-05,-0.00015023989319319742,-0.0006903543294026653,-0.00012216097118636785,0.00019384969096807739,0.0024413284229546067,-0.0037494297844333684,0.0008155331279688361,-8.136493531302232e-05,-1.055934792545435e-05,0.0028411892358620986,-0.0001951106149674509,-5.612271320905963e-05,0.00019932856540648937,0.00013740392177021885,-0.0003418121854075203,-1.7089634107101945e-06,-1.801752211992711e-06,-164.6864574795795,-1.0935640591806981e-21,-3.691483313867793e-06,2.6566905704226058e-20,5.580807735108466e-05,0.19460109849055363
2013-12-01,2014-03-01,0.4504806836468589,-0.4300267403149242,0.7717287389558318,0.7858890205645116,-2.007399080014891,0.7752933236518154,0.6212625114872793,33.05484379348107,-0.10308942859694002,-0.13149832987600119,2.806462327422597,0.0721983425743033,-0.14792851341614244,-1.3371733641491121,-0.8295045195963185,0.5699449650095123,1.0407411343801376,-0.04042182833741137,0.1663129983408777,0.1688350265416614,-1.1304336584857064,-0.6227648139329128,0.776684670672918,1.2474808400435433,0,0,-0.001466203267989859,-5.00074888656117e-05,7.383594608739019e-06,1.7709275493873685e-05,-1.632044076258345e-05,5.76505908533992e-06,-2.3461744626100784e-05,5.325459945532935e-05,0.00012120894642199562,0.0002486101521589783,-0.0026723095656273213,0.0001089305344976305,0.0003108761808450124,0.0017940724915856369,-0.008404281810135483,-0.0007571449948139154,7.57315562124515e-06,-3.7188782981389537e-07,0.004020338194064175,0.0003385982003894737,3.2861692355950973e-06,-0.0002954706408792029,0.00020192884457557536,-0.0003144660886102194,1.235437331574831e-05,-2.24348345769228e-05,211.8158540800704,0.00016056154455031024,-9.68603573332728e-06,3.091644069593353e-05,-0.0001147849410536043,-0.00017257760761222143,8.179916219955984e-06,3.679522865189539e-06,-2.0360613492076083e-07,2.0052198186862877e-05,1.5304402737590824e-06,-1.3671695908538211e-05,-9.35469989256883e-05,-3.539566132839958e-05,0.00023469400262407126,-0.0014682751301106313,-0.0005439313615880378,0.0002150748736057998,-0.001746008422457919,-0.0022491817503025847,-0.0005835835456749409,2.731275228777951e-06,5.243032308850106e-06,-0.002083258578361092,0.0005509854911126798,1.5971658457231787e-05,-9.18679347217078e-05,0.00011524383018169965,-0.00012007940974191757,1.3417403622624986e-05,4.404532271671453e-05,-212.14225940696477,0.00029972378357503895,9.949001758670243e-21,-6.058938512609579e-20,-0.00010062258301729641,-0.03593127443104884
2014-03-01,2014-06-01,0.7031114483968537,-0.34253000239296916,0.8324381741999987,0.838057897962849,-2.0351922707965984,1.0933660436098456,0.6499143059793406,99.99999999999999,-1.3288358965147498,3.3752605846878168,2.826914723464441,-0.0402056980780329,-0.3016160607754887,-1.4947542731772354,-1.057843596573645,0.40580992778499236,0.8370886465751959,-0.2159835601772464,0.5835410823362868,0.5867617924879402,-2.138575930788956,-1.7016652541853656,-0.23801172982672822,0.19326698896347527,0,0,0.0019772850503115037,-3.642728984356054e-05,-5.845603488965866e-06,-6.63779704731389e-05,5.183105654494562e-05,9.054191076578854e-07,1.0786472693932119e-05,9.680667916500454e-05,4.381084449880816e-07,0.00024649527558260134,-0.0038420032056135497,-0.000303341684093774,0.0014921349794332307,0.007418833817957752,-0.006503052157634861,-0.0005677851462233676,-8.740453504688609e-05,0.00015616621543034295,-0.0016065860044675415,0.00018460125242641175,-0.00020385489180088656,-0.00011076900356363104,0.0006579275271096465,-0.00031856942782030207,6.597164615501008e-05,0.00018967316934323853,220.69366389232923,-0.0001916866628779763,-5.77573621563756e-06,-0.00011934246418384739,0.0002031378566275138,0.0004751349827521863,-5.383666687842804e-07,1.2732475733765767e-05,0.0,-1.1756611763814339e-05,2.0375277356717438e-07,2.440283170206909e-06,-6.81800099813288e-05,-2.6436730808043915e-05,-0.00018536788316062187,-0.0022989565092451474,-5.2798811803296554e-05,0.0010114384883089318,0.004706589239334404,-0.0033412606377112913,0.00011480605668699756,2.467806047914833e-05,-1.2238090144780302e-06,0.001542982959091601,1.9073874005502254e-05,-2.4844230528400322e-05,1.258865521726344e-05,0.00012403577015543345,-0.00014333172121505023,-1.0507026296740289e-06,-2.6286728746496513e-05,-221.02892211646173,3.344400587044062e-20,-3.3124520308510086e-05,3.758442798962785e-20,3.6580150442646105e-05,-0.08100924938065744
2014-06-01,2014-09-01,-0.9931052262324158,-0.3385976189279132,0.7596297056525502,0.7794849597443987,-2.0356289163593098,0.428380208019465,0.4078558602741754,99.99999999999999,-0.2023914023845195,0.30050523379818034,2.962533871057891,-0.0019006300588486,0.161726271767277,-1.0645220207313513,-0.5684138988373997,0.920025600549578,1.3906763722115167,0.2463756764992553,0.18282623544078908,0.18855829430716559,-1.1084375280025596,-0.612329406108608,0.8761100932783698,1.3467608649403084,0,0,-0.0008634069517180302,1.6131367593270383e-05,5.224912863304774e-06,-1.6311852799655495e-05,1.0086772428677657e-05,7.484967354198202e-06,4.869947558408333e-06,5.249626503340048e-05,-7.464364757588692e-06,0.0005421902272256232,-0.003210176363464768,-7.162386725883193e-05,0.0016187507263691165,0.004610559905119916,-0.006362046612667902,-0.0003589288753276974,-1.9223899887471294e-05,-6.970972005981747e-07,0.002135331056917868,-4.82285961938544e-05,-5.667433334936794e-05,-0.00034485822370570443,8.617970669766816e-05,-0.0003585734576645309,-3.702409390930407e-05,-2.5112368307427436e-05,278.6343013729735,-0.00035704250962095206,8.588185401463406e-06,6.638146456573966e-05,-0.00023238611218641514,0.0006337076714047178,3.159171513355995e-05,2.201604949254065e-05,-2.7439495313586017e-05,-0.0,2.903285779896599e-08,-1.4852730783842263e-05,-1.857818735863622e-05,-1.718950473630688e-06,8.906624917150181e-07,-0.0014561186868111357,-6.266254045770375e-05,0.0020541947266816424,0.002503469857900776,-0.0037563951504695197,-0.0001157326022660185,7.223774719346851e-07,-1.0559329284442198e-05,-0.0020325514105228727,5.437534687529208e-05,-6.06551876946602e-05,-0.00013723853823133909,-0.00024524959287067173,-7.795726280254685e-05,3.773341984436832e-05,1.304111490261112e-05,-278.56732867711537,-0.00018409990690435642,-2.3441720293420315e-21,-3.071785769608586e-20,-0.00012822032498588322,-0.4469059750441685
2014-09-01,2014-12-01,0.860168108157211,-0.36015946865613746,0.9102983533299726,0.912942103885843,-2.1256685488790077,1.4891993947311386,0.6582504333254193,99.99999999999999,3.302863957070429,-10.136888919868959,2.94512499086112,0.2551637534921269,-0.04991814071121018,-1.272286020253563,-0.8176335304636945,0.7078386443265473,1.2198845261521214,0.04012172645282419,0.276409140734888,0.2779438593132051,-1.401914175819083,-0.9472616860292143,0.5782104887610274,1.0902563705866015,0,0,0.0012040532154693352,-7.500892593334916e-05,-7.041463178109791e-07,1.7841485090027851e-06,-9.217672016674304e-06,-2.24198856430102e-06,-3.3854062861189254e-05,-7.5242278109324e-06,-5.70944049602463e-05,-3.969563776476742e-05,-0.0017616998411646805,-5.727240099852727e-05,-6.981514663146855e-05,0.01340281073250532,-0.006361494200450065,-0.0005315542656162231,1.9475036479556456e-05,-4.354575040916119e-05,0.002194169547888693,0.00012274963472370297,-3.9220831023106876e-05,3.6812531662931725e-06,0.0004811173774083106,-0.0001402990313907028,0.0001808132910266327,6.267469391961323e-05,324.19723892438725,9.505191710440722e-05,-1.0614316447601152e-06,-0.00026641003386392725,0.0001576367812698098,-0.0009951720320796084,4.7460855887195376e-07,9.830915516751213e-06,6.4857193291841786e-06,4.6992074288624524e-06,7.352943097742259e-06,-1.2773141141851451e-05,9.211888668269505e-07,3.160648060967003e-05,-0.00014592158728993042,-0.0011138388912389423,-1.4735624033231409e-05,0.001058873123846885,0.0036029484234947023,-0.001825494095272945,-0.0002006541138340627,-6.385247786312153e-05,-2.0247790438709828e-05,0.001662825308009906,-0.00021249988309097353,9.67482922744438e-07,-4.148632304526492e-05,0.00016899809102224485,-0.00017164623291141687,-1.016717778240723e-05,-4.235707779610267e-06,-323.68082162716564,-2.2982086418975504e-20,0.00021685606474890396,5.61806111784257e-20,0.00016523387549980653,-0.8195329275252742
2014-12-01,2015-03-01,-1.2841372129205553,-0.2524679543674895,0.8148209961614892,0.8259375012706064,-2.043293518170695,1.0643414590434326,0.36178989552861995,99.99999999999973,-1.7339941999669555,4.6765254833865555,2.842745698304264,-0.1784907206497266,0.07942659398853985,-1.1302836127585387,-0.6522042820637012,0.7920997542419841,1.2266584219262835,0.14254358258041222,0.22334616466540924,0.22611455597771057,-1.0667189715172072,-0.5886396408223696,0.8556643954833156,1.290223063167615,0,0,-0.0009022242175880575,-1.852903199678559e-05,-1.7835904460547948e-06,-4.380544628301253e-05,0.00035162566604054525,-1.3356748780780991e-05,3.604849418853132e-06,-1.3618575875943254e-05,-7.726712133922368e-05,-0.00014642840932446805,-0.002400005963969596,-7.923174420976697e-05,0.0010082367864044492,0.008499007950803442,-0.006277655314553192,-0.0005725135860409404,1.1596866464889608e-05,9.955210415242845e-06,0.0013863021628805568,0.00016356500403223557,-3.5731356868072407e-05,4.126639447825291e-05,0.0003291726122821392,-8.52432051592863e-05,7.656289504158447e-07,-3.4017238097519805e-05,265.70728143128855,0.0004097224662542184,9.900558529971193e-05,-2.706843613763169e-06,-0.00022500664145084953,0.0009346835138346512,-6.181669877657685e-06,5.949666155893107e-06,-4.48243978451878e-05,1.2362744056297646e-05,1.0085917156426785e-07,1.2903865114189061e-06,-6.645505544365485e-05,-4.628667462399564e-05,-0.000318219309519662,-0.0006044554236029975,-3.407695459139227e-06,3.9807485088965395e-05,0.0030585127836300695,-0.0016711262346576182,-0.00020115533183484094,2.6661353371574462e-05,5.500428771686396e-06,-2.6455860712653182e-05,0.0001222296945835862,2.9468550047474283e-05,-7.786489738493223e-05,-0.00013747664982980502,3.0168287948267733e-07,2.2013756989697066e-05,5.706015488469478e-06,-265.6859681046829,8.583368686535325e-05,-3.876962949535385e-20,-8.015236192051792e-20,-8.019894626982712e-05,-0.3739315805678901
