Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_target_core_6m_lag2,SHAP_Shap_PPI_lag2,SHAP_Shap_real_turnover_lag2,SHAP_Shap_retail_turnover_lag2,SHAP_Shap_Manufacturing_EU_lag2,SHAP_Shap_Vol_loans_lag2,SHAP_Shap_Exchange_Rate_CHF_lag2,SHAP_Shap_gdp_index_ch_lag2,SHAP_Shap_gdp_index_eu_lag2,SHAP_Shap_fin_spread_lag2,SHAP_Shap_EU_fin_spread_lag2,SHAP_Shap_Business_Confidence_EU_lag2,SHAP_Shap_oilprices_lag2,SHAP_Shap_variable_mortgages_lag2,SHAP_Shap_unemployment_rate_lag2,SHAP_Shap_M3_change_lag2,SHAP_Shap_infl_e_current_year_lag2,SHAP_Shap_Saron_Rate_lag2,SHAP_Shap_kofbarometer_lag2,SHAP_Shap_infl_e_next_year_lag2,SHAP_Shap_CH_2int_lag2,SHAP_Shap_M1_change_lag2,SHAP_Shap_Wage_change_lag2,SHAP_Shap_M2_change_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_time_index_length_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_target_core_6m_lag3,SHAP_Shap_PPI_lag3,SHAP_Shap_real_turnover_lag3,SHAP_Shap_retail_turnover_lag3,SHAP_Shap_Manufacturing_EU_lag3,SHAP_Shap_Vol_loans_lag3,SHAP_Shap_Exchange_Rate_CHF_lag3,SHAP_Shap_gdp_index_ch_lag3,SHAP_Shap_gdp_index_eu_lag3,SHAP_Shap_fin_spread_lag3,SHAP_Shap_EU_fin_spread_lag3,SHAP_Shap_Business_Confidence_EU_lag3,SHAP_Shap_oilprices_lag3,SHAP_Shap_variable_mortgages_lag3,SHAP_Shap_unemployment_rate_lag3,SHAP_Shap_M3_change_lag3,SHAP_Shap_infl_e_current_year_lag3,SHAP_Shap_Saron_Rate_lag3,SHAP_Shap_kofbarometer_lag3,SHAP_Shap_infl_e_next_year_lag3,SHAP_Shap_CH_2int_lag3,SHAP_Shap_M1_change_lag3,SHAP_Shap_Wage_change_lag3,SHAP_Shap_M2_change_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_time_index_length_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Constant
2015-03-01,2015-09-01,-1.110628610340747,-0.34311220346211924,0.44696553630267427,0.4505159913019692,0.5890814348278793,0.1828271342249728,99.99999999999999,-3.1879844058724873,2.183361268578941,0.7954756418436637,-0.6613065813612096,-0.2775483779218957,-0.9863290936133584,-0.6948090244186361,0.11067359089721848,0.36689135533573336,-0.10599227619083607,0.17004163559506716,0.1717142748028113,-0.0034486062602045718,2.481961596434169e-06,-4.6983048367572575e-07,1.0027263736163662e-06,-2.5828324176100656e-06,-1.2150571737581222e-06,-1.1237065161399909e-06,-1.2233441384931674e-05,9.74511134921891e-06,-2.7241896454824912e-05,-0.0002961964989319653,-1.0430444491891839e-05,0.00017330851955702222,0.002075221076601186,-0.0008441876143381914,-5.1245793821688736e-05,-1.2263780040189113e-06,1.1886156193840796e-06,0.0007897471780746426,6.613436454730554e-05,-4.028810235895039e-05,-1.3641189636765005e-05,-1.8542832746115608e-05,-5.203491742910143e-05,1.93512739363024e-05,1.0015237377314492e-05,214.99484008438722,-4.422764212427041e-05,-5.880014569649435e-05,-1.3253864360916468e-05,-8.008160719439005e-06,-0.00010045426536101448,1.6197243350951744e-08,-2.464272389500915e-07,3.181858315106933e-08,-6.906478207776957e-08,4.3442312340640434e-07,-3.7008896807350384e-07,2.020648761057239e-06,1.8357090598898274e-08,-2.855868400557505e-06,-2.7830690852118324e-06,3.1050921233782473e-06,-1.624463322718016e-05,-2.0356350050832657e-05,-1.8359235792890687e-05,-2.2914242478557457e-06,9.097434529995222e-08,-1.4793372170263072e-07,-6.576226097767416e-05,1.3145234349810862e-06,-1.3232576268585038e-06,-8.137777617407328e-07,-7.342422214278935e-06,1.452612545338187e-06,3.1444523980750324e-07,-3.288295910187087e-07,-215.37286920637177,-3.2045053916629515e-22,1.251667929485289e-06,1.2590491872221189e-23,7.033199932531757e-07,-0.01111919941383156
2015-06-01,2015-12-01,-1.111721552479672,-0.41983012314497575,0.4053179392997197,0.40906509310626765,0.478713749986809,0.19117846429447538,99.99999999987826,0.8184603314802472,-1.0688454671211558,0.7760929015762836,-0.8846061718801757,-0.5386604572128275,-1.1817227474364078,-0.9292547793450252,-0.15818698035214027,0.10461685669329875,-0.32874539564033967,0.14021433810222006,0.14250784991597934,-0.0005078993495068273,-1.137856957364904e-05,8.398878179205199e-07,6.019232140844373e-07,-1.326648041216438e-07,-1.0797821705616878e-06,-2.696072297733875e-06,1.6833075543651707e-05,-1.9401199897048424e-05,-0.00010346220972505932,-0.0001581593309852483,-3.255593894991922e-05,3.4577199110313386e-05,0.0010669198130797955,-0.0009609075109011402,-7.115702883811611e-05,-1.1139496325877541e-06,-0.0003318662859532087,0.0006709287706958193,4.125171395037831e-05,-0.0003589671770472074,-1.4405064053370465e-06,9.41074691751123e-05,-2.9895905392790492e-05,3.5339670947108304e-09,-4.0291206664938035e-08,213.09586414306287,-5.66657879647365e-05,7.670235590940978e-06,1.5076149130410787e-05,7.172883546361025e-06,-0.00019979485398813305,8.006305166622966e-08,-1.0563425200286977e-06,-3.5840271749300334e-07,3.2635641558151245e-07,-6.788233056127387e-08,1.1242096708035144e-06,1.0736339129850754e-06,5.247598178589501e-07,1.575127963883244e-06,-2.374836679441126e-06,-2.5047557285038047e-06,3.4886654912230307e-05,5.925865080030906e-05,6.527043753125361e-06,-4.670147646123952e-06,-1.0345736024654393e-07,-9.465390710181283e-06,-1.9897161980657026e-05,6.42761678577426e-07,-3.6164391207273373e-06,3.1563965273862967e-07,3.2928708216737e-06,3.2081782618087567e-07,2.8887328518519068e-08,5.612619884897775e-07,-213.55643533441628,-2.0845311238358373e-06,1.9212069737265423e-22,-5.08688963324611e-23,-8.84246232638382e-07,0.02879132906912006
2015-09-01,2016-03-01,0.1435435899097115,-0.5090768903312581,0.38856525931363917,0.3928778418101272,0.42591349122995387,0.7943071761410228,99.99999999996496,-0.6884220476948402,0.03790114817977739,0.791891874884302,-0.4835425102155177,-0.8098527503360026,-1.4696999522527747,-1.2056414634283792,-0.4043803971662474,-0.15871079513667719,-0.5553143051703735,0.24103552976260512,0.2423548818288103,-0.0016662594763876984,-4.9800781214892754e-05,1.783060674355016e-06,4.687564133128098e-07,-5.398334864343828e-07,-8.530181466513901e-07,1.8118210174099616e-07,-2.309378720912549e-06,-1.7892219572095173e-05,-3.481151875984879e-05,-0.0003474024006731321,-6.639681918239104e-06,0.00024141849991437438,0.0013832717557525453,-0.0008385725565221047,-2.9111694524912987e-05,-2.279400698530675e-05,-0.00025625463259427246,-3.018467977625367e-05,-3.7268970089666734e-06,-0.00023145740338376665,5.651404998749633e-07,1.0603481805376383e-05,-1.14328648342432e-05,-6.746023980130893e-06,-5.516102269809412e-06,228.74558144418214,2.5772730105864146e-05,2.0560253043137394e-05,-3.63649638680502e-06,5.9539844154457375e-06,-0.00011527098636326965,-1.5660332916941948e-06,3.91801631749545e-07,-1.4860721840293892e-08,-1.8040416132984769e-07,-2.4588188510838196e-10,6.902653162731152e-07,-3.0980628111842844e-07,-4.3761146380977003e-07,-9.672859760822996e-06,-2.2626395094763664e-08,4.972715388742711e-07,-2.2834603689795167e-05,1.1540359341235407e-05,2.273065039551516e-05,4.4426413795907614e-07,-2.1888440599134805e-06,-4.858244172721526e-06,-9.487508753464376e-06,-1.3494016678404685e-07,-1.921694252117277e-06,3.75792576474627e-09,-5.298127622367253e-06,1.326505309890103e-07,4.6138013490245584e-08,-8.661209802609793e-09,-229.26973550532438,-9.22968775265687e-23,-4.005609836605311e-07,-2.3200554075373694e-22,4.578449982965327e-07,0.007698273366121547
2015-12-01,2016-06-01,0.649907469510147,-0.5791137670799145,0.8244464421408167,0.8348708223073651,1.5104931999893638,0.9350990359284321,11.119024760516309,0.18674809937742173,-0.7203460392679919,0.7406285969240683,-0.2309070414847625,-0.8454176597797932,-1.5227780520639635,-1.228238250952948,-0.45695215040408843,-0.1561978697921412,-0.555860776239836,0.2589794191457375,0.2635292774733448,0.0005504824673698445,1.4493006167695287e-06,6.442816768240907e-07,2.472346985375634e-07,-2.3127617887910792e-06,-5.873273326776576e-07,1.451478867198082e-06,4.361910082456852e-07,-1.294298106687693e-06,-3.62084555945824e-06,-2.215764308324068e-05,-1.2264809774177858e-06,-2.1077426766532552e-05,-7.158243720368248e-05,-2.526078757611331e-05,-2.8727099271703537e-06,2.79804968032182e-06,-2.3868353267510342e-06,1.1096338801053005e-05,-1.5626079357485962e-07,-2.1338236058175e-06,-1.1148521034619276e-07,5.726680485337981e-06,4.454228401768892e-07,2.6989364896483794e-08,-7.614262115143989e-07,247.520540708394,-1.905251871609618e-06,3.37246981212434e-06,-9.59482496067703e-07,-1.5508965750969588e-06,-1.4896225884643662e-06,-2.183653627173103e-07,1.8258796030938004e-07,-3.7628157085272036e-08,-1.7600510553405047e-07,-9.075746513787508e-09,1.0193099687118037e-07,3.4134005451012035e-07,2.806645771037781e-07,1.5144054919546393e-07,5.227136638513506e-07,-1.5929238427542982e-07,8.70208641290674e-06,8.598148933367102e-07,-3.4102554443051092e-06,2.2486590151303717e-07,-4.78918201365858e-07,-1.776819623103314e-07,-8.559938544639202e-06,-6.867999425871815e-09,-7.739293725049048e-07,5.460876469958212e-08,-4.0921918391663106e-07,-4.3869723532480035e-07,4.699907903903467e-08,-7.907172653635509e-09,-248.06721646760107,1.3132967980322917e-07,-4.3103457664871473e-23,8.309973434061232e-23,9.484757857563433e-08,-0.03692491435866144
2016-03-01,2016-09-01,-0.4178310976509891,-0.6010308941732792,0.20581042292724955,0.20409192995447553,0.033562165445808485,0.5980240507903871,99.99999999999999,0.22953865856653835,-0.7980867067295506,0.7936653089726946,-0.1371437538706388,-0.22874365213178383,-0.9077566916655742,-0.6304778971774687,0.1579839345563991,0.42053762746891077,0.07177179495485575,0.39795171823675995,0.4016862510980777,0.00035120815328253433,-2.2713175319826657e-07,-5.341798176763006e-07,7.095354961151594e-07,4.953390865064043e-07,-2.390430534566457e-07,-2.0071699849425847e-07,-1.5575113381745734e-06,-5.267708062142127e-07,1.6646122034558948e-06,-8.404248726034407e-06,-8.941070032086514e-07,-1.587643527853612e-05,-2.6974122510313984e-07,-3.293921188239519e-05,-8.681830076327956e-07,1.2772213877069959e-05,-6.52848202998784e-06,-6.659249416411013e-06,-7.183060297257426e-07,-1.7278469803819463e-05,1.8434523271170451e-06,1.3179199336044665e-06,-8.00235206762201e-07,-8.467292637558837e-07,1.7618611949404252e-06,243.21391992677093,-2.056503507592732e-06,-9.863684164544173e-07,-3.1881748589655107e-06,8.265341277503924e-07,2.478770731594087e-06,-2.5266087344286406e-07,1.0711894294434862e-07,4.826467636642658e-08,5.1637193449168956e-09,3.0786407013777188e-09,1.3370927747883353e-09,-1.0550338198907331e-07,2.0828354975516862e-07,-1.3353677593406634e-07,-2.3490282346694548e-07,-1.990441693075427e-08,7.459961815062583e-06,-2.0197477750732104e-06,8.881532391512079e-08,3.37614620181915e-07,6.304169765161009e-07,-3.5746881691454373e-07,-1.2579589696167896e-05,-2.177434219761552e-08,8.209249537216934e-07,2.03547816119162e-08,-2.82510507457212e-07,-3.589807370370606e-08,-3.171166761992607e-08,2.4860787039740984e-08,-243.87830541830965,-2.909934993307679e-23,-2.494491087069797e-07,9.858073208806552e-23,1.82526439364165e-07,0.025108214104589053
2016-06-01,2016-12-01,-1.2989026974489448,-0.6255966849476184,0.40027566300868916,0.4068662900995995,0.45334098647043625,0.19710920381759467,27.782857621617236,0.5177655204078414,-1.0357419767086007,0.7782974871898606,-0.3244976139693989,0.012155392281264304,-0.6515263264990995,-0.38812664474001957,0.41838706963458794,0.6603607214609045,0.3249537347550735,0.2513871053995159,0.25490478227171826,-3.08675738820826e-05,-2.511638550648341e-06,2.7521611321408777e-07,9.080857480788009e-07,-4.468795771010006e-07,-7.214283024003685e-08,-2.0013069035535218e-07,8.311068591844529e-07,-3.879308764021009e-06,-5.9101173478953146e-06,1.0226104225773913e-06,1.0464534263039759e-06,-1.560572238688335e-06,7.532196990922663e-05,-5.186932021437859e-05,2.233944613582137e-06,2.69621339334808e-06,-1.027181865538053e-05,-4.8072643155841535e-05,1.853236965748461e-06,-6.975987165714147e-06,1.448318876450426e-07,-1.7498649501752669e-06,2.3267666472262897e-07,1.051489623151626e-06,5.17620477094987e-07,231.70226621149482,1.7721319275375847e-06,2.0638417668369983e-06,1.980888158007983e-06,-1.7941046253418594e-06,-1.191341929600488e-05,7.287419199722625e-08,6.027115843582907e-08,-2.972994091805712e-07,-2.1618792869215015e-07,3.4167385565635656e-08,-3.019204147829659e-08,-6.579143233974464e-08,-4.1769255736194887e-07,-6.234214373033795e-08,1.6703261696767714e-06,2.6313067555498595e-07,-3.437772571947821e-06,2.743320009443028e-06,2.109050740929729e-06,-2.6966973778549643e-07,-5.209618867487824e-07,-9.929717602362423e-07,-1.3165277890193238e-05,-1.3604247373165831e-07,5.476475006423539e-07,1.1682643859520548e-07,4.9694934531795555e-08,-6.165028185461707e-07,-1.646270374865236e-07,1.8716452998294363e-07,-232.3593425440637,-3.8340751981267847e-07,-5.477042875269327e-23,6.782298271536255e-24,3.50059924386726e-08,0.049754638711078894
2016-09-01,2017-03-01,0.6543625606703074,-0.5429197211681118,0.7763863804583243,0.7785060054982027,1.433484862404212,0.9298004007317681,99.99999999999999,0.2887611990785181,-0.750506378515698,0.7896634124428873,0.1182657315096591,-0.4803754094095505,-1.1192254452814252,-0.8771295039045026,-0.07020484388110529,0.17984574367132522,-0.20891554882549457,0.36293229669333643,0.3638336881227465,0.00010216195633513652,1.8625513174752186e-06,-3.508659562251185e-07,-4.2769036516489756e-07,-1.252645827762883e-07,-2.0835140996941723e-07,6.299921481876731e-07,3.302265470779745e-07,9.17828643568526e-07,-9.222597991464264e-07,-7.334865251656498e-06,-1.2372061891061404e-07,-4.9181964602585255e-06,4.1080014001430095e-05,2.7000384309061153e-05,-3.550570418322105e-06,2.0968610244994854e-06,-7.408175047802875e-06,5.353443823143742e-05,-2.21356461622341e-06,-1.3334063516040067e-05,-2.754827332841619e-07,5.532772965654055e-06,-2.0639293657863375e-06,2.5604478922003315e-06,-8.84640331195895e-07,228.1749884273036,3.7062038830477383e-06,-3.257226997030014e-06,-4.936912492320458e-07,-1.3884162807486123e-06,-7.06319594423526e-05,-9.694978441563458e-08,1.1428059286190283e-07,-8.158851893014565e-09,7.102657813259334e-09,-7.224138442356937e-08,-1.8812608964615747e-07,-4.289930878376393e-08,-1.108720688428275e-07,-2.657529779952014e-07,3.81259818979865e-07,-1.8077094274902462e-07,-1.3145882076976165e-05,-1.2686590169439501e-05,-6.385680078341327e-06,1.0838360641513433e-06,1.6742649370740186e-07,3.665038688948741e-07,2.6371393157539547e-05,-1.0289189399991429e-09,-5.184094607759907e-07,1.1312778507389889e-07,9.595594350371928e-07,6.019188684723527e-07,-5.3466563012300025e-08,-2.946687341914462e-09,-228.73467972708556,7.742543736684095e-23,-4.021499879799724e-07,9.710672435416603e-23,-3.242893165418404e-07,0.020523625678036905
2016-12-01,2017-06-01,1.722857284107171,-0.5824712505844241,1.8521614765955243,1.8708680019787112,5.3145396528632975,0.9970608672959113,35.33806803051358,0.48098217246287356,-0.9514612335948965,0.7692114345062377,0.211977293329113,-0.9406869740166844,-1.575207701051047,-1.328157114612654,-0.542073663806328,-0.2832434961809137,-0.6494513487244724,0.6788811669439954,0.6858774074956316,-0.0007338403618755298,-1.6835778418775853e-06,6.737927357122087e-08,8.056596517183914e-08,5.360578920012672e-07,-7.094327112386179e-07,3.545773631645806e-07,-3.812540895866492e-07,1.912348902808324e-08,-2.1970606259819364e-06,-5.923999456198056e-06,5.4779902768068996e-08,-6.497795851662505e-06,-2.694331029913065e-05,-2.1046309218364304e-05,-8.865070781952782e-06,1.3253124864336724e-06,-6.975844864857328e-06,6.140863416033814e-05,-2.3918798798813127e-06,-1.7147059883009084e-05,-7.627645983407514e-07,-6.059434695356296e-06,-3.027629265428926e-07,1.558631089887712e-07,9.148161383233952e-08,225.6467551466654,1.0759718104713315e-06,-2.5811667669707228e-08,1.7440653849491571e-06,8.732404020012062e-08,-2.8819483736229638e-05,-1.8856594035444138e-08,-5.532676098825052e-07,-1.8141769782603635e-07,6.659169197880173e-08,3.859937347185536e-09,3.034424285865638e-10,-3.366082221902035e-07,1.4264883638053498e-08,4.508462074775091e-08,-3.108599930836687e-07,2.3656398750924902e-07,3.0127077871956667e-06,-5.5510528310962464e-06,4.6041758608153e-06,-1.1507488239156395e-07,6.348928334428528e-08,2.8560190391375067e-08,3.415933284913969e-05,-4.76928388520521e-08,-6.876211215404284e-07,8.182339581368987e-07,-1.676174554629684e-07,-4.982667250853376e-07,-6.498832162914358e-09,9.386849019393127e-09,-226.2537424817105,4.789744409058849e-07,1.5344293825632857e-22,-8.455318063896371e-23,-1.0730379864925671e-07,0.04323900491780249
2017-03-01,2017-09-01,0.3669145422575681,-0.6518317654319954,0.6330224724826972,0.642247285409843,1.0378440394311188,0.8941213271386522,39.45516034857525,0.2944865048318353,-0.8708332186513585,0.7871727604448154,0.5106385514639378,0.001265397619155978,-0.651344009765641,-0.39168314998350756,0.40257794707645683,0.6911932039439815,0.3271812803351537,1.1126055523510994,1.1227035981296072,-0.002614580028561868,-2.5255409696066307e-06,-6.42431249876286e-08,9.43274479805546e-07,2.3136118329174142e-07,6.913560207902016e-07,2.161408562905621e-07,2.5856857706678663e-06,3.2245109544942973e-07,4.033976746429293e-06,-1.7616921037309885e-05,-1.2117159488705563e-08,-2.242165357479135e-05,0.00016626866580964758,-1.386505415027142e-05,-4.387374465912425e-06,-3.4682035803666975e-06,-7.223393432787794e-06,7.730030677079225e-05,-2.6469557571235865e-06,-1.5371621402558965e-05,-8.436880521474236e-07,1.3268017728177155e-06,9.388264123157788e-07,-1.0430725556245352e-07,2.0670047527428266e-07,242.62084639771234,1.4670374523259122e-06,-6.174688512329365e-06,-2.840386453583019e-07,-8.563659092538096e-07,7.774795967932926e-05,6.0468738278513886e-09,5.573159239888782e-09,1.0380464446285987e-07,0.0,-9.363633450086305e-09,2.6121106103423407e-09,-1.4277643582593965e-07,-3.403576575626621e-07,6.867581454066105e-07,-4.678450650847759e-07,5.724268359131085e-08,1.5555500144217792e-05,-1.2102263005221691e-06,-4.006238664815846e-07,8.421249414738565e-07,-2.2100716431432896e-08,7.563974168283864e-07,-5.758582433162577e-06,3.173272814341489e-07,5.576115313857456e-07,2.852556229969545e-07,-1.2956481057678579e-06,1.7675070880433748e-07,2.2428024992364056e-08,-2.88937986589797e-08,-243.30200318433756,-4.1000228702463243e-23,-5.8656763910633324e-08,1.1764808358822565e-22,2.9399631965542494e-07,0.029945976620022168
2017-06-01,2017-12-01,-0.3111599151234046,-0.6010897463046994,0.22925517551216507,0.23040068656082616,0.08405930700881409,0.6408174674203599,37.960065960811235,1.0313018632623125,-1.4201647804458204,0.7888355018894073,0.7058486844918832,0.5608837689012358,-0.1037893748385711,0.1682402258573823,0.9732194178649268,1.2454938046550483,0.8614286420535855,0.11754112753313775,0.11822947583070409,-1.9023082952269352e-05,1.6404987463395856e-07,-8.136493697985951e-08,1.4865444869937045e-07,-9.8945113911598e-09,-3.520476663503642e-07,1.2263416951269548e-07,-1.389332937157853e-06,-3.4471644574096166e-07,-8.514387952779494e-07,-1.2921740464034196e-05,-1.5050348443522615e-06,1.1269345303858068e-05,4.889252962264086e-05,-2.8293265161764746e-05,3.745846774092964e-06,-9.866373234091795e-08,5.2983193821242275e-06,1.2885259376145305e-05,-1.8133780121523852e-06,-1.7504887765089544e-05,-2.82264698076532e-06,-7.524220902083184e-06,-5.6571035665544365e-06,-9.973448403877818e-07,3.143460730726001e-07,240.888162188006,1.503111471154073e-06,2.2891209505377844e-06,-6.348798541794406e-07,-1.7006696103507578e-06,-9.504033534955477e-06,-1.4684917683071642e-08,-1.1289893361671486e-07,-1.3899105996622028e-06,2.1010448816592748e-10,-3.0956095035650984e-10,-1.0006680286914641e-07,6.242814312275541e-08,-2.0801654738997532e-07,1.4779695982792298e-07,-4.844587277468475e-07,-4.32828015254733e-08,1.3349897545554742e-05,-5.572148577866492e-06,1.6724898513625464e-06,4.471120654989592e-07,2.3715699003761662e-08,1.131679392539257e-06,-1.359112441089269e-06,4.603836772287397e-08,-7.408826990703616e-08,-7.221499858079936e-09,1.0634579513767843e-07,-1.1127642637200377e-06,6.515789318836443e-09,1.364355280180936e-07,-241.4489263979321,6.596113654013258e-07,-1.0787777436617436e-23,-8.932475556212755e-24,-1.2917405238449628e-07,-0.02126053147730005
2017-09-01,2018-03-01,0.7871838139401177,-0.42714263360800725,0.8054085692933897,0.8104413065864768,1.4745887212148492,0.9298861087843168,99.99999999998262,-4.70768547463691,3.3625047409313513,0.8039547227217275,0.5770491780988429,-0.030114045675219553,-0.7565832195573751,-0.46706436180377026,0.3994244303394667,0.6432989767574635,0.18345727112878407,0.5283399640797382,0.532483749722827,0.0011687377850067835,3.678859822855914e-07,-2.3205791327178455e-07,-5.678397645216319e-07,-4.0935358236170146e-07,-3.989796009447974e-07,3.0779966291561615e-08,9.134263126455341e-08,2.2291253334410436e-06,-7.002343366606906e-06,2.832535041734171e-06,-8.368594051236755e-07,-1.4385690517531723e-05,-4.992423728407081e-05,-2.53896434416914e-05,-5.327769479721791e-06,1.952289954702334e-06,-9.422114274319737e-06,5.926882350159167e-06,5.027616966645916e-06,-4.621969417336712e-06,-3.194600377560227e-06,-1.103489202308253e-07,-1.7260313423491271e-06,-2.0347195315034533e-07,-1.0742228590430984e-07,216.92960205860808,3.076868602739873e-06,6.890907040517269e-06,3.754795745317876e-06,-1.3259081109565294e-06,-8.097446142631352e-06,-5.559261500517877e-08,9.077148272189079e-07,5.804461345679556e-07,0.0,2.7479741632699054e-08,-6.08893374710851e-08,-1.0243873983139722e-07,7.508327224034401e-07,-6.390795559826087e-07,-3.2856082864694234e-07,1.5631669793682451e-06,-2.6123245271083114e-05,1.2289756001151325e-05,1.0341884631789604e-06,-4.1031544572179773e-07,-5.555001386659389e-07,3.77370920261433e-07,1.6518323897750482e-05,-1.4293034573575527e-07,6.011393636317933e-07,-3.0822713298180273e-06,3.212760553673461e-08,-1.0880534626182967e-06,-2.413753290941709e-08,4.4510718458166424e-08,-217.35185442937097,-4.4674596229146297e-23,-1.5704330549097392e-07,1.0973697858140404e-23,-5.899588740551436e-08,-0.013786818255170153
2017-12-01,2018-06-01,1.265672570063714,-0.34053070970499666,1.1620841000661148,1.172310355682457,2.579888975939763,0.9715549894986566,99.99999999999999,-1.1864998596955147,0.6526344140221917,0.8491696845547427,0.4772563274701547,-0.32584531241420067,-1.0422374592200432,-0.7488377621402668,0.09678159900559354,0.3600961691037342,-0.1555799575617023,0.5197193014355426,0.5238369479757097,-0.0015929450918574814,3.1837226331697425e-07,-4.941936128953162e-08,-1.7594640384210736e-07,4.6151192334749876e-07,9.104031324166529e-08,1.0201720337871658e-06,3.310245144815783e-07,1.8405211712939793e-06,-5.101305891172246e-06,-9.478953207417522e-06,1.742361396913317e-06,1.4366016897864236e-05,0.000108765834200117,-4.545942752587771e-05,5.551211155514243e-06,-8.080294521789991e-07,-7.322806891043997e-06,2.8921693246406135e-05,3.7670233488367573e-06,-2.292820253331641e-06,1.959407496427736e-06,5.33978161992404e-06,2.133201531812309e-06,-1.4000937336121452e-07,-1.420137155252011e-07,215.4160989228953,9.202983538350946e-06,-1.4002702160568934e-06,-1.6131534879337503e-06,-7.08787575685582e-07,1.3706599482799709e-05,-1.0541098312136068e-07,-3.221427705565108e-08,-1.8920471312669095e-08,3.589587481137871e-07,-2.5583654380756796e-08,3.471730643845236e-08,1.6321512239811394e-07,2.7556596943367636e-08,-1.1003718133463499e-06,-2.718332074375391e-08,-1.0177022286490352e-06,1.4301641656915134e-05,1.6812972056680517e-06,-4.976292234428786e-06,-1.0176870374833603e-06,1.9215422989837818e-07,-3.6252567068176075e-07,1.7527750864680962e-05,-7.540391333491938e-07,-1.2181731771440034e-07,1.2987822091344488e-06,3.261750166211827e-07,1.13114873809232e-06,-2.082413836560767e-07,2.678537696484282e-08,-215.78994349582922,6.035569163674658e-08,-4.044496525932843e-23,-1.5671079780404425e-22,-4.543074596748063e-07,-0.027766756123067903
2018-03-01,2018-09-01,-0.0487709815077508,-0.447649005815422,0.26610354248983414,0.2716697779359309,0.15910367827559116,0.6782373372155124,74.19835304569293,0.6341881544017509,-0.9653593883546006,0.8313234357292092,0.3692064162161834,0.16976740406234786,-0.5191474177108344,-0.23728774777424433,0.5967209879227019,0.8780088019686483,0.39359190697005886,0.8887460957664692,0.8979786831715808,-0.0026331255218998905,9.376294330428338e-07,1.1310836828642354e-07,-4.6494544961086317e-07,6.00525046929585e-08,2.471852068581868e-07,3.5200837747511865e-07,2.308874430826968e-06,1.7070081780055141e-06,-8.210603715078242e-06,-1.0044360369838148e-05,-7.04583671247267e-06,2.9461707326942404e-05,0.00020430051293639928,-5.6441311808101925e-05,-1.8824561675127394e-06,5.220886805691207e-07,-6.935297597632299e-06,2.2140811319458662e-05,3.0104987903484154e-06,-1.9277904124872973e-05,-4.902323597214455e-06,-2.0658774920127312e-07,5.283070300913936e-06,-1.1922931645945626e-07,-2.94420784636826e-06,211.6096830295615,-4.70302479627897e-06,-5.9528846782750425e-06,1.770883256706874e-06,6.352285208602439e-08,-1.2738857536071247e-05,5.627244038293605e-09,-4.05120653493682e-07,-7.788702533311464e-08,-3.7019648467203545e-08,5.650506874045259e-08,-4.8280692257059354e-08,-1.664505501035336e-07,7.667902229791768e-07,1.8196046403017146e-07,-1.0375065823699158e-07,-2.595477328583332e-06,7.804001543639865e-06,1.1392370856623392e-05,-4.639166657149933e-06,-3.0797338566167357e-07,-3.415949455982274e-07,6.661916227915613e-07,8.722183874288471e-06,-1.113755249745263e-06,1.073217078988004e-06,-2.1113241368507157e-06,-6.075755146492586e-07,1.5889360610447996e-06,1.3525540009435383e-08,-6.715283645011542e-09,-212.04810985582233,-5.103200221391349e-23,-1.1406485204211481e-07,-1.2831222686930042e-22,7.377816129835687e-07,0.005113861658415887
