Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,RMSE,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,SHAP_Shap_target_core_9m_lag0,SHAP_Shap_PPI_lag0,SHAP_Shap_real_turnover_lag0,SHAP_Shap_retail_turnover_lag0,SHAP_Shap_Manufacturing_EU_lag0,SHAP_Shap_Vol_loans_lag0,SHAP_Shap_Exchange_Rate_CHF_lag0,SHAP_Shap_gdp_index_ch_lag0,SHAP_Shap_gdp_index_eu_lag0,SHAP_Shap_kofbarometer_lag0,SHAP_Shap_infl_e_next_year_lag0,SHAP_Shap_CH_2int_lag0,SHAP_Shap_Business_Confidence_EU_lag0,SHAP_Shap_M2_change_lag0,SHAP_Shap_fin_spread_lag0,SHAP_Shap_oilprices_lag0,SHAP_Shap_Saron_Rate_lag0,SHAP_Shap_unemployment_rate_lag0,SHAP_Shap_infl_e_current_year_lag0,SHAP_Shap_M3_change_lag0,SHAP_Shap_Wage_change_lag0,SHAP_Shap_M1_change_lag0,SHAP_Shap_EU_fin_spread_lag0,SHAP_Shap_variable_mortgages_lag0,SHAP_Shap_headline_1m_lag0,SHAP_Shap_core_1m_lag0,SHAP_Shap_sin_cycle_1_lag0,SHAP_Shap_cos_cycle_1_lag0,SHAP_Shap_sin_cycle_2_lag0,SHAP_Shap_cos_cycle_2_lag0,SHAP_Shap_target_core_9m_lag1,SHAP_Shap_PPI_lag1,SHAP_Shap_real_turnover_lag1,SHAP_Shap_retail_turnover_lag1,SHAP_Shap_Manufacturing_EU_lag1,SHAP_Shap_Vol_loans_lag1,SHAP_Shap_Exchange_Rate_CHF_lag1,SHAP_Shap_gdp_index_ch_lag1,SHAP_Shap_gdp_index_eu_lag1,SHAP_Shap_kofbarometer_lag1,SHAP_Shap_infl_e_next_year_lag1,SHAP_Shap_CH_2int_lag1,SHAP_Shap_Business_Confidence_EU_lag1,SHAP_Shap_M2_change_lag1,SHAP_Shap_fin_spread_lag1,SHAP_Shap_oilprices_lag1,SHAP_Shap_Saron_Rate_lag1,SHAP_Shap_unemployment_rate_lag1,SHAP_Shap_infl_e_current_year_lag1,SHAP_Shap_M3_change_lag1,SHAP_Shap_Wage_change_lag1,SHAP_Shap_M1_change_lag1,SHAP_Shap_EU_fin_spread_lag1,SHAP_Shap_variable_mortgages_lag1,SHAP_Shap_headline_1m_lag1,SHAP_Shap_core_1m_lag1,SHAP_Shap_sin_cycle_1_lag1,SHAP_Shap_cos_cycle_1_lag1,SHAP_Shap_sin_cycle_2_lag1,SHAP_Shap_cos_cycle_2_lag1,SHAP_Shap_Constant,Shap_Base_Effect
2015-03-01,2015-12-01,-0.8846061718801757,-0.2050553959113719,-1.5665203302466328,-0.9985175467713172,0.5960931647239851,1.1155214104824958,0.4617892571198033,0.4078681478560324,0.40342551377634234,30.96679511926264,0.2132020518703435,-0.3762786110370045,0.780797973125751,0.19597109733069518,2.0230176658780373e-06,2.140926447124411e-08,-3.445023651730436e-07,3.518218195582591e-07,1.9068253434467297e-09,2.452535950902054e-08,-2.2946341022248014e-07,2.1991733818614095e-08,2.9535537285543864e-08,-1.4480833775278695e-05,-4.265125801614898e-09,2.0251156464371038e-07,-2.7887906818057247e-07,2.762584630260336e-07,-5.645435982741611e-07,5.433965914417666e-06,-7.310095407266037e-08,7.874714372682524e-07,7.3857418959636386e-09,1.8434264813439031e-09,3.2202811308382806e-07,1.1602078530962465e-07,-4.1115911864873927e-07,-3.822828347083112e-07,-2.351379966853217e-08,8.155502155039512e-08,-2.0050857624731452e-07,-1.290740061614255e-23,6.290661266105264e-23,1.7052967128519414e-07,-2.8765392007269878e-09,-5.032976521098048e-10,2.8258744287928068e-09,-7.402962678670021e-08,1.6675558447605199e-07,-1.5891730555466773e-07,2.7943154642451293e-09,-1.0526917418124553e-07,8.818959494088382e-08,-9.628070437300605e-06,-2.3678350652782754e-07,1.616139096257648e-07,-8.50496312185891e-07,-4.45644179177063e-08,2.509242686269439e-07,9.168042696364211e-06,-2.323807169398151e-07,9.282132115661142e-07,2.9580339994120897e-08,-2.0926097066866073e-07,1.094583014328246e-07,-3.596800551448279e-07,-1.2812339812346202e-07,-1.9119476918019418e-07,-5.342257920811362e-08,-3.2129723799033494e-08,-5.12813813262139e-09,1.6751330359593137e-07,7.22706979250946e-08,-7.639586310052832e-08,0.1482449585607627,-0.3210343032301388
2015-06-01,2016-03-01,-0.4835425102155177,0.09422124230398306,-1.2123363922277468,-0.6774091215002622,0.9335829685860267,1.4332854856721013,0.3338109537254149,0.3570168692211788,0.354618128265197,59.148482002557245,1.2993608775133274,-0.9323511565244134,0.7961298810543063,0.23055620155410148,9.667301483020981e-08,-3.186255537414859e-08,-4.133137515388279e-08,-9.484161345552717e-08,-1.293423871359675e-07,-8.910238975273664e-11,2.705192650143307e-07,-3.7321058835600946e-08,-2.456920528424924e-07,2.183755463793292e-05,5.813368990982673e-09,-1.0072166986461325e-07,-8.607672560730427e-08,8.432062485109519e-08,1.370647893230907e-07,-1.7094321375752015e-06,2.2690554599457333e-07,-8.221074982895059e-07,1.9129202964284442e-07,6.802586557003088e-08,2.2264238327560335e-07,-2.016562918263796e-08,2.847882120233599e-07,1.7828169185436438e-06,1.8509974908585757e-09,-1.8744407414817366e-08,3.642917604348587e-23,-2.0959655214839362e-07,-1.4058554726863916e-23,7.362598773386819e-08,-1.9624322531344606e-06,8.77223601123594e-08,1.1199727164957226e-08,3.9420304558803023e-08,-6.900462752201412e-08,-4.553811295113272e-09,1.0478758545999948e-07,1.4012061424718736e-08,5.940785592630909e-09,1.1330392608035809e-05,1.8597444768850237e-07,8.327220537910296e-07,1.670959076418576e-07,-1.7951318007974013e-08,-3.688649136574407e-07,9.446334651586144e-06,1.0989637483729281e-07,-1.1644823358230806e-06,1.2133046678896647e-08,-8.4298897641342e-08,-2.7918074760299278e-08,2.6199740329592054e-07,-1.322842779478426e-07,1.2686282784154696e-06,2.679829797191002e-08,-5.855207689156459e-09,5.983933606767834e-08,9.07329334442392e-08,-1.2369727221807293e-07,-7.918659373622787e-08,0.1356794158977455,-0.007711092410200848
2015-09-01,2016-06-01,-0.2309070414847625,-0.46418260275254186,-1.790241630687122,-1.2430065639913221,0.3483604336999133,0.9300033339750937,0.05441748748479749,0.21520759596185152,0.21347898407606186,99.99999999999986,2.7239085637593417,-2.598382673082685,0.7822981038567418,0.613415840817557,-8.604348843626709e-07,3.812698026273274e-07,4.3606327902850256e-08,4.069054236774859e-08,7.242690041843663e-08,1.2625505480995472e-08,-2.0671718602745476e-08,1.1199901298700662e-08,-1.0653653218187742e-07,1.0769890504711318e-05,2.144793294189907e-09,-2.4264039262714277e-07,-2.0243744132356438e-07,1.0676006488442383e-07,-1.3593214163743159e-07,-7.74352587855419e-06,-1.6484234275960537e-07,-1.572415713876867e-07,3.0884418568471083e-07,-2.8747375991644983e-07,-9.751240870262825e-08,2.8102827717754384e-07,4.586684819985697e-07,-3.6296253857605822e-06,-1.8361360018560272e-09,3.801614344621909e-08,-6.741631949096061e-09,8.003046771311058e-24,1.346494421043688e-23,1.4455134479423713e-07,-4.285993491956214e-07,9.589956381513567e-09,-8.743307807560077e-08,-2.0536136364458514e-08,-1.094920988344946e-08,9.893431400278445e-09,-3.2992613253372048e-09,-9.237306811459115e-09,-7.0035293362756715e-09,-3.312849667497642e-05,-2.463009234345642e-08,1.22193151770358e-07,-3.5346931612892086e-07,4.1183391546250033e-07,-3.889629424474362e-07,1.5348054466921102e-05,4.009242442433329e-07,-1.6475072587787726e-06,-3.600049367561953e-07,-2.2865383466470848e-07,-1.0544228909116329e-07,2.9825838460161197e-07,-5.061937540536168e-07,-1.886697262507051e-06,-1.9520928382536573e-08,3.951696537670811e-08,-1.9482945643692979e-07,3.4878833956462153e-08,6.859302301592631e-08,6.973430555706342e-08,0.11576614421986556,-0.5476032127601727
2015-12-01,2016-09-01,-0.1371437538706388,0.0831200254697479,-1.1633301977975556,-0.6925443418004715,0.8970501648310234,1.4278122020648474,0.048516132489310554,0.2109991533946657,0.21050184706614933,99.9999999999916,2.1619760894669344,-1.6109550538008903,0.7824375993435979,0.38950194623176504,1.0741884493675538e-05,-2.986996612119208e-08,-9.775902639002143e-09,-5.0833488728357556e-08,2.3246177548517502e-08,-2.5032343011487247e-09,6.205195983353486e-09,-1.3217098768183053e-07,4.1636347075308195e-08,2.4397127148866834e-05,-4.7107158296226715e-08,5.752191713765695e-07,5.96334708784598e-07,2.6321154324794976e-07,4.394031677400789e-08,-4.918530849129415e-06,-1.360733544285135e-07,-5.310238507120335e-07,2.943019820915905e-07,5.833303728078173e-08,-4.1002989248802195e-07,3.86292707156224e-08,1.431633309785636e-07,2.3630767778410358e-06,2.961358466478233e-08,-1.4082233950179704e-08,-1.1320053399516004e-22,4.365828119921442e-07,-1.2846700805830619e-22,2.432312373467272e-07,-1.5263126494055644e-07,-1.9348742092462415e-08,1.3268762932447749e-09,-1.2531508673339939e-08,-1.4615081934239262e-08,5.5112440257940384e-08,9.79973576843963e-08,1.894600751628205e-07,1.819951971247973e-07,-8.246877690061016e-06,7.139458187043275e-09,5.386791038450773e-08,-8.192008994881186e-07,9.569087196251005e-08,-2.1383023805844603e-07,9.116768987014642e-06,-3.0186245179781824e-07,-6.777214281317182e-07,6.122509394060846e-07,-1.3272717425408378e-07,-2.036429812644931e-09,2.914786627543856e-08,1.9989815899643222e-08,7.520785804008335e-06,4.392451034212067e-08,4.994324610615822e-09,5.541393439488764e-08,7.064950157247408e-08,1.510807335342662e-07,4.6446554066505535e-08,0.10603576910624596,-0.008257563479663332
2016-03-01,2016-12-01,-0.3244976139693989,0.11453100662853447,-1.1058419625137292,-0.6324865857271602,0.9803730761553536,1.525434845436672,0.1927461297041241,0.28970477384973176,0.2905562603680253,99.99999999999909,7.467927488154012,-5.2048973512601036,0.7127031874455425,0.28285500019683163,1.0290759269719408e-06,-5.990114526238112e-09,-5.8494501127695966e-08,3.044526110870036e-08,-1.4981248044428438e-07,-5.324644714155653e-08,4.820175177017594e-10,-1.4644636648269977e-07,6.474299582439228e-08,8.19816649227973e-06,-7.501332057714245e-08,6.349856915165255e-07,3.3690603094293864e-07,1.2298950616883526e-08,3.988518218575018e-07,1.0794626115333933e-05,-1.74204901286133e-07,1.9132595848575674e-06,-1.831165659961498e-07,2.54560300909997e-07,9.52535219109434e-08,-1.278605690286395e-07,-6.656124839765326e-07,1.695594751726648e-06,3.43485949216024e-08,7.256703711059253e-08,-1.1301875469282275e-07,7.225407406423529e-24,-2.647366972444367e-23,9.394296456223627e-08,-2.316224600161563e-05,1.1125604614214926e-08,-9.377028045457076e-09,-4.061610841995549e-07,7.845125387355603e-09,-6.104415286714517e-08,1.4187737387271705e-07,4.4315329372598344e-08,-7.455635823323221e-08,9.610914111924753e-06,-1.8916060173020593e-08,3.155449250798449e-07,1.544924956255106e-07,1.8121251352043115e-07,-8.159289746085355e-07,8.771172381526426e-06,2.2944656283511594e-07,-2.966936092998866e-07,2.9420621606177705e-07,-1.6556905825844756e-07,-4.17676682428002e-09,-1.9837602195510908e-07,1.7301680364497657e-07,-5.0804278535644516e-06,2.829031016812092e-08,-9.594773768980924e-08,5.305728860689139e-07,-1.980731592735083e-07,-2.353229440340998e-07,-9.620501107218273e-08,0.08623061675425381,0.08002935843451908
2016-06-01,2017-03-01,0.1182657315096591,0.3186270445818631,-1.0144133385931449,-0.4500427584735053,1.0818663664843895,1.6191708708177213,0.04014465577601774,0.20296907036976375,0.20134750170446167,49.23951561263086,0.1144200317650409,0.2218029478548896,0.7734674633771699,0.4022293740516215,3.0160848853964435e-06,-1.1464529908330735e-07,3.2132796045462227e-07,2.6414913094011006e-08,-5.7390813235424024e-08,1.8492337691034717e-08,1.112229080860951e-07,-8.926830328040392e-09,-1.5950574302529396e-07,-6.146060099562734e-06,6.337857817678712e-08,-1.2973232839645657e-06,4.936649746286353e-08,6.029234259495411e-08,2.4882097723520143e-08,1.4808604186691623e-05,-5.81834816791236e-07,2.949768227732206e-07,-1.8891869846387396e-07,-1.431905221352788e-07,-1.5188982442761155e-07,2.144997957392241e-07,3.693815885300312e-07,-2.734342904605845e-07,-4.748663913438737e-09,-3.446319163926672e-08,-9.17587062330199e-25,1.0692299207602452e-07,1.473052945500756e-23,-7.311396282486157e-08,-1.0106921038320103e-05,7.696397464002102e-08,-8.207938732943183e-08,-3.7599982961723663e-08,-6.702218470731238e-08,-6.047777057336233e-08,-2.2043973496294104e-08,-1.5757407420668875e-07,-2.291595494263928e-07,-5.723757728401053e-06,-2.1686862496327964e-07,8.067130284570947e-07,2.1083809868369112e-08,-6.401107521611838e-08,-1.0245591830290105e-07,6.1720894557987226e-06,-4.1158149337193905e-07,-1.0623743566704633e-06,5.006865633294857e-07,-8.8554190471346e-08,-1.1907333879622195e-08,-9.122148530341916e-09,2.7279389170874987e-07,-1.3804518983034355e-06,3.268114509121923e-08,6.8459872907730565e-09,1.5783607164978455e-07,4.0004584535607156e-08,2.716882548664151e-07,-3.9529513462159014e-08,0.07880022140942952,0.24492437632055442
2016-09-01,2017-06-01,0.211977293329113,-0.42576767523861664,-1.6826457680996376,-1.1689983585763633,0.4085508025709188,0.954031448078354,0.4067186449334545,0.3753178551508152,0.36710280241748444,24.688338541370115,0.8686048921090307,-1.0717412664109973,0.7591949701297536,0.7831902151168977,6.308297984598395e-07,7.973974688482191e-08,-1.700122188201527e-07,3.4233421089909243e-08,5.75568611644024e-08,2.5136421858001237e-09,2.0815672100015734e-09,-9.022139004536776e-09,1.1406103742983222e-07,2.892509211564012e-05,2.3904388043444517e-08,2.0773641098458546e-10,2.495998234516217e-07,-1.0423457300191492e-07,1.2375932992492146e-07,1.1987508244474998e-05,-2.481016597442681e-07,2.2906490224544314e-06,4.172132030115075e-08,3.7500071109550217e-07,4.7864395876763454e-08,-5.047039618285093e-07,1.2719007350752765e-07,-1.0798623679358086e-05,-2.3800187669346e-08,-2.3088086262164915e-09,-2.0115029200709215e-07,9.55366905414993e-23,-5.868208592924595e-23,1.7043927204210917e-07,4.526442718416521e-07,-1.8606719421909443e-08,6.4559301307803874e-09,-1.4424010310849876e-08,-8.795019686481928e-08,-5.444733160723361e-09,-1.675240099357719e-07,5.4984091781557635e-09,4.045144673584273e-08,-1.9056897185440787e-05,1.0538973004707009e-07,6.494209792619669e-07,-4.3014445475227964e-08,-6.6078266449616e-07,-6.890071927136577e-08,-4.708484662916102e-06,-5.181174245089699e-07,3.030092929829766e-06,1.7680550698597418e-07,7.898947477923978e-07,4.775806060955119e-07,2.7265447728908354e-07,-4.462434219709053e-07,7.595951991241254e-06,1.6039104416530595e-08,2.4953733462672226e-10,3.6678035474298323e-07,-5.685322207526504e-08,1.0878759582496397e-07,9.108688241548026e-08,0.07367933071787247,-0.453839925146049
2016-12-01,2017-09-01,0.5106385514639378,-0.13150764171316345,-1.5578539179058244,-0.9515759755922072,0.706204365107584,1.214556245219678,0.41235173341184295,0.3851224281094571,0.38020376301833,99.99999999999991,-2.7515916106498532,2.110661852460387,0.8102250615763769,0.780609383807985,8.769916544563825e-06,-1.3806761793641981e-08,1.781371189403925e-07,3.245733853200934e-08,-0.0,-6.0021254674608365e-09,-1.3016641816884562e-09,5.010113369662273e-08,9.179761052650335e-08,-4.315690770730643e-06,-4.226027763422634e-08,-9.098080247525047e-07,-8.216802618750732e-09,2.9117230487180165e-07,4.7088974962459245e-07,3.493893774549825e-06,2.317607771184058e-07,-1.692142984416971e-06,2.114484981654503e-07,-3.7419859982262977e-07,2.161156139515237e-07,3.1734290027684456e-07,6.642925066356508e-07,7.954658542208507e-06,-1.3812726964335254e-08,-4.3118017689971616e-08,-1.5908970893955133e-23,-6.181868471607976e-08,-1.956062627136835e-23,1.738028609769015e-07,-1.1476162385339938e-05,-5.4244697464127825e-08,2.8401253115050446e-10,-3.26373465734176e-09,1.0848246667998202e-07,1.9734553586028507e-08,4.789809486812823e-08,-1.5597564704610674e-07,-5.334266623521475e-08,-1.7033174507316696e-05,-1.4170671291719303e-07,9.442137774347559e-07,-3.2571039324541875e-08,-5.168358549171463e-08,-2.324693632010295e-08,1.0985667321876113e-05,1.4701298457148838e-07,1.559668227591883e-06,-1.8320998369058125e-07,-1.2406248635955621e-06,-1.0105649230924573e-07,-1.8648044495202494e-07,2.7969064332729296e-08,1.5535577015141962e-07,-2.7007583910795724e-08,-4.5611285132504466e-08,2.061419726903613e-07,-3.4374281917907973e-08,2.972021685346768e-07,-4.760842831781174e-08,0.0650506144958103,-0.19561142357842343
2017-03-01,2017-12-01,0.7058486844918832,0.5832182538873215,-0.6837130292626227,-0.205150576531274,1.361028699548169,1.8248539049239987,0.01503822251026022,0.19099238782914,0.18817825636506294,99.99999999997767,-1.1364398384534842,1.4514795535157434,0.764474614515158,0.5647965256714483,-4.6660265634363835e-06,-2.5457485326303905e-08,1.1193888603420086e-08,-1.928540774735488e-07,9.20374895876328e-09,-1.597732225820031e-10,5.998441599586193e-09,-5.095707573588575e-08,-1.4027069375729745e-07,2.0129318513722508e-05,2.0392681123808177e-07,5.075051242134595e-07,3.199000216511113e-07,1.397155148111203e-07,6.021808310337191e-08,-1.2534797174042105e-05,-2.3720823686642958e-07,1.590510726496671e-08,1.536647300635933e-07,6.579689461590942e-07,8.126642794419416e-08,-3.981989750226209e-07,-5.831906152122687e-07,3.4196855008442877e-06,3.755070854271605e-08,2.1811551180023572e-07,2.0811779522164442e-07,-1.5064318562170526e-23,3.5727274177129293e-23,-3.0518238115797667e-07,-1.2773588191010566e-05,-9.578264774733981e-08,2.8836274458330225e-08,1.3872259212531306e-07,9.581594472848317e-08,5.1691718254034856e-08,-1.3089999462309736e-07,-2.769965685613478e-07,-9.551579488851255e-08,-2.4354218651153496e-05,1.1337188381373689e-07,1.8702003026001564e-08,-1.6926988797131613e-07,1.2425006562394886e-06,4.581321272346343e-08,-5.705706840724066e-06,2.011716984300074e-07,8.12148904237752e-07,-7.566388198932847e-08,-1.7287060003849735e-07,-6.4512742696485e-07,1.7936667652472785e-06,1.6724152354114664e-07,7.122537878805771e-06,-2.7080227471040896e-08,1.8461988179135007e-08,3.908553716377529e-08,-2.2549113365346868e-07,3.156324417379809e-07,1.764638974121714e-07,0.046592911537741956,0.5227927039135771
2017-06-01,2018-03-01,0.5770491780988429,0.4146703148577253,-0.9295750991886993,-0.405031646166728,1.1986641337220518,1.750537880405177,0.026366895227477576,0.20446763253739125,0.20092014914005668,99.99999999999999,-2.489342683668302,2.378957544788343,0.7873883869245927,0.580821084466687,-6.3071026162541e-06,1.3527221781671712e-07,-2.1539133724197127e-07,5.6044282536260595e-08,-0.0,-2.5410424999591916e-08,4.3605899211124184e-08,-1.0302083374851961e-07,-2.7590640967505777e-07,-1.9688122568357572e-05,3.5201176291913766e-07,-8.799649257396679e-07,5.976710892530986e-07,-7.108177093488692e-07,-6.359441778129824e-07,-7.321592563899263e-06,1.0779833507179484e-08,-3.1092866034638884e-06,2.2845775108212518e-08,1.705074976478032e-07,-1.0022350586642147e-07,-7.913594134864059e-07,2.5664593704468415e-07,2.395179285159973e-06,-1.850474404743548e-08,-1.2438693916169879e-08,4.7078004643571494e-23,-1.6877658922414847e-07,-7.232986520876455e-23,-2.3758908976124553e-07,2.2314932264728157e-07,-1.2224545837321982e-08,2.8120617325203746e-08,-3.154592811633841e-07,-2.2607826865051076e-08,6.064857782888502e-09,-3.705572864831186e-08,-1.76187464749796e-08,-3.405164587469197e-07,1.4831566244482791e-05,-2.6606687178874946e-08,-6.239579534026096e-07,-6.975237666369451e-07,2.741853948025087e-07,3.559755486432039e-07,-1.0079374133020205e-05,-4.1540443665321156e-07,9.596812707738653e-07,-1.0104858585234647e-07,1.6723234889784545e-06,-7.079609954856548e-07,7.476537197282093e-07,4.543002456695515e-07,-1.63462872033954e-06,3.0779938433878652e-09,-1.9571232253610765e-09,-3.194691987507263e-08,3.6981999084811707e-07,1.2105980289622745e-07,5.609240564246952e-08,0.04466267245078504,0.33863593814000836
2017-09-01,2018-06-01,0.4772563274701547,-0.1179313292632696,-1.4887141366108378,-0.9425404411577276,0.6752097014668729,1.162488312428836,0.3542483467278244,0.3660628515804057,0.36166564052160177,99.99999999999999,-2.3569496600393567,1.728169647613223,0.7849066524315174,0.7770930541449543,-1.1520662720762404e-05,-7.05111451524881e-09,9.025764652845601e-10,7.882253405362769e-08,-4.8901769680834005e-08,2.2158321579281848e-08,-8.961861486922209e-08,-4.2921888885049026e-08,2.727902495310569e-08,-1.7137631852621777e-05,1.8252676056045526e-07,9.272219762166616e-07,-4.4174337374312576e-07,-2.2208996445093126e-06,-2.610484067192275e-07,8.620868214531121e-07,-2.688369236267713e-07,2.366228637014528e-06,8.506996166629173e-08,-6.60501418305935e-07,2.235181728759933e-07,1.1869575451879539e-07,-8.857191620740288e-07,2.192550407185895e-07,-4.900556592264085e-08,1.765924419509824e-08,2.0388064417524133e-07,6.969468722382006e-23,-6.79817978713648e-23,1.0931698967150885e-07,-7.381423941430997e-06,3.2868031868801926e-08,3.209737458764877e-08,-6.148525925140554e-09,-6.89107139349572e-08,3.2829216215842966e-08,-1.5119317486961325e-07,-2.014189361229087e-08,-1.0859446108802657e-07,4.465049841688196e-06,3.427178082616647e-07,3.730117161693597e-07,-2.1417572542559866e-06,2.0793293237275117e-07,6.255387258216002e-07,-4.408844429583455e-06,-1.1710762581525532e-07,6.997897914450672e-07,-4.745570022039334e-08,1.608063561648822e-06,6.654997355257786e-08,1.1814532054571496e-06,-1.4557913444171875e-06,4.8475220299270224e-06,-8.045454259644536e-09,1.622504474940991e-09,-1.8635520393542262e-08,-1.4224588988174236e-07,5.500945081554667e-08,3.28590088092349e-08,0.03614970848893359,-0.1551786670112243
2017-12-01,2018-09-01,0.3692064162161834,0.06947727753650483,-1.2870608236455674,-0.7305276678194662,0.8787698185491254,1.3542946793854427,0.08983755657366198,0.23461509403180403,0.22745224523365487,99.99999999999996,-4.282139073350294,3.3411313820610467,0.7591998393967447,0.6420395069471706,3.1693086709669802e-06,2.3300608865254727e-09,5.167282008500369e-07,-8.332126703144693e-07,-4.545476662301986e-10,-1.735585233757453e-07,2.3182189007694566e-08,1.039087463890094e-07,6.947546943070422e-08,-3.874785874571782e-05,1.939937752023666e-07,-1.1657010671302784e-07,1.1098172083511524e-06,1.3987149189624054e-07,-9.739478430946775e-08,-5.513558846791809e-06,-8.835635399845259e-08,7.524778236391113e-07,-4.6092334196363e-08,5.807045583669778e-08,-3.0956041279873554e-07,-6.357005431664819e-07,-6.62377584936522e-07,-4.310473445872641e-06,-4.184507226528539e-09,-9.21576754722378e-09,-2.711580195232933e-23,-3.486198861786458e-07,9.34031508755576e-23,7.485953967127593e-08,-1.1971937258903077e-05,-4.394452145907593e-08,1.0984329864174406e-08,-2.2809050448909318e-07,-1.493681421415795e-08,-5.8059809938543224e-08,1.0897927699506999e-07,-1.0609835611233422e-07,8.249823758959833e-08,6.475688835371007e-06,1.4189375755461164e-07,-8.388933412390906e-07,-4.5051336836568244e-08,1.2948952747280342e-07,-8.708159416634412e-08,6.8646316190483e-06,-3.734154833731492e-07,-3.863120272900247e-07,-5.3555503812869717e-08,-1.3875206486589309e-06,-1.1039629256995644e-07,1.793787172635437e-06,-1.6044075964474753e-07,2.737935372148538e-06,1.728754457168358e-08,5.921011284383847e-09,1.8479794400842382e-07,-9.40006465724982e-08,-1.1110111105435924e-07,4.091013454225227e-08,0.03398933767461075,-0.0004012905504779951
2018-03-01,2018-12-01,0.3096180831721362,0.3903941552398039,-0.928315737620375,-0.3901813753196317,1.2409340645706535,1.74695639574234,0.006524773818681052,0.19522082500291793,0.19282962430916908,99.99999999999999,-0.34971348204267094,0.6974086747574711,0.7960807695739278,0.445865605223553,7.077549553748486e-06,-2.29868283871691e-08,-2.3565252474692408e-07,-1.193462543706497e-10,-2.1875579880269357e-08,4.456359446501824e-08,8.018150313221365e-09,-2.9974505500309286e-07,1.3738708212431947e-08,9.626186678935462e-06,8.757039114357353e-07,7.685853003143799e-07,-2.3694980873413215e-06,-6.117296146401001e-08,-3.2431393648886036e-07,-6.621797969757481e-06,-5.988891541353705e-07,-4.455294626387807e-06,1.4737787534215095e-07,-7.188436660012962e-07,1.5374167584180084e-07,-1.164836551904371e-07,7.68360920266552e-07,-1.1595939661089833e-06,8.009755718813066e-08,1.1517628762774421e-07,1.0299656444659858e-07,2.706702751602875e-23,3.27066018230879e-23,-6.503092953833118e-08,-1.1764297313448712e-07,1.3388513223883382e-07,-5.014482000381922e-08,2.6296669394649416e-08,4.780347561617177e-08,2.4897758247711303e-08,5.843947785861302e-09,-1.2761075609990474e-08,1.2858535524249434e-07,2.5044580612983865e-05,6.058490793674425e-07,8.144114377344314e-07,1.8943260856160795e-06,-5.056708149667821e-07,1.8831814697781873e-07,-3.355828366870587e-06,-5.081782944118678e-07,-4.835045895812085e-07,-2.511830119696313e-07,8.192084993095154e-07,-3.192120597401778e-07,1.495993387447812e-07,-3.8667529468617424e-07,9.686134909447182e-06,-1.7123523225861125e-08,1.277570577325261e-09,-9.080423325061677e-08,3.39230951450214e-07,2.6511057780406683e-07,9.580137964466412e-08,0.027714319941554197,0.39399319752053685
2018-06-01,2019-03-01,0.4957130017502642,0.24049872057137575,-1.0746734977080734,-0.5544870539874664,1.064440264060733,1.610678256133665,0.06513432931765674,0.22300996926191052,0.21792508533173088,99.99999999999967,-0.6203196218240572,0.7671223890050307,0.8137111627894462,0.6131458497238038,-2.448636639171315e-06,1.092553063999209e-07,1.613156671955744e-08,-8.170750120593023e-10,-2.441578541224412e-08,3.793492187551e-08,-3.0962459613901524e-07,1.6623427214436593e-07,-6.989835013743894e-08,-7.347534816776183e-06,-8.295583579670455e-07,-7.18644826811918e-08,1.3970861733574217e-06,1.8857268866911277e-09,2.2898922702109683e-07,-7.947484284419407e-06,-7.886301110297899e-07,1.2343739880057658e-06,-5.614885553288149e-07,-1.7447505912083063e-07,-1.0284995768222984e-06,8.086177379480645e-08,3.8090089652533534e-07,9.215327876909336e-06,-5.264459344865164e-10,3.0524741407380546e-08,-3.115692056453685e-23,-1.3060116428077822e-07,3.7687559521095474e-23,-4.446444395100538e-08,4.5523509112272197e-07,2.075468873713534e-08,6.487461891870269e-08,-1.5185947279381935e-07,2.6667050923933397e-08,-2.1734281352110737e-07,-1.5984552736404435e-07,1.842093349042618e-07,6.914769010178265e-08,4.0370889122414885e-06,1.2727797442198342e-07,-9.933732946210673e-08,2.2751947069957605e-07,-1.117691204641958e-06,3.0510462709983136e-07,1.4838093257271364e-05,-5.825368914255756e-07,3.987152003655852e-06,-3.999691843306688e-08,-1.127949452024779e-06,-1.8576178626726008e-07,-5.718085893981376e-07,5.122230539313555e-07,1.0065712166453154e-06,7.466286722308339e-08,-1.0454720573619756e-09,1.1034788884434348e-07,-1.5214168951172476e-07,2.354325097154329e-07,-9.849026858578993e-08,0.025276609790455234,0.2388430875113201
