Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,RMSE,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT,SHAP_Shap_target_headline_6m_lag0,SHAP_Shap_headline_1m_lag0,SHAP_Shap_core_1m_lag0,SHAP_Shap_sin_cycle_1_lag0,SHAP_Shap_cos_cycle_1_lag0,SHAP_Shap_sin_cycle_2_lag0,SHAP_Shap_cos_cycle_2_lag0,SHAP_Shap_Factor_1_lag0,SHAP_Shap_Factor_2_lag0,SHAP_Shap_Factor_3_lag0,SHAP_Shap_Factor_4_lag0,SHAP_Shap_Factor_5_lag0,SHAP_Shap_target_headline_6m_lag1,SHAP_Shap_headline_1m_lag1,SHAP_Shap_core_1m_lag1,SHAP_Shap_sin_cycle_1_lag1,SHAP_Shap_cos_cycle_1_lag1,SHAP_Shap_sin_cycle_2_lag1,SHAP_Shap_cos_cycle_2_lag1,SHAP_Shap_Factor_1_lag1,SHAP_Shap_Factor_2_lag1,SHAP_Shap_Factor_3_lag1,SHAP_Shap_Factor_4_lag1,SHAP_Shap_Factor_5_lag1,SHAP_Shap_Constant,Shap_Base_Effect
2019-12-01,2020-06-01,-1.2829630830706762,-1.2120073515546073,-2.51719650844103,-2.0053693280664704,-0.45191516722051345,0.06729646185797457,0.0050347158349804575,0.17909456324533224,0.18059872864502274,13.144032037870163,0.1079818310658097,-1.296040362562314,0.7359993326354664,0.4639260038281339,0.28400934374490827,-1.3196936358607218e-07,7.471544314910423e-08,-6.1814989939315545e-21,2.5313408521081448e-05,2.6278108394324008e-21,-1.317820435258731e-05,4.075269436583933e-06,3.941197538922135e-05,-1.701185280966913e-05,-5.411387743057619e-06,1.7540859353317375e-06,-0.6427660982687793,-6.427816171410193e-07,-2.8948686980471984e-07,1.0696899708991913e-05,3.162651466674884e-06,-5.827866519402702e-06,2.3365743013296388e-07,-3.0661568835678936e-06,-5.665081112584943e-06,-1.4278959464743047e-05,-8.560422485627282e-06,1.4909971909321616e-06,0.11554859227861367,-0.9657590581407582
2020-03-01,2020-09-01,-0.8030999717637322,-0.4811129420844967,-1.7653255730915602,-1.3107917434661291,0.31353646921358075,0.8079077157783068,0.10367564728165687,0.24134732752442722,0.2361350022476919,99.99999999999999,0.16783488589977505,-0.6130288829301018,0.7848175191072593,0.3411394531047761,0.10084288529882728,-1.6928744082478296e-07,-3.3130889033049418e-06,2.654300502188537e-06,1.3244986338490418e-21,-2.6653849031857376e-22,-1.1623064261644502e-05,2.926348007272378e-06,-5.693243662429262e-05,8.913952411321768e-07,7.849201812350796e-06,9.141856013717675e-07,-0.32753495392929605,-3.1106330331522077e-07,1.5678264806077798e-06,1.2856756445252208e-05,2.566610659282278e-05,-2.9114852182876896e-06,3.1468948168943843e-06,-6.1566498950341175e-06,-5.3955626809639024e-05,-3.972581636524036e-06,3.068541629913606e-06,-1.0117916909125883e-07,0.09907231265649485,-0.3439347686753358
2020-06-01,2020-12-01,-0.8171521987560659,-0.3205516915622843,-1.5490197545677733,-1.082022584717653,0.42206242535904814,0.8999624458848613,0.24661206374512115,0.30648412212675685,0.30085842448601113,99.99999999999999,-0.7625095990914428,0.24878108033765176,0.7479020222909031,0.2559627594261004,0.09248473975256528,-1.581321705551097e-07,-2.704599598931598e-07,-2.3251464000884786e-21,-5.818157320298482e-05,-4.719399885572829e-21,3.5253218925181637e-06,1.1871291807020046e-05,-3.8686938221396847e-07,-0.00010781882056699,5.8692052813359934e-05,-6.296363032621329e-06,-0.189294686103113,-5.399724196795949e-07,-1.041283963459523e-06,-8.475909150307454e-06,-4.040755470127086e-05,1.0522850549498435e-05,9.38079992887521e-07,1.6526179688749571e-06,-1.913714611942712e-05,-2.711327495587698e-05,8.191094704955483e-05,-3.7867741812658204e-07,0.09396985274345114,-0.31720402492991795
2020-09-01,2021-03-01,-0.2455273463734641,-0.44594980232045445,-1.6816101784695878,-1.2126174168204076,0.31879628221056544,0.8778372263182392,0.040169160847823286,0.19715811662631508,0.19905402855789692,40.27527418237408,0.8537789324671085,-1.090571628491247,0.7486494097739343,0.604834157120077,0.13503254824236813,-4.2055788140044996e-07,2.013784177991558e-07,-4.059073502199708e-05,-8.384202865664428e-22,-2.1315272238443586e-21,1.2106942734689317e-05,-0.00017991659963947595,-5.195276047184909e-06,-2.890594427121964e-05,2.198796576414616e-05,-1.9018551528229091e-06,-0.20896866252695834,-2.727958786931728e-07,2.816038033516907e-07,4.7794025816889845e-06,-7.655878271891939e-06,-7.706033170936316e-06,2.193821619738397e-06,-3.829707906610617e-05,-4.0093449758349064e-05,-6.122774921979908e-05,1.9325512026933882e-05,-1.8564017801530612e-06,0.09406589957583886,-0.45916520308839637
2020-12-01,2021-06-01,0.6026508010152476,-0.48017969884609446,-1.7799088923467572,-1.3117897491458574,0.29269653976262155,0.7733810910078542,1.172521891429964,0.7178428663478122,0.7134496464190252,99.99999999999999,-0.806575715687723,0.13260369804150973,0.7725618047334516,0.9210516656345213,0.14555413807403184,1.4271376259429807e-06,-1.9650671175597813e-06,5.165704492131261e-21,4.3566919497753894e-05,-4.958450657282071e-21,-8.458923388895375e-06,-4.608487269690857e-05,-0.00015643776369897197,0.00013500990974995151,6.08927737805573e-06,8.906414524585816e-07,-0.2329543944102666,-4.047133274523727e-06,7.92109774734801e-07,1.1280821879527462e-05,1.1248226295680045e-05,1.3032062985353939e-05,-3.719054389975116e-06,-0.00015415938420326362,7.1710770531098715e-06,5.473445906092876e-05,-2.761865615016759e-07,4.4515402397543265e-06,0.08630256861558096,-0.499948173826148
2021-03-01,2021-09-01,0.9379541644552348,0.13234075954040386,-1.078879933458494,-0.6307726594673065,0.8578854713289153,1.375237891583132,0.6490129581784673,0.4983788012120204,0.49493292385270005,99.99999999999999,0.3410640505405361,-0.12614485128186548,0.7411232529640135,0.8611673445637655,-0.062119156468759755,7.001042563633576e-06,-1.5784773497867223e-07,2.4196665743107624e-06,1.901402207777415e-21,-8.695222413459492e-22,-6.492336652137537e-07,-3.0273338548821548e-05,1.4708313558474304e-05,7.109711282100437e-06,3.7586674394516065e-06,-6.648271371975725e-06,-0.10137190964847793,1.4262025215101384e-06,6.384013806638285e-08,-3.367277265455612e-05,1.871271019311018e-05,2.162995629394254e-06,5.366696254440564e-06,7.582401869527812e-06,-7.983156055421345e-05,-2.480937720999242e-05,-9.2145591085611e-06,-2.321778645983436e-05,0.08669679748288964,0.21363785671493218
2021-06-01,2021-12-01,1.5194969502536182,1.4431488365943095,0.241007636119456,0.675905064662717,2.2176811082368113,2.714943765402108,0.005829034459334722,0.1823999899570932,0.18247061026466976,99.99999999999991,4.313018322815858,-1.715062841112409,0.7291889193948441,0.5423339855714614,-0.3261026434293267,9.854714734964694e-07,1.1667869889099378e-07,-1.0774531446002916e-21,-5.252155480521386e-05,-6.862279518699191e-22,6.5825426291853524e-06,-7.250782524596759e-06,-8.143621551432986e-05,-1.0271083851456328e-06,-1.792928280726045e-06,4.988734997160718e-06,0.564523006209733,-2.4866035840912283e-06,1.2130001983714057e-06,3.945041488703095e-06,-4.9892993260208954e-05,9.123574228831998e-06,6.68161011920133e-06,-6.611769639517593e-07,-1.2063277747763477e-05,-3.8152876812122525e-05,7.498109848476103e-05,-1.770927373891138e-05,0.1011063955604048,1.1025989748413956
2021-09-01,2022-03-01,2.3581675787721856,1.219725311605906,-0.0105422323624955,0.45918958472822463,2.005590116304639,2.5350783846112996,1.296050795670699,0.7442825351024598,0.7364184105851405,45.15494552432312,1.088067960833423,0.41035854835829344,0.7525754147470497,0.9242469492324805,-0.21537499148746658,-2.63554200161041e-07,-1.405760175424418e-06,-1.637604586441528e-05,-1.015590300725042e-20,-8.146429922248127e-22,7.414175604805874e-06,-1.4945078550104982e-05,-0.00011803764849919564,-8.66888139640321e-06,-1.0671197236458839e-09,2.865939526833541e-06,0.6310584791013163,-3.658905027126922e-06,-4.614821033015583e-06,1.1143053926939345e-05,-1.0844397612270777e-05,-4.201491306754577e-06,-3.538891888863911e-06,1.2283003485785913e-05,2.3735945703456323e-05,-2.686153200181433e-06,-4.113097685280509e-06,-8.309853937664752e-06,0.11378573095457266,0.7243163077403025
2021-12-01,2022-06-01,3.3289415700122227,0.7618392895603587,-0.44142507367127576,0.050485954124297794,1.5556939329253265,2.026177746458626,6.590014118301159,2.1311996167298353,2.112330858895316,69.53495649472703,1.5530102618987265,-0.3721083511538331,0.7403540739748341,0.9992238123715586,-0.12188703844983056,-5.841705569200375e-07,-1.996057599000976e-07,4.849780671697374e-22,3.047435413273451e-05,-1.3027549668468346e-21,-3.294571829453923e-06,6.6823313599122235e-06,8.02831579062377e-05,1.2489760373672024e-05,-5.540714348943727e-08,1.9714461958912892e-07,0.3575050849351242,1.453230881698162e-07,4.968595765446726e-07,7.2097199706043605e-06,1.8386887047846563e-05,-4.152077012444463e-06,-2.0708471522536716e-06,-2.5730074209654564e-05,-5.449284137723574e-05,-7.522688571232673e-07,-3.6501741454016655e-06,-1.742113299830238e-06,0.12082729793026441,0.4168979754122226
2022-03-01,2022-09-01,3.200711551913216,1.9531501255265822,0.7426286900382228,1.205528145546372,2.700522556018691,3.1911728505604646,1.5564095126078525,0.8613957504758305,0.8532303183307385,99.99999999999997,1.7053010653293454,0.6946358225767094,0.7356949151729988,0.9501088797248107,-0.47186200408424506,-3.5391286387150437e-06,-7.562862581520086e-06,-2.21381030654643e-05,2.7968212860184427e-21,9.705270490623974e-22,-1.6987549918095837e-05,-2.332904824282929e-06,-4.361473657991953e-05,-1.0652661226779005e-05,3.18923860320397e-08,9.011164145728892e-07,0.659288077695172,-2.100002522080368e-06,4.086421263095362e-07,3.15368652504514e-07,8.662148579299766e-06,-9.372515903782511e-06,-2.9870460275727223e-06,2.2540809184401198e-05,-2.1518916895282928e-05,5.0479936922685494e-06,-1.376169810988331e-06,1.516805862798932e-07,0.12350066833245762,1.633851271031883
2022-06-01,2022-12-01,2.8007230080850043,4.251297521931866,2.793208139083773,3.3922114762462106,5.105135176036497,5.6540442335724075,2.1041664202220587,1.0092529423262466,0.9986521863531582,52.882023450118545,-1.9440735463859788,5.892432238568426,0.8348620898257318,0.05047827642236418,-0.565159733908335,7.123739112461769e-05,9.150054804400666e-06,2.0263221964697257e-20,-0.001977711981587032,-5.6221720545479144e-21,7.434087070410372e-05,-0.0012218692174716707,-6.874701998107273e-05,-3.1267091200269497e-06,-5.161873113145363e-05,-0.0005543448313053129,1.7666355852601368,-0.00010477548731917317,4.2086072610706046e-05,-0.0004649728165701847,-0.0016963055265215396,6.988705660121525e-05,1.4892485686268922e-05,0.000850030851714759,0.00010297075043345642,-2.244142974251104e-06,-1.2151443237061358e-05,-0.00028063951684429014,0.1076368914999317,2.9120435946
2022-09-01,2023-03-01,2.90276082002201,3.2319196411817384,1.6978242824480512,2.2765471191101994,4.12207855755539,4.717967124721994,0.10834552954726198,0.2593284028248084,0.254385229745146,38.03458582716373,-0.5184783206671238,3.6811486266082847,0.8953331314055336,0.3656102466693377,-0.27773672798095295,-6.749621786399487e-06,1.6747260916023414e-07,-0.00035569995100936355,-4.1550052257269664e-19,5.809339775832513e-21,2.5800065919407266e-05,-0.0030219133175513058,0.00018756743582924113,-0.00016527381001794558,-0.00022147551635185724,-0.0004548058287354875,1.8003726872079382,-3.2985874423333536e-05,-1.4931295049487714e-05,0.0006256316209253749,-0.000953146287259222,2.5587789369613106e-06,-4.27339297919026e-05,-0.0017444295282494182,0.00037422833744434384,1.5020618299646417e-05,-0.00018058343923675455,-0.000779042797579507,0.12733849717053686,1.5668602808813326
2022-12-01,2023-06-01,1.6964060734045994,0.4827747795661365,-0.9481647425404219,-0.40995210703993534,1.3327028784952097,1.8907778763279084,1.4729009173840213,0.8012761294132057,0.7937047483041403,99.99999999999999,-0.34567174065241846,0.7760474606421032,0.8708792038364321,0.9186383258199062,0.02076544298753342,-2.127748364739544e-05,7.269080293479683e-06,-6.216839266459511e-20,0.002066966369218058,-3.167545080564866e-20,1.4048555125889623e-05,-0.0027108095118735537,-0.00031802425871185134,-0.00022277658776261616,-0.00017544065499285866,-0.00035291594784975244,0.46965838146183647,-4.178444986262674e-07,-1.0396813732476185e-05,0.000385143141789959,0.0016410858247654302,-1.5302714885284606e-05,5.560190159901929e-05,-0.0023973700135470157,-7.308705929769661e-05,0.00021410001081584353,-2.5804043217141595e-05,-0.00047006795011875967,0.12184385366423987,-0.11132058651499577
2023-03-01,2023-09-01,1.6411246257645118,1.9426100589106228,0.5779596144877476,1.0575497039347903,2.8247961985282126,3.418997322493242,0.09089346639929816,0.2516159672953628,0.2444238771377852,99.99999999999997,3.3649035697648126,-0.8971190770692239,0.8415422091986642,0.3637208828124054,-0.2647400861160386,1.2523837180296855e-05,-9.901823053554368e-06,0.0005054858907657903,1.227497914466665e-19,-3.1011271262438037e-21,6.323401030975373e-05,-0.0031204779184711047,0.00025921780867501124,-0.00029820804384171124,-0.00023806497881067017,-0.00030559626041727785,0.7635586047157029,-9.554656539767271e-05,-0.00010969718065314045,-0.0005800584536657979,0.0010467058250687481,5.035937378751082e-05,6.5662298869306115e-06,-0.002815742003651251,0.00034251235051749464,-2.777476645436248e-05,-0.00019954588651792886,-0.00031802479495919773,0.11877866186022762,1.3359005391406775
2023-06-01,2023-12-01,1.7003510972565472,2.6920523056832053,1.2789163125155467,1.8067290910169085,3.5783371836028426,4.271471381699875,0.9834712867948939,0.6082520898948941,0.6043034782030815,99.99999999999997,2.747548714820114,0.27019799307552184,0.8760634555892541,0.13311643764555914,-0.3634768424842045,3.6890589298717447e-06,-7.014941228823725e-07,3.41949888364962e-20,-0.0022291495065054918,1.2711582876819945e-20,4.1452607127447155e-05,-0.0022343850583251136,0.0012433920095336194,-0.00014897923072891643,-0.00014128624353825853,5.228147719930123e-05,1.1609368229123211,-4.496829683766997e-05,1.5319150735206947e-05,-0.0003245248201488581,-0.0018617641746409598,-4.724663327306464e-05,-2.708128046241142e-05,-0.0014419277032924568,0.0013492212432861497,-7.19741796585947e-05,-2.586377086016665e-05,-0.0001373053791378572,0.12629833203764762,1.8077266599195951
2023-09-01,2024-03-01,1.0394923498330932,0.7507903928571221,-0.5806413026348687,-0.03765905035768549,1.6251186730541662,2.218910192924713,0.08334881996175549,0.23855777855089833,0.2328180052832045,19.368133243217155,0.7433679014890339,0.14846482005115816,0.8058523824057439,0.6340983311634691,-0.06058703753265237,-1.133693211907161e-06,-6.724371836949881e-06,-8.745646111322773e-06,-4.507605195707099e-19,2.828644348697711e-20,-6.610664669537276e-05,-0.0011188373015831952,0.0009198498661180616,-0.0003233302512466817,9.271940157409492e-06,-1.2890328052425277e-05,0.40578780854900987,-8.012468820801653e-05,-6.0346228590515545e-06,0.0007253509282358322,-0.0010521215894772984,-7.478897840264826e-05,-7.164287289955172e-07,-0.0014020277115641775,0.0009980648557267864,-2.096441269783617e-05,-4.6095435122511534e-05,3.4993348775910505e-05,0.12833633784039533,0.30522408662383427
2023-12-01,2024-06-01,1.3193296569814272,-0.04114016330146011,-1.4453138096283755,-0.9203776557110989,0.8250447197091597,1.3318603565168066,1.8508781319005516,0.9098538932141075,0.9029358740596332,90.9052883956489,-0.8169195844707804,0.6801898626770542,0.8625652453027932,0.9398511990451951,0.022341422270897138,4.313522510808846e-06,1.9530069940658192e-05,-1.5340197884875504e-19,0.0023143787544602197,1.8705058475235565e-20,4.8187598620973485e-06,-0.0027613783304917486,0.000697570264261567,-0.00010491543704263894,1.4766897447890798e-06,0.00012542792170156162,-0.06949796776271122,2.1726946900526127e-05,-7.467981992419325e-07,0.00044618294235170556,0.0018009917238264196,7.146095632931494e-05,-1.9114223336256973e-05,-0.0014820652368268301,0.0005404055765951256,-0.00019296933252588213,-2.272410718459559e-06,-1.5069418691799944e-05,0.12634569174034985,-0.10737556266304793
2024-03-01,2024-09-01,0.8394445411443741,1.1534187535622276,-0.21527743627119225,0.3042620664533137,1.9914935668801936,2.6547205083120615,0.0985798060634114,0.24419931539850429,0.2413631177324883,40.57547342043187,1.2665855444417082,0.10383930476528806,0.8203065829680599,0.35437706163859817,-0.15280594012023146,3.21804819808796e-06,2.7531254414082455e-06,0.0005828533145880438,1.4109117558038843e-19,7.321619373195518e-21,-7.307226069375209e-06,-0.00349249272356173,0.0007787861280468456,-0.0001322180505608152,5.932252986708154e-05,6.363486710796164e-05,0.4699149098040714,-7.905591719483722e-05,-5.812611350783033e-05,-0.0008927964426829603,0.00112052622320675,4.9974776363121455e-05,1.0765086008709121e-05,-0.0020827456396465315,0.00041156741264115556,8.826573510759678e-05,0.0001499309505248257,7.532878855866957e-05,0.11912497258928041,0.734268263209259
2024-06-01,2024-12-01,0.6244731695070449,2.37310158430902,0.9028164319288381,1.5213805648705858,3.2066863523278544,3.7965595528390796,3.057701333052868,1.2886281100153087,1.2790424435850511,99.99999999999999,-0.34771098307705095,2.6739480498926897,0.8534976709122675,0.021748378458067395,-0.2990286922577987,6.83183126364476e-07,-4.889612229451099e-06,3.6801947630373824e-20,-0.002342758792138437,-1.0297284241864641e-20,-9.91099455675941e-05,-0.0014388195026371457,0.002138585469251117,-0.0002495930457019688,0.0002494605552315765,-4.6020412664842676e-05,1.1015731945067377,-3.8248668344195956e-05,-2.2802175770953293e-05,-0.0005458790655488329,-0.0019541274709927213,-2.042555428568624e-05,2.3809427969809045e-05,-0.0013703045482845453,0.0005012756281774877,0.00010150093011147044,9.050816083309858e-05,-7.207936540705897e-05,0.13386428661958094,1.4267052196444752
2024-09-01,2025-03-01,0.34172165348334,0.5431776827449739,-0.8765700818325153,-0.3223585319447433,1.4352896636105426,1.9590940695498926,0.0405845317258643,0.2252351903673149,0.22204972286193259,99.99999999999999,-1.7891457131565103,2.0817276545755456,0.8536312130916996,0.4045451486965256,-0.021995179911462763,-3.994591085284954e-05,-5.00117675565338e-05,-0.0002427619015127569,-4.496830920263901e-19,1.606244717233798e-23,-7.88883033139426e-05,-0.0012109142400630142,0.0014100804570731191,2.7603835525457252e-05,5.4359093964667785e-05,-2.821096631183251e-05,0.3200383361498781,3.883505054911137e-06,-1.290796635206382e-05,0.0009000340326801437,-0.0011930101885689473,9.505479340922095e-05,3.582869125979777e-05,-0.0005343817322637984,0.0015694241721639023,0.00015430990004885046,3.2079103726411618e-06,0.00022377020298412293,0.13763669338539633,0.10517627793511508
