Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,SHAP_Shap_target_headline_12m_lag2,SHAP_Shap_headline_1m_lag2,SHAP_Shap_core_1m_lag2,SHAP_Shap_sin_cycle_1_lag2,SHAP_Shap_cos_cycle_1_lag2,SHAP_Shap_sin_cycle_2_lag2,SHAP_Shap_cos_cycle_2_lag2,SHAP_Shap_Factor_1_lag2,SHAP_Shap_Factor_2_lag2,SHAP_Shap_Factor_3_lag2,SHAP_Shap_Factor_4_lag2,SHAP_Shap_Factor_5_lag2,SHAP_Shap_target_headline_12m_lag3,SHAP_Shap_headline_1m_lag3,SHAP_Shap_core_1m_lag3,SHAP_Shap_sin_cycle_1_lag3,SHAP_Shap_cos_cycle_1_lag3,SHAP_Shap_sin_cycle_2_lag3,SHAP_Shap_cos_cycle_2_lag3,SHAP_Shap_Factor_1_lag3,SHAP_Shap_Factor_2_lag3,SHAP_Shap_Factor_3_lag3,SHAP_Shap_Factor_4_lag3,SHAP_Shap_Factor_5_lag3,SHAP_Shap_Constant
2012-09-01,2013-09-01,-0.0553795839522308,0.6987904572712657,0.45110352043382196,0.4526535139660944,0.5687724510790503,0.2092865650174427,15.227889578056226,0.06407827046911763,0.6400358777466503,0.9091621846407986,-0.0553795839522308,0.6987904572712657,-0.8848442903358736,-0.21598838414011298,1.6724017385195948,2.2869014675061567,0.0,0.45110352043382196,0.4526535139660944,0.001875504787045591,-5.8936347573143216e-08,2.196863396035365e-07,-1.1485006255434145e-05,4.6310061097959466e-07,-2.0694683070346404e-07,-4.033378390379547e-06,-2.6220076721893368e-05,1.0818733828754754e-06,2.8861994850710384e-05,5.881542585275093e-07,1.1385845023979334e-06,0.0002982198214957325,1.809534892042308e-07,-2.8644000088691636e-07,3.5814878003343202e-06,-2.5178712906529988e-06,-3.9682114536190854e-07,2.3515051650407176e-06,-1.8106649681209234e-05,7.280928410445492e-07,1.99100050369191e-06,-1.546044218540719e-06,-3.637092830715006e-06,0.7104071798941822
2012-12-01,2013-12-01,0.0670906503184021,0.6707370358200742,0.38795009953521176,0.3904457113122939,0.36438895872923327,0.2695686482947361,33.783169664372515,0.9243310400284457,-0.24716206824375503,1.0069779694454002,0.0670906503184021,0.6707370358200742,-0.9626405230163227,-0.29779397787996165,1.7029193898122683,2.542925240470642,0.0,0.38795009953521176,0.3904457113122939,0.00015960733543474563,2.205681279914709e-07,1.8150791477703472e-07,-1.5105468989679886e-05,-5.97728787255692e-07,-9.879905801775559e-06,-1.470384815666523e-06,-4.927571185401522e-05,2.0641069970483127e-05,-1.5889784546240327e-05,-1.343820329813248e-06,-2.1383073823658575e-06,1.7969149468014866e-06,2.588770810424682e-07,5.743806382932595e-07,-7.55037326390068e-06,3.269477708820004e-06,-1.1070014328010058e-07,-2.1126843587391536e-07,-9.333195790127548e-06,-4.521553509948498e-06,-6.773291634773097e-06,-3.3018994923095274e-07,4.4473946770312377e-07,0.6756225760603206
2013-03-01,2014-03-01,0.0027728372861801,0.6610761198319717,0.3992084559124923,0.40664724010826664,0.43336321181056436,0.2643529506209111,99.99999999999999,5.332525739424179,-4.530731761104474,0.9685044639023592,0.0027728372861801,0.6610761198319717,-0.9789816528228712,-0.391145508340952,1.6879893668456027,2.4641533376049347,0.0,0.3992084559124923,0.40664724010826664,-0.0002060290667905604,-6.394570640480025e-07,3.974227122468475e-07,1.4115116684929607e-07,7.180164577609071e-06,-1.2570432372783549e-05,2.2032603266837694e-07,-3.173265771829197e-07,1.4255562967966337e-05,-5.200803844371376e-06,-7.425542267895724e-06,-8.030819917368427e-06,0.00015374086175901246,1.0654907761326184e-07,3.2159409303638804e-08,-1.8076115160246429e-06,1.988339305136158e-06,1.7873112234181076e-07,3.381485645373316e-07,-1.323709757411412e-05,-8.452067003807265e-06,-1.0448601956455236e-05,-9.590750994411778e-07,-2.384224870481306e-06,0.6463509208014782
2013-06-01,2014-06-01,0.0495813252518573,0.5943745074119144,0.3728677115543142,0.37322690343857196,0.2967996113280812,0.2878385708454552,61.71450550617794,-0.6546907305321376,1.319310483742149,1.0384436115367734,0.0495813252518573,0.5943745074119144,-1.1316772337772925,-0.41422164246287196,1.6641379155272136,2.3683427217264748,0.0,0.3728677115543142,0.37322690343857196,0.00031316360175306305,1.1745636613528203e-06,-1.111890548529017e-06,5.11782408247864e-06,-4.101929060073002e-07,-1.0529243656954725e-05,-8.949771403579427e-07,-4.334094377869235e-05,-6.833423274216938e-06,1.0013079732931055e-05,-2.758841331297578e-06,-5.905472974663868e-07,-1.765522004529926e-05,1.269598501139249e-06,5.3711977175571746e-08,2.2153428116683735e-06,-5.481252221520745e-07,-4.199575472363369e-06,2.6031258656419143e-07,-1.4164171204085705e-05,1.2415397880957337e-05,1.0769823750782404e-05,-9.681796975289717e-07,5.76226042844198e-07,0.6094228224904352
2013-09-01,2014-09-01,-0.0876811076678585,0.5611807602311193,0.4094481279677516,0.4172117964710703,0.42102172361335055,0.26472863385294687,99.99999999999999,0.5170520346013864,0.03058450121069481,1.0551681588351176,-0.0876811076678585,0.5611807602311193,-1.179537794573168,-0.5014829908025006,1.6542865204635497,2.3043017224661244,0.0,0.4094481279677516,0.4172117964710703,-0.00033279993264470766,2.460346638445642e-07,-4.01212390940077e-07,-1.912712952194358e-06,2.1776908454020746e-05,2.528282192611086e-08,8.807830429360148e-07,7.16555265313278e-06,1.5311300702841228e-05,-1.3249031620467915e-05,8.82481552035794e-07,2.1110543549256925e-07,-7.449517131005482e-06,-1.9107934248088004e-07,-2.1882494474234914e-07,5.862409456602643e-06,-3.16440408899304e-06,1.1577185779231868e-06,-1.0946973090555885e-08,1.955396743408005e-06,1.9958435404309064e-06,-7.482963344623133e-07,-9.209311359316763e-07,-2.1214790582870755e-06,0.5874726063972258
2013-12-01,2014-12-01,-0.3289362236455595,0.5682495502131026,0.5338866694971056,0.5436058109677235,0.8049423128143665,0.1832530773944713,34.72454428189946,-0.6931091185679541,1.2418926979497875,0.9668395430613617,-0.3289362236455595,0.5682495502131026,-1.0968722111459586,-0.44336440193538323,1.548388041812157,2.2139028140239025,0.0,0.5338866694971056,0.5436058109677235,-0.00010928602799794554,8.351783266191845e-07,-7.852254952492821e-08,-2.0593151007788833e-06,1.6775165472072863e-06,1.2550904264302877e-06,-3.648302498261581e-07,-3.719862181282854e-05,-1.2696701618529882e-06,1.6829532259490657e-05,4.275573649674445e-07,8.729004919582873e-06,-1.0913443289328376e-05,-1.5186651279179983e-07,-1.5331994753741022e-06,-3.8073317653851356e-06,-8.656343728315721e-06,9.045992664196062e-07,-5.718065747954817e-07,4.670431927229183e-06,1.1431399453295112e-05,-1.04253564015594e-05,-6.981533270827379e-07,-3.7018696333201014e-08,0.5669883173078045
2014-03-01,2015-03-01,-0.8784672275139016,0.5426765619274982,0.9377496380116768,0.9483342103259403,2.019649670267862,0.0770208168400709,99.99999999999999,1.1446334816622392,-0.595611424459242,1.0039177522657785,-0.8784672275139016,0.5426765619274982,-1.1257016839157092,-0.43741264016282533,1.5740697393050747,2.2356690393506633,0.0,0.9377496380116768,0.9483342103259403,4.560607225065242e-05,-1.850784767606463e-08,4.597138820329821e-07,1.9819869888836268e-05,9.40114968930421e-06,-4.953088957651626e-06,2.6941499554240258e-06,-4.951998488435999e-05,2.3869934852050384e-05,-8.028361899470391e-06,4.5833248785169096e-07,2.5217879337137475e-06,3.664229032014492e-06,7.823297856787008e-07,-5.827729832040232e-08,-2.156785240218331e-06,-3.254651751994319e-06,4.652398852006149e-06,4.116703174237552e-08,2.1334518300320614e-06,-8.486047200117851e-06,-2.8371458526423748e-06,6.760262183177606e-07,2.683531286820132e-07,0.5486296112838788
2014-06-01,2015-06-01,-1.042713669218287,0.6135503223287437,1.1430725599139346,1.1539773929993078,2.743210409695303,0.04058010076818175,99.99999999995465,1.2904549952184514,-0.6149973481524359,0.9388437674361065,-1.042713669218287,0.6135503223287437,-0.8998073771248505,-0.35227058973566855,1.5576669274602022,2.210465605257893,0.0,1.1430725599139346,1.1539773929993078,0.0009018184307704311,9.59922131167295e-08,1.4661325255260693e-06,2.9875142458779722e-05,-3.7111117375089686e-06,-6.64999343965603e-06,-1.9075403613484784e-06,-2.20282830247762e-06,-2.375757267028349e-05,5.742150033303582e-06,5.371352782393516e-07,-5.0546018937022045e-06,1.923815214385683e-05,-7.904492316305845e-07,-4.2526405132815254e-06,1.2399761716041406e-06,-8.55353094931067e-06,-5.1338690497575625e-06,-1.749138061421679e-06,-5.1791783959016335e-06,-4.2108756051139197e-07,-1.2610175301413245e-05,2.84843985389376e-07,2.704098132939156e-07,0.5402389639419322
2014-09-01,2015-09-01,-1.4541319195251925,0.5718862003500281,1.4838554397422672,1.4977355519680753,4.104749422062723,0.015474540148071836,99.99999999999999,4.778441555783063,-3.807994179746934,0.9084415071453682,-1.4541319195251925,0.5718862003500281,-0.9495338624685964,-0.4089518627728488,1.526933165057199,2.197094041544973,0.0,1.4838554397422672,1.4977355519680753,0.0007534589579901997,-5.998161075274936e-07,-5.926276977659788e-07,1.4123492260546504e-05,1.6542377921753935e-05,-1.957713612758221e-06,-8.872243151971472e-07,-1.3757364208825886e-05,-2.195645266394447e-05,-2.3930022990088453e-06,-1.0487955244083686e-06,-3.0574760615637875e-06,-0.00015827654951797529,1.0266424823858352e-07,-2.6284043508719143e-07,-3.164592982994753e-06,2.7781627959290293e-06,-1.6166927074573402e-06,8.440073416426693e-07,-4.677682802685729e-06,1.3612390398227305e-05,1.596749761466868e-06,1.3642737635638235e-06,1.6028200155090806e-06,0.5231560916521857
2014-12-01,2015-12-01,-1.316989762101528,0.502039727846783,1.3016486237224374,1.3131783724672887,3.3088682853016125,0.030239453466493475,99.99999999999986,-0.544629757650822,1.0296081867151685,0.9554850623949122,-1.316989762101528,0.502039727846783,-1.0683695683560481,-0.44996828383301396,1.4698970956184298,2.0795450941419737,0.0,1.3016486237224374,1.3131783724672887,0.0009821950727446974,-6.693738879974822e-07,-2.6816020500775703e-09,-2.6165981978310102e-06,1.0612973158060069e-05,5.086316629049297e-06,6.333600317269111e-06,-1.133828864211984e-05,2.446259797602851e-05,-4.1931971155293176e-05,9.728673125116346e-07,5.538899413320125e-07,1.2318198152889511e-05,-1.1325711935562855e-06,5.472730808854504e-07,2.2775893125441075e-06,1.6940639009595426e-06,-4.171887422709055e-07,6.31356065119218e-07,4.163999875358529e-06,-9.395854987302496e-06,3.3569980269125717e-06,-4.4907696365529336e-08,-1.8938231747120324e-07,0.5121479582907474
