Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_Saron_Rate,SHAP_Shap_oilprices,SHAP_Shap_EU_fin_spread,SHAP_Shap_Wage_change,SHAP_Shap_unemployment_rate,SHAP_Shap_infl_e_next_year,SHAP_Shap_kofbarometer,SHAP_Shap_variable_mortgages,SHAP_Shap_M2_change,SHAP_Shap_M3_change,SHAP_Shap_CH_2int,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_fin_spread,SHAP_Shap_M1_change,SHAP_Shap_infl_e_current_year,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_headline_lag_1,SHAP_Shap_core_lag_1,SHAP_Shap_headline_lag_2,SHAP_Shap_core_lag_2,SHAP_Shap_headline_lag_6,SHAP_Shap_core_lag_6,SHAP_Shap_headline_lag_12,SHAP_Shap_core_lag_12,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2012-09-01,2013-06-01,0.0980377667445964,0.4721658091267973,0.4033531363934343,0.453015956895549,-1.4167991826277757,0.1399717920967379,0.39703507415469785,52.474211436752974,-9.99999999999997,11.48337197386957,1.0916366889055893,-0.1279526276012355,0.15264340418541517,-1.8797640265316493,-1.1496150487773527,1.3299608816405237,1.7808941803719947,-0.2014809526596828,0.2708589810421582,0.31655131857473245,-2.1187837873307025,-1.368968111604815,1.0414393933118973,1.387465707628523,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3056648944632805,-0.047356486803395166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07659305397646432,0.0,0.035424928370870856,0.0,-0.07573637778448122,0.0,0.10835539837846775,0.11331224362092761,0.09179809019032553,-0.09545755051751824,-0.08195193217846203,0.0,0.0,0.0,0.0,0.0,0.0,0.6528493363368784
2012-12-01,2013-09-01,0.4847944842727732,0.0880373396885403,0.3880737576977216,0.3938478924914405,-1.348460118777819,0.15741623177863392,0.6080656911960324,99.99999999999999,2.441040049970185,-3.4535879023396983,1.4440870461351938,-0.0553795839522308,-0.35294744239040554,-2.0972585210287775,-1.3671095432744806,0.9182668710915998,1.4419037176214615,-0.4189754471568108,0.2786826696305862,0.3011998530521926,-1.5548771947031523,-0.7631088001056021,1.3707627165106255,1.9811754223023963,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35599334015529754,0.0,0.0,0.0,0.0,0.0,-0.044742475239403244,-0.045558384456817064,0.0,-0.01947834485543457,0.0,0.07822398533214471,-0.04661686578652185,0.0,0.0,0.0,0.0,0.05460750854641774,-0.014399058418006483,-0.20034818477536515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020088489608989995,0.7024309891058137
2013-03-01,2013-12-01,-0.244765757134265,-0.3323411598599316,0.31671368654737897,0.32172824115729404,-1.2218475772176918,0.007669451162562699,0.5128469334429766,99.99999999999999,8.248922164384643,-9.901548918405448,1.1622365602844795,0.0670906503184021,0.0014090982741521707,-1.6558140290922727,-0.9314211930590233,1.2479600185907633,1.7821068024693074,0.2506649681691009,0.3499347820916366,0.36066913891023994,-1.962450540153515,-1.443434035170732,0.5422884423146912,1.2580562073595125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.459650546664751,-0.040373225912679014,0.0,0.0,0.0,0.0,-0.04177437480283759,-0.035827271950394216,0.0,0.0,0.0,0.0,-0.03708256735339033,0.0,0.0,-0.02639852260702015,-0.04240446915154693,-0.0991265536522478,0.0,0.0,-0.02601095493335215,0.0,-0.037246901298665855,0.0,0.0,0.0,0.0,0.0,0.5135542284669534
2013-06-01,2014-03-01,-0.318754622346636,-0.1014066256312654,0.30282498740485964,0.30138860299553727,-1.1578195631069683,0.04724015167618474,0.46133915053802976,99.99999998947425,9.17847454923217,-9.987453361673557,1.063893413180543,0.0027728372861801,0.16578383482270814,-1.389830137746184,-0.70847906154361,0.9296519108929145,1.7753631475172504,0.2418388040461572,0.2291353201670372,0.22265767802720665,-1.5980039752185424,-0.8615482043030057,0.6708995488836191,1.5653150517910939,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025316252458193075,-0.3107356942225528,-0.024158374119732613,0.0,0.0,0.0,0.0,-0.058348232582385716,-0.03034442979296329,-0.011174893708049824,0.0,-0.011508634087709857,0.0,-0.04761845114026702,0.0,0.0,0.0,0.0,-0.05286009100052607,0.0,-0.10434693070585799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750053581869726
2013-09-01,2014-06-01,0.2379856456833806,-0.021880266223917,0.2730602696810682,0.26998733433335487,-1.0043870455097659,0.06753029217141135,0.5844374406734332,7.1468573497252414,0.16537545530705497,-0.16180928264503142,1.0166000027610358,0.0495813252518573,-0.14531810867861591,-1.7605768508030193,-0.9626835448605319,0.8777332925772781,1.4026380507480725,-0.12890790901067817,0.2679586436735709,0.2831403838498981,-1.753008083680889,-1.1910524805779588,0.5313200022392015,1.16213764911987,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030731725717425305,-0.30905318515740143,-0.026793187844045538,0.0,-0.016580725661006487,0.0,0.0,-0.055152891577817276,-0.052207104770688385,0.0,-0.011746043220713931,-0.024902128149767715,0.0,-0.08635059568455897,0.0,0.0,-0.018452731750847967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100900533103558
2013-12-01,2014-09-01,0.2784321402910923,-0.0487273514769033,0.3039483827355257,0.2988520039061764,-1.0561886000572707,0.1070333330538932,0.6481333710301411,17.128969083283028,1.280288604620556,-1.408602808064616,0.99162805963424,-0.0876811076678585,-0.3330507264938553,-1.6660211515234555,-1.1425528503005822,0.239461093448042,1.1356734582141925,-0.2965052128861778,0.18612405399476467,0.18832596079905292,-1.2877413574666299,-0.9228386479319005,0.4575968642355965,1.2859878035303043,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020761703298601497,-0.22107932296100244,-0.030655093057282964,0.0,0.0,0.0,0.0,-0.04374481940243256,-0.04627564823409881,0.0,-0.024207448664601918,-0.03449600610621775,0.0,-0.06288759139257022,0.0,0.0,0.0,0.0,-0.025934164106367577,0.0,-0.10385829961939613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651727453656686
2014-03-01,2014-12-01,-0.6870445050432512,-0.2010605629687726,0.3532453822492113,0.3453269646537404,-1.065834465193752,0.23618039195425017,0.3039040177899462,8.200790900902952,0.688797799340212,-0.8656503266162004,0.9894547817837274,-0.3289362236455595,0.035551732910299505,-1.3682746607463157,-0.6597004822775253,0.7199922385576762,1.7177889894370855,0.18634715513687894,0.18873666108148496,0.18146588914002543,-1.6620316910839603,-1.1200528021364953,0.25141450734229304,1.2453989165800294,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04037247535045063,-0.1806134842915173,-0.031461252570668424,0.0,0.0,0.0,0.0,-0.08398212273188932,-0.03618224898525432,0.0,-0.019809931445294082,0.0,0.0,-0.054714221649517815,0.0,0.0,-0.07214569752004607,0.0,-0.10473297620761252,0.0,0.0,0.0,0.0,0.0,-0.019356755405446267,0.0,0.0,0.0,0.0,0.4423106031889242
2014-06-01,2015-03-01,-1.5561526927009812,-0.2010605629687726,0.9195551337992556,0.9336649463106357,-2.0629391615869395,1.8362746800621732,0.08414233048807192,4.930987829947109,0.1511469482408021,-0.30021421716644225,0.8847247262627873,-0.8784672275139016,0.13785186978525493,-1.0808686466254434,-0.5574003454025699,0.8212531577211024,1.6448209566116034,0.28864729201183437,0.516366513867034,0.5164647159976581,-1.3006158232559348,-0.7762287035027207,0.5939872377780374,1.4086964863490414,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215008075182986,-0.17992822475982886,0.0,0.0,-0.01700211245564436,0.0,0.0,-0.0712654813961425,-0.039891606776369166,0.0,-0.006269194134709277,0.0,0.0,-0.05826740283171588,0.0,0.0,0.0,-0.05697741795675128,-0.12328262024065961,0.0,-0.11260431935074278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4859286244520896
2014-09-01,2015-06-01,-1.0353911030505238,0.21333668824284518,0.813725727517122,0.8192267216749551,-1.8639774248101741,1.5593210967484157,0.10130309710277524,6.889323025493755,-0.12999354881875116,0.35904745730533616,0.8927509795148163,-1.042713669218287,-0.10616782574826011,-1.2143044380480639,-0.7574147910769824,0.7653609003700117,1.2652714923698125,-0.266170341930394,0.5261783758423824,0.5276253587475752,-1.252105166246631,-0.860035137126367,0.6538026470472139,1.1444657195191255,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04436591447238685,-0.11507566663596687,0.0,0.0,-0.027568722860270806,0.0,0.0,-0.053307147889133336,-0.044259835255400753,0.0,-0.03178264911347411,0.0,0.0,-0.06364455434150963,0.0,0.0,0.0,0.0,0.0,0.07865445315135229,0.05441347914111855,0.0,-0.021458717022641256,0.0,0.0,0.0,0.0,0.0,0.0,0.481731963541158
2014-12-01,2015-09-01,-1.221828787548418,0.2501777564119104,0.9624113305517685,0.9780637500482492,-2.0702178795037782,2.16680326546203,0.07191454083806333,9.628018025623236,0.2886470992063495,-0.048905755224839684,0.9294056397933714,-1.4541319195251925,-0.35012701155494597,-1.6606597684054591,-1.0403624831083071,0.5153131571402625,0.9957640146072144,-0.5377603288638788,1.2146538115019896,1.2285339787900964,-0.9673927592724051,-0.4978852074576057,1.0126643061494742,1.517830203406865,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044134301790592946,0.1701640478284193,0.0,0.0,-0.016754011582480754,0.0,0.0,-0.051185876387054345,-0.029114401612430407,0.023470694839252404,-0.01931369900120262,0.0,0.0,-0.04330397637592608,0.0,0.0,0.0,0.0,-0.06375462006183126,0.0,-0.1556498633976286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47975376395338576
