Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Factor_1,SHAP_Shap_Factor_2,SHAP_Shap_Factor_3,SHAP_Shap_Factor_4,SHAP_Shap_Factor_5,SHAP_Shap_Constant
2012-09-01,2013-09-01,-0.0553795839522308,0.7907655060116703,0.4665223526604692,0.4951269138949519,-1.1885629564883908,0.7159615132700182,0.18865871716339178,24.43694625985783,0.6096939421379242,0.1860738115221172,0.872759695087474,-0.0553795839522308,0.7907655060116703,-0.8894435959207446,-0.1125489196984297,1.406147598913865,2.564858959294547,0.0,0.4665223526604692,0.4951269138949519,-0.8451215725204858,-0.1125489196984297,1.406147598913865,2.3598536060762134,0,0,-0.04113000792073046,-0.10542074736379557,0.014448557601501774,0.0,-0.0005061688799489206,-0.005887978613569825,-0.03702898667284533,0.1006797043962272,0.07976847244816287,0.0786992663530357,0.042127761472356424,0.6650156331912764
2012-12-01,2013-12-01,0.0670906503184021,0.46192231496933184,0.24761503183881312,0.2852623814280929,-0.8362488250023541,0.15589204341102422,0.369461466164022,99.99999999999768,9.692384271619776,-6.770313107844283,0.7337242462140968,0.0670906503184021,0.46192231496933184,-1.0188088444693657,-0.7172365744956721,1.2905135530353697,1.5500249397394583,0.0,0.24761503183881312,0.2852623814280929,-1.0188088444693657,-0.7172365744956721,1.2862970919234964,1.5500249397394583,0,0,-0.004156485680276376,0.016393235481889062,0.0,-0.00802890343492899,0.0025607133121909043,0.00722096587130339,-0.055719921556728225,-0.008284468125678209,-0.03648667755030589,-0.011103125238412184,-0.04708082212245071,0.6066078040127291
2013-03-01,2014-03-01,0.0027728372861801,0.5088548883534827,0.35504892905427793,0.391006079611696,-1.0358732329488303,0.2561190424124879,0.256038359406612,99.99999999320387,-4.042532071397303,4.01403668739539,0.8451767020839079,0.0027728372861801,0.5088548883534827,-0.9658451806147994,-0.4251051226179747,1.4004426385032964,1.754579439406001,0.0,0.35504892905427793,0.391006079611696,-0.9595530713043398,-0.416400759069063,1.4004426385032964,1.5309479189286255,0,0,0.03056723794416222,-0.07645704559842777,0.02215650136178678,0.0,0.0004422920769410754,0.011914151911415502,-0.04309987362413955,-0.014837224379702672,0.053126946881697085,-0.04496722272945091,-0.0064113082076489025,0.5764204327168498
2013-06-01,2014-06-01,0.0495813252518573,0.4777688571345084,0.265082206757731,0.31297878121637185,-0.8720652163227154,0.18334456245975633,0.3611293078897276,51.74273549807373,9.999999999999998,-6.285653399152004,0.6623295867148203,0.0495813252518573,0.4777688571345084,-1.0188088444693657,-0.7172365744956721,1.323067113090293,1.984247781688264,0.0,0.265082206757731,0.31297878121637185,-1.0188088444693657,-0.7169378604549491,1.323067113090293,1.5934472239343365,0,0,0.015053625543126715,0.04974216831518121,0.0,0.003057303447504392,0.0,0.007908237538726059,-0.07587251024071456,0.010143007233432894,-0.038796040697217184,-0.04100908084850614,0.007263825660922776,0.5402783211820522
2013-09-01,2014-09-01,-0.0876811076678585,0.4709368766531163,0.32313341533638784,0.3634709710809719,-0.9483430435471063,0.3120540524068288,0.28883925062164634,99.99999999999999,9.999999857286644,-7.086765588057572,0.7479553790855972,-0.0876811076678585,0.4709368766531163,-0.958853948047622,-0.5953826692453035,1.3869555130841429,1.5185239455687614,0.0,0.32313341533638784,0.3634709710809719,-0.958853948047622,-0.5953826692453035,1.378252352710625,1.5073423695449055,0,0,0.0,-0.08034854023468108,-0.0016120468160800703,0.0006689958546736183,-0.0016200415230651856,0.002567718248132034,-0.1263796559605051,0.02085216242722189,0.08654400167214683,0.02217336452079303,0.0770745999563479,0.4710163185081324
2013-12-01,2014-12-01,-0.3289362236455595,0.1921028933845825,0.2887876280253589,0.30515554738846984,-0.7541454998007913,0.2714817614755501,0.26805412271522794,35.701626162904844,9.999999999998828,-4.838601844337549,0.4923130162846479,-0.3289362236455595,0.1921028933845825,-0.9944769528806852,-0.7167073150330161,1.01846408668127,1.4154288466370784,0.0,0.2887876280253589,0.30515554738846984,-0.9624162485309283,-0.7167073150330161,1.0056252807011297,1.4019412593166747,0,0,-0.023781498187817968,0.018027520021689707,-0.002792772018137324,-0.004304345128554598,-0.004055358274043715,0.0,-0.15332497046081828,0.06097608009462282,-0.024276693613831463,-0.04383639436073929,-0.036455346938559105,0.40592667225077167
2014-03-01,2015-03-01,-0.8784672275139016,0.3683252603760678,0.8398777481010453,0.8237384476099985,-1.801990821049127,1.5544915078588595,0.06705293392786904,68.33533370281496,9.999999999999998,-6.495427025028155,0.6852266847112949,-0.8784672275139016,0.3683252603760678,-0.9658451806147994,-0.5953826692453035,1.3869555130841429,1.7797628927380098,0.0,0.8398777481010453,0.8237384476099985,-0.9595530713043398,-0.5489667217996335,1.3869555130841429,1.5334662642618317,0,0,-0.013757791455464647,-0.08829068100011189,0.0012012702086864127,0.0,-0.0016527121625355187,0.016778850841290244,-0.12113732335016013,-0.009045193342481621,0.08557145064751262,-0.04845937234714949,0.15335937320844914,0.39375738912803265
2014-06-01,2015-06-01,-1.042713669218287,0.15590135383236609,0.8574769000569893,0.8578575103255369,-2.0444785997863724,1.4366779734827178,0.032170175255496036,14.919845197907252,5.221060342681799,-2.7752096353577436,0.5527526360515758,-1.042713669218287,0.15590135383236609,-0.9944769528806852,-0.5271239230016711,1.079900232469668,1.5060999722089186,0.0,0.8574769000569893,0.8578575103255369,-0.9624162485309283,-0.5271239230016711,1.0772019330397686,1.438362406274631,1,0,-0.013060722450348275,0.009222021556259908,-0.0038469449712733583,0.010595689089140044,-0.011417967211459127,0.0,-0.15941580257375318,0.024013813693377715,-0.021779884853314644,-0.02519843368532581,-0.00506356203045959,0.35185314726952244
2014-09-01,2015-09-01,-1.4541319195251925,0.2826642049170047,1.4322428952619857,1.4433297966878913,-3.8513837606413768,3.016460777877436,0.004149096620069812,31.14619516479339,9.999999999996856,-4.909666054486979,0.5252226794877325,-1.4541319195251925,0.2826642049170047,-0.9557837731025608,-0.4123045879872222,1.3869555130841429,1.984247781688264,0.0,1.4322428952619857,1.4433297966878913,-0.8490395828380017,-0.3876487829406763,1.3869555130841429,1.5539147531568505,1,0,0.02574561018633891,-0.03259640306954449,0.01450247822007408,0.0,-0.004440306544356183,0.007585409226333029,-0.16762648745592437,0.03578452324131975,0.06716873269713211,-0.0025304675762052586,-0.010233426857842448,0.3493045428496796
2014-12-01,2015-12-01,-1.316989762101528,0.0670906503184021,1.053589556368439,1.064985170028948,-3.216928178524621,1.915678588044524,0.007447559679304305,10.397531094578154,3.246894523769386,-1.7462976760379236,0.5405964444790999,-1.316989762101528,0.0670906503184021,-0.9956935474601191,-0.6364083525426167,0.999223894844814,1.4146179432990458,0.0,1.053589556368439,1.064985170028948,-0.9625379079888717,-0.5620949404547737,0.951095990815261,1.392511422506235,1,0,-0.006083185644614264,-0.007963333492582164,0.0,0.002342714634781362,0.0,-0.0007205608221437248,-0.16473708586516442,-0.007261128957247871,-0.017546196708816342,-0.022895709273987357,-0.026668626099588633,0.31862376254776553
