Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,df_skewt,nc_skewt,loc_skewt,scale_skewt,PIT
2012-09-01,2012-12-01,-0.4353856468247485,0.4745229650740867,-0.6551411067675872,-0.24200143726584858,1.0093145794511926,1.4571588514455946,0.8279336820076652,0.5500313599519313,0.5526388318869787,99.99999999999999,-7.023866551226047,4.304674023682302,0.5504890593475325,0.09033118403785144
2012-12-01,2013-03-01,-0.5953826692453035,-0.7624155373435748,-1.6945908755346295,-1.414032270313026,-0.09868857956663035,0.20406480635895008,0.02789997902513451,0.16951914158451759,0.15647723833513894,99.99999999999999,9.733609288062175,-5.503910231046289,0.48613870783378244,0.6076373435127315
2013-03-01,2013-06-01,-0.1279526276012355,-0.3094308859809658,-1.1757613338082251,-0.9844253725055337,0.4956151911871487,1.06727161302409,0.03293435826454015,0.2001346658671158,0.17866206941548102,50.62693679121386,9.999999999998726,-5.255039058280193,0.49416482505861997,0.5870780968678063
2013-06-01,2013-09-01,-0.0553795839522308,-0.11739539291588663,-0.8643081309597456,-0.6193367630280556,0.6535035921572785,1.1873992276385081,0.003845960561416655,0.16876263246785655,0.14976455560673102,24.202540805173907,9.999999999999856,-3.6703617369201234,0.35405571359998134,0.5182025533774772
2013-09-01,2013-12-01,0.0670906503184021,0.7242018732762645,-0.2756406453490756,-0.032298525114704546,1.3239161487079263,1.8371649143181124,0.43179515933717755,0.37035566362282873,0.36922843502510977,99.99999999999997,2.494175047562614,-0.8615474585441175,0.6162162032813616,0.1622204655790713
2013-12-01,2014-03-01,0.0027728372861801,-0.0912403738771772,-0.9396368989243342,-0.6954831073845646,0.46870504629090703,1.0328027594599831,0.00883848387324601,0.14131102692709419,0.14536421315762657,37.870168717951195,9.999999999999998,-3.781249589346257,0.3611854608231332,0.5997453436543688
2014-03-01,2014-06-01,0.0495813252518573,0.011599001409123844,-0.8879089029397491,-0.6484325687083015,0.703244099438382,1.1979970779115057,0.0014426569244942785,0.14955490693978768,0.1497681914394911,77.86902329021974,9.999999999999998,-4.939348096871067,0.49330314087849214,0.5237413729908933
2014-06-01,2014-09-01,-0.0876811076678585,-0.1252200339801668,-0.7580087600891795,-0.5143758538239674,0.48990002226059204,1.04423179680968,0.0014091709886809116,0.1357525504023367,0.12442435299635923,17.83308278294079,9.999994564573043,-2.7443772703801,0.2617030627054717,0.494724655955723
2014-09-01,2014-12-01,-0.3289362236455595,0.44500002621647994,-0.4400188309614528,-0.18707028310096518,1.0094801080443643,1.4252011825290012,0.5989773188505172,0.4699676886648668,0.4678306091447044,95.77679064177588,9.999999992855974,-4.134406581497999,0.4515873032527118,0.08668611513892148
2014-12-01,2015-03-01,-0.8784672275139016,-0.5166260398230982,-1.3212532809432709,-1.0863729184959503,0.037428616692348315,0.5985875237976224,0.13092904510949124,0.21413922996348825,0.20657574842217036,37.91731675479062,9.999999999996842,-4.168868052040297,0.3587773818645705,0.2683751508240804
2015-03-01,2015-06-01,-1.042713669218287,-0.7870949101246971,-1.8946039250855229,-1.5630089078450204,-0.14138974040660557,0.28407534173622295,0.06534095000054674,0.20483401486988995,0.18954517164907783,99.99999999999999,-1.375913313598303,0.09337990838750691,0.6422299607293386,0.3498834000786982
2015-06-01,2015-09-01,-1.4541319195251925,-0.9932238028268703,-1.7398105549691678,-1.4694084153743958,-0.372164968448363,0.24963552016548496,0.2124362920383942,0.28038644195816487,0.28454097632191244,15.81899812897358,9.999999999997486,-3.7694863333243047,0.2718909006551016,0.1842732835996203
2015-09-01,2015-12-01,-1.316989762101528,-0.6908247942640333,-1.6197968110757799,-1.3353470378181242,-0.11672263944788597,0.3268311020894643,0.39208256694693083,0.3500603082992515,0.34826664889684883,99.99999999999727,5.28980120036727,-3.700605210896503,0.5580394797669205,0.16225914563442972
2015-12-01,2016-03-01,-0.8644840978884183,-1.0085982242792113,-1.80234915149029,-1.5241933516571216,-0.5431439227804091,0.07237293408331302,0.020768881425381466,0.1346306592835551,0.14291382772771477,8.08795484545997,1.2320800219279382,-1.6218307304286903,0.45819680356982295,0.6336485770305761
2016-03-01,2016-06-01,-0.3747694568706272,-0.768304393351471,-1.6949420366432921,-1.407860395352678,-0.12347832536132586,0.44817809647561546,0.15486974623098182,0.2683404298709404,0.2570402359290223,76.23156207948219,9.999999650844257,-5.698472963095264,0.4877995625361347,0.7440993975101977
2016-06-01,2016-09-01,-0.181689804921703,-0.007621981082106544,-0.5702107636010645,-0.37476945687062724,0.5534841035357729,1.1024680865800995,0.030299607296252785,0.14695480941124395,0.14796019929244905,12.454574512148,9.999999999999998,-2.1308936712911453,0.20883990020612114,0.3358871163086878
2016-09-01,2016-12-01,-0.0067578301338855,0.3292782511356229,-0.4216875274504027,-0.20004708063829924,1.018577317731939,1.4621310592692893,0.11292024791496766,0.2230385013694671,0.21100345878289745,34.42586979241263,9.999999999999998,-3.2697223968325972,0.3563703576305722,0.2684931921623738
2016-12-01,2017-03-01,0.5662310222083633,-0.005251765887948068,-0.7995048660299986,-0.5236614855822275,0.5180358457097078,0.9394918150870206,0.3265925770903335,0.370803443275824,0.36850069474021174,20.070030617609156,4.404650502345858,-1.9256009905907445,0.4206442356261627,0.8554761998127177
2017-03-01,2017-06-01,0.197006545721301,0.07651638119057223,-0.9209143680846132,-0.5816077489958252,0.723131440606511,1.195318223633901,0.014517879748642088,0.16633501411463916,0.15733264122890428,99.99999999999999,8.016268981952619,-4.282327949721327,0.5406593087176611,0.5841748266290637
