Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,Dist_Param_1,Dist_Param_2,Dist_Param_3,Dist_Param_4,PIT
2015-01-01,2016-01-01,-1.2747177260280296,-0.18182279477980676,-1.4124469369917847,-1.2842046129783569,1.01846408668127,1.4416923543279836,1.1944193307480577,0.3007026110974691,0.618840545044953,,0.3989081974967242,-0.13786612321422992,1.0181535080166768,0.1611147010078609
2015-02-01,2016-02-01,-0.8319374868382745,-0.23941947508263617,-1.4124469369917847,-1.2842046129783569,1.01846408668127,1.4416923543279836,0.3510775942548548,0.1929827641254187,0.392352394569733,,0.3989081974967242,-0.13204211912745742,1.0276997080515624,0.3215576517477142
2015-03-01,2016-03-01,-0.8644840978884183,-0.2564214525124342,-1.4124469369917847,-1.2842046129783569,0.9995623370159555,1.4416985109117109,0.3697401807016398,0.1886545950712481,0.3862311684194664,,0.3989081974967242,-0.1606725381345671,1.018265133087632,0.3138829156118944
2015-04-01,2016-04-01,-0.3526159316805,-0.926836457039304,-1.4124469369917847,-1.36920640375493,-0.0876811076678585,0.5298476627734188,0.32972921174334086,0.18350238045586942,0.3422155408539139,,0.3989081974967242,-0.7908440787217887,0.6307464702613993,0.7864329588902638
2015-05-01,2016-05-01,-0.4409159687146946,-0.9556221849475576,-1.4124469369917847,-1.36920640375493,-0.0876811076678585,0.7177819672507191,0.26492248902875076,0.15763506025664512,0.2910830743726558,,0.3989081974967242,-0.7733728868505821,0.6601868159859929,0.7550970470537164
2015-06-01,2016-06-01,-0.3747694568706272,-0.958853948047622,-1.4124469369917847,-1.36920640375493,-0.1085700697735391,0.5933636943469077,0.34115469283348904,0.1815511102157948,0.3368146885940259,,0.3989081974967242,-0.8006591635572461,0.6286186117168887,0.7857542916123588
2015-07-01,2016-07-01,-0.2031045228923389,-0.4409159687146946,-1.4124469369917847,-1.2842046129783569,1.0235390304512926,1.754579439406001,0.0565542837641192,0.155240787066533,0.29947345085808047,,0.3989081974967242,-0.2258973299580323,1.0762646987115945,0.5877166004621849
2015-08-01,2016-08-01,-0.1431940564061484,-0.4409159687146946,-1.4124469369917847,-1.2842046129783569,1.0759321450727557,1.99794781790617,0.08863833706865765,0.16280597357048765,0.3107838690464393,,0.3989081974967242,-0.1871520196523347,1.1022922144448468,0.5874658197622834
2015-09-01,2016-09-01,-0.181689804921703,-0.44749373981516344,-1.4124469369917847,-1.2842046129783569,0.996986349619476,1.7660628565201038,0.07065173180484695,0.15690023532358888,0.30119476218405866,,0.3989081974967242,-0.23855045515902956,1.0748422132009883,0.5994868157958
2015-10-01,2016-10-01,-0.2130174515134086,-0.3747694568706272,-1.4022834113305294,-1.2747177260280296,0.26015685332180954,1.4450297103128456,0.026163711237081673,0.10718985230408942,0.23170115087970913,,0.3989081974967242,-0.3331615378248856,0.9054233935899896,0.618099972030094
2015-11-01,2016-11-01,-0.3387727644032168,-0.3747694568706272,-1.4022834113305294,-1.2747177260280296,0.485353865261711,1.754579439406001,0.0012957618685933195,0.09735929710080114,0.217405574111938,,0.3989081974967242,-0.28819483881016345,0.9498920360792128,0.5442444233172243
2015-12-01,2016-12-01,-0.0067578301338855,-0.3526159316805,-1.4022834113305294,-1.1889245208247523,0.5464927312744727,1.4065711161331236,0.11961782640542831,0.12345432754926178,0.2556234560738535,,0.3989081974967242,-0.2375781185671713,0.882586398512341,0.6495330268641334
2016-01-01,2017-01-01,0.3483109044570831,-0.181689804921703,-1.36920640375493,-0.8784672275139016,0.7444016630963723,1.406147598913865,0.2809007519420166,0.17024984489989717,0.32314982660165503,,0.3989081974967242,-0.09587455813722479,0.8259366829886025,0.7367667534388687
2016-02-01,2017-02-01,0.643933185816703,-0.2031045228923389,-1.36920640375493,-0.8784672275139016,0.619055639357935,1.354582967153977,0.7174728799750638,0.27025217449967615,0.5143961441823861,,0.3989081974967242,-0.1340639117909633,0.7904367034545454,0.8366764379584704
2016-03-01,2017-03-01,0.5662310222083633,-0.2130174515134086,-1.36920640375493,-0.8784672275139016,0.4529077532855474,1.1992118341834674,0.6072281837977109,0.2719575418847883,0.5185364688781123,,0.3989081974967242,-0.21638657850615242,0.7315443411854902,0.8682140909200209
2016-04-01,2017-04-01,0.436851062708854,-0.26325278467993485,-1.319600594184198,-0.9599725452583704,0.1390800673278569,0.5662310222083633,0.4901453971285845,0.25541251242578367,0.4929535199346595,,0.3989081974967242,-0.34910753647388826,0.5558275973627067,0.9086760313117281
2016-05-01,2017-05-01,0.4782534289033968,-0.3289362236455595,-1.4022834113305294,-1.070500922765255,0.0717082309224181,0.5662310222083633,0.6515551351821048,0.2867394683496116,0.554833946897198,,0.3989081974967242,-0.38728345257129365,0.5587774983113729,0.9266106101594656
2016-06-01,2017-06-01,0.197006545721301,-0.2700841168474355,-1.4022834113305294,-1.0593668734477646,0.07298973249060449,0.5675200454336814,0.21817368705890125,0.1684260294794293,0.32290192422173875,,0.3989081974967242,-0.3640378107818321,0.563223262192427,0.8350316608131149
2016-07-01,2017-07-01,0.3287202016363011,-0.0047669350664136505,-0.963046934106155,-0.35616049571092023,0.5662310222083633,0.9360468957961472,0.11121367034617514,0.09319174767695769,0.18335786066618573,,0.3989081974967242,0.06639085714262294,0.589616892330966,0.6919882846903461
2016-08-01,2017-08-01,0.4616509554026038,0.0319198081969673,-0.8644840978884183,-0.3526159316805,0.5963385511376584,1.1097483418740781,0.18466885887867246,0.11652212773410042,0.23362529589396178,,0.3989081974967242,0.09664464121603317,0.6027756446631681,0.7487555291439936
2016-09-01,2017-09-01,0.6499245207629123,-0.0067578301338855,-0.9606350982892751,-0.3747694568706272,0.5662310222083633,1.1097483418740781,0.4312317099793451,0.18140628756498883,0.35591730962727475,,0.3989081974967242,0.07555335616123694,0.6085960237106837,0.847507408190558
2016-10-01,2017-10-01,0.6587826015050702,0.0717082309224181,-0.8431633658290139,-0.3387727644032168,0.5662310222083633,0.7177819672507191,0.3446563165950171,0.16598855078756583,0.32758461743004896,,0.3989081974967242,0.10352150223040925,0.48059806830891366,0.8753863323256104
2016-11-01,2017-11-01,0.7839586945014965,0.197006545721301,-0.8431633658290139,-0.3387727644032168,0.643933185816703,1.0774326629943365,0.34451282495768865,0.19721245960557632,0.378291988243669,,0.3989081974967242,0.1631032992178359,0.5236903962113216,0.8842882578772256
2016-12-01,2017-12-01,0.8352077270444624,0.2371815978783331,-0.8431633658290139,-0.3387727644032168,0.6499245207629123,1.2827316782908316,0.35763525116542394,0.20674713707603107,0.3946498137959837,,0.3989081974967242,0.2032020378341586,0.5751098328516032,0.8698282790279898
2017-01-01,2018-01-01,0.737483965559349,0.4526577752080207,-0.3526159316805,-0.1431940564061484,0.785047784343124,1.325882026405528,0.08112595871005113,0.10374201220293788,0.2099814283807293,,0.3989081974967242,0.38655486527070193,0.49865718827733235,0.7694578798313186
2017-02-01,2018-02-01,0.6261429008439734,0.3287202016363011,-0.794574564289161,-0.21452145889571728,0.7220411185860227,1.01846408668127,0.0884602620039775,0.10643499917367684,0.21797726649800908,,0.3989081974967242,0.24373854203255205,0.5097122282911555,0.7480319545608285
2017-03-01,2018-03-01,0.7922465951253344,-0.0586184480718898,-1.2842046129783569,-0.8431633658290139,0.5259310957904779,0.8352077270444624,0.7239713217350141,0.276186998686224,0.5384127969624636,,0.3989081974967242,-0.08667335868164144,0.6318668816098321,0.912990467984466
