Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,Dist_Param_1,Dist_Param_2,Dist_Param_3,Dist_Param_4,PIT
2015-01-01,2015-07-01,-1.2842046129783569,-0.8249996175048402,-1.9462034353749935,-1.5042992040026346,-0.3095790020993583,0.03373922174054189,0.21086922786783246,0.14710667037334288,0.2882794953596118,,0.3989081974967242,-0.845915519100264,0.5689409551415722,0.23342399821674206
2015-02-01,2015-08-01,-1.4124469369917847,-0.900599996728868,-1.9902487959520874,-1.504891395389052,-0.5060947328242593,-0.12819787946049732,0.2619872902565098,0.14228447523923002,0.279831397512912,,0.3989081974967242,-0.9752849744569997,0.5718087177069564,0.22755870164058542
2015-03-01,2015-09-01,-1.4541319195251925,-0.8984692596511579,-1.986614927315955,-1.5447106959435961,-0.36823690537151066,0.01553840952359642,0.30876099157828707,0.17660750661929828,0.3389016276086611,,0.3989081974967242,-0.9141493898919124,0.5621060226787747,0.19062654416252964
2015-04-01,2015-10-01,-1.36920640375493,-1.319532385993849,-2.166420137290448,-1.8899574631030092,-0.6895737503732635,-0.4203110455351138,0.002467508040528195,0.06812407471963197,0.1432882656584157,,0.3989081974967242,-1.3039379166109657,0.5415755684569168,0.4663046577570654
2015-05-01,2015-11-01,-1.4022834113305294,-1.0810669160022712,-1.9590054919963684,-1.6697407611875548,-0.4726397478769684,-0.16081563112111386,0.10318003687096888,0.10819434559588866,0.2125775308794398,,0.3989081974967242,-1.068189035694756,0.5454179999865861,0.2947218903454546
2015-06-01,2015-12-01,-1.316989762101528,-0.5809244403148561,-1.4662063205970632,-1.1057815227889485,0.10378419682124707,0.427497760705009,0.5417921579369169,0.2421887586014755,0.4763626505372916,,0.3989081974967242,-0.540511512045951,0.5655493851983358,0.1040098192422654
2015-07-01,2016-01-01,-1.2747177260280296,-0.750448114595148,-1.6514991467836992,-1.3246161049193184,0.017200344744266904,0.5342019844275014,0.2748586254719846,0.168894837662436,0.33529021633423156,,0.3989081974967242,-0.6624215232616952,0.6591722220993763,0.20271813395373725
2015-08-01,2016-02-01,-0.8319374868382745,-0.5655591856951858,-1.4765736037343657,-1.135984262804346,0.14821825987754167,0.7117610627436921,0.07095739931987805,0.106414698081695,0.2183101807041259,,0.3989081974967242,-0.4748866948896402,0.6431574398683257,0.3198732746960557
2015-09-01,2016-03-01,-0.8644840978884183,-0.8145117758597387,-1.6388584916504634,-1.3623958174630246,-0.07819329478113701,0.48467975455945833,0.002497232968938059,0.07707161126787745,0.16776930838755752,,0.3989081974967242,-0.7072232101677042,0.637112632379186,0.4422415047500015
2015-10-01,2016-04-01,-0.3526159316805,-0.5997533721436632,-1.3741277659057083,-1.1395028148891484,0.11959103430878637,0.6584441783695105,0.06107691447868354,0.09280360202900613,0.1806496700561365,,0.3989081974967242,-0.4965731829500285,0.6134536349415047,0.6194860410583254
2015-11-01,2016-05-01,-0.4409159687146946,-0.8815323519824503,-1.6787460855179681,-1.4441211345014082,-0.10057156358209696,0.38002534506658137,0.1941427972039578,0.1198853014069634,0.23235702202866862,,0.3989081974967242,-0.7442526805684848,0.630199938831219,0.6733446969531999
2015-12-01,2016-06-01,-0.3747694568706272,-1.3895031196360819,-2.163877513398127,-1.9387394493318943,-0.6816319622477529,-0.40823312905855513,1.0296844063493953,0.32834291183976444,0.637701033491289,,0.3989081974967242,-1.332486277582654,0.5654323168614283,0.9371337235289643
2016-01-01,2016-07-01,-0.2031045228923389,-0.9152047141994579,-1.929252562381567,-1.4441211345014082,-0.3585420264887951,-0.10915567987909403,0.5070866824596355,0.23064502215553093,0.452401087369962,,0.3989081974967242,-0.9315407491808313,0.5332996045302825,0.8880430282515906
2016-02-01,2016-08-01,-0.1431940564061484,-0.6153193573164017,-1.4097393457985772,-1.0583490414969532,-0.10858649813734189,0.2004146976186163,0.22290229975959727,0.14155123750174758,0.2791192912340159,,0.3989081974967242,-0.603120289677226,0.50235679646056,0.7933448283249072
