Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,LogS_direct,RMSE_direct,PIT_direct,df_skewt_direct,nc_skewt_direct,loc_skewt_direct,scale_skewt_direct,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,BaseEffect_YoY_expost,CRPS_YoY_timesafe_parametric,CRPS_YoY_timesafe_empirical,q05_YoY_timesafe,q16_YoY_timesafe,q84_YoY_timesafe,q95_YoY_timesafe,Violation90_YoY_timesafe,UpperViolation95_YoY_timesafe,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_variable_mortgages,SHAP_Shap_fin_spread,SHAP_Shap_CH_2int,SHAP_Shap_Wage_change,SHAP_Shap_Saron_Rate,SHAP_Shap_M3_change,SHAP_Shap_unemployment_rate,SHAP_Shap_M1_change,SHAP_Shap_kofbarometer,SHAP_Shap_EU_fin_spread,SHAP_Shap_M2_change,SHAP_Shap_infl_e_next_year,SHAP_Shap_infl_e_current_year,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_oilprices,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_headline_lag_1,SHAP_Shap_core_lag_1,SHAP_Shap_headline_lag_2,SHAP_Shap_core_lag_2,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Constant
2012-09-01,2012-12-01,-0.3776404355736673,1.1044046095631526,0.8373757714635165,0.8626260692602046,-1.9818647164137573,2.1964575158145987,0.1364278782315577,6.561751560951642,-2.632627897986607,3.1534915802695966,0.7798289283102423,-0.5585614490200008,-0.18805018773579585,-0.8370137653731347,-0.5227705366613467,-0.004997734453730751,0.173573335354976,-0.464151340126584,0.18248609343757588,0.18834707141430557,-0.8296175977112998,-0.5502717237648428,-0.055313525439527764,0.12965449261888004,0,0,0.0,0.0,0.0,0.0,0.027138697394007132,0.0,0.0,0.0,0.0,0.0,-0.04117217925299193,0.0,-0.03720609647647857,0.0,0.0,0.0,0.033320576629325395,0.0,0.0,0.0,0.0,0.0,-0.03823273387558459,-0.0325739183221245,0.0,0.0,0.0,0.050372819318926565,0.04041488068432414,0.040472109013922314,0.0,0.0,0.03811660977242796,0.12838161893498298
2012-12-01,2013-03-01,0.0964442201421889,-0.3279657597303307,0.29994267807756664,0.29683134397582583,-0.7388509266257117,0.1801238310153925,0.7302151814619494,4.798436237762544,-1.5773464076032808,0.7492303871578395,0.6620615789539213,-0.5559402157513382,-0.6620427107194682,-1.120092615056676,-0.9184985307995182,-0.4946673586798625,-0.349618354799986,-0.5800512707868855,0.08984756837546454,0.09295153222123567,-0.8487320591735241,-0.6430572277873384,-0.23234278952158008,-0.10911831409525508,0,0,0.006632655146174252,0.0020720722097914593,0.0,0.0,0.0,0.0,0.005175966321654845,0.0,0.0,0.0,0.0,0.0,0.0,0.004391690788045008,0.011935762282401468,0.01778250053174435,0.0,0.0,0.010195176053366554,0.0,0.020864588314823372,0.0,0.0,0.0,0.0,0.0,0.012069318779328505,0.0,0.0,0.0,0.0,0.0,-0.02727463462239579,0.12743246911876882
2013-03-01,2013-06-01,1.152727611006199,0.6678186037041629,0.3226456394974011,0.34024083665738886,-0.9190747490613802,0.23513674536264612,0.7059220677312696,6.35207769430886,-1.1111130385810553,1.6439807957473713,0.8393184820602526,-0.2379100909859488,-0.35913734281145787,-0.8135579392742969,-0.6088962353384901,-0.1282132409841394,0.017954058590927913,-0.5260919937374986,0.4654043557628338,0.4696286318976064,-1.2244697335643038,-1.0750381800772417,-0.5991994603760628,-0.4957175129785915,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.006687771441222512,0.0,-0.0242205878166946,-0.010887080838072894,-0.07600181314710154,0.0,-0.03853044600422974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011076095596154417,-0.03149579113383057,-0.007268813869379258,-0.02494870536099865,0.0,0.0,0.0,0.08402299375539075,0.0,0.0,0.0,0.0,0.0715548405468309
2013-06-01,2013-09-01,-1.146325498309153,-1.5263275163740908,0.29490772405160853,0.30067471442230004,-0.8921796271150404,0.14440153373342526,0.6713542215299556,14.10914387873271,-2.97647371291859,0.9006807866823757,0.8082882332892319,-0.0686985256836081,-0.16369903019984255,-0.6788795228824709,-0.4385555413605635,0.040539262814350746,0.17616863695976043,0.21788284889368015,0.14287038946641967,0.14568018089617985,-0.7532190361492993,-0.5606077222870928,-0.1025329447678186,0.04721376227222357,0,0,0.0,0.0,0.0,-0.07884239617544565,0.0,0.0,0.0,0.0,-0.023885494994606644,0.0,-0.03864379627325305,0.0,-0.0344680904144925,0.0,0.03937299575803395,0.0,0.03854241850500222,0.0,0.0,0.0,0.040273923891255926,0.0,-0.0354180908420353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012888709613400995,0.0,-0.055158156221322044,0.11470546765697218
2013-09-01,2013-12-01,-0.1680894260466914,0.8883726905655205,0.5943708190781879,0.5783676122202429,-1.5836674313524908,1.1161122038367548,0.20190071711685878,9.112404709643487,-2.2270490178851525,2.998315860316426,0.9364249955787065,-0.0163107733018641,0.24780475585118883,-0.3321727220545328,-0.04142973694854607,0.4964069825473309,0.6295124235275953,0.025711583209808708,0.06877896751816134,0.07157138503285855,-0.5391533581002499,-0.24841037299426322,0.288734870501365,0.41195319381788037,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04033219505582265,0.0,-0.07251677449656269,0.0,-0.0568345167266072,0.0,0.0,0.0,0.0,-0.05500494714094218,0.0,0.0,0.0,0.0,-0.03218461588534697,-0.06445389193174823,-0.031483571634554806,0.0,0.0,0.054881673236124626,0.11123895496882838,0.0,0.0,0.0,0.04790410917161603,0.06938034093222173
2013-12-01,2014-03-01,0.4504806836468589,-0.35913099819198774,0.4832651781994551,0.5195614070994333,-1.2081742128832245,0.6554710753699258,0.7725787626964656,47.7384728625962,-9.999999999999996,7.408959315609782,0.7702784534422622,0.0721983425743033,-0.1302045778854083,-0.6462748014561792,-0.41827155477235667,0.17815482186068549,0.26681836799270053,-0.04042182833741137,0.06538105544145448,0.059638022389103595,-0.4205402919647183,-0.20706087674625506,0.38265554718120476,0.4723867841466446,0,0,0.0,-0.0202765753123184,0.0,0.0,0.0,0.0,0.0,0.0,-0.023925802553342534,0.0,-0.02816061858518171,0.0,-0.03219026578604339,0.0,0.0,-0.015721266102398185,0.036545587077775055,-0.03250584972630752,-0.016000400161396186,0.0,0.0,0.0,-0.028510023937438476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05811250187570874,0.11007645230534313
2014-03-01,2014-06-01,0.7031114483968537,0.8381983256357715,0.25313038548063166,0.24056625753160055,-0.9669957707071979,0.01824846440216244,0.41143072730196145,6.107317590908689,-1.6531957036193332,2.349992482876916,0.8250923905202797,-0.0402056980780329,-0.006433978768303539,-0.5942039720091138,-0.2652857541396151,0.2526708191282002,0.4111023776360866,-0.2159835601772464,0.4711421355956459,0.4762022213131202,-1.2284660698522072,-0.9053886143663138,-0.39294920545255824,-0.24101063939963988,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026857445452895375,0.0,-0.06246384240304668,0.0,-0.05151546642145705,0.0,0.041021207705363716,0.0,0.0,-0.07629991160375106,0.0,0.0,0.0,0.0,-0.03597638218794495,-0.05865775266910635,-0.04903678164884654,0.0,0.0,0.0,0.07552575631442673,0.0,0.0,0.0,0.0418753203635934,0.15624631005091966
2014-06-01,2014-09-01,-0.9931052262324158,-1.1116165440951005,0.26382655804317073,0.25404062355388,-1.0023385215964293,0.014044932461550278,0.542644164624508,34.04906344679157,-9.999999999995005,5.861779135983297,0.6910314989235438,-0.0019006300588486,-0.031528459524519825,-0.6054794440159607,-0.3127171412787242,0.23436034230716218,0.38009261265879374,0.2463756764992553,0.07253633783631082,0.06972370072217791,-0.5926209057553836,-0.3566326485499325,0.17288907483519186,0.33608463825730994,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008396734793188301,0.0,-0.027423100784247312,0.0,-0.031173346464638246,0.0,0.0,-0.013985326024914623,0.0,0.0,-0.009417851078517411,0.0,0.03651567448720014,0.0,-0.007720846055313234,0.0,0.0,-0.02226689236041555,0.0,0.0,0.0,0.0,-0.0708640874556807,0.0,-0.0647614060115585,0.15382637315067307
2014-09-01,2014-12-01,0.860168108157211,0.9856639514783649,0.2663764153466781,0.25994968254952394,-1.0421850216584063,0.015749206690887616,0.45254270597718416,9.494884440638721,-3.200357630159789,3.7680138059889767,0.8420448673096924,0.2551637534921269,0.2865377143224154,-0.3385282606955125,-0.01061648865440512,0.5342695258638923,0.7096312215082712,0.04012172645282419,0.0790188167578064,0.07860794419649945,-0.4628930007217411,-0.140244644219925,0.4013867631059697,0.5504165510357638,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025689065592461733,0.0,-0.029212921169473983,0.0,-0.042424221494794634,0.0,-0.03774706840361893,0.0,-0.05952121119129418,0.025416560381107338,0.0,0.04041623632925564,0.02831884739116645,0.0,-0.011342457750966012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025274913433330576,0.126300299468053
2014-12-01,2015-03-01,-1.2841372129205553,-0.21512549921335383,0.6336178854806559,0.6575997212498356,-1.5712864600765437,1.1427860440432078,0.16332282802233858,25.677027760443632,-5.078183632190296,3.920061365639091,0.8057485931562768,-0.1784907206497266,0.08876220777707376,-0.4480035951685898,-0.20375370400740916,0.33900842762407163,0.46005886132988577,0.14254358258041222,0.20429127241645278,0.2098401117161861,-0.37395761186627546,-0.12471269649898709,0.396347117739076,0.5156892727911068,0,0,0.0,0.0,0.0,0.027111922608589287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03899685549242158,0.0,-0.04406065283607887,0.0,-0.02950354149689799,0.01726122672994546,0.0,0.029568541987144804,0.0,0.0,0.01779452450926338,0.02151818131577168,0.0,0.0,0.0,0.0,0.03773040465790489,0.0,0.0,0.0,-0.0647547003371898,0.0369164376020271
