Date,Target_date,Actual,Forecast_median,q05,q16,q84,q95,Squared_Error,Empirical_CRPS,Parametric_CRPS,Skewt_df,Skewt_nc,Skewt_loc,Skewt_scale,PIT
2015-01-01,2015-10-01,-0.7572129780924364,0.027292469098050276,-1.0378634845183754,-0.5917767899769721,0.7433142375611546,1.0264311789333278,0.6154487966715454,0.23756545912453678,0.47890747798404704,99.99999999999999,0.1099139654210491,-0.05647780731291969,0.6647595980944683,0.12339182954597926
2015-02-01,2015-11-01,-0.9613875482682666,-0.18905633455945647,-1.3042714073353778,-0.8469012486616911,0.5416564297142656,0.6999739972345291,0.5964955036689237,0.24284850098276803,0.488144626035881,99.99999999995256,-5.972344562699053,3.3723198404536556,0.5920868176680528,0.11883361543518832
2015-03-01,2015-12-01,-0.8846061718801757,0.11243392725619472,-1.1130812683287417,-0.7296253460972258,0.7324620109721458,1.0600742800183327,0.9940889592858633,0.2959211780416898,0.5996308903357034,92.7602412498314,-9.999999999313049,5.627180891532963,0.5548573915175854,0.09779392862668755
2015-04-01,2016-01-01,-0.8913308118217778,-0.4016632831575162,-1.0457286930040333,-0.8276646301949917,0.4008869235473611,1.0467443080520182,0.2397742886281654,0.1668451593892092,0.3235256184594764,7.1085602627243425,6.21640100022594,-2.1390378423446506,0.26912239921203734,0.13471533010331602
2015-05-01,2016-02-01,-0.4777355470935163,-0.2738953580420755,-1.0523585529368162,-0.7269281113998716,0.17513208021044946,0.999350378434105,0.041550822672527125,0.0738495204443119,0.14163474021963368,2.952639357000365,0.7812986603447561,-0.5992536876452547,0.364324895872938,0.31898632255889375
2015-06-01,2016-03-01,-0.4835425102155177,-0.22091478261838654,-1.0302576895265232,-0.6752745359259293,0.5206312867119145,1.0709712168465835,0.06897332330283293,0.1004330050929895,0.20190280469786678,14.775079346084068,3.7694082018817716,-1.9962562472863603,0.47228429016827045,0.2951555691751599
2015-07-01,2016-04-01,-0.0345979297843968,-0.495757984082168,-1.3788412661506655,-0.9948372397771799,0.5150032382561065,0.8741479916480133,0.21266859567992327,0.1310114682444264,0.23011364963794143,54.035292759854144,9.999999993618372,-5.363275764015818,0.4952300504832283,0.6877583709663226
2015-08-01,2016-05-01,-0.078091993123941,-0.5235318139704681,-1.2306044121340953,-0.9844396268756661,0.39005663399809265,0.7116982838055286,0.19841663399578616,0.12353534340803339,0.21471712420016248,57.37110055672634,9.999999999998172,-5.1335089559141105,0.4706272937824834,0.6869031528075245
2015-09-01,2016-06-01,-0.2309070414847625,-0.563672319502162,-1.406352717642978,-1.0926183112477617,0.34545576627369456,0.787685358571534,0.1107327302539972,0.11147457850776893,0.18847705300424078,32.34184365750176,9.999999999999874,-4.582867926991452,0.4075571027472112,0.6367640579146573
2015-10-01,2016-07-01,-0.0341674115764689,-0.21405697099332593,-0.9458446419648325,-0.6204142004278879,0.40984648062601664,1.0258093403708202,0.03236025358719093,0.07574684517706877,0.14474415178566757,4.812188679567005,1.6676345121780283,-0.9261059353305735,0.4070299246837132,0.6296973767490228
2015-11-01,2016-08-01,-0.0035302097705525,-0.19160497753407668,-0.9175526096662168,-0.5921221681292721,0.32434816672406436,0.9203653719324401,0.03537211826930356,0.07559321424307947,0.14591341141774886,3.8955345208154615,1.2100956052115277,-0.6985894118078737,0.3795809284194143,0.66308833432416
2015-12-01,2016-09-01,-0.1371437538706388,-0.23734338713667924,-0.8846061718801757,-0.6703400913959996,0.45963716448609304,0.8416723179538009,0.010039966506649,0.06641792301391435,0.13053747375852642,29.43149213893046,9.999999999998925,-3.421538820263674,0.31594551355133255,0.5682120418303056
2016-01-01,2016-10-01,-0.2647019222216329,-0.2954950838298665,-1.1757631237553134,-0.8913308118217778,0.23773862632818765,0.5728210734738504,0.000948218801830791,0.07243997309104884,0.13088040882989196,99.99999999999999,1.4103679300781031,-1.098458338548449,0.5384278545527834,0.5530838808499576
2016-02-01,2016-11-01,-0.3096467326607843,0.21205815130342914,-0.8244012116682242,-0.47773554709351623,0.6326521840496182,1.034717239017969,0.2721759859521134,0.12996866533345597,0.2527761565055462,99.99999999999999,-6.909263511867599,3.5286267849437256,0.4924762802564212,0.22443188488958013
2016-03-01,2016-12-01,-0.3244976139693989,0.0403820006898315,-0.7963192499659932,-0.48354251021551775,0.8168299329444296,1.1747254008235923,0.13313713319386847,0.12659697975229178,0.2640621617600558,99.99999999999999,9.999999999999998,-4.930852548490924,0.5027494698019671,0.23472066995599916
2016-04-01,2017-01-01,-0.2193919160335511,0.42032402271621194,-0.37762747483904846,-0.0345979297843968,0.7475287395018162,1.1936268210386982,0.4092364822904906,0.20389111067361204,0.4074136537003355,3.0743187011634627,0.07898889617082104,0.3523416582968751,0.3125326669482445,0.07157764793086625
2016-05-01,2017-02-01,-0.0934193881882983,0.1257481959274998,-0.6538160924637457,-0.3096854539125893,0.4473926912869287,0.7631229214080588,0.048034429927155446,0.06385207972434097,0.11757998674227471,3.2516618526576684,-0.025936419263881766,0.08612001240189883,0.30758017831207185,0.307584580657671
2016-06-01,2017-03-01,0.1182657315096591,-0.0383415005537735,-0.7254534719134131,-0.48592596678087574,0.4633716199464288,0.8173855245438233,0.024525825134569832,0.057094248784120644,0.11843441259202796,6.488145218767403,0.8636103704634303,-0.3684385757832338,0.387988567125518,0.6269065923414329
2016-07-01,2017-04-01,0.1239956835564548,-0.18536596826681523,-1.1585009622120435,-0.8359486250706816,0.3353112100307345,0.6829501890369016,0.09570463161882214,0.11463992871395792,0.2307292742165491,43.34499730861342,-0.9788824257515054,0.3013823647748835,0.5641562471786401,0.7472577872513337
2016-08-01,2017-05-01,0.2363944157873554,-0.2285020251101777,-1.1357814211362616,-0.8551309147103225,0.27393852343964287,0.7195552240423351,0.21612870075919352,0.15286857227961503,0.3002648992616444,49.045808716164764,0.6332211791631476,-0.6247696246362435,0.5607824799076345,0.8116776330978742
2016-09-01,2017-06-01,0.211977293329113,-0.2736267094090028,-1.249222017233862,-0.9323134492268395,0.32884379909778705,0.7842925492485442,0.23581124747527996,0.16133984017150266,0.3177196329611275,99.99999999994724,6.203285827245375,-3.862140457899294,0.568636159693389,0.7999895055088984
2016-10-01,2017-07-01,0.3411499143932239,-0.3679734139747204,-1.0181435938044991,-0.7666470677711423,0.2482410408898516,0.7952748297256562,0.5028558948356314,0.2281087783964212,0.42983655509589946,10.026164203431819,9.999999728141715,-2.3253607039101576,0.18970420121924,0.8745388463382017
2016-11-01,2017-08-01,0.3939075833012673,-0.40041344372605536,-1.0654335737509513,-0.7718019957968281,0.032960977227336416,0.7149104918909189,0.6309458939777407,0.2688429612605774,0.5156766547524511,6.818787214411527,2.7310734450386134,-1.39016172089921,0.34533756359842877,0.9109588874981762
