Date,Core_CPI,Headline_CPI,kofbarometer,unemployment_rate,oilprices,real_gdp_growth,gdp_EU_growth,infl_e_current_year,infl_e_next_year,Saron_Rate,CH_2int,fin_spread,EU_fin_spread,Wage_change,PPI,real_turnover,retail_turnover,Exchange_Rate_CHF,variable_mortgages,Vol_loans,M1_change,M2_change,M3_change,Manufacturing_EU,Business_Confidence_EU
1986-02-01,...,1.3,,0.9847352292950079,,0.00397947567153478,,,,,,,,,,,,94.0135,,,,,,,-6.9
1986-03-01,...,0.9,,0.9160997175011499,,0.00397947567153478,,,,,,,,,,,,94.0576,,,,,,,-6.8
1986-04-01,...,1,,0.8681001418639749,,0.00709904749224566,,,,,,,,,,,,94.5412,,,,,,,-7.3
1986-05-01,...,0.7,,0.8168337487474505,,0.00709904749224566,,,,,,,,,,,,94.8651,,,,,,,-6.8
1986-06-01,...,0.8,,0.7537938748142604,,0.00709904749224566,,,,,,,,,,,,95.6897,,,,,,,-6.9
1986-07-01,...,0.5,,0.7419557045425582,,0.000355652521989658,,,,,,,,,,,,97.8899,,,,,,,-6.8
1986-08-01,...,0.7,,0.7311849102789604,,0.000355652521989658,,,,,,,,,,,,100.1588,,,,,,,-6.5
1986-09-01,...,0.6,,0.72659195897136,,0.000355652521989658,,,,,,,,,,,,99.9859,,,,,,,-7.2
1986-10-01,...,0.4,,0.7440904565587668,,-0.000776821271892048,,,,,,,,,,,,99.9032,,,,,,,-8.3
1986-11-01,...,-0.1,,0.8052219915683765,,-0.000776821271892048,,,,,,,,,,,,98.2944,,,,,,,-7.7
1986-12-01,...,0,,0.8670004211283522,,-0.000776821271892048,,,,,,,,,,,,98.4348,,,,,,,-6.9
1987-01-01,...,0.7,,0.9567893847191863,,0.00029011768748366,,,,,,,,,,,,99.8561,,,,,,,-8.0
1987-02-01,...,1,,0.919851705893274,,0.00029011768748366,,,,,,,,,,,,99.6436,,,,,,,-9.1
1987-03-01,...,1,,0.8582026552433715,,0.00029011768748366,,,,,,,,,,,,99.663,,,,,,,-7.6
1987-04-01,...,1.2,,0.8190331902186956,,0.00782297140701083,,,,,,,,,,,,100.7008,,,,,,,-7.2
1987-05-01,...,0.9,,0.7870442547030851,,0.00782297140701083,,,,,,,,,,,,100.6528,,,,,,,-6.4
1987-06-01,...,1.3,,0.7545701482746999,28.45103,0.00782297140701083,,,,,,,,,,,,99.8432,,,,,,,-6.5
1987-07-01,...,1.8,,0.7424408754553329,30.51006,0.0116058829063188,,,,,,,,,,,,99.3603,,,,,,,-6.2
1987-08-01,...,2,,0.7203170818328075,29.16014,0.0116058829063188,,,,,,,,,,,,99.8108,,,,,,,-4.4
1987-09-01,...,1.6,,0.7126190366834493,27.52314,0.0116058829063188,,,,,,,,,,,,99.4785,,,,,,,-3.0
1987-10-01,...,2,,0.7246189305927431,28.02404,0.00798226563463733,,,,,,,,,,,,99.4864,,,,,,,-2.9
1987-11-01,...,2.1,,0.7658261134510724,24.58245,0.00798226563463733,,,,,,,,,,,,102.2761,,,,,,,-3.1
1987-12-01,...,1.9,,0.8151841676440166,22.6883,0.00798226563463733,,,,,,,,,,,,103.4566,,,,,,,-3.8
1988-01-01,...,1.6,,0.8772860444791755,22.55445,0.00435274131395813,,,,,3.5585999999999998,,,,,,,103.169,,,,,,,-3.3
1988-02-01,...,1.8,,0.846752621701889,21.8896,0.00435274131395813,,,,,3.320952380952381,,,,,,,102.1715,,,,,,,-2.3
1988-03-01,...,1.9,,0.8072273646745117,20.42271,0.00435274131395813,,,,,3.0529565217391306,,,,,,,101.117,,,,,,,-1.8
1988-04-01,...,1.9,,0.7721656800446616,22.939,0.00553552125838275,,,,,3.234952380952381,,,,,,,100.6418,,,,,,,-0.8
1988-05-01,...,2.2,,0.7300851895433378,23.02043,0.00553552125838275,,,,,3.2904545454545455,,,,,,,99.0328,,,,,,,0.2
1988-06-01,...,2.1,,0.6905922772434788,22.73893,0.00553552125838275,,,,,3.5486363636363634,,,,,,,98.6042,,,,,,,2.0
1988-07-01,...,1.8,,0.6780425229663737,22.87343,0.0107646776660577,,,,,3.9502380952380953,,,,,,,97.6534,,,,,,,2.0
1988-08-01,...,1.8,,0.652037362041651,23.58704,0.0107646776660577,,,,,4.027913043478261,,,,,,,96.3818,,,,,,,2.9
1988-09-01,...,2,,0.6271966113075874,20.77561,0.0107646776660577,,,,,3.8871818181818183,,,,,,,96.0336,,,,,,,4.4
1988-10-01,...,1.8,,0.624770756743714,19.07037,0.0191744945817205,,,,,4.158904761904762,,,,,,,95.7421,,,,,,,6.3
1988-11-01,...,1.8,,0.6501290231180705,19.11385,0.0191744945817205,,,,,4.033090909090909,,,,,,,97.1311,,,,,,,5.8
1988-12-01,...,1.9,,0.6793686567946245,22.65234,0.0191744945817205,,,,,4.269136363636364,,,,,,,96.5635,,,,,,,5.6
1989-01-01,...,2.2,,0.7002956954989724,26.82088,0.00458756395700832,,,,,4.870818181818182,,,,,,,94.7625,,,,,,,5.4
1989-02-01,...,2.3,,0.6704415119995705,26.58259,0.00458756395700832,,,,,5.32895,,,,,,,94.6543,,,,,,,6.0
1989-03-01,...,2.3,,0.6184635348776432,30.12813,0.00458756395700832,,,,,5.458347826086957,,,,,,,93.5135,,,,,,,5.2
1989-04-01,...,2.6,,0.5950459521543853,33.46337,0.0157387297157991,,,,,5.590400000000001,,,,,,,91.3111,,,,,,,4.8
1989-05-01,...,3,,0.5571379315029237,32.21686,0.0157387297157991,,,,,6.200304347826087,,,,,,,89.7625,,,,,,,5.7
1989-06-01,...,3,,0.5242756883443187,30.19725,0.0157387297157991,,,,,6.094636363636363,,,,,,,92.6621,,,,,,,6.2
1989-07-01,...,3,,0.5161248170097041,28.69107,0.00601303534027564,,,,,5.81895238095238,,,,,,,93.1199,,,,,,,5.9
1989-08-01,...,3,,0.5054510569286611,27.84615,0.00601303534027564,,,,,5.738608695652174,,,,,,,92.8641,,,,,,,5.3
1989-09-01,...,3.4,,0.4923514422837448,29.96357,0.00601303534027564,,,,,6.292999999999999,,,,,,,92.586,,,,,,,4.5
1989-10-01,...,3.6,,0.5002435557982129,30.8241,0.0125061535704623,,,,,6.674454545454545,,,,,,,92.7933,,,,,,,4.6
1989-11-01,...,4.4,,0.5313915283983472,30.31821,0.0125061535704623,,,,,6.579909090909092,,,,,,,93.3385,,,,,,,5.4
1989-12-01,...,5,,0.5625395009984818,31.11908,0.0125061535704623,,,,,6.670619047619048,,,,,,,93.5532,,,,,,,4.6
1990-01-01,...,5.1,,0.5152529905713203,32.24994,0.0211694040063648,,,,,7.380000000000001,,,,,,,94.4054,,,,,,,4.3
1990-02-01,...,4.9,,0.5005638211278852,29.48113,0.0211694040063648,,,,,7.573950000000001,,,,,,,95.1353,,,,,,,3.0
1990-03-01,...,5,,0.4749958307056655,27.8263,0.0211694040063648,,,,,7.543590909090909,,,,,,,95.3063,,,,,,,3.7
1990-04-01,...,4.6,,0.459285046094172,24.69603,0.00300529480858569,,,,,7.7170476190476185,,,,,,,95.8884,,,,,,,3.1
1990-05-01,...,5.1,,0.44119969649746144,23.21755,0.00300529480858569,,,,,7.507391304347825,,,,,,,99.1509,,,,,,,1.8
1990-06-01,...,5,,0.432391717075552,21.52457,0.00300529480858569,,,,,7.040333333333334,,,,,,,99.4844,,465760.30058693,,,,,1.5
1990-07-01,...,5.3,,0.4437951512487451,23.90567,-0.00415791459209591,,,,,6.987272727272727,,,,,,,98.8323,7.46,466108.72133396,-5.12471456,-7.37297811,0.63182359,,1.3
1990-08-01,...,6.1,,0.45511575175966307,35.52467,-0.00415791459209591,,,,,7.132391304347825,,,,,,,101.9018,7.5,466988.11860865,-5.73413047,-7.951759,0.89313327,,0.3
1990-09-01,...,6.1,,0.46916986312565645,45.60895,-0.00415791459209591,,,,,7.270099999999999,,,,,,,101.9141,7.68,474553.23015793,-5.10624476,-7.09027973,1.77302346,,0.8
1990-10-01,...,6.4,,0.5155014915581454,46.17394,-0.00324933531800053,,,,,7.04295652173913,,,,,,,100.9568,7.81,477159.08352943,-3.81588176,-6.343078,1.45599147,,-0.9
1990-11-01,...,6.1,,0.6064804639568646,41.56209,-0.00324933531800053,,,,,7.246045454545455,,,,,,,102.012,7.85,476759.54716382,-3.72004142,-5.6788039,1.5257783,,-1.7
1990-12-01,...,5.3,,0.6941737010853419,36.23037,-0.00324933531800053,,,,,7.409,,,,,,,101.2858,7.92,481295.27593054,-0.30764086,-3.4914969,2.36799114,93.8,-2.7
1991-01-01,...,5.5,91.5419183563946,0.7961971617873959,29.9616,0.00274633535712399,,,,,7.128565217391304,,,7.8,,,,102.6113,7.97,483174.03570719,-0.05484833,-2.24355559,2.19019557,,-7.4
1991-02-01,...,6.2,79.5126939848173,0.8530762765495694,24.7809,0.00274633535712399,,,,,6.82435,,,7.8,,,,101.7853,7.99,484190.08902338,1.08048531,-0.47374191,2.29013892,,-9.9
1991-03-01,...,5.9,89.4778195028958,0.891014093871524,26.55957,0.00274633535712399,,,,,6.898238095238095,,,7.8,,,,99.3222,7.88,487116.19739289,0.08528593,0.09300457,2.56771492,94.8,-10.9
1991-04-01,...,5.9,94.6739279815811,0.9293936907256118,27.6165,-0.0110773426697753,,,,,6.691409090909091,,,7.8,,,,99.6426,7.82,490485.65551537,2.23619145,1.46378092,2.98061879,,-10.8
1991-05-01,...,6.3,95.2250253175133,0.9676904539174247,27.96191,-0.0110773426697753,,,,,6.771173913043478,,,7.8,,,,100.0224,7.8,488506.75085334,3.00991854,2.15675007,3.3408923,,-10.9
1991-06-01,...,6.6,91.6381974019081,0.9733783653936422,27.79155,-0.0110773426697753,,,,,6.6843,,,7.8,,,,98.3588,7.79,494202.49120898,1.66862139,2.18306455,3.16170544,92.1,-11.1
1991-07-01,...,6.6,94.7077946250536,1.0365252272679581,30.02922,-0.00129414124144112,,,,,6.689608695652174,,,7.5,,,,96.7079,7.79,494461.19882953,3.1807452,2.66168248,3.59321048,,-11.4
1991-08-01,...,6,99.5787754746317,1.090339496525956,30.05625,-0.00129414124144112,,,,,6.684227272727273,,,7.5,,,,96.9818,7.79,494602.02757458,3.67568878,3.49208075,2.98178743,,-11.0
1991-09-01,...,5.7,98.8539605257746,1.148792450871355,30.34856,-0.00129414124144112,,,,,6.69147619047619,,,7.5,,,,97.0754,7.76,500055.7511239,2.04827959,2.5234854,1.7890236,92.0,-12.5
1991-10-01,...,5.1,101.253107757246,1.2616118988899185,32.82282,0.00276657673638003,,,,,6.88304347826087,,,7.0,,,,96.3916,7.76,502097.24633928,2.65024666,2.97298863,2.56792055,,-12.0
1991-11-01,...,5.5,95.3008811889445,1.430261235281839,30.28558,0.00276657673638003,,,,,7.204666666666666,,,7.0,,,,96.811,7.76,502662.64767129,2.71399843,3.05795639,2.18369192,,-11.9
1991-12-01,...,5.2,93.9928172342149,1.617465312023361,25.50881,0.00276657673638003,,,,,6.915590909090909,,,7.0,,,,97.2583,7.8,505195.47873053,1.25616342,2.63729195,2.35174523,94.4,-13.1
1992-01-01,...,4.9,99.8553822020653,1.860941056670374,25.49958,0.00825346590829334,,,,,6.523608695652174,,,4.9,,,,96.7212,7.83,508936.3074696,2.47838056,3.36298622,1.7308359,,-12.7
1992-02-01,...,4.6,101.05360681815,2.000764278590591,26.28732,0.00825346590829334,,,,,6.6217,,,4.9,,,,95.4217,7.83,508161.22778384,3.54643524,3.92336843,2.21869084,,-12.6
1992-03-01,...,4.9,99.255142114247,2.0930133671441937,26.61225,0.00825346590829334,,,,,6.7636818181818175,,,4.9,,,,94.1118,7.82,510638.77052095,3.41480917,3.42924697,1.78479204,95.1,-13.3
1992-04-01,...,4.8,96.7766076699401,2.1900391968889887,28.74612,-0.00189203862070086,,,,,7.152136363636364,,,4.9,,,,92.7042,7.8,510442.65345376,3.09396111,3.12649643,2.65919879,,-14.4
1992-05-01,...,4.2,95.3567468282756,2.2674610598953646,29.64699,-0.00189203862070086,,,,,7.305,,,4.9,,,,92.679,7.81,509953.40396168,0.73115071,2.19213411,2.54673286,,-14.5
1992-06-01,...,4.2,96.446475884159,2.338780843114148,30.15041,-0.00189203862070086,,,,,7.678318181818182,,,4.9,,,,94.6961,7.81,513249.8397719,1.25583346,1.48448856,2.52745686,95.7,-15.4
1992-07-01,...,3.8,91.6357658790069,2.4893448299093577,27.00872,-0.0100966103000233,,,,,7.623391304347826,,,5.0,,,,96.5761,7.83,510327.90410594,-0.50510941,0.50652879,1.9847572,,-17.7
1992-08-01,...,3.6,93.7169024362971,2.61895190014899,25.59307,-0.0100966103000233,,,,,7.479380952380953,,,5.0,,,,97.2787,7.87,509699.91222057,-0.37963638,0.6680208,1.99699596,,-19.3
1992-09-01,...,3.5,97.8338434797048,2.8185810262317643,25.90593,-0.0100966103000233,,,,,7.042454545454546,,,5.0,,,,99.9619,7.89,515907.85193786,2.39730259,2.0333647,2.09182191,98.9,-22.0
1992-10-01,...,3.5,94.5999174064753,3.011638681774054,26.69678,-0.0073104592867651,,,,,6.444272727272727,,,4.8,,,,101.0724,7.89,516794.55144377,2.43098186,3.02564724,1.39072361,99.0,-25.5
1992-11-01,...,3.3,94.8881918815241,3.315555388661066,27.45954,-0.0073104592867651,,,,,6.096047619047619,,,4.8,,,,99.063,7.68,517136.71313547,2.62441051,4.40357599,2.48170745,97.6,-27.9
1992-12-01,...,3.4,99.6705317322138,3.5796014927730395,25.79292,-0.0073104592867651,,,,,5.737913043478261,,,4.8,,,,99.8114,7.55,516981.27992796,2.74037267,5.33160162,1.75198306,93.9,-28.9
1993-01-01,...,3.5,103.715019364146,3.9073742943952534,25.68681,-0.00136128755724751,,,,,5.313428571428571,,,2.6,,,,97.8413,7.5,517694.81223625,5.87595118,8.66043403,2.99196499,94.0,-29.8
1993-02-01,...,3.4,105.613480035441,4.071799114011148,28.02905,-0.00136128755724751,,,,,4.96445,,,2.6,,,,97.0819,7.05,518232.04781924,6.11712917,10.13589391,3.12250752,93.4,-29.7
1993-03-01,...,3.6,100.975946141146,4.1697913364824855,28.5648,-0.00136128755724751,,,,,4.570260869565217,,,2.6,,,,97.4543,7.02,517898.23153466,9.63206467,13.42162424,4.28158492,93.0,-28.9
1993-04-01,...,3.8,100.353081787898,4.284764459720199,27.2629,0.0110759501278825,,,,,4.3075,,,2.6,,,,98.3134,6.73,516433.61258607,9.36861605,14.36579765,3.45322283,92.9,-29.7
1993-05-01,...,3.6,101.910547494904,4.346696427881148,26.8445,0.0110759501278825,,,,,4.3955714285714285,,,2.6,,,,98.799,6.54,516093.53724616,11.000061,16.09552643,2.73739627,93.6,-28.9
1993-06-01,...,3.1,105.858792324587,4.429806202363741,26.07059,0.0110759501278825,,,,,4.333181818181818,,,2.6,,,,98.8869,6.46,521966.61750297,11.40657501,17.09352091,2.88095665,93.8,-28.6
