Date,Headline,Core,Headline_level,Core_level
2019-02-01,0.5769153008785999,0.4265958203488296,100.7902,100.0265
2019-03-01,0.7264280628502817,0.4957130017502642,101.3269,100.569
2019-04-01,0.7055158022535757,0.48560098446301936,101.5173,100.8208
2019-05-01,0.6322662977493287,0.597808168526015,101.8291,101.0025
2019-06-01,0.5984537326090056,0.6980791265353226,101.7989,101.0137
2019-07-01,0.31132554980146665,0.40214451189148903,101.2735,100.4642
2019-08-01,0.3174001393662529,0.3797065754404194,101.2632,100.4521
2019-09-01,0.148203431847449,0.36824663727150764,101.1522,100.4164
2019-10-01,-0.25343187952904245,0.1650218075520904,100.9248,100.3119
2019-11-01,-0.13127551296996387,0.3716808187001597,100.7904,100.3259
2019-12-01,0.15564499018223543,0.3691647183324598,100.8205,100.3571
2020-01-01,0.2020869064148556,0.23625998372533985,100.6029,99.8385
2020-02-01,-0.062227786465740564,0.1846803752465931,100.7275,100.2114
2020-03-01,-0.5164958313734758,-0.08017611320711993,100.8049,100.4884
2020-04-01,-1.0686614325932986,-0.5441236332512034,100.4382,100.2737
2020-05-01,-1.3334229500451045,-0.6513082666900871,100.4803,100.3468
2020-06-01,-1.2829630830706762,-0.7581105002145705,100.5012,100.2508
2020-07-01,-0.9241423325602405,-0.3907521106108369,100.3419,100.0724
2020-08-01,-0.8699316401613366,-0.3640190078056271,100.3861,100.0871
2020-09-01,-0.8030999717637322,-0.31378723540864684,100.3431,100.1018
2020-10-01,-0.5719581954572561,-0.12518811021378085,100.3492,100.1864
2020-11-01,-0.6871428685417236,-0.2078391915756761,100.1002,100.1176
2020-12-01,-0.8171521987560659,-0.35646391181414216,100.0,100.0
2021-01-01,-0.5458051147981813,-0.0010016226286602148,100.0553,99.8375
2021-02-01,-0.5053076904073528,-0.3000163151732238,100.2198,99.9112
2021-03-01,-0.24552734637346418,-0.374674542625808,100.5577,100.1126
2021-04-01,0.327327003179434,0.03200725924035197,100.7675,100.3058
2021-05-01,0.5494415705694422,0.17304952757086767,101.0339,100.5206
2021-06-01,0.6026508010152476,0.25234764821826516,101.1087,100.5041
2021-07-01,0.6764859192915473,0.21900128634726457,101.023,100.2918
2021-08-01,0.8777327879214702,0.42960090517443206,101.2711,100.518
2021-09-01,0.9379541644552347,0.46752832296172997,101.2887,100.5709
2021-10-01,1.2342155415947964,0.5823126668181189,101.5954,100.7715
2021-11-01,1.5212344029914782,0.710035299743339,101.6346,100.831
2021-12-01,1.5194969502536182,0.8145733248906772,101.5311,100.8179
2022-01-01,1.6353432914510968,0.7957239129027904,101.705,100.6351
2022-02-01,2.12806754495789,1.3247702629749725,102.3754,101.2436
2022-03-01,2.3581675787721856,1.3972091141676302,102.9572,101.5212
2022-04-01,2.516122242548846,1.4520340608803473,103.3351,101.7729
2022-05-01,2.9000177529360904,1.7347557963353744,104.0068,102.2796
2022-06-01,3.3289415700122227,1.9015284854629222,104.5312,102.4335
2022-07-01,3.3758471710235938,1.954319371245905,104.4916,102.2711
2022-08-01,3.393871196534448,2.0278869879979844,104.7671,102.5772
2022-09-01,3.2007115519132157,1.9772231732424927,104.5831,102.5792
2022-10-01,2.951998389086441,1.803498536654491,104.6392,102.6054
2022-11-01,2.917243992996088,1.8810182035837286,104.6432,102.7456
2022-12-01,2.8007230080850043,1.9477215854952767,104.4149,102.8008
2023-01-01,3.229808402472667,2.1423345032683727,105.0435,102.8143
2023-02-01,3.3162070796102228,2.3335967200265983,105.8273,103.634
2023-03-01,2.90276082002201,2.2165571229428416,105.9896,103.7966
2023-04-01,2.5329904478508247,2.183259842193941,105.986,104.0193
2023-05-01,2.1357349537501236,1.9244677346550887,106.252,104.267
2023-06-01,1.6964060734045994,1.748596256624424,106.3196,104.2404
2023-07-01,1.5923594934867502,1.6721459951614115,106.1688,103.9956
2023-08-01,1.5423491477590368,1.4484577048607505,106.3955,104.0738
2023-09-01,1.6411246257645118,1.3367178992657713,106.3136,103.9596
2023-10-01,1.679259210593731,1.516241572947763,106.4112,104.173
2023-11-01,1.433345965490851,1.37220703342118,106.1539,104.1652
2023-12-01,1.7003510972565472,1.490287307731819,106.2055,104.3443
2024-01-01,1.2705079047654166,1.190673841069323,106.3866,104.0458
2024-02-01,1.1616398285173801,1.0782693971961521,107.0638,104.7575
2024-03-01,1.0394923498330932,1.0099449936324945,107.0971,104.8502
2024-04-01,1.358551915838202,1.1463631911723837,107.4357,105.2186
