"CubeId";"snbmonagg"
"PublishingDate";"2025-08-21 09:00"

"Date";"D0";"D1";"Value"
"2006-12";"VV";"GM3";"2.93102682"
"2007-01";"VV";"GM1";"-3.40694334"
"2007-01";"VV";"GM2";"-4.54681311"
"2007-01";"VV";"GM3";"3.74767405"
"2007-02";"VV";"GM1";"-2.98461795"
"2007-02";"VV";"GM2";"-4.49759948"
"2007-02";"VV";"GM3";"3.70929931"
"2007-03";"VV";"GM1";"-4.64586832"
"2007-03";"VV";"GM2";"-5.80299721"
"2007-03";"VV";"GM3";"2.6646927"
"2007-04";"VV";"GM1";"-4.33382889"
"2007-04";"VV";"GM2";"-5.69431914"
"2007-04";"VV";"GM3";"2.408148"
"2007-05";"VV";"GM1";"-4.04346467"
"2007-05";"VV";"GM2";"-5.50916945"
"2007-05";"VV";"GM3";"2.79447189"
"2007-06";"VV";"GM1";"-4.44532709"
"2007-06";"VV";"GM2";"-6.06845328"
"2007-06";"VV";"GM3";"2.98634897"
"2007-07";"VV";"GM1";"-6.18035788"
"2007-07";"VV";"GM2";"-7.17352939"
"2007-07";"VV";"GM3";"1.54604829"
"2007-08";"VV";"GM1";"-7.5936845"
"2007-08";"VV";"GM2";"-8.14246499"
"2007-08";"VV";"GM3";"1.11457717"
"2007-09";"VV";"GM1";"-6.71537839"
"2007-09";"VV";"GM2";"-7.52599232"
"2007-09";"VV";"GM3";"1.91623408"
"2007-10";"VV";"GM1";"-6.55597659"
"2007-10";"VV";"GM2";"-7.43424336"
"2007-10";"VV";"GM3";"1.38790001"
"2007-11";"VV";"GM1";"-4.04711194"
"2007-11";"VV";"GM2";"-5.91005958"
"2007-11";"VV";"GM3";"2.38174931"
"2007-12";"VV";"GM1";"-2.58542649"
"2007-12";"VV";"GM2";"-4.91799192"
"2007-12";"VV";"GM3";"2.45554628"
"2008-01";"VV";"GM1";"-4.31330111"
"2008-01";"VV";"GM2";"-6.12433643"
"2008-01";"VV";"GM3";"1.68967136"
"2008-02";"VV";"GM1";"-4.91248065"
"2008-02";"VV";"GM2";"-6.35966966"
"2008-02";"VV";"GM3";"1.74258336"
"2008-03";"VV";"GM1";"-1.04251241"
"2008-03";"VV";"GM2";"-3.76117068"
"2008-03";"VV";"GM3";"3.05225873"
"2008-04";"VV";"GM1";"-0.64511863"
"2008-04";"VV";"GM2";"-3.35826858"
"2008-04";"VV";"GM3";"4.4214226"
"2008-05";"VV";"GM1";"-1.77875343"
"2008-05";"VV";"GM2";"-3.72480666"
"2008-05";"VV";"GM3";"3.60255878"
"2008-06";"VV";"GM1";"-2.61085459"
"2008-06";"VV";"GM2";"-4.00302887"
"2008-06";"VV";"GM3";"2.64608582"
"2008-07";"VV";"GM1";"-2.37535304"
"2008-07";"VV";"GM2";"-3.8431899"
"2008-07";"VV";"GM3";"2.12493563"
"2008-08";"VV";"GM1";"-0.46171679"
"2008-08";"VV";"GM2";"-2.35550524"
"2008-08";"VV";"GM3";"2.9621766"
"2008-09";"VV";"GM1";"-0.42963693"
"2008-09";"VV";"GM2";"-2.29867922"
"2008-09";"VV";"GM3";"1.93844774"
"2008-10";"VV";"GM1";"4.63025484"
"2008-10";"VV";"GM2";"1.02881891"
"2008-10";"VV";"GM3";"2.8054845"
"2008-11";"VV";"GM1";"11.32603509"
"2008-11";"VV";"GM2";"6.67136979"
"2008-11";"VV";"GM3";"2.0858645"
"2008-12";"VV";"GM1";"21.23420277"
"2008-12";"VV";"GM2";"15.53808103"
"2008-12";"VV";"GM3";"2.37281947"
"2009-01";"VV";"GM1";"28.67692769"
"2009-01";"VV";"GM2";"22.3851683"
"2009-01";"VV";"GM3";"3.57847395"
"2009-02";"VV";"GM1";"34.35211464"
"2009-02";"VV";"GM2";"27.58967795"
"2009-02";"VV";"GM3";"4.24032232"
"2009-03";"VV";"GM1";"36.98210332"
"2009-03";"VV";"GM2";"30.60051292"
"2009-03";"VV";"GM3";"3.85507628"
"2009-04";"VV";"GM1";"38.94772262"
"2009-04";"VV";"GM2";"32.96853746"
"2009-04";"VV";"GM3";"3.20940733"
"2009-05";"VV";"GM1";"41.6872701"
"2009-05";"VV";"GM2";"35.26946268"
"2009-05";"VV";"GM3";"4.1057943"
"2009-06";"VV";"GM1";"43.93137153"
"2009-06";"VV";"GM2";"37.31538148"
"2009-06";"VV";"GM3";"5.82040636"
"2009-07";"VV";"GM1";"48.66141671"
"2009-07";"VV";"GM2";"41.22266771"
"2009-07";"VV";"GM3";"7.39178519"
"2009-08";"VV";"GM1";"48.20994723"
"2009-08";"VV";"GM2";"41.54224655"
"2009-08";"VV";"GM3";"7.32095963"
"2009-09";"VV";"GM1";"47.70907166"
"2009-09";"VV";"GM2";"42.01151899"
"2009-09";"VV";"GM3";"7.55296751"
"2009-10";"VV";"GM1";"41.73954028"
"2009-10";"VV";"GM2";"38.94933106"
"2009-10";"VV";"GM3";"7.3701682"
"2009-11";"VV";"GM1";"31.84808097"
"2009-11";"VV";"GM2";"31.36382902"
"2009-11";"VV";"GM3";"8.22548214"
"2009-12";"VV";"GM1";"20.65599601"
"2009-12";"VV";"GM2";"21.50598434"
"2009-12";"VV";"GM3";"6.92252232"
"2010-01";"VV";"GM1";"16.27299873"
"2010-01";"VV";"GM2";"17.02605384"
"2010-01";"VV";"GM3";"6.36752896"
"2010-02";"VV";"GM1";"11.86419757"
"2010-02";"VV";"GM2";"13.05008116"
"2010-02";"VV";"GM3";"6.26048122"
"2010-03";"VV";"GM1";"9.63695936"
"2010-03";"VV";"GM2";"10.84703806"
"2010-03";"VV";"GM3";"6.39856039"
"2010-04";"VV";"GM1";"8.58497018"
"2010-04";"VV";"GM2";"9.65068775"
"2010-04";"VV";"GM3";"6.04039499"
"2010-05";"VV";"GM1";"11.15296221"
"2010-05";"VV";"GM2";"11.01743635"
"2010-05";"VV";"GM3";"7.96148468"
"2010-06";"VV";"GM1";"12.379581"
"2010-06";"VV";"GM2";"11.71146634"
"2010-06";"VV";"GM3";"7.7348765"
"2010-07";"VV";"GM1";"10.80298872"
"2010-07";"VV";"GM2";"10.58297072"
"2010-07";"VV";"GM3";"7.16035874"
"2010-08";"VV";"GM1";"10.43229035"
"2010-08";"VV";"GM2";"10.21606282"
"2010-08";"VV";"GM3";"7.0931783"
"2010-09";"VV";"GM1";"10.09158351"
"2010-09";"VV";"GM2";"9.89826388"
"2010-09";"VV";"GM3";"7.26357399"
"2010-10";"VV";"GM1";"9.47650059"
"2010-10";"VV";"GM2";"9.20321225"
"2010-10";"VV";"GM3";"6.84799599"
"2010-11";"VV";"GM1";"9.07830316"
"2010-11";"VV";"GM2";"8.94779582"
"2010-11";"VV";"GM3";"6.61956863"
"2010-12";"VV";"GM1";"9.10025992"
"2010-12";"VV";"GM2";"8.9450912"
"2010-12";"VV";"GM3";"7.54025165"
"2011-01";"VV";"GM1";"8.33598234"
"2011-01";"VV";"GM2";"8.28746239"
"2011-01";"VV";"GM3";"7.29520971"
"2011-02";"VV";"GM1";"9.21253918"
"2011-02";"VV";"GM2";"8.81347054"
"2011-02";"VV";"GM3";"7.68742791"
"2011-03";"VV";"GM1";"8.48654177"
"2011-03";"VV";"GM2";"8.29520583"
"2011-03";"VV";"GM3";"7.13848967"
"2011-04";"VV";"GM1";"8.24173535"
"2011-04";"VV";"GM2";"8.03376206"
"2011-04";"VV";"GM3";"7.17956839"
"2011-05";"VV";"GM1";"6.08619072"
"2011-05";"VV";"GM2";"6.59056782"
"2011-05";"VV";"GM3";"6.34464574"
"2011-06";"VV";"GM1";"4.30659659"
"2011-06";"VV";"GM2";"5.41967058"
"2011-06";"VV";"GM3";"5.46369616"
"2011-07";"VV";"GM1";"4.74213023"
"2011-07";"VV";"GM2";"5.72762884"
"2011-07";"VV";"GM3";"6.3003713"
"2011-08";"VV";"GM1";"9.95449872"
"2011-08";"VV";"GM2";"8.87193164"
"2011-08";"VV";"GM3";"8.06251894"
"2011-09";"VV";"GM1";"10.93054576"
"2011-09";"VV";"GM2";"9.55906709"
"2011-09";"VV";"GM3";"8.02762034"
"2011-10";"VV";"GM1";"11.24268097"
"2011-10";"VV";"GM2";"9.82484528"
"2011-10";"VV";"GM3";"8.2135424"
"2011-11";"VV";"GM1";"9.77131408"
"2011-11";"VV";"GM2";"8.89033225"
"2011-11";"VV";"GM3";"7.3507396"
"2011-12";"VV";"GM1";"11.44779044"
"2011-12";"VV";"GM2";"9.67922582"
"2011-12";"VV";"GM3";"7.58264687"
"2012-01";"VV";"GM1";"11.58274129"
"2012-01";"VV";"GM2";"9.80927517"
"2012-01";"VV";"GM3";"7.63939733"
"2012-02";"VV";"GM1";"10.6540983"
"2012-02";"VV";"GM2";"9.32255461"
"2012-02";"VV";"GM3";"6.82111775"
"2012-03";"VV";"GM1";"10.38354526"
"2012-03";"VV";"GM2";"9.18587886"
"2012-03";"VV";"GM3";"6.94952393"
"2012-04";"VV";"GM1";"9.49527014"
"2012-04";"VV";"GM2";"8.70806647"
"2012-04";"VV";"GM3";"6.69021112"
"2012-05";"VV";"GM1";"9.98452501"
"2012-05";"VV";"GM2";"9.03203803"
"2012-05";"VV";"GM3";"6.60667875"
"2012-06";"VV";"GM1";"13.63028263"
"2012-06";"VV";"GM2";"11.53307589"
"2012-06";"VV";"GM3";"8.85340154"
"2012-07";"VV";"GM1";"15.37204745"
"2012-07";"VV";"GM2";"12.62948107"
"2012-07";"VV";"GM3";"9.53995947"
"2012-08";"VV";"GM1";"11.38980908"
"2012-08";"VV";"GM2";"10.30404747"
"2012-08";"VV";"GM3";"8.55175276"
"2012-09";"VV";"GM1";"10.99931961"
"2012-09";"VV";"GM2";"9.95384953"
"2012-09";"VV";"GM3";"8.98215928"
"2012-10";"VV";"GM1";"10.69307222"
"2012-10";"VV";"GM2";"9.63225556"
"2012-10";"VV";"GM3";"9.00365614"
"2012-11";"VV";"GM1";"11.52609153"
"2012-11";"VV";"GM2";"10.15994724"
"2012-11";"VV";"GM3";"9.46749313"
"2012-12";"VV";"GM1";"11.32580132"
"2012-12";"VV";"GM2";"10.29465398"
"2012-12";"VV";"GM3";"9.81499691"
"2013-01";"VV";"GM1";"10.80218156"
"2013-01";"VV";"GM2";"9.79619525"
"2013-01";"VV";"GM3";"9.23143859"
"2013-02";"VV";"GM1";"11.5065514"
"2013-02";"VV";"GM2";"10.08640495"
"2013-02";"VV";"GM3";"9.51339851"
"2013-03";"VV";"GM1";"12.0436124"
"2013-03";"VV";"GM2";"10.47553572"
"2013-03";"VV";"GM3";"9.65818828"
"2013-04";"VV";"GM1";"12.99692514"
"2013-04";"VV";"GM2";"10.87590771"
"2013-04";"VV";"GM3";"10.02841313"
"2013-05";"VV";"GM1";"12.09376545"
"2013-05";"VV";"GM2";"10.18668417"
"2013-05";"VV";"GM3";"9.51140269"
"2013-06";"VV";"GM1";"8.08016383"
"2013-06";"VV";"GM2";"7.21224658"
"2013-06";"VV";"GM3";"6.69648006"
"2013-07";"VV";"GM1";"7.27920351"
"2013-07";"VV";"GM2";"6.47899011"
"2013-07";"VV";"GM3";"6.27840699"
"2013-08";"VV";"GM1";"6.98565314"
"2013-08";"VV";"GM2";"6.1044617"
"2013-08";"VV";"GM3";"5.96962523"
"2013-09";"VV";"GM1";"5.44543455"
"2013-09";"VV";"GM2";"5.0545159"
"2013-09";"VV";"GM3";"4.98439495"
"2013-10";"VV";"GM1";"5.19389097"
"2013-10";"VV";"GM2";"4.74753157"
"2013-10";"VV";"GM3";"4.49754121"
"2013-11";"VV";"GM1";"5.40569012"
"2013-11";"VV";"GM2";"4.76304064"
"2013-11";"VV";"GM3";"4.56488071"
"2013-12";"VV";"GM1";"3.26081491"
"2013-12";"VV";"GM2";"3.10279469"
"2013-12";"VV";"GM3";"3.30730873"
"2014-01";"VV";"GM1";"4.8679942"
"2014-01";"VV";"GM2";"4.11465901"
"2014-01";"VV";"GM3";"4.14995349"
"2014-02";"VV";"GM1";"4.78607187"
"2014-02";"VV";"GM2";"4.08710884"
"2014-02";"VV";"GM3";"4.23518089"
"2014-03";"VV";"GM1";"5.31493208"
"2014-03";"VV";"GM2";"4.28401344"
"2014-03";"VV";"GM3";"4.617895"
"2014-04";"VV";"GM1";"3.7986868"
"2014-04";"VV";"GM2";"3.4248349"
"2014-04";"VV";"GM3";"3.64575398"
"2014-05";"VV";"GM1";"4.08492995"
"2014-05";"VV";"GM2";"3.56903254"
"2014-05";"VV";"GM3";"3.68921462"
"2014-06";"VV";"GM1";"4.60820428"
"2014-06";"VV";"GM2";"4.08906289"
"2014-06";"VV";"GM3";"4.07187124"
"2014-07";"VV";"GM1";"3.53982463"
"2014-07";"VV";"GM2";"3.39393855"
"2014-07";"VV";"GM3";"3.5279596"
"2014-08";"VV";"GM1";"2.67480099"
"2014-08";"VV";"GM2";"2.83322905"
"2014-08";"VV";"GM3";"3.29510638"
"2014-09";"VV";"GM1";"2.7250763"
"2014-09";"VV";"GM2";"2.79487493"
"2014-09";"VV";"GM3";"3.34048365"
"2014-10";"VV";"GM1";"2.83100888"
"2014-10";"VV";"GM2";"2.91174786"
"2014-10";"VV";"GM3";"3.36638922"
"2014-11";"VV";"GM1";"3.04555935"
"2014-11";"VV";"GM2";"3.04214975"
"2014-11";"VV";"GM3";"3.55804145"
"2014-12";"VV";"GM1";"2.30507423"
"2014-12";"VV";"GM2";"2.55881905"
"2014-12";"VV";"GM3";"3.25692991"
"2015-01";"VV";"GM1";"1.02872885"
"2015-01";"VV";"GM2";"1.73984871"
"2015-01";"VV";"GM3";"2.82833288"
"2015-02";"VV";"GM1";"0.85960852"
"2015-02";"VV";"GM2";"1.47196109"
"2015-02";"VV";"GM3";"2.29265126"
"2015-03";"VV";"GM1";"1.12578538"
"2015-03";"VV";"GM2";"1.5839417"
"2015-03";"VV";"GM3";"2.23482044"
"2015-04";"VV";"GM1";"-0.11953245"
"2015-04";"VV";"GM2";"0.79998293"
"2015-04";"VV";"GM3";"1.52302756"
"2015-05";"VV";"GM1";"-0.05484789"
"2015-05";"VV";"GM2";"0.77832983"
"2015-05";"VV";"GM3";"1.49216507"
"2015-06";"VV";"GM1";"0.82916886"
"2015-06";"VV";"GM2";"1.21048797"
"2015-06";"VV";"GM3";"2.12118454"
"2015-07";"VV";"GM1";"0.76177493"
"2015-07";"VV";"GM2";"1.14012616"
"2015-07";"VV";"GM3";"1.92820559"
"2015-08";"VV";"GM1";"0.55025853"
"2015-08";"VV";"GM2";"0.91675208"
"2015-08";"VV";"GM3";"1.41032929"
"2015-09";"VV";"GM1";"0.69409936"
"2015-09";"VV";"GM2";"0.96387569"
"2015-09";"VV";"GM3";"1.29102508"
"2015-10";"VV";"GM1";"-2.68150173"
"2015-10";"VV";"GM2";"0.99980597"
"2015-10";"VV";"GM3";"1.44890301"
"2015-11";"VV";"GM1";"-2.82721008"
"2015-11";"VV";"GM2";"0.74300033"
"2015-11";"VV";"GM3";"2.10140559"
"2015-12";"VV";"GM1";"-1.40036565"
"2015-12";"VV";"GM2";"1.41233126"
"2015-12";"VV";"GM3";"1.6543087"
"2016-01";"VV";"GM1";"-0.95316879"
"2016-01";"VV";"GM2";"1.56667689"
"2016-01";"VV";"GM3";"1.42073789"
"2016-02";"VV";"GM1";"-0.57511442"
"2016-02";"VV";"GM2";"1.75801655"
"2016-02";"VV";"GM3";"1.60102456"
"2016-03";"VV";"GM1";"0.15903608"
"2016-03";"VV";"GM2";"2.16518589"
"2016-03";"VV";"GM3";"1.80445667"
"2016-04";"VV";"GM1";"1.24953224"
"2016-04";"VV";"GM2";"2.66215474"
"2016-04";"VV";"GM3";"2.39055028"
"2016-05";"VV";"GM1";"1.39850915"
"2016-05";"VV";"GM2";"2.5897153"
"2016-05";"VV";"GM3";"2.26002938"
"2016-06";"VV";"GM1";"1.62833783"
"2016-06";"VV";"GM2";"2.76454317"
"2016-06";"VV";"GM3";"2.38142174"
"2016-07";"VV";"GM1";"2.40105989"
"2016-07";"VV";"GM2";"3.15226347"
"2016-07";"VV";"GM3";"2.73238153"
"2016-08";"VV";"GM1";"2.64153383"
"2016-08";"VV";"GM2";"3.27103476"
"2016-08";"VV";"GM3";"2.88759034"
"2016-09";"VV";"GM1";"2.97134207"
"2016-09";"VV";"GM2";"3.49595266"
"2016-09";"VV";"GM3";"3.05412282"
"2016-10";"VV";"GM1";"6.37270099"
"2016-10";"VV";"GM2";"3.40373617"
"2016-10";"VV";"GM3";"2.9886725"
"2016-11";"VV";"GM1";"5.53732633"
"2016-11";"VV";"GM2";"3.11590094"
"2016-11";"VV";"GM3";"1.93163239"
"2016-12";"VV";"GM1";"6.30898356"
"2016-12";"VV";"GM2";"3.86930163"
"2016-12";"VV";"GM3";"3.07793079"
"2017-01";"VV";"GM1";"6.14445452"
"2017-01";"VV";"GM2";"3.80016756"
"2017-01";"VV";"GM3";"3.03223441"
"2017-02";"VV";"GM1";"6.04635676"
"2017-02";"VV";"GM2";"3.82918826"
"2017-02";"VV";"GM3";"3.24878381"
"2017-03";"VV";"GM1";"5.2393344"
"2017-03";"VV";"GM2";"3.29616921"
"2017-03";"VV";"GM3";"3.01121582"
"2017-04";"VV";"GM1";"5.57520689"
"2017-04";"VV";"GM2";"3.61355324"
"2017-04";"VV";"GM3";"3.21139086"
"2017-05";"VV";"GM1";"6.72333192"
"2017-05";"VV";"GM2";"4.37626201"
"2017-05";"VV";"GM3";"3.91429635"
"2017-06";"VV";"GM1";"6.64184091"
"2017-06";"VV";"GM2";"4.32965491"
"2017-06";"VV";"GM3";"4.03304025"
"2017-07";"VV";"GM1";"6.1799618"
"2017-07";"VV";"GM2";"4.2033719"
"2017-07";"VV";"GM3";"3.89467804"
"2017-08";"VV";"GM1";"6.50078221"
"2017-08";"VV";"GM2";"4.44988907"
"2017-08";"VV";"GM3";"4.0627641"
"2017-09";"VV";"GM1";"6.76706605"
"2017-09";"VV";"GM2";"4.49469441"
"2017-09";"VV";"GM3";"4.23958828"
"2017-10";"VV";"GM1";"7.09129728"
"2017-10";"VV";"GM2";"4.4585076"
"2017-10";"VV";"GM3";"4.10898604"
"2017-11";"VV";"GM1";"7.75366345"
"2017-11";"VV";"GM2";"4.59302888"
"2017-11";"VV";"GM3";"4.18449541"
"2017-12";"VV";"GM1";"7.14876798"
"2017-12";"VV";"GM2";"3.9720944"
"2017-12";"VV";"GM3";"3.53835451"
"2018-01";"VV";"GM1";"7.4433228"
"2018-01";"VV";"GM2";"4.23036563"
"2018-01";"VV";"GM3";"3.90548004"
"2018-02";"VV";"GM1";"7.40046095"
"2018-02";"VV";"GM2";"4.13747446"
"2018-02";"VV";"GM3";"3.61842795"
"2018-03";"VV";"GM1";"6.9645924"
"2018-03";"VV";"GM2";"3.86325684"
"2018-03";"VV";"GM3";"3.22638744"
"2018-04";"VV";"GM1";"6.84603965"
"2018-04";"VV";"GM2";"3.6527696"
"2018-04";"VV";"GM3";"3.23289407"
"2018-05";"VV";"GM1";"5.75235191"
"2018-05";"VV";"GM2";"3.03422064"
"2018-05";"VV";"GM3";"2.81045102"
"2018-06";"VV";"GM1";"5.0408204"
"2018-06";"VV";"GM2";"2.64764854"
"2018-06";"VV";"GM3";"2.25456135"
"2018-07";"VV";"GM1";"5.09513487"
"2018-07";"VV";"GM2";"2.67204949"
"2018-07";"VV";"GM3";"2.36471564"
"2018-08";"VV";"GM1";"4.96127872"
"2018-08";"VV";"GM2";"2.62806469"
"2018-08";"VV";"GM3";"2.44963459"
"2018-09";"VV";"GM1";"4.8201124"
"2018-09";"VV";"GM2";"2.5904117"
"2018-09";"VV";"GM3";"2.28424314"
"2018-10";"VV";"GM1";"4.87919495"
"2018-10";"VV";"GM2";"2.76247386"
"2018-10";"VV";"GM3";"2.50659746"
"2018-11";"VV";"GM1";"4.92379064"
"2018-11";"VV";"GM2";"2.93064019"
"2018-11";"VV";"GM3";"2.76052677"
"2018-12";"VV";"GM1";"5.44209038"
"2018-12";"VV";"GM2";"3.51717851"
"2018-12";"VV";"GM3";"3.16117698"
"2019-01";"VV";"GM1";"4.94974368"
"2019-01";"VV";"GM2";"3.14029004"
"2019-01";"VV";"GM3";"3.31762792"
"2019-02";"VV";"GM1";"5.1190304"
"2019-02";"VV";"GM2";"3.32076052"
"2019-02";"VV";"GM3";"3.56711743"
"2019-03";"VV";"GM1";"5.20013192"
"2019-03";"VV";"GM2";"3.58426346"
"2019-03";"VV";"GM3";"3.73949163"
"2019-04";"VV";"GM1";"5.09744224"
"2019-04";"VV";"GM2";"3.65204267"
"2019-04";"VV";"GM3";"3.66359516"
"2019-05";"VV";"GM1";"5.16034336"
"2019-05";"VV";"GM2";"3.70324532"
"2019-05";"VV";"GM3";"3.49953626"
"2019-06";"VV";"GM1";"5.15561586"
"2019-06";"VV";"GM2";"3.78016427"
"2019-06";"VV";"GM3";"3.71409811"
"2019-07";"VV";"GM1";"4.71775808"
"2019-07";"VV";"GM2";"3.40931815"
"2019-07";"VV";"GM3";"3.27937864"
"2019-08";"VV";"GM1";"4.15067675"
"2019-08";"VV";"GM2";"2.99770438"
"2019-08";"VV";"GM3";"2.86335563"
"2019-09";"VV";"GM1";"3.58806174"
"2019-09";"VV";"GM2";"2.64666771"
"2019-09";"VV";"GM3";"2.72164555"
"2019-10";"VV";"GM1";"2.35242824"
"2019-10";"VV";"GM2";"1.70407977"
"2019-10";"VV";"GM3";"1.91827558"
"2019-11";"VV";"GM1";"1.28521303"
"2019-11";"VV";"GM2";"0.82073938"
"2019-11";"VV";"GM3";"1.41997546"
"2019-12";"VV";"GM1";"0.60009945"
"2019-12";"VV";"GM2";"0.11742281"
"2019-12";"VV";"GM3";"0.77829533"
"2020-01";"VV";"GM1";"-0.11739045"
"2020-01";"VV";"GM2";"-0.52870068"
"2020-01";"VV";"GM3";"0.07247216"
"2020-02";"VV";"GM1";"-0.10828563"
"2020-02";"VV";"GM2";"-0.72933915"
"2020-02";"VV";"GM3";"0.06957907"
"2020-03";"VV";"GM1";"1.89819762"
"2020-03";"VV";"GM2";"0.25800972"
"2020-03";"VV";"GM3";"1.36203981"
"2020-04";"VV";"GM1";"2.81721622"
"2020-04";"VV";"GM2";"0.94589998"
"2020-04";"VV";"GM3";"2.05990737"
"2020-05";"VV";"GM1";"3.34765642"
"2020-05";"VV";"GM2";"1.35945315"
"2020-05";"VV";"GM3";"2.46298768"
"2020-06";"VV";"GM1";"4.43385592"
"2020-06";"VV";"GM2";"2.07604097"
"2020-06";"VV";"GM3";"3.06124628"
"2020-07";"VV";"GM1";"4.65225268"
"2020-07";"VV";"GM2";"2.36394926"
"2020-07";"VV";"GM3";"3.7565518"
"2020-08";"VV";"GM1";"5.10074278"
"2020-08";"VV";"GM2";"2.7008696"
"2020-08";"VV";"GM3";"3.97374826"
"2020-09";"VV";"GM1";"5.709704"
"2020-09";"VV";"GM2";"3.23934745"
"2020-09";"VV";"GM3";"4.25101911"
"2020-10";"VV";"GM1";"7.18501268"
"2020-10";"VV";"GM2";"4.42980037"
"2020-10";"VV";"GM3";"5.53272492"
"2020-11";"VV";"GM1";"8.13255366"
"2020-11";"VV";"GM2";"5.20711056"
"2020-11";"VV";"GM3";"5.78790457"
"2020-12";"VV";"GM1";"8.99988605"
"2020-12";"VV";"GM2";"6.03831247"
"2020-12";"VV";"GM3";"6.47297843"
"2021-01";"VV";"GM1";"9.98038214"
"2021-01";"VV";"GM2";"6.83366769"
"2021-01";"VV";"GM3";"7.0417869"
"2021-02";"VV";"GM1";"9.77670757"
"2021-02";"VV";"GM2";"6.79624874"
"2021-02";"VV";"GM3";"6.76976047"
"2021-03";"VV";"GM1";"8.24648903"
"2021-03";"VV";"GM2";"6.06821853"
"2021-03";"VV";"GM3";"5.74649948"
"2021-04";"VV";"GM1";"7.29829188"
"2021-04";"VV";"GM2";"5.27163922"
"2021-04";"VV";"GM3";"4.92151842"
"2021-05";"VV";"GM1";"6.56908707"
"2021-05";"VV";"GM2";"4.48506001"
"2021-05";"VV";"GM3";"4.19093796"
"2021-06";"VV";"GM1";"5.97985558"
"2021-06";"VV";"GM2";"3.85079735"
"2021-06";"VV";"GM3";"3.71782839"
"2021-07";"VV";"GM1";"6.49085121"
"2021-07";"VV";"GM2";"3.52104119"
"2021-07";"VV";"GM3";"3.2793018"
"2021-08";"VV";"GM1";"5.78571379"
"2021-08";"VV";"GM2";"3.02807274"
"2021-08";"VV";"GM3";"3.16504015"
"2021-09";"VV";"GM1";"6.2463641"
"2021-09";"VV";"GM2";"3.28218473"
"2021-09";"VV";"GM3";"3.34626334"
"2021-10";"VV";"GM1";"5.44661201"
"2021-10";"VV";"GM2";"2.60213265"
"2021-10";"VV";"GM3";"2.53876875"
"2021-11";"VV";"GM1";"4.59473356"
"2021-11";"VV";"GM2";"1.96273102"
"2021-11";"VV";"GM3";"1.85783578"
"2021-12";"VV";"GM1";"4.5012694"
"2021-12";"VV";"GM2";"1.54598328"
"2021-12";"VV";"GM3";"1.40783634"
"2022-01";"VV";"GM1";"4.44653325"
"2022-01";"VV";"GM2";"1.24197549"
"2022-01";"VV";"GM3";"1.09164271"
"2022-02";"VV";"GM1";"3.84107944"
"2022-02";"VV";"GM2";"0.87499284"
"2022-02";"VV";"GM3";"0.96899562"
"2022-03";"VV";"GM1";"4.20696428"
"2022-03";"VV";"GM2";"0.72814398"
"2022-03";"VV";"GM3";"0.72256903"
"2022-04";"VV";"GM1";"3.6430647"
"2022-04";"VV";"GM2";"0.33118991"
"2022-04";"VV";"GM3";"0.13316502"
"2022-05";"VV";"GM1";"3.39943681"
"2022-05";"VV";"GM2";"0.28401309"
"2022-05";"VV";"GM3";"0.24549635"
"2022-06";"VV";"GM1";"3.02897511"
"2022-06";"VV";"GM2";"0.11625438"
"2022-06";"VV";"GM3";"-0.15848975"
"2022-07";"VV";"GM1";"2.27095618"
"2022-07";"VV";"GM2";"0.14268671"
"2022-07";"VV";"GM3";"-0.2097248"
"2022-08";"VV";"GM1";"2.64494807"
"2022-08";"VV";"GM2";"0.30857999"
"2022-08";"VV";"GM3";"-0.19983734"
"2022-09";"VV";"GM1";"1.72069603"
"2022-09";"VV";"GM2";"-0.4454614"
"2022-09";"VV";"GM3";"0.09797487"
"2022-10";"VV";"GM1";"-0.06051177"
"2022-10";"VV";"GM2";"-1.7098971"
"2022-10";"VV";"GM3";"-0.1055811"
"2022-11";"VV";"GM1";"0.54048909"
"2022-11";"VV";"GM2";"-1.35177597"
"2022-11";"VV";"GM3";"0.87542012"
"2022-12";"VV";"GM1";"-2.23352496"
"2022-12";"VV";"GM2";"-3.08053039"
"2022-12";"VV";"GM3";"0.12861109"
"2023-01";"VV";"GM1";"-5.01622236"
"2023-01";"VV";"GM2";"-4.63212443"
"2023-01";"VV";"GM3";"-0.05821435"
"2023-02";"VV";"GM1";"-6.46314578"
"2023-02";"VV";"GM2";"-5.3029956"
"2023-02";"VV";"GM3";"0.22867155"
"2023-03";"VV";"GM1";"-9.64054129"
"2023-03";"VV";"GM2";"-7.38063406"
"2023-03";"VV";"GM3";"-0.56504323"
"2023-04";"VV";"GM1";"-10.23328373"
"2023-04";"VV";"GM2";"-7.99298305"
"2023-04";"VV";"GM3";"-0.16430974"
"2023-05";"VV";"GM1";"-12.33189122"
"2023-05";"VV";"GM2";"-9.48986798"
"2023-05";"VV";"GM3";"-1.23380832"
"2023-06";"VV";"GM1";"-13.8784848"
"2023-06";"VV";"GM2";"-10.50646413"
"2023-06";"VV";"GM3";"-1.37657013"
"2023-07";"VV";"GM1";"-16.26469024"
"2023-07";"VV";"GM2";"-11.93738056"
"2023-07";"VV";"GM3";"-1.55579697"
"2023-08";"VV";"GM1";"-17.90084625"
"2023-08";"VV";"GM2";"-13.15909764"
"2023-08";"VV";"GM3";"-2.19725423"
"2023-09";"VV";"GM1";"-18.23956793"
